jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,route_url,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,_km,alpine_km,ferry_km,alpine_path_km,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km
22,1,2021,stage_6,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 6.gpx,https://www.komoot.com/tour/2987266920,22.7,5.33,1.41,,122.0,,16.5,11.9,,124.0,0.732,,,,,,,,151.67,3094.0,1128.0,2319.0,188.0,2.0,1.0,1.0,1.0,1.0,0.9936,0.9936,0.9936,0.9936,0.9936,-1.9,6.2,7.26,690.0,-0.24,221.0
23,1,2021,stage_7,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 7.gpx,https://www.komoot.com/tour/2987267644,14.6,7.11,44.0,,56.8,,57.2,8.55,,56.8,,,,,,,,,121.82,2569.0,2099.0,1509.0,308.0,4.0,4.0,1.0,1.0,1.0,0.9991,0.9991,0.9991,0.9991,0.9991,8.8,7.07,5.14,303.0,-1.46,435.0
23,1,2021,result,gravel-and-tar,1.2,2021 Gravel and Tar Classic.gpx,https://www.komoot.com/tour/2973631211,146.0,5.24,4.65,3.33,4.34,,7.84,115.0,,4.34,,36.4,0.0,,,,,,163.85,1692.0,1724.0,298.0,33.0,10.0,3.0,0.0,0.0,0.0,0.8314,0.6862,0.0,0.0,0.0,0.0,0.17,0.04,12.0,0.07,538.0
24,1,2021,stage_8,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 8.gpx,https://www.komoot.com/tour/2987268377,65.2,11.2,1.91,,30.5,,70.2,7.18,,31.9,2.2,,,,,,,,109.13,1558.0,1309.0,1053.0,710.0,7.0,4.0,4.0,0.0,0.0,0.988,0.988,0.988,0.0,0.0,-3.4,1.6,1.18,137.0,0.1,614.0
24,1,2021,result,gp-de-valence,1.2,2021 Classica Comunitat Valenciana 1969 - Gran Premio Valencia.gpx,https://www.komoot.com/tour/2973458617,79.1,0.794,12.6,0.461,0.191,,95.2,0.677,0.0,0.28,,,,,,,,,96.33,1119.0,1341.0,629.0,1.0,4.0,1.0,1.0,0.0,0.0,0.7271,0.3939,0.3939,0.0,0.0,0.1,0.0,-0.02,25.0,-0.32,892.0
31,1,2021,result,gp-d-ouverture,1.1,2021 Grand Prix Cycliste la Marseillaise.gpx,https://www.komoot.com/tour/2973613790,130.0,0.0,39.8,0.893,,,170.0,0.494,,0.0,,,,,,,,,170.84,2803.0,2949.0,732.0,10.0,8.0,8.0,2.0,0.0,0.0,0.9507,0.9507,0.8382,0.0,0.0,-0.5,-1.27,-1.66,0.0,0.21,695.0
3,2,2021,stage_1,etoile-de-besseges,2.1,2021 Etoile de Besseges - Tour du Gard Stage 1.gpx,https://www.komoot.com/tour/2973526355,104.0,2.91,35.6,0.399,0.568,,142.0,0.578,,1.1,0.537,,,,,,,,143.83,459.0,426.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.8,1.06,64.0,-0.04,152.0
3,2,2021,result,nc-australia-itt,NC,2021 Australian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2973397867,29.9,6.8,,0.838,,,14.1,23.5,,,,,,,,,,,37.56,371.0,373.0,580.0,495.0,2.0,0.0,0.0,0.0,0.0,0.8328,0.0,0.0,0.0,0.0,2.1,-0.93,-1.16,207.0,-0.01,371.0
4,2,2021,stage_2,etoile-de-besseges,2.1,2021 Etoile de Besseges - Tour du Gard Stage 2.gpx,https://www.komoot.com/tour/2973527208,148.0,1.29,4.63,,,,148.0,5.89,,,,,,,,,,,154.08,1610.0,1623.0,202.0,56.0,5.0,0.0,0.0,0.0,0.0,0.9345,0.0,0.0,0.0,0.0,0.4,-0.17,-0.26,236.0,0.14,719.0
5,2,2021,stage_3,etoile-de-besseges,2.1,2021 Etoile de Besseges - Tour du Gard Stage 3.gpx,https://www.komoot.com/tour/2973528279,142.0,1.62,8.9,,2.09,,151.0,1.65,,2.35,,,,,,,,,154.71,2036.0,2044.0,557.0,86.0,7.0,5.0,1.0,0.0,0.0,0.9009,0.9009,0.2122,0.0,0.0,0.4,0.07,-0.04,57.0,-0.01,910.0
6,2,2021,stage_4,etoile-de-besseges,2.1,2021 Etoile de Besseges - Tour du Gard Stage 4.gpx,https://www.komoot.com/tour/2973529217,129.0,0.635,19.4,1.96,,,144.0,7.7,,,1.16,,,,,,,,151.8,1760.0,1787.0,340.0,33.0,8.0,2.0,0.0,0.0,0.0,0.9997,0.6279,0.0,0.0,0.0,5.8,1.3,0.66,128.0,0.03,626.0
6,2,2021,result,grand-prix-alanya,1.2,2021 Grand Prix Alanya.gpx,https://www.komoot.com/tour/2973608256,109.0,2.16,33.8,,2.12,,116.0,27.4,2.1,2.12,,,,,,,,,147.61,2395.0,2397.0,292.0,0.0,6.0,3.0,0.0,0.0,0.0,0.8451,0.784,0.0,0.0,0.0,0.1,0.1,-0.38,64.0,0.45,443.0
7,2,2021,result,grand-prix-gazipasa,1.2,2021 Grand Prix Gazipasa.gpx,https://www.komoot.com/tour/2973616565,58.7,,96.7,,0.406,,154.0,1.43,,0.472,0.0,,,,,,,,155.55,1809.0,1809.0,251.0,4.0,5.0,5.0,0.0,0.0,0.0,0.8525,0.8525,0.0,0.0,0.0,-0.2,-0.9,-0.3,115.0,0.31,505.0
7,2,2021,stage_5,etoile-de-besseges,2.1,2021 Etoile de Besseges - Tour du Gard Stage 5.gpx,https://www.komoot.com/tour/2973530212,4.4,0.479,5.49,0.148,0.251,,10.3,0.159,,0.251,,,,,,,,,10.75,181.0,19.0,290.0,128.0,1.0,1.0,0.0,0.0,0.0,0.9966,0.9966,0.0,0.0,0.0,6.7,5.3,3.1,162.0,1.51,181.0
7,2,2021,result,nc-australia,NC,2021 Australian Road National Championships.gpx,https://www.komoot.com/tour/2973398726,87.7,23.6,14.3,14.8,,,17.5,123.0,,,,,,,,,,,139.88,2676.0,2676.0,599.0,442.0,12.0,0.0,0.0,0.0,0.0,0.936,0.0,0.0,0.0,0.0,-4.3,-1.9,-2.12,694.0,0.3,1048.0
11,2,2021,stage_1,tour-cycliste-international-la-provence,2.Pro,2021 Tour de la Provence Stage 1.gpx,https://www.komoot.com/tour/2987111638,140.0,0.0,35.1,7.23,,,182.0,0.0,,,0.165,0.165,,,,,,,182.45,2522.0,2690.0,743.0,5.0,8.0,5.0,3.0,0.0,0.0,0.8386,0.8386,0.7475,0.0,0.0,-0.2,-0.53,-0.06,32.0,0.2,836.0
12,2,2021,stage_2,tour-cycliste-international-la-provence,2.Pro,2021 Tour de la Provence Stage 2.gpx,https://www.komoot.com/tour/2987112701,138.0,0.276,35.5,1.4,,,174.0,0.333,0.0,0.0,0.242,0.23,,,,,,,175.46,2341.0,2090.0,593.0,159.0,9.0,6.0,1.0,0.0,0.0,0.9999,0.8965,0.802,0.0,0.0,4.0,3.27,2.02,101.0,0.34,704.0
12,2,2021,result,nc-new-zealand-itt,NC,2021 New Zealand Road National Championships - ITT.gpx,https://www.komoot.com/tour/2973725396,43.0,,,,,,,43.0,,,,,,,,,,,44.1,287.0,289.0,121.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-0.3,-0.3,116.0,-0.0,287.0
13,2,2021,stage_3,tour-cycliste-international-la-provence,2.Pro,2021 Tour de la Provence Stage 3.gpx,https://www.komoot.com/tour/2987113585,139.0,0.0,11.2,3.94,,,150.0,4.21,,,,,,,,,,,153.92,2664.0,1282.0,1419.0,37.0,4.0,4.0,3.0,1.0,1.0,0.9997,0.9997,0.9997,0.9997,0.9997,6.5,8.33,8.86,531.0,0.18,244.0
14,2,2021,stage_4,tour-cycliste-international-la-provence,2.Pro,2021 Tour de la Provence Stage 4.gpx,https://www.komoot.com/tour/2987114706,133.0,2.14,24.8,2.72,,,162.0,0.39,,,,,,,,,,,162.73,1283.0,1225.0,308.0,6.0,6.0,3.0,0.0,0.0,0.0,0.909,0.797,0.0,0.0,0.0,-0.2,-0.47,-0.38,32.0,0.11,397.0
14,2,2021,result,clasica-de-almeria,1.Pro,2021 Clasica de Almeria.gpx,https://www.komoot.com/tour/2973455317,156.0,3.32,10.5,1.11,14.2,,165.0,4.66,,14.4,0.344,2.33,0.441,,,,,,186.44,1636.0,1676.0,526.0,-2.0,3.0,2.0,2.0,0.0,0.0,0.7397,0.5118,0.5118,0.0,0.0,0.2,-0.1,0.0,10.0,0.72,548.0
14,2,2021,result,nc-new-zealand,NC,2021 New Zealand Road National Championships.gpx,https://www.komoot.com/tour/2973726062,170.0,4.71,,,,,31.9,142.0,,,,,,,,,,,174.16,1904.0,1904.0,228.0,40.0,8.0,4.0,0.0,0.0,0.0,0.8942,0.8942,0.0,0.0,0.0,0.1,0.13,-0.1,51.0,-0.02,507.0
19,2,2021,stage_1,tour-des-alpes-maritimes,2.1,2021 Tour des Alpes Maritimes et du Var Stage 1.gpx,https://www.komoot.com/tour/2987115676,153.0,0.286,17.2,15.7,1.02,0.217,186.0,,,0.771,,0.182,0.182,,,,,,187.76,3648.0,3020.0,746.0,12.0,9.0,7.0,4.0,2.0,0.0,0.9999,0.9999,0.9999,0.8567,0.0,6.3,2.4,2.68,142.0,0.6,887.0
20,2,2021,stage_2,tour-des-alpes-maritimes,2.1,2021 Tour des Alpes Maritimes et du Var Stage 2.gpx,https://www.komoot.com/tour/2987116477,160.0,2.12,5.79,,,,163.0,4.25,,,,,,,,,,,167.75,3081.0,2987.0,806.0,70.0,13.0,5.0,1.0,1.0,0.0,0.9996,0.9996,0.5232,0.5232,0.0,10.1,4.27,3.16,179.0,-0.19,779.0
20,2,2021,result,grand-prix-manavgat-side,1.2,2021 Grand Prix Velo Manavgat.gpx,https://www.komoot.com/tour/2973623855,13.1,0.939,133.0,,,,145.0,1.09,1.76,0.0,0.608,,,,,,,,147.32,983.0,980.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.08,180.0,-0.01,351.0
21,2,2021,result,grand-prix-velo-alanya,1.2,2021 Grand Prix Velo Alanya.gpx,https://www.komoot.com/tour/2973621892,36.3,0.698,68.6,,,,105.0,1.08,0.229,0.0,0.293,,,,,,,,105.74,2572.0,1690.0,1034.0,0.0,3.0,2.0,1.0,1.0,1.0,0.9986,0.9095,0.9095,0.9095,0.9095,5.2,-1.33,-1.5,381.0,-0.04,381.0
21,2,2021,stage_1,uae-tour,2.UWT,2021 UAE Tour Stage 1.gpx,https://www.komoot.com/tour/2987192428,155.0,2.91,0.15,,17.7,,154.0,4.26,,18.3,1.07,,,,,,,,175.8,339.0,430.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,7.0,0.04,157.0
21,2,2021,stage_3,tour-des-alpes-maritimes,2.1,2021 Tour des Alpes Maritimes et du Var Stage 3.gpx,https://www.komoot.com/tour/2987117117,120.0,2.13,6.82,1.65,0.375,,131.0,,,,,,,,,,,,131.31,3575.0,3648.0,1000.0,101.0,6.0,6.0,5.0,2.0,2.0,0.9613,0.9613,0.8275,0.8275,0.8275,-1.5,-2.17,-3.58,0.0,0.42,1386.0
22,2,2021,stage_2,uae-tour,2.UWT,2021 UAE Tour Stage 2.gpx,https://www.komoot.com/tour/2987192976,0.0,0.211,,11.4,1.42,,11.2,0.226,,1.63,,,,,,,,,13.03,90.0,91.0,8.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.02,55.0,-0.01,90.0
23,2,2021,stage_3,uae-tour,2.UWT,2021 UAE Tour Stage 3.gpx,https://www.komoot.com/tour/2987193824,34.8,2.09,77.0,,51.5,0.0,110.0,3.85,,52.9,1.64,,,,,,,,165.92,1430.0,671.0,1031.0,218.0,2.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.9996,0.9996,0.9996,2.2,4.17,5.7,333.0,0.03,213.0
24,2,2021,stage_4,uae-tour,2.UWT,2021 UAE Tour Stage 4.gpx,https://www.komoot.com/tour/2987194622,40.5,2.32,38.5,,123.0,0.129,76.5,2.71,,126.0,0.706,0.701,0.0,,,,,,203.87,690.0,690.0,67.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,-0.02,12.0,-0.0,197.0
25,2,2021,stage_5,uae-tour,2.UWT,2021 UAE Tour Stage 5.gpx,https://www.komoot.com/tour/2987195315,48.7,4.3,42.0,,74.1,,87.3,6.67,,74.5,0.734,0.734,,,,,,,168.61,2581.0,1139.0,1489.0,8.0,3.0,3.0,2.0,1.0,1.0,0.9993,0.9993,0.9993,0.9993,0.9993,4.5,5.8,5.64,348.0,0.23,592.0
26,2,2021,stage_6,uae-tour,2.UWT,2021 UAE Tour Stage 6.gpx,https://www.komoot.com/tour/2987196646,32.7,4.15,108.0,,15.6,,138.0,0.0,7.39,20.1,5.18,,,,,,,,164.82,363.0,372.0,90.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,70.0
27,2,2021,result,omloop-het-nieuwsblad,1.UWT,2021 Omloop Het Nieuwsblad Elite.gpx,https://www.komoot.com/tour/2973730012,64.5,40.8,2.67,81.8,2.17,0.186,95.5,82.5,20.5,2.38,0.174,0.0,,,,,,,200.49,1644.0,1644.0,106.0,6.0,4.0,0.0,0.0,0.0,0.0,0.926,0.0,0.0,0.0,0.0,-0.2,-0.67,-0.68,86.0,0.18,376.0
27,2,2021,result,faun-ardeche-classic,1.Pro,2021 Faun-Ardeche Classic.gpx,https://www.komoot.com/tour/2973531418,125.0,0.0,31.6,13.4,0.464,,160.0,10.1,,0.144,0.141,,,,,,,,171.38,3123.0,3192.0,685.0,105.0,9.0,7.0,3.0,0.0,0.0,0.9592,0.9592,0.8725,0.0,0.0,0.1,-0.03,-2.94,7.0,-0.05,882.0
27,2,2021,stage_7,uae-tour,2.UWT,2021 UAE Tour Stage 7.gpx,https://www.komoot.com/tour/2987197729,78.2,3.26,11.7,2.8,50.1,,92.2,1.99,2.51,49.8,1.52,,,,,,,,146.54,180.0,181.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,9.0,0.0,53.0
28,2,2021,result,kuurne-brussel-kuurne,1.Pro,2021 Kuurne - Bruxelles - Kuurne.gpx,https://www.komoot.com/tour/2973669402,80.8,19.8,19.1,68.6,,0.0,127.0,63.8,6.03,0.12,0.0,,,,,,,,196.99,1693.0,1690.0,164.0,8.0,8.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.1,0.13,0.12,26.0,0.15,332.0
28,2,2021,result,la-drome-classic,1.Pro,2021 Royal Bernard Drome Classic.gpx,https://www.komoot.com/tour/2973773662,146.0,9.72,18.9,3.79,,,148.0,30.6,,0.0,0.112,,,,,,,,178.49,2422.0,2482.0,516.0,111.0,7.0,3.0,1.0,0.0,0.0,0.9441,0.8205,0.7373,0.0,0.0,-0.4,-2.0,-0.52,117.0,0.04,457.0
2,3,2021,result,gp-samyn,1.1,2021 Le Samyn.gpx,https://www.komoot.com/tour/2973700361,129.0,27.1,7.63,39.7,1.59,,144.0,44.5,14.7,1.77,,0.106,,,,,,,204.4,1427.0,1357.0,143.0,23.0,5.0,0.0,0.0,0.0,0.0,0.8837,0.0,0.0,0.0,0.0,0.8,1.3,0.92,130.0,0.08,327.0
2,3,2021,result,african-cycling-championships-ttt,CC,2021 CAC African Road Championships - TTT.gpx,https://www.komoot.com/tour/2973433285,5.85,,34.5,,1.83,,40.4,,,1.22,,,,,,,,,41.78,752.0,754.0,188.0,89.0,6.0,0.0,0.0,0.0,0.0,0.8969,0.0,0.0,0.0,0.0,-4.5,-1.97,-1.08,278.0,-0.0,752.0
3,3,2021,result,trofej-umag,1.2,2021 Trofej Umag - Umag Trophy.gpx,https://www.komoot.com/tour/2987181139,109.0,2.16,42.6,,,,153.0,0.001,,,,,,,,,,,153.85,1250.0,1253.0,115.0,0.0,7.0,0.0,0.0,0.0,0.0,0.9406,0.0,0.0,0.0,0.0,-0.3,-0.93,-1.04,84.0,0.04,416.0
3,3,2021,result,trofeo-laigueglia,1.Pro,2021 Trofeo Laigueglia.gpx,https://www.komoot.com/tour/2987185094,117.0,8.08,68.1,7.46,1.76,,182.0,19.1,,1.22,,,,,,,,,202.72,2967.0,2967.0,481.0,1.0,7.0,7.0,3.0,0.0,0.0,0.9537,0.9537,0.5837,0.0,0.0,-0.4,-1.97,-0.04,83.0,0.21,643.0
3,3,2021,result,african-continental-championships-itt,CC,2021 CAC African Road Championships - ITT.gpx,https://www.komoot.com/tour/2973432387,5.85,,34.5,,1.83,,40.4,,,1.22,,,,,,,,,41.78,752.0,754.0,188.0,89.0,6.0,0.0,0.0,0.0,0.0,0.8969,0.0,0.0,0.0,0.0,-4.5,-1.97,-1.08,278.0,-0.0,752.0
6,3,2021,result,strade-bianche,1.UWT,2021 Strade Bianche.gpx,https://www.komoot.com/tour/2973801060,111.0,45.5,25.9,0.0,0.619,,120.0,2.9,0.841,0.667,0.379,12.1,0.0,47.2,,,,,183.98,3072.0,2997.0,460.0,139.0,11.0,4.0,1.0,0.0,0.0,0.9528,0.9528,0.3098,0.0,0.0,5.0,0.67,-0.5,140.0,-0.16,661.0
6,3,2021,result,grand-prix-mediterrennean,1.2,2021 Grand Prix Mediterrennean.gpx,https://www.komoot.com/tour/2973620677,32.5,1.65,120.0,,0.425,,152.0,1.79,0.828,2.74,2.99,,,,,,,,157.25,1742.0,1774.0,239.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.5914,0.5914,0.0,0.0,0.0,0.1,-0.17,0.02,213.0,-0.03,477.0
6,3,2021,result,african-championships,CC,2021 CAC African Road Championships.gpx,https://www.komoot.com/tour/2973434595,15.3,,66.9,,1.31,,82.2,,,1.09,,,,,,,,,82.68,1782.0,1782.0,189.0,83.0,0.0,0.0,0.0,0.0,0.0,0.9586,0.0,0.0,0.0,0.0,-5.2,-1.97,-1.06,1782.0,0.11,1130.0
7,3,2021,result,porec-trophy,1.2,2021 Trofej Porec - Porec Trophy.gpx,https://www.komoot.com/tour/2987180265,91.6,0.417,57.1,0.417,,,149.0,0.684,,,,,,,,,,,149.61,1587.0,1490.0,177.0,5.0,7.0,7.0,0.0,0.0,0.0,0.9239,0.9239,0.0,0.0,0.0,4.9,2.3,1.48,147.0,0.06,514.0
7,3,2021,result,gp-industria-artigianato,1.Pro,2021 GP Industria & Artigianato.gpx,https://www.komoot.com/tour/2973542282,169.0,4.06,18.1,,,,162.0,29.6,,0.29,,,,,,,,,191.99,2207.0,2208.0,353.0,19.0,4.0,4.0,4.0,0.0,0.0,0.9592,0.9592,0.9592,0.0,0.0,1.1,-3.07,-4.8,16.0,-0.01,324.0
7,3,2021,result,grand-prix-gundogmus-me,1.2,2021 Grand Prix Gundogmus.gpx,https://www.komoot.com/tour/2973617569,36.3,0.698,68.6,,,,105.0,1.08,0.229,0.0,0.293,,,,,,,,105.74,2572.0,1690.0,1034.0,0.0,3.0,2.0,1.0,1.0,1.0,0.9986,0.9095,0.9095,0.9095,0.9095,5.2,-1.33,-1.5,381.0,-0.04,381.0
7,3,2021,result,grote-prijs-jean-pierre-monsere,1.1,2021 Grote prijs Jean-Pierre Monsere.gpx,https://www.komoot.com/tour/2973636116,80.7,22.9,0.0,80.3,,,99.5,93.1,8.03,0.296,,,,,,,,,200.44,636.0,639.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.07,-0.14,31.0,-0.01,151.0
7,3,2021,stage_1,paris-nice,2.UWT,2021 Paris-Nice Stage 1.gpx,https://www.komoot.com/tour/2973739302,88.5,0.111,63.3,13.5,0.479,,165.0,,0.489,0.479,0.0,,0.0,0.0,,,,,165.97,1525.0,1492.0,181.0,50.0,6.0,0.0,0.0,0.0,0.0,0.9709,0.0,0.0,0.0,0.0,2.5,1.27,0.58,97.0,0.1,403.0
8,3,2021,stage_2,paris-nice,2.UWT,2021 Paris-Nice Stage 2.gpx,https://www.komoot.com/tour/2973740537,124.0,1.3,59.2,2.33,0.924,,185.0,1.75,0.0,0.924,0.0,0.0,,,,,,,188.02,1016.0,951.0,185.0,41.0,2.0,0.0,0.0,0.0,0.0,0.1983,0.0,0.0,0.0,0.0,-0.7,0.47,0.0,48.0,0.25,490.0
9,3,2021,stage_3,paris-nice,2.UWT,2021 Paris-Nice Stage 3.gpx,https://www.komoot.com/tour/2973741311,9.72,3.15,,1.06,,0.0,9.41,4.96,,0.0,0.415,,,,,,,,14.38,102.0,87.0,181.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,-0.37,-0.3,40.0,0.1,102.0
10,3,2021,stage_1,tirreno-adriatico,2.UWT,2021 Tirreno-Adriatico Stage 1.gpx,https://www.komoot.com/tour/2973802488,127.0,,28.8,,,,156.0,0.0,,0.182,0.342,,,,,,,,156.3,1031.0,1031.0,222.0,-1.0,3.0,3.0,0.0,0.0,0.0,0.5024,0.5024,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.03,573.0
11,3,2021,stage_2,tirreno-adriatico,2.UWT,2021 Tirreno-Adriatico Stage 2.gpx,https://www.komoot.com/tour/2973803541,122.0,0.353,80.5,,0.244,,199.0,3.31,,0.244,,,,,,,,,203.09,2366.0,1827.0,545.0,-2.0,7.0,4.0,2.0,0.0,0.0,0.9998,0.9998,0.9998,0.0,0.0,5.4,4.6,4.0,287.0,0.01,152.0
11,3,2021,stage_1,istrian-spring-tour,2.2,2021 Istrian Spring Trophy Prologue.gpx,https://www.komoot.com/tour/2973648857,,,,0.973,,,,0.973,,,,,,,,,,,0.98,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,-0.1,0.0
12,3,2021,stage_3,tirreno-adriatico,2.UWT,2021 Tirreno-Adriatico Stage 3.gpx,https://www.komoot.com/tour/2973804391,192.0,1.04,26.4,,,0.117,218.0,1.08,,,,,,0.117,,,,,219.46,3001.0,2770.0,640.0,158.0,10.0,6.0,1.0,0.0,0.0,0.9998,0.9998,0.6445,0.0,0.0,0.9,1.67,2.08,198.0,0.28,912.0
