jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,route_url,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,_km,alpine_km,ferry_km,alpine_path_km,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km
21,1,2025,stage_1,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 1.gpx,https://www.komoot.com/tour/2951436953,52.3,0.367,40.6,7.47,0.904,,86.7,14.3,,0.734,0.806,0.48,,,,,,,101.84,1160.0,1255.0,338.0,3.0,2.0,2.0,1.0,0.0,0.0,0.8057,0.8057,0.4835,0.0,0.0,0.2,0.37,0.28,36.0,0.37,659.0
22,1,2025,stage_1,tour-du-sahel,2.2,2025 Tour du Sahel Stage 1.gpx,https://www.komoot.com/tour/2962760837,,,110.0,,,,110.0,,,,,,,,,,,,109.88,172.0,74.0,128.0,19.0,1.0,0.0,0.0,0.0,0.0,0.8544,0.0,0.0,0.0,0.0,0.0,-0.2,-0.18,38.0,0.07,69.0
22,1,2025,stage_2,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 2.gpx,https://www.komoot.com/tour/2951437350,109.0,3.64,0.422,1.58,,,101.0,14.1,,,,,,,,,,,115.22,1637.0,1367.0,379.0,45.0,6.0,4.0,1.0,0.0,0.0,0.9996,0.9996,0.8477,0.0,0.0,5.6,7.4,5.74,315.0,-0.03,673.0
23,1,2025,stage_3,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 3.gpx,https://www.komoot.com/tour/2951437878,64.1,,40.8,1.06,,,50.8,55.2,,,,,,,,,,,105.88,1964.0,1980.0,519.0,306.0,5.0,5.0,0.0,0.0,0.0,0.9997,0.9997,0.0,0.0,0.0,4.6,1.37,2.0,233.0,-0.13,886.0
23,1,2025,stage_2,tour-du-sahel,2.2,2025 Tour du Sahel Stage 2.gpx,https://www.komoot.com/tour/2962761140,6.28,0.432,64.2,,4.28,,63.8,0.999,,4.28,,6.16,,,,,,,74.92,483.0,332.0,451.0,115.0,1.0,1.0,1.0,0.0,0.0,0.7489,0.7489,0.7489,0.0,0.0,1.4,0.3,-0.08,59.0,0.63,426.0
24,1,2025,stage_1,tour-of-sharjah,2.2,2025 Tour of Sharjah Stage 1.gpx,https://www.komoot.com/tour/2987576857,6.74,4.95,16.5,,99.7,,20.7,3.62,,110.0,6.22,,,,,,,,133.26,1455.0,1188.0,496.0,1.0,4.0,2.0,1.0,0.0,0.0,0.9985,0.9985,0.5477,0.0,0.0,9.0,7.3,5.24,282.0,0.23,202.0
24,1,2025,stage_4,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 4.gpx,https://www.komoot.com/tour/2951438599,110.0,1.03,37.3,7.83,0.903,,154.0,3.15,,0.747,0.819,0.48,,,,,,,157.82,1969.0,2022.0,363.0,4.0,6.0,3.0,2.0,0.0,0.0,0.9215,0.8628,0.5661,0.0,0.0,-0.2,-0.1,-1.0,47.0,0.53,732.0
24,1,2025,stage_3,tour-du-sahel,2.2,2025 Tour du Sahel Stage 3.gpx,https://www.komoot.com/tour/2962761565,,,102.0,,,,60.8,26.2,,,,14.8,,,,,,,101.88,404.0,404.0,417.0,174.0,1.0,1.0,0.0,0.0,0.0,0.2383,0.2383,0.0,0.0,0.0,0.0,0.07,0.1,49.0,-0.09,306.0
24,1,2025,result,classica-camp-de-morvedre,1.2,2025 Classica Camp de Morvedre.gpx,https://www.komoot.com/tour/2962462511,168.0,3.8,5.35,0.409,,,158.0,19.5,,,,,,,,,,,178.42,2086.0,2113.0,593.0,5.0,4.0,3.0,2.0,0.0,0.0,0.878,0.878,0.878,0.0,0.0,-0.9,-1.87,-1.24,24.0,-0.07,416.0
25,1,2025,stage_2,tour-of-sharjah,2.2,2025 Tour of Sharjah Stage 2.gpx,https://www.komoot.com/tour/2987577887,16.0,1.7,27.8,,79.8,,37.5,6.84,,81.4,2.32,1.79,,,,,,,126.7,390.0,442.0,198.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.1,0.06,31.0,-0.05,117.0
25,1,2025,stage_4,tour-du-sahel,2.2,2025 Tour du Sahel Stage 4.gpx,https://www.komoot.com/tour/2962761928,,,80.0,,,,80.0,,,,,,,,,,,,79.91,117.0,116.0,172.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.12,37.0,0.08,86.0
25,1,2025,stage_5,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 5.gpx,https://www.komoot.com/tour/2951439059,131.0,6.55,5.33,2.76,0.353,,131.0,14.7,,0.353,,,,,,,,,145.88,1674.0,1393.0,408.0,6.0,4.0,3.0,2.0,0.0,0.0,0.9994,0.9994,0.8362,0.0,0.0,5.7,7.43,5.74,314.0,-0.15,506.0
25,1,2025,result,ruta-de-la-ceramica-gran-premio-castellon,1.1,2025 Gran Premio Castellon - Ruta de la Ceramica.gpx,https://www.komoot.com/tour/2962542171,113.0,3.82,41.7,8.89,3.33,,150.0,18.1,,3.35,0.634,0.0,,0.0,,,,,171.23,2346.0,2170.0,839.0,28.0,5.0,2.0,1.0,1.0,1.0,0.906,0.906,0.3093,0.3093,0.3093,-0.1,-0.13,-0.62,33.0,0.76,790.0
26,1,2025,stage_6,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 6.gpx,https://www.komoot.com/tour/2951439916,46.2,14.8,,11.8,,,62.6,14.5,,5.37,9.64,5.33,5.33,,,,,,90.3,600.0,601.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,41.0,0.02,339.0
26,1,2025,stage_5,tour-du-sahel,2.2,2025 Tour du Sahel Stage 5.gpx,https://www.komoot.com/tour/2962762329,28.6,,70.7,,,,97.2,2.16,,,,,,,,,,,99.89,39.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.03,-0.02,13.0,0.0,20.0
26,1,2025,stage_3,tour-of-sharjah,2.2,2025 Tour of Sharjah Stage 3.gpx,https://www.komoot.com/tour/2987578646,11.0,,0.125,,,,11.1,,,,,,,,,,,,11.14,13.0,13.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.17,0.12,13.0,0.0,13.0
26,1,2025,result,gp-de-valence,1.1,2025 Classica Comunitat Valenciana 1969 - Gran Premi Valencia.gpx,https://www.komoot.com/tour/2962463789,120.0,5.54,59.0,,,,179.0,5.36,,,0.0,0.0,,,,,,,185.28,2153.0,1922.0,622.0,0.0,6.0,4.0,3.0,0.0,0.0,0.9455,0.9455,0.9455,0.0,0.0,0.0,-1.23,-1.2,32.0,0.04,50.0
27,1,2025,stage_4,tour-of-sharjah,2.2,2025 Tour of Sharjah Stage 4.gpx,https://www.komoot.com/tour/2987579454,23.7,10.2,7.65,,91.7,,14.3,21.5,,98.3,1.63,0.699,,,,,,,132.65,2659.0,2188.0,628.0,0.0,8.0,3.0,2.0,0.0,0.0,0.9996,0.9996,0.9996,0.0,0.0,8.0,8.73,8.02,515.0,-0.13,1025.0
28,1,2025,stage_5,tour-of-sharjah,2.2,2025 Tour of Sharjah Stage 5.gpx,https://www.komoot.com/tour/2987580070,7.97,2.02,6.94,,104.0,,11.8,4.01,0.279,105.0,1.56,1.49,,,,,,,121.61,454.0,441.0,193.0,2.0,1.0,1.0,0.0,0.0,0.0,0.7156,0.7156,0.0,0.0,0.0,0.1,-0.03,0.0,31.0,0.22,229.0
28,1,2025,stage_1,alula-tour,2.1,2025 AlUla Tour Stage 1.gpx,https://www.komoot.com/tour/2962407558,76.4,6.73,58.9,,0.359,,129.0,13.0,,0.473,,,,,,,,,142.39,914.0,898.0,879.0,608.0,2.0,1.0,0.0,0.0,0.0,0.4144,0.4144,0.0,0.0,0.0,-0.2,-0.53,-0.64,41.0,0.23,357.0
29,1,2025,result,trofeo-calvia,1.1,2025 Trofeo Calvia.gpx,https://www.komoot.com/tour/2987606454,138.0,0.588,4.64,5.15,0.32,,148.0,0.319,,0.32,,0.0,0.0,,,,,,149.09,3093.0,3101.0,502.0,8.0,9.0,5.0,3.0,0.0,0.0,0.9249,0.848,0.6147,0.0,0.0,0.7,-2.23,-1.62,69.0,0.29,1072.0
29,1,2025,stage_2,alula-tour,2.1,2025 AlUla Tour Stage 2.gpx,https://www.komoot.com/tour/2962408381,117.0,,13.0,,2.42,,130.0,,,,,,,,,,,,132.15,1869.0,1640.0,1087.0,560.0,6.0,3.0,2.0,0.0,0.0,0.9988,0.9988,0.8639,0.0,0.0,12.1,8.97,5.98,419.0,0.12,384.0
30,1,2025,result,race-torquay,1.1,2025 Surf Coast Classic - Men.gpx,https://www.komoot.com/tour/2962696503,150.0,2.18,3.93,,0.235,,144.0,13.0,,0.235,0.211,,,,,,,,156.89,1645.0,1653.0,437.0,5.0,4.0,1.0,1.0,0.0,0.0,0.6681,0.1294,0.1294,0.0,0.0,-0.4,-0.6,-1.22,112.0,0.29,743.0
30,1,2025,result,trofeo-ses-salines-felanitx,1.1,2025 Trofeo Ses Salines - Colonia de Sant Jordi.gpx,https://www.komoot.com/tour/2987612384,125.0,0.883,47.0,12.7,,,174.0,11.6,,,,,,,,,,,185.65,1036.0,1070.0,177.0,0.0,2.0,2.0,0.0,0.0,0.0,0.7658,0.7658,0.0,0.0,0.0,0.5,-0.23,-0.3,28.0,0.03,199.0
30,1,2025,stage_3,alula-tour,2.1,2025 AlUla Tour Stage 3.gpx,https://www.komoot.com/tour/2962409072,66.7,1.09,111.0,,,,178.0,1.09,,,,,,,,,,,178.85,974.0,947.0,1130.0,788.0,2.0,1.0,1.0,0.0,0.0,0.3039,0.3039,0.3039,0.0,0.0,-0.3,-0.53,-1.2,83.0,0.59,500.0
31,1,2025,result,nc-ecuador-itt,NC,2025 National Road Championships - Ecuador - ITT.gpx,https://www.komoot.com/tour/2962629699,,2.42,32.1,,0.532,,32.1,0.428,1.99,0.532,,,,,,,,,34.83,261.0,263.0,2492.0,2407.0,2.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,-2.5,-0.37,-0.32,153.0,-0.01,261.0
31,1,2025,result,deia-trophy,1.1,2025 Trofeo Serra de Tramuntana.gpx,https://www.komoot.com/tour/2987611713,110.0,1.61,17.1,20.6,0.32,,148.0,1.02,,0.424,0.0,,,,,,,,149.88,2097.0,2408.0,882.0,0.0,3.0,2.0,2.0,1.0,1.0,0.7948,0.7948,0.7948,0.5401,0.5401,2.5,0.83,0.42,106.0,-0.96,192.0
31,1,2025,stage_4,alula-tour,2.1,2025 AlUla Tour Stage 4.gpx,https://www.komoot.com/tour/2962409759,97.2,14.2,29.6,,0.27,,120.0,20.0,,1.6,,,,,,,,,140.5,1254.0,881.0,1228.0,736.0,3.0,1.0,1.0,0.0,0.0,0.953,0.953,0.953,0.0,0.0,-1.7,-1.23,-1.22,449.0,-0.01,291.0
1,2,2025,result,gp-antalya,1.2,2025 Grand Prix Antalya.gpx,https://www.komoot.com/tour/2962545601,45.0,0.477,81.5,,,,127.0,,,,,,,,,,,,126.9,1321.0,1319.0,247.0,0.0,3.0,3.0,0.0,0.0,0.0,0.6782,0.6782,0.0,0.0,0.0,0.1,-0.1,0.02,66.0,0.05,492.0
1,2,2025,stage_5,alula-tour,2.1,2025 AlUla Tour Stage 5.gpx,https://www.komoot.com/tour/2962410340,82.2,,66.6,,18.2,,140.0,8.41,,18.2,,,,,,,,,167.06,896.0,868.0,752.0,517.0,3.0,1.0,0.0,0.0,0.0,0.9978,0.9978,0.0,0.0,0.0,-0.8,-0.23,0.78,249.0,-0.18,274.0
2,2,2025,result,gp-d-ouverture,1.1,2025 Grand Prix Cycliste de Marseille La Marseillaise.gpx,https://www.komoot.com/tour/2962551733,122.0,1.31,37.7,3.25,,,162.0,2.12,,0.0,0.0,0.0,0.0,,,,,,164.42,2830.0,2886.0,730.0,32.0,8.0,6.0,3.0,0.0,0.0,0.9477,0.9477,0.8198,0.0,0.0,2.2,0.3,-1.72,44.0,0.28,839.0
2,2,2025,result,great-ocean-road-race,1.UWT,2025 Cadel Evans Great Ocean Road Race.gpx,https://www.komoot.com/tour/2950107577,103.0,3.92,4.41,29.3,0.504,,94.3,46.8,,0.504,0.0,,,,,,,,141.65,1183.0,1183.0,188.0,1.0,4.0,1.0,0.0,0.0,0.0,0.8928,0.4717,0.0,0.0,0.0,-1.0,-0.67,-1.0,54.0,0.1,224.0
2,2,2025,result,trofeo-palma,1.1,2025 Trofeo Palma.gpx,https://www.komoot.com/tour/2987611081,49.0,2.57,88.4,5.77,1.61,,140.0,5.26,3.71,1.55,3.36,,,,,,,,149.8,989.0,997.0,250.0,0.0,3.0,1.0,0.0,0.0,0.0,0.6785,0.0891,0.0,0.0,0.0,-0.4,-0.07,0.0,43.0,0.13,443.0
2,2,2025,result,nc-ecuador,NC,2025 National Road Championships - Ecuador.gpx,https://www.komoot.com/tour/2962630179,50.5,61.8,54.6,,3.15,,133.0,10.3,23.9,3.15,,,,,,,,,170.16,2457.0,2458.0,2541.0,2321.0,8.0,8.0,0.0,0.0,0.0,0.9594,0.9594,0.0,0.0,0.0,0.3,2.13,-0.58,219.0,-0.1,690.0
5,2,2025,stage_1,etoile-de-besseges,2.1,2025 Etoile de Besseges - Tour du Gard Stage 1.gpx,https://www.komoot.com/tour/2962499549,114.0,4.15,40.6,0.0,0.395,,158.0,0.566,,0.708,0.313,,,,,,,,158.97,520.0,463.0,71.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,1.93,1.12,70.0,0.0,169.0
5,2,2025,stage_1,vuelta-a-la-comunidad-valenciana,2.Pro,2025 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2987641499,16.2,3.07,14.7,,,,33.8,0.285,,0.0,0.161,,,,,,,,34.37,270.0,276.0,166.0,15.0,1.0,0.0,0.0,0.0,0.0,0.6566,0.0,0.0,0.0,0.0,-1.0,-1.2,-1.2,43.0,-0.02,270.0
6,2,2025,stage_2,vuelta-a-la-comunidad-valenciana,2.Pro,2025 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2987642408,102.0,,60.5,3.11,,,161.0,4.24,,,,,,,,,,,165.73,3312.0,2514.0,1033.0,2.0,8.0,3.0,3.0,1.0,1.0,0.9999,0.9999,0.9999,0.9999,0.9999,12.1,10.13,8.72,379.0,-0.35,765.0
6,2,2025,stage_2,etoile-de-besseges,2.1,2025 Etoile de Besseges - Tour du Gard Stage 2.gpx,https://www.komoot.com/tour/2962502531,161.0,0.65,4.55,0.229,,,164.0,1.85,,,,,,,,,,,166.11,1424.0,1497.0,204.0,25.0,5.0,3.0,0.0,0.0,0.0,0.9483,0.9483,0.0,0.0,0.0,-0.6,-0.5,-0.98,0.0,-0.04,384.0
6,2,2025,result,nc-new-zealand-itt,NC,2025 National Road Championships - New Zealand - ITT.gpx,https://www.komoot.com/tour/2962630701,37.3,,,,,,,37.3,,,,,,,,,,,37.42,462.0,462.0,240.0,103.0,3.0,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,-1.2,-2.0,0.66,205.0,0.0,462.0
7,2,2025,stage_3,vuelta-a-la-comunidad-valenciana,2.Pro,2025 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2987643127,116.0,0.764,63.5,0.181,,,166.0,15.1,,,,,,,,,,,180.73,2974.0,2039.0,1091.0,21.0,6.0,3.0,2.0,2.0,1.0,0.9986,0.9568,0.9568,0.9568,0.5594,5.0,-0.17,-0.02,95.0,0.4,428.0
7,2,2025,stage_3,etoile-de-besseges,2.1,2025 Etoile de Besseges - Tour du Gard Stage 3.gpx,https://www.komoot.com/tour/2962503452,125.0,1.8,8.85,,0.878,,135.0,0.993,,0.878,,,,,,,,,136.32,1629.0,1626.0,412.0,84.0,6.0,3.0,0.0,0.0,0.0,0.8806,0.7296,0.0,0.0,0.0,0.6,0.13,0.06,58.0,0.08,637.0
7,2,2025,result,nc-south-africa-itt,NC,2025 National Road Championships - South Africa - ITT.gpx,https://www.komoot.com/tour/2962631377,33.6,,,,,,31.8,,,,,1.81,,,,,,,33.64,175.0,175.0,1557.0,1472.0,1.0,0.0,0.0,0.0,0.0,0.5008,0.0,0.0,0.0,0.0,0.4,0.27,0.34,167.0,0.0,175.0
7,2,2025,result,muscat-classic,1.1,2025 Muscat Classic.gpx,https://www.komoot.com/tour/2962624534,85.9,0.839,69.2,,13.7,,127.0,27.8,,4.82,,,,,,,,,169.14,2043.0,2029.0,376.0,2.0,7.0,5.0,1.0,0.0,0.0,0.9764,0.9764,0.4601,0.0,0.0,-0.1,-4.17,-0.88,396.0,0.28,246.0
7,2,2025,result,nc-uruguay-itt,NC,2025 National Road Championships - Uruguay - ITT.gpx,https://www.komoot.com/tour/2962632235,29.9,,,,,,29.9,,,,,,,,,,,,29.97,128.0,130.0,66.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.07,0.0,108.0,-0.01,128.0
8,2,2025,stage_4,etoile-de-besseges,2.1,2025 Etoile de Besseges - Tour du Gard Stage 4.gpx,https://www.komoot.com/tour/2962504279,113.0,,9.67,,,,118.0,4.09,,0.0,0.263,0.0,,,,,,,122.78,1410.0,798.0,620.0,4.0,3.0,2.0,1.0,0.0,0.0,0.9996,0.9996,0.9996,0.0,0.0,8.7,9.57,8.46,439.0,0.12,281.0
8,2,2025,stage_4,vuelta-a-la-comunidad-valenciana,2.Pro,2025 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2987643849,150.0,0.675,30.5,,,,174.0,2.98,0.28,,,,,4.52,,,,,181.4,3589.0,2520.0,1512.0,3.0,10.0,3.0,2.0,1.0,1.0,0.9386,0.8344,0.8344,0.8344,0.8344,3.7,1.5,-0.18,76.0,1.2,1006.0
8,2,2025,result,nc-new-zealand,NC,2025 National Road Championships - New Zealand.gpx,https://www.komoot.com/tour/2962631067,117.0,,,,,,,117.0,,,,,,,,,,,117.51,869.0,909.0,191.0,34.0,5.0,0.0,0.0,0.0,0.0,0.9986,0.0,0.0,0.0,0.0,6.5,2.27,1.68,140.0,-0.05,368.0
8,2,2025,result,grand-prix-sakiat-sidi-youcef,1.2,2025 Grand Prix Sakiat Sidi Youcef.gpx,https://www.komoot.com/tour/2962559478,6.55,,115.0,,,,121.0,,,,,,,,,,,,120.8,1365.0,1942.0,900.0,105.0,5.0,2.0,1.0,0.0,0.0,0.9997,0.8298,0.4965,0.0,0.0,1.3,0.97,0.9,74.0,-0.09,679.0
8,2,2025,stage_1,tour-of-oman,2.Pro,2025 Tour of Oman Stage 1.gpx,https://www.komoot.com/tour/2987557037,57.9,1.45,115.0,,5.87,,172.0,1.45,,0.989,,0.513,,,,,,,179.84,1761.0,1769.0,376.0,3.0,5.0,3.0,1.0,0.0,0.0,0.7662,0.7662,0.138,0.0,0.0,0.4,0.03,-0.04,66.0,0.38,640.0
9,2,2025,result,nc-south-africa,NC,2025 National Road Championships - South Africa.gpx,https://www.komoot.com/tour/2962631703,122.0,15.8,,,,,107.0,31.2,,,,,,,,,,,137.65,990.0,990.0,1592.0,1481.0,5.0,0.0,0.0,0.0,0.0,0.9548,0.0,0.0,0.0,0.0,-1.1,-1.93,-2.04,192.0,0.2,396.0
9,2,2025,stage_5,etoile-de-besseges,2.1,2025 Etoile de Besseges - Tour du Gard Stage 5.gpx,https://www.komoot.com/tour/2962504938,9.85,0.313,0.125,0.356,,,10.6,,,,,,,,,,,,10.64,174.0,14.0,290.0,121.0,1.0,1.0,0.0,0.0,0.0,0.9978,0.9978,0.0,0.0,0.0,7.0,5.33,3.34,169.0,1.5,174.0
9,2,2025,stage_5,vuelta-a-la-comunidad-valenciana,2.Pro,2025 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2987644596,54.5,2.49,39.4,0.0,,,86.5,11.2,0.0,1.35,7.02,4.47,,,,,,,104.13,80.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.07,0.0,4.0,-0.01,52.0
9,2,2025,stage_1,tour-d-algerie-cycliste,2.2,2025 Tour d'Algerie Stage 1.gpx,https://www.komoot.com/tour/2962715263,0.103,0.3,102.0,,0.237,,103.0,,,,,,,,,,,,102.53,1155.0,770.0,861.0,204.0,2.0,2.0,1.0,1.0,0.0,0.6073,0.6073,0.6073,0.6073,0.0,0.0,0.17,0.58,148.0,1.07,849.0
9,2,2025,stage_2,tour-of-oman,2.Pro,2025 Tour of Oman Stage 2.gpx,https://www.komoot.com/tour/2987557910,48.3,2.85,146.0,,6.31,,194.0,2.54,,6.4,,,,,,,,,202.68,1801.0,1986.0,495.0,8.0,6.0,4.0,1.0,0.0,0.0,0.9996,0.9091,0.7072,0.0,0.0,0.9,3.57,1.54,244.0,-0.11,235.0
9,2,2025,result,nc-uruguay,NC,2025 National Road Championships - Uruguay.gpx,https://www.komoot.com/tour/2962632642,98.3,3.68,,,0.0,,91.2,10.8,,0.0,,,,,,,,,101.84,1010.0,1010.0,56.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.14,580.0,-0.01,500.0
10,2,2025,stage_2,tour-d-algerie-cycliste,2.2,2025 Tour d'Algerie Stage 2.gpx,https://www.komoot.com/tour/2962716237,0.0,,139.0,,,,139.0,0.0,,,,,,,,,,,139.31,1249.0,712.0,1118.0,567.0,2.0,1.0,1.0,0.0,0.0,0.9614,0.9614,0.9614,0.0,0.0,3.3,2.27,0.46,90.0,0.43,488.0
10,2,2025,stage_3,tour-of-oman,2.Pro,2025 Tour of Oman Stage 3.gpx,https://www.komoot.com/tour/2987559084,82.3,,87.9,0.7,10.7,,171.0,,,10.4,,,,,,,,,181.34,1838.0,1028.0,1003.0,193.0,4.0,2.0,1.0,1.0,1.0,0.9996,0.9996,0.9996,0.9996,0.9996,12.6,9.07,7.02,432.0,0.58,418.0
11,2,2025,stage_3,tour-d-algerie-cycliste,2.2,2025 Tour d'Algerie Stage 3.gpx,https://www.komoot.com/tour/2962716760,0.502,0.636,125.0,,1.09,,125.0,0.405,,1.42,,,,,,,,,126.57,512.0,502.0,1044.0,821.0,1.0,1.0,0.0,0.0,0.0,0.9996,0.9996,0.0,0.0,0.0,1.6,0.93,0.98,57.0,-0.25,143.0
