fichier_gpx,route_url,road_km,state_road_km,street_km,asphalt_km,unpaved_km,paved_km,off-grid_(unknown)_km,unknown_km,path_km,cobblestones_km,cycleway_km,singletrack_km,compacted_gravel_km,access_road_km
2023 La Polynormande.gpx,https://www.komoot.com/tour/2985203059,169.0,0.0,0.0,115.0,0.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Roue Tourangelle Centre Val de Loire - Trophee Groupama Paris Val de Loire.gpx,https://www.komoot.com/tour/2985204394,160.0,3.88,29.5,150.0,0.0,51.4,0.0,0.226,0.199,0.731,8.8,0.0,0.0,0.0
2023 La Route Adelie de Vitre.gpx,https://www.komoot.com/tour/2985206087,166.0,15.3,7.28,167.0,0.0,30.5,0.0,0.0,0.0,0.0,8.97,0.0,0.0,0.0
2023 La Route d'Occitanie - La Depeche du Midi Stage 1.gpx,https://www.komoot.com/tour/2985207501,168.0,15.6,0.202,165.0,11.9,8.18,1.27,1.27,0.0,0.0,0.425,0.0,0.0,0.0
2023 La Route d'Occitanie - La Depeche du Midi Stage 2.gpx,https://www.komoot.com/tour/2985208969,158.0,7.15,2.75,171.0,0.0,10.9,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0
2023 La Route d'Occitanie - La Depeche du Midi Stage 3.gpx,https://www.komoot.com/tour/2985210380,177.0,7.34,0.0,189.0,0.0,0.0,0.466,0.193,0.0,0.0,3.73,0.0,0.0,0.0
2023 La Route d'Occitanie - La Depeche du Midi Stage 4.gpx,https://www.komoot.com/tour/2985211766,161.0,3.28,0.0,147.0,0.0,17.1,0.293,0.293,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Tropicale Amissa Bongo Stage 1.gpx,https://www.komoot.com/tour/2985212956,14.9,107.0,0.471,121.0,0.0,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Tropicale Amissa Bongo Stage 2.gpx,https://www.komoot.com/tour/2985213970,0.0,111.0,0.0,111.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Tropicale Amissa Bongo Stage 3.gpx,https://www.komoot.com/tour/2985215349,2.61,102.0,2.74,91.4,10.1,5.22,6.9,3.82,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Tropicale Amissa Bongo Stage 4.gpx,https://www.komoot.com/tour/2985216394,1.14,191.0,1.44,155.0,0.217,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Tropicale Amissa Bongo Stage 5.gpx,https://www.komoot.com/tour/2985217749,2.38,101.0,0.0,103.0,0.0,0.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Tropicale Amissa Bongo Stage 6.gpx,https://www.komoot.com/tour/2985219128,82.0,45.7,0.153,128.0,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Tropicale Amissa Bongo Stage 7.gpx,https://www.komoot.com/tour/2985220880,0.316,131.0,0.997,132.0,0.0,0.67,0.0,0.389,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 1.gpx,https://www.komoot.com/tour/2985222349,4.24,3.17,1.85,13.3,0.0,0.58,0.465,0.65,0.367,0.655,5.11,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 10.gpx,https://www.komoot.com/tour/2985223833,9.44,14.3,1.09,25.1,0.0,0.356,0.227,0.227,0.0,0.0,0.511,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 11.gpx,https://www.komoot.com/tour/2985224890,83.0,79.1,1.05,150.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 12.gpx,https://www.komoot.com/tour/2985226389,59.9,87.7,0.796,129.0,1.15,19.4,1.97,0.691,1.35,0.0,0.121,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 13.gpx,https://www.komoot.com/tour/2985227777,118.0,16.4,0.0,134.0,0.0,0.397,0.568,0.568,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 14.gpx,https://www.komoot.com/tour/2985229168,91.2,65.3,0.0,156.0,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 15.gpx,https://www.komoot.com/tour/2985230655,109.0,49.1,0.147,158.0,0.0,0.671,0.0,0.0,0.0,0.339,0.458,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 16.gpx,https://www.komoot.com/tour/2985232057,31.2,85.7,0.436,114.0,0.0,5.58,0.0,0.596,2.76,0.284,0.407,0.0,0.133,0.0
2023 La Vuelta Ciclista a Espana Stage 17.gpx,https://www.komoot.com/tour/2985233172,73.8,43.0,0.0,116.0,0.117,0.404,7.87,7.58,0.117,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 18.gpx,https://www.komoot.com/tour/2985234579,141.0,37.7,0.0,178.0,0.0,0.504,0.492,0.492,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 19.gpx,https://www.komoot.com/tour/2985235752,172.0,5.54,0.19,177.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 2.gpx,https://www.komoot.com/tour/2985237966,147.0,17.0,7.85,173.0,0.228,4.11,4.77,4.92,1.81,0.336,3.68,0.198,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 20.gpx,https://www.komoot.com/tour/2985240016,112.0,72.3,1.61,203.0,0.661,1.59,2.03,2.52,19.6,0.137,0.0,0.499,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 3.gpx,https://www.komoot.com/tour/2985244894,23.3,129.0,0.527,155.0,0.0,0.506,3.12,2.74,0.0,0.0,3.1,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 4.gpx,https://www.komoot.com/tour/2985246623,11.3,170.0,0.721,182.0,0.0,0.275,3.03,1.51,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 5.gpx,https://www.komoot.com/tour/2985248080,145.0,37.8,0.355,186.0,0.0,0.38,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 6.gpx,https://www.komoot.com/tour/2985249649,114.0,65.7,0.509,179.0,0.366,1.62,3.09,3.13,0.366,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 7.gpx,https://www.komoot.com/tour/2985253339,161.0,41.1,0.0,189.0,0.0,14.5,0.195,0.21,0.0,0.0,1.22,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 8.gpx,https://www.komoot.com/tour/2985254799,162.0,2.64,0.622,157.0,0.0,8.12,0.0,0.0,0.0,0.0,0.178,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 9.gpx,https://www.komoot.com/tour/2985256209,94.7,76.6,2.56,175.0,0.0,0.908,8.9,9.6,0.0,0.23,0.61,0.0,0.0,0.0
2023 Le Samyn.gpx,https://www.komoot.com/tour/2985257965,129.0,13.7,23.0,147.0,0.106,42.5,2.92,3.1,0.0,15.1,39.3,0.0,0.0,0.0
2023 Le Tour de Bretagne Cycliste Stage 1.gpx,https://www.komoot.com/tour/2985259308,126.0,10.3,16.5,101.0,0.0,52.3,0.399,1.13,0.137,1.47,2.94,0.0,0.0,0.0
2023 Le Tour de Bretagne Cycliste Stage 2.gpx,https://www.komoot.com/tour/2985260468,163.0,5.22,1.8,155.0,0.0,18.6,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0
2023 Le Tour de Bretagne Cycliste Stage 3.gpx,https://www.komoot.com/tour/2985261675,189.0,1.2,2.27,173.0,0.0,19.8,0.0,0.0,0.0,0.0,0.547,0.0,0.0,0.0
2023 Le Tour de Bretagne Cycliste Stage 4.gpx,https://www.komoot.com/tour/2985262906,175.0,6.07,1.75,170.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Le Tour de Bretagne Cycliste Stage 5.gpx,https://www.komoot.com/tour/2985264261,176.0,0.183,0.318,137.0,0.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Le Tour de Bretagne Cycliste Stage 6.gpx,https://www.komoot.com/tour/2985265777,160.0,3.74,0.86,141.0,0.207,23.9,0.205,0.205,0.207,0.0,0.0,0.0,0.0,0.0
2023 Le Tour de Bretagne Cycliste Stage 7.gpx,https://www.komoot.com/tour/2985267491,144.0,7.6,7.38,126.0,0.0,39.8,0.0,0.0,0.548,0.0,7.04,0.0,0.489,0.0
2023 Le Tour des 100 Communes.gpx,https://www.komoot.com/tour/2985268733,133.0,38.3,3.83,177.0,0.0,2.38,0.191,0.191,0.11,0.0,4.24,0.0,0.0,0.0
2023 Liege-Bastogne-Liege.gpx,https://www.komoot.com/tour/2985270051,141.0,13.8,5.81,169.0,0.0,4.01,0.188,0.188,0.0,0.264,12.8,0.0,0.0,0.0
2023 Lillehammer GP.gpx,https://www.komoot.com/tour/2985271439,123.0,20.6,0.186,144.0,0.39,0.536,0.196,0.186,0.546,0.0,0.0,0.0,0.0,0.0
2023 Lotto Famenne Ardenne Classic.gpx,https://www.komoot.com/tour/2985273083,135.0,31.1,9.66,178.0,0.0,9.16,0.339,0.474,0.0,0.957,6.7,0.0,0.0,0.0
2023 Luxembourg Road National Championship - ITT.gpx,https://www.komoot.com/tour/2985274491,14.7,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Luxembourg Road National Championship.gpx,https://www.komoot.com/tour/2985275585,124.0,0.0,3.72,135.0,0.0,6.43,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0
"2023 Maryland Cycling Classic, presented by UnitedHealthcare.gpx",https://www.komoot.com/tour/2985277854,138.0,32.2,18.7,176.0,0.0,22.9,0.0,0.242,0.155,0.41,10.0,0.0,0.0,0.124
2023 Memorial Andrzeja Trochanowskiego.gpx,https://www.komoot.com/tour/2985278952,131.0,0.0,11.5,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Memorial Henryka Lasaka.gpx,https://www.komoot.com/tour/2985280458,140.0,0.0,2.34,140.0,0.0,0.122,0.0,2.11,2.55,2.49,0.0,0.0,0.0,0.0
2023 Memorial Jana Magiery.gpx,https://www.komoot.com/tour/2985282075,88.5,1.04,12.3,100.0,0.0,13.9,0.0,0.857,0.877,2.69,15.2,0.0,0.0,0.0
2023 Memorial Marco Pantani.gpx,https://www.komoot.com/tour/2985283622,159.0,11.5,19.9,167.0,0.0,23.6,2.02,2.13,0.0,0.12,0.184,0.0,0.0,0.0
2023 Memorial Philippe Van Coningsloo.gpx,https://www.komoot.com/tour/2985285092,36.4,1.37,37.6,84.2,0.0,93.0,0.0,0.112,0.0,7.25,104.0,0.0,0.0,0.0
2023 Mercan'Tour Classic Alpes-Maritimes.gpx,https://www.komoot.com/tour/2985287087,140.0,18.8,0.0,166.0,0.0,0.543,1.34,0.311,0.0,0.0,7.5,0.0,0.0,0.0
2023 Midden-Brabant Poort Omloop.gpx,https://www.komoot.com/tour/2985288299,124.0,0.0,2.79,110.0,0.0,63.7,4.7,4.83,0.0,12.9,46.0,0.0,0.0,0.0
2023 Milano - Torino.gpx,https://www.komoot.com/tour/2985289571,79.4,100.0,1.97,180.0,3.2,1.6,9.46,9.46,3.21,0.313,0.907,0.0,0.0,0.0
2023 Milano-Sanremo.gpx,https://www.komoot.com/tour/2985292120,59.3,221.0,1.79,286.0,0.358,4.42,0.931,0.969,0.757,1.02,9.56,0.0,0.0,0.201
2023 Mine AKIYOSHI-DAI Karst International Road Race.gpx,https://www.komoot.com/tour/2985293168,120.0,8.03,0.0,126.0,0.0,2.29,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.186
2023 Muscat Classic.gpx,https://www.komoot.com/tour/2985294582,84.1,75.2,0.912,132.0,0.0,27.8,13.7,14.6,0.0,0.0,0.0,0.0,0.0,0.0
2023 Muur Classic Geraardsbergen.gpx,https://www.komoot.com/tour/2985296120,48.2,0.0,89.0,91.9,0.0,71.7,0.0,0.789,0.634,13.9,39.7,0.0,0.0,0.789
2023 National Road Championships - Ecuador - ITT.gpx,https://www.komoot.com/tour/2985297225,0.0,37.7,0.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 National Road Championships - Ecuador.gpx,https://www.komoot.com/tour/2985298544,118.0,56.3,6.53,110.0,0.0,71.4,2.64,2.65,0.0,0.0,0.0,0.0,0.0,0.0
2023 National Road Championships - New Zealand - ITT.gpx,https://www.komoot.com/tour/2985299588,26.3,0.0,0.0,0.0,0.0,26.3,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 National Road Championships - New Zealand.gpx,https://www.komoot.com/tour/2985300611,77.4,0.0,0.0,0.0,0.0,77.4,28.7,21.5,0.0,0.0,0.0,0.0,0.0,0.0
2023 National Road Championships - South Africa - ITT.gpx,https://www.komoot.com/tour/2985301626,19.8,0.0,0.0,9.7,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 National Road Championships - South Africa.gpx,https://www.komoot.com/tour/2985302636,133.0,0.0,0.0,101.0,0.0,31.9,3.51,3.51,0.0,0.0,0.0,0.0,0.0,0.0
2023 New Zealand Cycle Classic Stage 1.gpx,https://www.komoot.com/tour/2985303836,122.0,0.0,1.1,5.47,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 New Zealand Cycle Classic Stage 2.gpx,https://www.komoot.com/tour/2985305339,128.0,0.0,0.0,60.7,0.0,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 New Zealand Cycle Classic Stage 3.gpx,https://www.komoot.com/tour/2985306553,155.0,0.0,0.0,62.2,0.0,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 New Zealand Cycle Classic Stage 4.gpx,https://www.komoot.com/tour/2985308480,90.4,0.0,34.1,122.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 New Zealand Cycle Classic Stage 5.gpx,https://www.komoot.com/tour/2985310002,0.966,0.0,0.0,0.342,0.0,3.14,0.0,0.0,3.64,1.11,0.0,0.0,0.0,0.0
2023 Norwegian Road National Championship.gpx,https://www.komoot.com/tour/2985312518,135.0,0.625,22.1,175.0,0.0,11.2,0.0,0.843,5.29,0.255,23.8,0.0,0.0,0.688
2023 O Gran Camino Stage 1.gpx,https://www.komoot.com/tour/2985313971,119.0,67.2,0.883,186.0,0.0,1.54,0.203,0.203,0.0,0.163,0.0,0.0,0.0,0.0
2023 O Gran Camino Stage 2.gpx,https://www.komoot.com/tour/2985315651,44.7,130.0,3.76,173.0,1.78,4.39,5.81,6.98,1.81,0.196,0.0,0.224,0.0,0.0
2023 O Gran Camino Stage 3.gpx,https://www.komoot.com/tour/2985316951,36.6,82.3,1.4,116.0,1.19,3.91,0.42,0.243,1.19,0.168,0.0,0.0,0.0,0.0
2023 O Gran Camino Stage 4.gpx,https://www.komoot.com/tour/2985318193,9.61,4.06,3.4,12.7,0.0,4.51,0.271,0.364,0.354,0.388,0.282,0.0,0.0,0.0
2023 Oberosterreich Rundfahrt Prologue.gpx,https://www.komoot.com/tour/2985319216,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.559,0.0,0.276,0.0,0.0
2023 Oberosterreich Rundfahrt Stage 1.gpx,https://www.komoot.com/tour/2985320665,151.0,21.5,7.69,158.0,0.0,22.6,0.0,0.123,0.0,0.0,1.23,0.0,0.0,0.0
2023 Oberosterreich Rundfahrt Stage 2.gpx,https://www.komoot.com/tour/2985322074,101.0,51.6,5.1,153.0,0.239,6.81,0.0,0.289,0.466,0.0,1.44,0.121,0.0,0.0
2023 Oberosterreich Rundfahrt Stage 3.gpx,https://www.komoot.com/tour/2985323429,105.0,27.9,9.43,134.0,0.0,11.4,2.06,1.56,0.0,0.0,2.93,0.0,0.0,0.0
2023 Oceania Road Championships - ITT.gpx,https://www.komoot.com/tour/2985324827,20.1,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Oceania Road Championships.gpx,https://www.komoot.com/tour/2985326307,107.0,19.1,9.54,72.2,0.0,67.5,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0
2023 Oita Urban Classic.gpx,https://www.komoot.com/tour/2985328426,118.0,0.0,28.7,118.0,1.09,0.0,3.12,30.4,0.0,0.0,0.0,1.09,0.0,0.0
2023 Olympia's Tour Stage 1.gpx,https://www.komoot.com/tour/2985329446,0.0,0.0,0.823,0.823,0.5,0.0,7.97,7.97,0.0,0.0,0.0,0.5,0.0,0.0
2023 Olympia's Tour Stage 2.gpx,https://www.komoot.com/tour/2985330561,118.0,1.01,0.646,104.0,1.62,25.2,3.08,3.57,2.38,24.3,15.1,0.0,0.0,0.103
2023 Olympia's Tour Stage 3.gpx,https://www.komoot.com/tour/2985332048,107.0,0.576,2.41,140.0,1.23,17.9,1.51,3.0,0.604,17.0,37.4,0.996,0.0,0.0
2023 Olympia's Tour Stage 4.gpx,https://www.komoot.com/tour/2985333754,70.0,5.6,4.81,127.0,1.02,30.0,2.47,3.69,1.01,3.49,52.9,0.327,0.0,0.263
2023 Olympia's Tour Stage 5.gpx,https://www.komoot.com/tour/2985335561,109.0,0.0,8.62,152.0,0.0,16.1,4.2,4.93,0.143,2.14,33.5,0.0,0.0,0.0
2023 Omloop Het Nieuwsblad Elite.gpx,https://www.komoot.com/tour/2985337360,67.8,2.4,47.8,116.0,0.0,71.4,0.187,0.399,0.174,19.6,70.6,0.0,0.0,0.186
2023 Omloop van het Houtland.gpx,https://www.komoot.com/tour/2985338682,111.0,0.0,26.8,79.6,0.0,107.0,0.0,0.826,0.0,7.85,51.6,0.0,0.0,0.0
2023 Paris - Bourges.gpx,https://www.komoot.com/tour/2985340118,172.0,15.7,1.3,190.0,0.0,2.85,0.469,0.627,0.34,0.107,3.96,0.0,0.0,0.0
2023 Paris - Camembert.gpx,https://www.komoot.com/tour/2985341469,167.0,38.5,2.87,164.0,0.0,48.2,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0
2023 Paris - Tours Elite.gpx,https://www.komoot.com/tour/2985342778,181.0,8.68,11.5,181.0,8.32,24.0,0.619,0.619,8.33,0.105,4.95,0.0,0.92,0.0
2023 Paris - Troyes.gpx,https://www.komoot.com/tour/2985344000,174.0,1.71,1.66,175.0,0.0,6.8,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0
2023 Paris-Chauny.gpx,https://www.komoot.com/tour/2985345419,182.0,13.7,3.59,191.0,0.0,8.93,0.191,0.191,0.0,0.0,0.686,0.0,0.0,0.0
2023 Paris-Nice Stage 1.gpx,https://www.komoot.com/tour/2985346837,152.0,13.6,2.13,157.0,0.0,12.7,0.0,0.177,0.0,0.0,1.9,0.0,0.0,0.0
2023 Paris-Nice Stage 2.gpx,https://www.komoot.com/tour/2985348336,106.0,53.3,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0
2023 Paris-Nice Stage 3.gpx,https://www.komoot.com/tour/2985349385,28.6,3.11,0.357,31.7,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Paris-Nice Stage 4.gpx,https://www.komoot.com/tour/2985350697,128.0,33.5,0.0,164.0,0.0,0.513,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0
2023 Paris-Nice Stage 5.gpx,https://www.komoot.com/tour/2985352718,119.0,89.8,1.12,207.0,0.0,5.34,0.252,0.41,0.0,0.0,2.74,0.0,0.0,0.0
2023 Paris-Nice Stage 7.gpx,https://www.komoot.com/tour/2985354144,124.0,16.1,0.0,143.0,0.0,0.0,0.195,0.0,0.0,0.0,3.13,0.0,0.0,0.0
2023 Paris-Nice Stage 8.gpx,https://www.komoot.com/tour/2985355748,73.9,31.2,1.3,117.0,0.0,0.114,0.197,0.0,0.202,0.0,10.6,0.0,0.0,0.0
2023 Paris-Roubaix.gpx,https://www.komoot.com/tour/2985357223,167.0,45.6,16.6,197.0,0.615,7.21,0.594,1.13,9.5,51.1,18.5,0.561,0.571,0.0
2023 Per Sempre Alfredo.gpx,https://www.komoot.com/tour/2985359038,112.0,67.1,3.26,177.0,0.361,7.86,4.18,4.53,0.0,0.0,3.86,0.353,0.0,0.0
2023 Petronas Le Tour de Langkawi Stage 1.gpx,https://www.komoot.com/tour/2985360490,66.1,121.0,0.292,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Petronas Le Tour de Langkawi Stage 2.gpx,https://www.komoot.com/tour/2985362089,49.4,138.0,0.0,187.0,0.0,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Petronas Le Tour de Langkawi Stage 3.gpx,https://www.komoot.com/tour/2985363299,0.501,183.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Petronas Le Tour de Langkawi Stage 4.gpx,https://www.komoot.com/tour/2985364835,19.4,121.0,0.205,141.0,0.0,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Petronas Le Tour de Langkawi Stage 5.gpx,https://www.komoot.com/tour/2985366317,40.2,86.7,0.0,127.0,0.0,0.0,0.2,0.263,0.0,0.0,0.0,0.0,0.0,0.0
2023 Petronas Le Tour de Langkawi Stage 6.gpx,https://www.komoot.com/tour/2985367788,44.1,131.0,0.0,168.0,0.0,6.67,0.371,0.371,0.0,0.719,0.0,0.0,0.0,0.0
2023 Petronas Le Tour de Langkawi Stage 7.gpx,https://www.komoot.com/tour/2985369503,2.54,121.0,0.0,123.0,0.0,0.543,0.661,0.48,0.0,0.0,0.0,0.0,0.0,0.0
2023 Petronas Le Tour de Langkawi Stage 8.gpx,https://www.komoot.com/tour/2985371689,46.2,111.0,0.417,150.0,0.0,7.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Popolarissima.gpx,https://www.komoot.com/tour/2985373832,72.6,47.4,8.71,167.0,0.0,3.25,5.01,5.21,0.575,0.294,41.5,0.0,0.0,0.0
2023 PostNord Danmark Rundt - Tour of Denmark Stage 1.gpx,https://www.komoot.com/tour/2985375297,120.0,0.0,11.1,148.0,0.0,20.9,0.517,0.517,0.0,1.05,37.8,0.0,0.0,0.0
2023 PostNord Danmark Rundt - Tour of Denmark Stage 2.gpx,https://www.komoot.com/tour/2985376855,129.0,0.841,1.98,156.0,0.396,7.84,0.0,3.44,0.0,0.0,27.1,0.0,0.0,0.0
2023 PostNord Danmark Rundt - Tour of Denmark Stage 3.gpx,https://www.komoot.com/tour/2985378219,138.0,5.03,11.3,199.0,0.368,8.6,0.0,0.8,0.314,0.405,32.2,0.224,0.338,0.0
2023 PostNord Danmark Rundt - Tour of Denmark Stage 4.gpx,https://www.komoot.com/tour/2985379669,95.9,0.429,9.75,145.0,0.309,29.9,1.65,2.7,0.381,0.726,53.3,0.116,0.0,0.0
2023 PostNord Danmark Rundt - Tour of Denmark Stage 5.gpx,https://www.komoot.com/tour/2985380677,6.35,0.0,0.0,9.89,0.328,5.74,0.0,3.52,0.51,0.175,5.77,0.0,0.0,0.0
2023 Presidential Cycling Tour of Turkiye Stage 1.gpx,https://www.komoot.com/tour/2985382495,10.2,123.0,0.508,133.0,0.0,0.489,0.0,0.273,0.293,0.229,0.0,0.0,0.0,0.0
2023 Presidential Cycling Tour of Turkiye Stage 2.gpx,https://www.komoot.com/tour/2985383961,0.0,165.0,0.328,166.0,0.0,0.342,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0
2023 Presidential Cycling Tour of Turkiye Stage 3.gpx,https://www.komoot.com/tour/2985385361,61.2,41.3,0.518,86.0,0.13,0.83,1.92,1.92,0.13,16.1,0.0,0.0,0.0,0.0
2023 Presidential Cycling Tour of Turkiye Stage 4.gpx,https://www.komoot.com/tour/2985386788,40.8,115.0,0.171,162.0,0.0,0.0,0.853,0.764,0.0,2.4,8.49,0.0,0.0,0.0
2023 Presidential Cycling Tour of Turkiye Stage 5.gpx,https://www.komoot.com/tour/2985388098,27.6,153.0,0.0,180.0,0.0,0.581,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.0
2023 Presidential Cycling Tour of Turkiye Stage 6.gpx,https://www.komoot.com/tour/2985389402,28.3,163.0,1.07,192.0,0.224,0.233,0.0,0.288,0.301,0.0,0.0,0.0,0.0,0.0
2023 Presidential Cycling Tour of Turkiye Stage 7.gpx,https://www.komoot.com/tour/2985390790,17.7,140.0,0.647,158.0,0.0,0.647,1.66,1.33,0.0,0.0,0.179,0.0,0.0,0.0
2023 Prueba Villafranca - Ordiziako Klasika.gpx,https://www.komoot.com/tour/2985394479,155.0,0.0,5.41,164.0,0.0,2.15,0.0,0.285,2.85,1.39,4.39,0.0,0.0,0.0
2023 Puchar Mon.gpx,https://www.komoot.com/tour/2985395717,155.0,1.79,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Dookola Mazowsza Stage 3.gpx,https://www.komoot.com/tour/2985400502,141.0,1.63,12.4,103.0,9.71,39.4,0.0,0.0,0.0,3.58,0.679,0.0,0.0,0.0
2023 Giro della Regione Friuli Venezia Giulia Stage 4.gpx,https://www.komoot.com/tour/2985404344,84.3,68.5,0.625,159.0,0.208,0.853,0.0,0.0,0.208,0.0,6.33,0.0,0.0,0.0
2023 Region Pays de la Loire Tour Stage 1.gpx,https://www.komoot.com/tour/2985416359,129.0,1.79,8.0,127.0,0.407,17.5,0.0,0.0,0.145,0.0,5.91,0.399,0.145,0.0
2023 Region Pays de la Loire Tour Stage 2.gpx,https://www.komoot.com/tour/2985417596,168.0,0.222,0.764,168.0,0.0,3.25,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0
2023 Region Pays de la Loire Tour Stage 3.gpx,https://www.komoot.com/tour/2985418661,161.0,30.2,4.48,173.0,0.608,23.6,0.0,0.0,0.608,0.0,0.334,0.0,0.0,0.0
2023 Region Pays de la Loire Tour Stage 4.gpx,https://www.komoot.com/tour/2985420001,124.0,10.2,24.9,152.0,0.0,21.1,7.26,7.87,0.807,0.649,12.8,0.102,0.0,0.896
2023 Renewi Tour Stage 1.gpx,https://www.komoot.com/tour/2985421254,53.8,2.65,8.72,111.0,0.377,68.4,1.78,1.83,1.28,1.4,96.4,0.0,0.0,0.0
2023 Renewi Tour Stage 2.gpx,https://www.komoot.com/tour/2985422651,12.0,0.0,1.24,8.43,0.0,4.73,0.0,0.277,0.0,0.407,0.0,0.0,0.0,0.0
2023 Renewi Tour Stage 3.gpx,https://www.komoot.com/tour/2985424068,47.1,0.356,33.6,101.0,0.0,60.7,0.0,0.481,0.347,9.26,82.2,0.0,0.0,0.468
2023 Renewi Tour Stage 4.gpx,https://www.komoot.com/tour/2985425444,63.0,1.29,22.7,102.0,0.832,74.2,0.574,0.769,0.769,2.01,63.1,0.351,0.0,0.0
2023 Renewi Tour Stage 5.gpx,https://www.komoot.com/tour/2985426773,88.1,0.0,20.4,121.0,0.0,61.0,0.0,18.0,0.0,5.73,60.2,0.0,0.0,0.0
2023 Rhodes GP by Culture & Sports Organization.gpx,https://www.komoot.com/tour/2985428293,145.0,35.9,1.07,181.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
