fichier_gpx,route_url,road_km,state_road_km,street_km,asphalt_km,unpaved_km,paved_km,off-grid_(unknown)_km,unknown_km,path_km,cobblestones_km,cycleway_km,singletrack_km,compacted_gravel_km,access_road_km
2023 Vuelta Ciclistica al Ecuador Stage 4.gpx,https://www.komoot.com/tour/2985974776,58.5,22.0,3.6,40.6,30.1,3.88,0.0,0.0,0.0,13.2,3.79,0.0,0.0,0.0
2023 Vuelta Ciclistica al Ecuador Stage 5.gpx,https://www.komoot.com/tour/2985975727,90.4,38.4,14.7,104.0,11.7,27.5,0.749,0.749,0.0,3.88,3.8,0.0,0.0,0.0
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 1.gpx,https://www.komoot.com/tour/2985978872,167.0,9.62,1.43,168.0,0.0,10.6,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2.gpx,https://www.komoot.com/tour/2985979852,92.1,61.1,2.57,129.0,0.0,26.6,0.496,0.496,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3.gpx,https://www.komoot.com/tour/2985980970,122.0,30.0,0.849,149.0,0.0,11.0,0.415,0.415,0.0,0.299,7.16,0.0,0.0,0.0
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4.gpx,https://www.komoot.com/tour/2985982051,162.0,0.764,0.996,161.0,0.0,3.14,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5.gpx,https://www.komoot.com/tour/2985982969,167.0,13.4,0.722,172.0,0.0,9.69,3.68,3.68,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Burgos Stage 1.gpx,https://www.komoot.com/tour/2985984286,127.0,31.7,1.77,160.0,0.0,0.162,0.0,0.477,0.0,0.0,0.752,0.0,0.0,0.0
2023 Vuelta a Burgos Stage 2.gpx,https://www.komoot.com/tour/2985985072,7.41,5.01,0.573,12.6,0.0,0.301,0.164,0.164,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Burgos Stage 3.gpx,https://www.komoot.com/tour/2985985981,136.0,47.2,0.352,174.0,0.306,8.78,0.0,0.0,0.306,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Burgos Stage 4.gpx,https://www.komoot.com/tour/2985987090,129.0,25.4,0.145,154.0,0.0,1.14,0.0,0.134,0.134,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Burgos Stage 5.gpx,https://www.komoot.com/tour/2985988227,136.0,24.7,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Castilla y Leon Stage 1.gpx,https://www.komoot.com/tour/2985989177,127.0,39.0,1.96,168.0,1.18,0.0,0.319,0.319,1.18,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Castilla y Leon Stage 2.gpx,https://www.komoot.com/tour/2985990462,96.1,89.2,0.122,184.0,0.0,1.03,0.0,0.0,0.0,1.27,0.488,0.0,0.0,0.0
2023 Vuelta a Colombia Prologue.gpx,https://www.komoot.com/tour/2985991178,6.7,0.0,1.08,3.97,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Colombia Stage 1.gpx,https://www.komoot.com/tour/2985991991,41.4,155.0,1.4,194.0,0.0,3.12,0.215,0.297,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Colombia Stage 2.gpx,https://www.komoot.com/tour/2985992949,0.0,159.0,0.307,155.0,0.0,4.42,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Colombia Stage 3.gpx,https://www.komoot.com/tour/2985994115,105.0,0.0,0.0,105.0,0.0,0.0,2.19,1.99,0.0,0.0,0.247,0.0,0.0,0.0
2023 Vuelta a Colombia Stage 4.gpx,https://www.komoot.com/tour/2985995224,3.47,108.0,0.953,115.0,0.0,0.114,4.08,5.28,0.653,0.0,3.42,0.0,0.0,0.0
2023 Vuelta a Colombia Stage 5.gpx,https://www.komoot.com/tour/2985996251,39.0,126.0,0.924,165.0,0.0,0.589,0.384,0.502,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Colombia Stage 6.gpx,https://www.komoot.com/tour/2985997084,0.944,157.0,0.424,157.0,0.693,0.32,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Colombia Stage 7.gpx,https://www.komoot.com/tour/2985998027,3.05,192.0,0.603,197.0,0.0,0.321,0.256,0.477,0.235,0.0,1.75,0.0,0.0,0.0
2023 Vuelta a Colombia Stage 8.gpx,https://www.komoot.com/tour/2985998900,3.32,172.0,0.0,174.0,1.11,0.0,2.69,2.23,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Colombia Stage 9.gpx,https://www.komoot.com/tour/2985999610,2.69,38.4,0.29,31.0,0.0,11.0,0.0,0.0,0.0,0.0,0.863,0.0,0.2,0.0
2023 Vuelta a Formosa Internacional Stage 1.gpx,https://www.komoot.com/tour/2986000209,96.9,44.0,0.0,37.4,0.0,103.0,0.204,0.204,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Formosa Internacional Stage 2.gpx,https://www.komoot.com/tour/2986001081,12.7,81.3,2.22,6.64,0.534,89.1,29.4,29.5,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Formosa Internacional Stage 3.gpx,https://www.komoot.com/tour/2986001791,3.17,187.0,0.0,125.0,0.0,65.0,0.204,0.204,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 1.gpx,https://www.komoot.com/tour/2986002681,48.5,63.8,2.83,95.4,0.837,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 2.gpx,https://www.komoot.com/tour/2986005184,3.18,200.0,0.0,162.0,0.0,41.1,0.359,0.359,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 3.gpx,https://www.komoot.com/tour/2986006089,0.468,118.0,0.261,106.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 4.gpx,https://www.komoot.com/tour/2986007148,17.3,178.0,0.0,195.0,0.0,0.326,0.685,0.692,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 5.gpx,https://www.komoot.com/tour/2986008165,36.0,54.8,0.173,81.2,0.0,9.69,0.518,0.518,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 6.gpx,https://www.komoot.com/tour/2986009231,9.78,133.0,0.2,133.0,0.0,9.96,0.94,0.616,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 7.gpx,https://www.komoot.com/tour/2986011008,8.94,111.0,4.19,54.0,0.0,69.7,0.414,0.414,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 8.gpx,https://www.komoot.com/tour/2986012146,41.7,90.0,1.88,109.0,9.43,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 9.gpx,https://www.komoot.com/tour/2986013362,6.14,126.0,0.649,118.0,0.0,12.9,1.32,1.32,0.0,2.14,0.0,0.167,0.0,0.0
2023 Vuelta a San Juan Internacional Stage 1.gpx,https://www.komoot.com/tour/2986014398,17.1,120.0,1.34,122.0,2.69,13.5,7.63,7.63,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a San Juan Internacional Stage 2.gpx,https://www.komoot.com/tour/2986015540,65.1,130.0,6.0,189.0,2.47,9.73,1.11,0.659,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a San Juan Internacional Stage 3.gpx,https://www.komoot.com/tour/2986016459,75.0,81.2,0.757,137.0,0.0,19.5,16.9,17.7,0.136,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a San Juan Internacional Stage 4.gpx,https://www.komoot.com/tour/2986017496,158.0,37.8,0.0,161.0,0.176,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a San Juan Internacional Stage 5.gpx,https://www.komoot.com/tour/2986018693,84.6,86.1,0.0,155.0,0.0,18.8,0.535,0.535,0.0,0.0,2.76,0.0,0.0,0.0
2023 Vuelta a San Juan Internacional Stage 6.gpx,https://www.komoot.com/tour/2986019941,55.3,71.4,0.614,130.0,0.512,6.14,8.51,8.91,0.893,0.0,9.41,0.0,0.0,0.0
2023 Vuelta a San Juan Internacional Stage 7.gpx,https://www.komoot.com/tour/2986020891,13.5,0.0,0.0,13.6,0.0,1.76,99.1,101.0,3.86,0.0,0.0,0.0,0.0,0.0
2023 Vuelta al Tachira en Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2986021950,116.0,0.0,7.9,118.0,0.0,6.17,30.7,30.7,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta al Tachira en Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2986023006,0.484,1.06,2.88,1.54,0.0,2.69,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta al Tachira en Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2986024074,1.91,1.68,4.32,2.77,0.0,5.11,121.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta al Tachira en Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2986025965,3.34,108.0,22.0,112.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta al Tachira en Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2986026647,0.203,12.5,4.24,12.7,0.0,4.13,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta al Tachira en Bicicleta Stage 6.gpx,https://www.komoot.com/tour/2986027530,21.4,3.79,4.7,18.5,0.0,11.5,103.0,86.1,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta al Tachira en Bicicleta Stage 7.gpx,https://www.komoot.com/tour/2986028740,2.8,99.9,5.1,101.0,0.0,6.5,28.0,30.1,2.52,0.0,0.0,0.0,0.0,0.0
2023 Vuelta al Tachira en Bicicleta Stage 8.gpx,https://www.komoot.com/tour/2986029955,98.7,0.0,20.3,105.0,0.0,12.6,0.301,1.8,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta del Porvenir San Luis Stage 1.gpx,https://www.komoot.com/tour/2986030832,51.1,22.7,1.31,22.0,0.0,67.3,61.9,62.0,0.0,0.0,14.4,0.0,0.0,0.0
2023 Vuelta del Porvenir San Luis Stage 2.gpx,https://www.komoot.com/tour/2986031561,107.0,3.61,1.14,70.1,0.0,42.1,64.7,64.7,0.131,0.0,0.0,0.0,0.0,0.0
2023 Vuelta del Porvenir San Luis Stage 3.gpx,https://www.komoot.com/tour/2986032578,0.0,0.0,0.0,0.0,0.0,0.0,12.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta del Porvenir San Luis Stage 4.gpx,https://www.komoot.com/tour/2986033507,52.5,0.952,5.14,23.0,0.0,43.2,81.2,82.6,1.81,1.02,8.6,0.0,0.0,0.0
2023 Vuelta del Porvenir San Luis Stage 5.gpx,https://www.komoot.com/tour/2986034633,85.4,7.53,1.31,86.0,0.0,3.1,26.3,28.7,2.36,5.17,0.0,0.0,0.0,0.0
2023 Walmart Joe Martin Stage Race Stage 1.gpx,https://www.komoot.com/tour/2986035456,128.0,18.9,0.0,146.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Walmart Joe Martin Stage Race Stage 2.gpx,https://www.komoot.com/tour/2986036290,101.0,40.5,2.06,143.0,0.0,1.28,0.0,0.0,0.0,0.0,0.533,0.0,0.0,0.0
2023 Walmart Joe Martin Stage Race Stage 3.gpx,https://www.komoot.com/tour/2986036973,4.67,0.0,0.106,4.67,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0
2023 Walmart Joe Martin Stage Race Stage 4.gpx,https://www.komoot.com/tour/2986038632,0.0,0.0,14.6,53.1,0.0,0.0,8.18,7.9,0.0,0.0,38.5,0.0,0.0,0.0
2023 ZLM Tour Prologue.gpx,https://www.komoot.com/tour/2986039498,4.82,0.0,0.0,3.64,0.0,1.57,0.803,0.841,0.0,0.571,0.178,0.0,0.0,0.0
2023 ZLM Tour Stage 1.gpx,https://www.komoot.com/tour/2986040403,121.0,0.0,3.09,150.0,0.338,48.3,2.09,3.43,0.305,1.17,35.9,0.46,0.0,0.0
2023 ZLM Tour Stage 2.gpx,https://www.komoot.com/tour/2986041409,103.0,0.0,8.83,125.0,0.665,51.1,1.94,2.22,0.665,5.29,27.7,0.156,0.0,0.0
2023 ZLM Tour Stage 3.gpx,https://www.komoot.com/tour/2986042499,130.0,0.38,4.76,103.0,0.26,84.8,0.703,1.47,0.306,5.36,37.1,0.147,0.179,0.0
2023 ZLM Tour Stage 4.gpx,https://www.komoot.com/tour/2986043938,76.9,0.0,1.51,112.0,0.0,41.8,1.07,1.77,0.117,3.35,43.9,0.0,0.0,0.0
2023 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 1.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 2.gpx,https://www.komoot.com/tour/2986872374,160.0,0.0,1.67,156.0,0.0,7.42,0.195,0.195,0.0,0.0,1.42,0.0,0.0,0.0
2023 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 3.gpx,https://www.komoot.com/tour/2986873288,14.1,0.0,1.62,14.6,0.0,1.35,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.0
2023 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 4.gpx,https://www.komoot.com/tour/2986874152,157.0,5.1,8.89,166.0,0.528,1.87,0.0,2.75,1.53,4.48,2.73,0.0,0.0,0.0
2023 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 5.gpx,https://www.komoot.com/tour/2986875225,119.0,53.1,5.53,168.0,0.0,2.09,0.0,0.416,0.0,18.5,10.8,0.0,0.0,0.501
2023 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 6.gpx,https://www.komoot.com/tour/2986877023,106.0,32.2,30.7,178.0,0.0,5.62,0.0,0.0,2.18,4.36,17.4,0.0,0.0,0.0
2023 Antwerp Port Epic / Sels Trophy.gpx,https://www.komoot.com/tour/2986878401,57.9,2.4,10.5,86.8,25.2,34.2,12.0,12.7,23.1,22.8,31.9,4.13,2.09,0.231
2023 Binche - Chimay - Binche / Memorial Frank Vandenbroucke.gpx,https://www.komoot.com/tour/2986879754,89.4,93.6,7.09,183.0,0.0,13.2,0.0,0.643,0.0,4.93,11.4,0.0,0.0,0.0
2023 Canadian Road National Championship.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 GP Vorarlberg p/b RadHaus Rankweil.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 GP de Fourmies / La Voix du Nord.gpx,https://www.komoot.com/tour/2986882487,187.0,0.0,4.84,187.0,0.0,8.22,0.0,0.719,0.0,0.0,4.68,0.0,0.0,0.0
2023 Giro d'Italia Stage 21.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Grand Prix Cycliste de Montreal.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Grand Prix Cycliste de Quebec.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Grand Prix El Marsa.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Ixina Gooikse Pijl P/B Lotto.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Juegos Panamericanos Santiago.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 La Vuelta Ciclista a Espana Stage 21.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Okolo Slovenska / Tour de Slovaquie Stage 1.gpx,https://www.komoot.com/tour/2986892067,156.0,14.4,1.01,164.0,0.0,9.07,0.0,0.0,0.816,0.0,0.0,0.0,0.0,0.0
2023 Okolo Slovenska / Tour de Slovaquie Stage 2.gpx,https://www.komoot.com/tour/2986892758,71.3,57.0,9.63,141.0,0.0,1.76,0.0,0.0,5.89,0.785,0.0,0.0,0.0,0.0
2023 Okolo Slovenska / Tour de Slovaquie Stage 3.gpx,https://www.komoot.com/tour/2986893846,123.0,42.9,4.59,168.0,0.0,2.37,0.0,0.0,0.642,0.784,0.426,0.0,0.0,0.0
2023 Okolo Slovenska / Tour de Slovaquie Stage 4.gpx,https://www.komoot.com/tour/2986894627,131.0,16.2,0.857,148.0,0.0,0.599,0.448,0.595,0.662,0.0,0.164,0.0,0.0,0.0
2023 Okolo Slovenska / Tour de Slovaquie Stage 5.gpx,https://www.komoot.com/tour/2986895800,155.0,19.6,6.52,178.0,0.164,3.38,0.415,0.83,1.61,0.0,0.0,0.0,0.0,0.0
2023 Okolo jiznich Cech/Tour of South Bohemia Stage 1.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Okolo jiznich Cech/Tour of South Bohemia Stage 2.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Okolo jiznich Cech/Tour of South Bohemia Stage 3.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Okolo jiznich Cech/Tour of South Bohemia Stage 4.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Presidential Cycling Tour of Turkiye Stage 8.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Sun Hung Kai Properties Hong Kong Challenge.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Estonia Stage 2.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Trofeo Citta di Brescia - Mem. Rino Fiori.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclistica al Ecuador Stage 6.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta a Guatemala Stage 10.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
