fichier_gpx,route_url,road_km,state_road_km,off-grid_(unknown)_km,street_km,asphalt_km,unknown_km,cycleway_km,access_road_km,paved_km,cobblestones_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km,alpine_km,alpine_path_km
2019 VOO-Tour de Wallonie Stage 1.gpx,https://www.komoot.com/tour/2972571228,106.0,5.89,0.0,4.84,153.0,0.0,68.5,0.0,26.2,2.62,0.219,2.9,0.0,0.0,0.0,0.0,0.0
2019 VOO-Tour de Wallonie Stage 2.gpx,https://www.komoot.com/tour/2972572219,141.0,5.71,0.206,9.25,147.0,0.23,14.4,0.0,24.6,0.371,0.546,0.462,0.0,0.0,0.0,0.0,0.0
2019 VOO-Tour de Wallonie Stage 3.gpx,https://www.komoot.com/tour/2972573240,140.0,42.1,0.0,0.126,189.0,0.0,9.18,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 VOO-Tour de Wallonie Stage 4.gpx,https://www.komoot.com/tour/2972574300,142.0,28.0,0.0,3.07,161.0,0.0,3.48,0.0,15.2,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 VOO-Tour de Wallonie Stage 5.gpx,https://www.komoot.com/tour/2972575113,129.0,49.3,0.0,2.27,175.0,0.0,4.81,0.0,9.3,1.62,0.641,0.0,0.0,0.0,0.0,0.0,0.0
2019 Veenendaal-Veenendaal Classic.gpx,https://www.komoot.com/tour/2972576333,89.3,2.21,11.6,5.13,128.0,12.1,64.2,0.0,41.8,7.8,2.24,2.09,0.0,0.0,0.0,0.0,0.0
2019 Visegrad 4 Bicycle Race - GP Slovakia.gpx,https://www.komoot.com/tour/2972577380,138.0,4.88,0.0,7.26,154.0,0.216,4.68,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Visegrad 4 Bicycle Race Grand Prix Poland.gpx,https://www.komoot.com/tour/2972578173,121.0,0.0,5.37,28.5,111.0,5.59,0.0,0.0,38.2,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0
2019 Visegrad 4 Kerekparverseny.gpx,https://www.komoot.com/tour/2972578956,102.0,64.5,0.767,2.43,168.0,0.943,0.494,0.0,0.509,1.08,0.416,0.173,0.0,0.0,0.0,0.0,0.0
2019 Volta Ciclista a Catalunya Stage 1.gpx,https://www.komoot.com/tour/2972579940,137.0,18.2,1.45,7.68,154.0,1.11,0.0,0.0,8.87,0.0,1.06,0.115,0.0,0.0,0.0,0.0,0.0
2019 Volta Ciclista a Catalunya Stage 2.gpx,https://www.komoot.com/tour/2972581048,97.9,48.7,9.28,10.9,151.0,9.98,0.307,0.0,5.39,0.375,1.18,0.76,0.0,0.159,0.0,0.0,0.0
2019 Volta Ciclista a Catalunya Stage 3.gpx,https://www.komoot.com/tour/2972581934,143.0,27.0,6.36,1.93,152.0,6.21,0.312,0.0,19.9,0.0,0.777,0.523,0.416,0.395,0.0,0.0,0.0
2019 Volta Ciclista a Catalunya Stage 4.gpx,https://www.komoot.com/tour/2972582744,116.0,27.2,7.43,0.645,143.0,2.88,0.207,0.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta Ciclista a Catalunya Stage 5.gpx,https://www.komoot.com/tour/2972583622,102.0,79.5,8.87,1.32,182.0,6.42,1.42,0.0,2.14,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0
2019 Volta Ciclista a Catalunya Stage 6.gpx,https://www.komoot.com/tour/2972584894,121.0,45.4,0.285,2.53,163.0,0.285,0.0,0.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta Limburg Classic.gpx,https://www.komoot.com/tour/2972587107,131.0,0.0,0.414,5.31,175.0,0.414,51.0,0.0,16.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Prologue.gpx,https://www.komoot.com/tour/2972587784,0.918,3.8,0.865,0.153,3.88,0.865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 1.gpx,https://www.komoot.com/tour/2972589027,126.0,52.8,0.167,1.88,179.0,0.167,0.0,0.0,1.07,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 10.gpx,https://www.komoot.com/tour/2972589829,9.98,7.38,1.05,0.29,16.9,1.15,0.0,0.0,0.263,1.42,1.06,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 2.gpx,https://www.komoot.com/tour/2972590763,52.1,145.0,2.93,2.77,199.0,2.98,0.853,0.0,1.66,0.677,0.285,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 3.gpx,https://www.komoot.com/tour/2972591512,10.2,186.0,0.0,1.64,197.0,0.0,0.92,0.0,1.72,0.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 4.gpx,https://www.komoot.com/tour/2972592258,76.3,67.4,0.0,0.971,133.0,0.0,1.88,0.0,11.8,1.66,0.153,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 5.gpx,https://www.komoot.com/tour/2972593081,68.1,83.7,1.97,3.78,145.0,1.97,2.96,0.0,8.26,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 6.gpx,https://www.komoot.com/tour/2972593896,43.8,145.0,0.523,3.79,189.0,0.523,0.0,0.0,2.15,1.83,0.455,0.395,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 7.gpx,https://www.komoot.com/tour/2972594532,22.2,135.0,0.0,0.626,156.0,0.314,0.0,0.275,1.99,0.0,1.28,1.28,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 8.gpx,https://www.komoot.com/tour/2972595326,39.9,120.0,0.0,0.913,155.0,0.0,0.941,0.0,1.54,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 9.gpx,https://www.komoot.com/tour/2972595979,116.0,17.6,0.884,3.64,129.0,0.884,0.0,0.0,6.28,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2972596703,9.3,0.419,0.21,0.328,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2972597491,143.0,20.8,0.0,1.08,165.0,0.0,1.47,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2972598208,158.0,35.6,0.34,0.116,190.0,0.116,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2972599051,143.0,42.8,0.277,1.76,187.0,0.277,0.724,0.0,0.818,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2972600401,47.9,28.7,0.34,3.98,86.0,0.34,6.22,0.0,0.554,1.71,1.4,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta ao Alentejo Stage 1.gpx,https://www.komoot.com/tour/2972601203,88.7,119.0,0.0,1.56,206.0,0.0,0.0,0.0,3.03,0.496,0.124,0.124,0.0,0.0,0.0,0.0,0.0
2019 Volta ao Alentejo Stage 2.gpx,https://www.komoot.com/tour/2972601934,68.1,117.0,0.0,1.01,187.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236,0.0,0.0,0.0,0.0,0.0
2019 Volta ao Alentejo Stage 3.gpx,https://www.komoot.com/tour/2972602672,87.3,90.6,0.385,1.8,178.0,0.496,0.0,0.0,1.76,0.289,0.251,0.156,0.0,0.0,0.0,0.0,0.0
2019 Volta ao Algarve em Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2972603632,78.3,118.0,0.263,1.62,195.0,0.317,0.0,0.0,2.95,0.398,0.863,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta ao Algarve em Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2972604301,54.5,133.0,0.248,0.139,186.0,0.248,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta ao Algarve em Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2972604895,19.0,0.0,0.587,0.4,17.4,0.587,0.0,0.0,1.85,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta ao Algarve em Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2972605762,122.0,76.3,0.178,0.0,183.0,0.178,0.181,0.0,15.1,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta ao Algarve em Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2972606860,117.0,51.7,3.08,0.248,170.0,1.25,2.19,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Aragon Stage 1.gpx,https://www.komoot.com/tour/2972607618,58.4,125.0,0.0,0.787,183.0,0.52,0.0,0.0,0.206,0.0,1.35,1.35,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Aragon Stage 2.gpx,https://www.komoot.com/tour/2972608670,112.0,72.0,0.0,0.706,184.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Aragon Stage 3.gpx,https://www.komoot.com/tour/2972609580,30.3,93.5,0.0,0.898,122.0,0.0,0.0,0.0,2.25,0.0,1.02,1.02,0.0,0.842,0.0,0.0,0.0
2019 Vuelta Asturias Julio Alvarez Mendo Stage 1.gpx,https://www.komoot.com/tour/2972610300,131.0,31.4,8.04,8.29,167.0,8.04,0.0,0.0,2.72,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Asturias Julio Alvarez Mendo Stage 2.gpx,https://www.komoot.com/tour/2972611070,90.7,81.1,1.02,0.544,165.0,1.02,0.215,0.0,7.13,0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Asturias Julio Alvarez Mendo Stage 3.gpx,https://www.komoot.com/tour/2972611790,58.6,58.7,0.0,2.13,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista Internacional a Costa Rica Stage 1.gpx,https://www.komoot.com/tour/2972612630,7.14,129.0,16.5,8.92,141.0,17.2,0.0,0.0,3.03,0.0,1.02,0.962,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista Internacional a Costa Rica Stage 2.gpx,https://www.komoot.com/tour/2972613588,0.0,123.0,1.37,0.628,77.5,1.8,0.0,0.0,46.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Chiloe Prologue.gpx,https://www.komoot.com/tour/2972614178,2.44,0.52,0.335,0.0,0.127,0.335,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Chiloe Stage 1.gpx,https://www.komoot.com/tour/2972614865,11.1,111.0,0.0,0.0,9.12,0.0,0.0,0.0,112.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Chiloe Stage 2.gpx,https://www.komoot.com/tour/2972615653,113.0,0.0,0.0,0.702,95.9,0.0,0.0,0.0,12.1,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Chiloe Stage 3.gpx,https://www.komoot.com/tour/2972616515,105.0,0.416,0.0,0.932,99.3,0.0,8.64,0.0,15.6,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Chiloe Stage 4.gpx,https://www.komoot.com/tour/2972617104,11.6,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Miranda Stage 1.gpx,https://www.komoot.com/tour/2972617926,81.0,24.3,7.41,6.28,108.0,7.41,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Miranda Stage 2.gpx,https://www.komoot.com/tour/2972618743,4.46,1.43,75.1,17.8,9.25,70.8,0.0,0.0,13.8,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Miranda Stage 3.gpx,https://www.komoot.com/tour/2972619823,93.6,1.92,2.36,1.57,96.9,2.37,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Miranda Stage 4.gpx,https://www.komoot.com/tour/2972620774,4.88,32.8,70.0,14.8,38.6,70.0,0.0,0.0,13.7,0.0,0.0,0.177,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Miranda Stage 5.gpx,https://www.komoot.com/tour/2972622451,0.321,0.0,1.4,0.0,126.0,1.4,0.179,0.0,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Miranda Stage 6.gpx,https://www.komoot.com/tour/2972623285,105.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Venezuela Stage 1.gpx,https://www.komoot.com/tour/2972624054,37.5,0.0,38.5,9.16,47.1,37.7,0.749,1.21,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Venezuela Stage 2.gpx,https://www.komoot.com/tour/2972624784,5.11,1.31,152.0,2.29,5.99,153.0,0.0,0.0,0.857,0.0,0.151,1.36,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Venezuela Stage 3.gpx,https://www.komoot.com/tour/2972625462,10.6,109.0,42.5,15.6,120.0,43.4,0.0,0.0,14.5,0.0,0.448,0.571,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Venezuela Stage 4.gpx,https://www.komoot.com/tour/2972626276,0.784,146.0,6.94,4.55,146.0,6.6,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Venezuela Stage 5.gpx,https://www.komoot.com/tour/2972626905,0.0,0.0,28.3,0.0,0.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Venezuela Stage 6.gpx,https://www.komoot.com/tour/2972627567,6.63,66.4,52.6,8.92,73.6,53.6,0.0,0.0,6.69,0.0,1.05,1.31,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Venezuela Stage 7.gpx,https://www.komoot.com/tour/2972628218,2.7,80.7,93.8,10.9,84.9,97.1,0.0,0.0,5.9,0.0,0.709,0.976,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a Venezuela Stage 8.gpx,https://www.komoot.com/tour/2972629184,9.14,85.4,0.75,1.04,80.4,0.321,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a la Comunidad de Madrid Stage 1.gpx,https://www.komoot.com/tour/2972630155,92.6,65.3,0.0,2.55,158.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a la Comunidad de Madrid Stage 2.gpx,https://www.komoot.com/tour/2972631237,120.0,33.8,0.198,0.708,163.0,0.0,0.0,0.0,0.416,0.684,9.19,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a la Region de Murcia Costa Calida Stage 1.gpx,https://www.komoot.com/tour/2972634192,54.3,129.0,0.638,1.03,184.0,0.835,1.09,0.0,1.45,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a la Region de Murcia Costa Calida Stage 2.gpx,https://www.komoot.com/tour/2972635205,105.0,66.1,2.2,4.93,165.0,2.2,1.03,0.0,11.7,0.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 1.gpx,https://www.komoot.com/tour/2972636005,15.8,136.0,0.248,1.33,120.0,0.315,0.0,0.0,32.4,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 10.gpx,https://www.komoot.com/tour/2972636780,0.838,195.0,1.35,1.02,128.0,1.35,0.0,0.0,68.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 2.gpx,https://www.komoot.com/tour/2972637439,17.5,155.0,4.25,5.79,173.0,4.25,0.0,0.0,4.41,0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 3.gpx,https://www.komoot.com/tour/2972638212,67.2,79.1,0.407,4.94,81.0,0.407,0.0,0.0,54.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 4.gpx,https://www.komoot.com/tour/2972638960,148.0,0.618,0.0,0.0,148.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 5.gpx,https://www.komoot.com/tour/2972639694,1.81,193.0,0.704,0.0,193.0,0.704,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 6.gpx,https://www.komoot.com/tour/2972640391,0.826,28.7,0.147,3.41,29.7,0.147,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 7.gpx,https://www.komoot.com/tour/2972641155,150.0,39.7,3.23,3.28,178.0,3.23,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 8.gpx,https://www.komoot.com/tour/2972641858,42.1,97.6,0.359,4.61,141.0,0.359,0.0,0.0,2.15,0.0,0.0,0.128,0.0,0.651,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 9.gpx,https://www.komoot.com/tour/2972642536,3.67,172.0,3.47,1.22,161.0,3.16,0.0,0.0,15.2,0.0,0.144,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Independencia Nacional Republica Dominicana Stage 1.gpx,https://www.komoot.com/tour/2972643322,0.726,64.1,65.3,2.16,64.6,65.6,0.0,0.0,1.37,0.0,0.0,0.683,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Independencia Nacional Republica Dominicana Stage 2.gpx,https://www.komoot.com/tour/2972644053,12.3,29.2,65.1,4.32,39.6,65.9,0.177,0.126,5.96,0.0,2.44,5.34,3.18,0.0,0.0,0.0,0.0
2019 Vuelta Independencia Nacional Republica Dominicana Stage 3.gpx,https://www.komoot.com/tour/2972644797,68.1,0.0,81.7,3.24,68.3,80.7,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Independencia Nacional Republica Dominicana Stage 5.gpx,https://www.komoot.com/tour/2972645515,0.0,156.0,0.0,0.803,156.0,0.0,0.0,0.0,0.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Independencia Nacional Republica Dominicana Stage 6.gpx,https://www.komoot.com/tour/2972646263,54.5,9.9,69.3,1.45,64.6,62.1,0.0,0.0,2.76,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Independencia Nacional Republica Dominicana Stage 7.gpx,https://www.komoot.com/tour/2972647611,78.3,46.5,0.0,0.0,120.0,4.69,0.0,0.0,4.82,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 1.gpx,https://www.komoot.com/tour/2972648398,168.0,0.0,0.0,1.25,168.0,0.0,0.0,0.0,1.25,0.0,1.99,1.99,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2.gpx,https://www.komoot.com/tour/2972649494,170.0,46.0,0.221,0.27,217.0,0.297,0.859,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3.gpx,https://www.komoot.com/tour/2972650227,14.3,1.43,0.0,0.712,15.3,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4.gpx,https://www.komoot.com/tour/2972651218,110.0,3.91,2.26,0.0,113.0,2.44,0.0,0.0,0.0,0.498,0.444,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5.gpx,https://www.komoot.com/tour/2972652149,146.0,11.1,3.84,3.27,151.0,3.84,0.0,0.0,9.23,0.0,0.178,0.178,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Burgos Stage 1.gpx,https://www.komoot.com/tour/2972653095,117.0,33.9,3.31,4.48,155.0,3.32,0.0,0.0,0.219,0.808,0.706,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Burgos Stage 2.gpx,https://www.komoot.com/tour/2972654334,136.0,15.1,0.658,0.656,152.0,0.658,0.0,0.0,0.0,0.337,0.241,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Burgos Stage 3.gpx,https://www.komoot.com/tour/2972655189,127.0,21.1,0.0,0.0,140.0,0.0,0.0,0.0,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Burgos Stage 4.gpx,https://www.komoot.com/tour/2972655990,168.0,7.48,0.0,0.767,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Burgos Stage 5.gpx,https://www.komoot.com/tour/2972656885,111.0,33.7,0.0,0.899,145.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Castilla y Leon Stage 1.gpx,https://www.komoot.com/tour/2972657703,142.0,38.8,0.713,0.732,181.0,0.499,0.0,0.0,0.209,0.0,0.474,0.293,0.0,0.474,0.0,0.0,0.0
2019 Vuelta a Castilla y Leon Stage 2.gpx,https://www.komoot.com/tour/2972658677,106.0,58.2,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Castilla y Leon Stage 3.gpx,https://www.komoot.com/tour/2972659617,72.7,80.8,0.461,0.692,153.0,0.622,0.0,0.0,1.13,0.0,0.471,0.0,0.0,0.237,0.0,0.0,0.0
2019 Vuelta a Espana Stage 1.gpx,https://www.komoot.com/tour/2972660532,9.91,0.0,1.47,1.83,10.3,1.6,0.0,0.0,0.364,0.0,0.219,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 10.gpx,https://www.komoot.com/tour/2972661321,29.6,3.21,0.286,1.64,31.4,0.297,1.41,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 11.gpx,https://www.komoot.com/tour/2972662126,142.0,35.1,0.193,2.25,174.0,0.193,0.0,0.0,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 12.gpx,https://www.komoot.com/tour/2972663077,79.8,80.7,1.2,8.12,160.0,1.11,0.595,0.0,9.23,0.152,0.261,0.121,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 13.gpx,https://www.komoot.com/tour/2972663848,136.0,27.4,0.165,0.392,164.0,0.194,2.28,0.0,1.97,0.0,0.102,0.102,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 14.gpx,https://www.komoot.com/tour/2972664663,67.6,117.0,0.461,1.9,186.0,0.78,0.752,0.0,1.24,0.115,0.684,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 15.gpx,https://www.komoot.com/tour/2972665249,106.0,48.0,0.0,0.0,149.0,0.0,0.0,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 16.gpx,https://www.komoot.com/tour/2972665872,125.0,19.3,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 17.gpx,https://www.komoot.com/tour/2972666534,176.0,37.2,2.44,3.0,214.0,2.44,0.0,0.0,0.702,0.0,0.774,1.62,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 18.gpx,https://www.komoot.com/tour/2972667316,144.0,30.3,0.66,0.203,152.0,0.29,0.0,0.0,21.2,0.745,2.09,2.03,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 19.gpx,https://www.komoot.com/tour/2972668251,77.5,84.4,0.463,2.0,162.0,0.607,0.771,0.0,2.02,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 2.gpx,https://www.komoot.com/tour/2972669275,146.0,48.2,0.552,1.27,197.0,0.552,4.32,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 20.gpx,https://www.komoot.com/tour/2972670040,161.0,25.8,0.0,0.0,189.0,0.0,0.0,0.374,1.12,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 21.gpx,https://www.komoot.com/tour/2972671533,27.8,38.3,22.3,8.35,77.9,20.5,2.55,0.202,1.33,0.275,3.83,1.41,0.826,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 3.gpx,https://www.komoot.com/tour/2972672960,159.0,20.5,0.483,1.22,182.0,0.516,6.9,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 4.gpx,https://www.komoot.com/tour/2972673985,129.0,39.3,0.291,1.35,174.0,0.291,6.1,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 5.gpx,https://www.komoot.com/tour/2972674912,157.0,10.7,2.9,0.464,157.0,2.9,0.0,0.0,10.9,0.0,0.366,0.366,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 6.gpx,https://www.komoot.com/tour/2972675843,115.0,72.3,0.654,0.0,195.0,0.654,7.55,0.0,0.0,0.0,2.69,2.63,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 7.gpx,https://www.komoot.com/tour/2972677173,127.0,40.2,0.366,4.88,179.0,0.396,8.96,0.0,5.09,0.176,2.46,0.118,0.194,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 8.gpx,https://www.komoot.com/tour/2972678140,133.0,25.3,0.337,1.03,155.0,0.337,0.0,0.0,11.4,0.211,6.98,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 9.gpx,https://www.komoot.com/tour/2972678990,57.0,31.6,0.49,0.211,89.7,0.375,1.14,0.0,0.86,0.63,3.98,3.89,1.32,0.0,0.0,0.0,0.0
2019 Vuelta a San Juan Internacional Stage 1.gpx,https://www.komoot.com/tour/2972679718,37.4,122.0,1.57,1.2,143.0,1.57,0.0,0.0,15.4,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0
