fichier_gpx,route_url,road_km,state_road_km,off-grid_(unknown)_km,street_km,asphalt_km,unknown_km,cycleway_km,access_road_km,paved_km,cobblestones_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km,alpine_km,alpine_path_km
2019 Grand Prix Velo Erciyes.gpx,https://www.komoot.com/tour/2971893747,122.0,21.9,0.132,0.335,144.0,0.132,0.0,0.0,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Grand Prix d'Isbergues - Pas de Calais.gpx,https://www.komoot.com/tour/2971894346,128.0,26.5,0.0,44.9,146.0,1.84,0.0,0.0,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Grand Prix de Denain - Porte du Hainaut.gpx,https://www.komoot.com/tour/2971895433,146.0,15.1,0.0,12.0,166.0,0.127,13.7,0.0,10.7,19.9,9.59,0.0,0.0,0.0,0.0,0.0,0.0
2019 Grand Prix de Plumelec-Morbihan.gpx,https://www.komoot.com/tour/2971895998,188.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Grand Prix de Wallonie.gpx,https://www.komoot.com/tour/2971896634,155.0,33.1,0.53,10.8,197.0,0.854,4.94,0.155,5.42,2.23,0.181,0.116,0.304,0.15,0.0,0.0,0.0
2019 Grand Prix de la ville de Perenchies.gpx,https://www.komoot.com/tour/2971897490,124.0,4.01,0.0,3.48,153.0,0.0,31.5,0.0,4.33,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Grand Prix des Marbriers.gpx,https://www.komoot.com/tour/2971898192,141.0,0.0,0.0,13.5,62.2,0.0,0.0,0.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Gravel and Tar.gpx,https://www.komoot.com/tour/2971898979,99.3,2.87,5.5,18.6,34.7,5.5,3.0,0.0,59.7,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0
2019 Gree - Tour of Guangxi Stage 1.gpx,https://www.komoot.com/tour/2971900539,7.55,5.78,119.0,5.82,11.7,120.0,0.0,0.175,6.78,0.0,0.194,0.0,0.0,0.0,0.0,0.0,0.0
2019 Gree - Tour of Guangxi Stage 2.gpx,https://www.komoot.com/tour/2971901714,1.87,3.36,140.0,9.29,4.62,140.0,0.0,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Gree - Tour of Guangxi Stage 3.gpx,https://www.komoot.com/tour/2971902339,10.4,0.0,121.0,13.1,10.7,132.0,0.566,0.0,8.08,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0
2019 Gree - Tour of Guangxi Stage 4.gpx,https://www.komoot.com/tour/2971902897,2.9,2.69,155.0,2.3,4.43,156.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Gree - Tour of Guangxi Stage 5.gpx,https://www.komoot.com/tour/2971903671,5.58,2.25,208.0,2.94,5.13,210.0,0.0,0.546,4.32,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0
2019 Gree - Tour of Guangxi Stage 6.gpx,https://www.komoot.com/tour/2971904969,2.15,3.53,158.0,4.81,4.47,162.0,0.31,0.108,3.09,0.0,1.93,1.51,0.382,0.0,0.0,0.0,0.0
2019 Grosser Preis des Kantons Aargau.gpx,https://www.komoot.com/tour/2971906148,129.0,47.5,0.0,0.824,122.0,2.89,3.46,0.0,60.9,0.0,3.31,3.69,0.384,0.0,0.0,0.0,0.0
2019 Grote Prijs Jef Scherens - Rondom Leuven.gpx,https://www.komoot.com/tour/2971908019,7.02,6.07,14.4,43.4,119.0,14.3,88.3,0.0,37.1,20.5,2.57,0.0,0.0,0.0,0.0,0.0,0.0
2019 Grote Prijs Marcel Kint.gpx,https://www.komoot.com/tour/2971908705,43.0,0.0,0.0,36.7,143.0,6.62,101.0,0.0,42.4,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Gylne Gutuer.gpx,https://www.komoot.com/tour/2971909228,150.0,17.5,0.0,3.39,97.9,2.2,0.254,0.0,12.6,0.0,2.94,3.69,0.0,57.3,0.0,0.0,0.0
2019 Hafjell Gp.gpx,https://www.komoot.com/tour/2971909698,21.4,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Halle-Ingooigem.gpx,https://www.komoot.com/tour/2971910385,82.8,14.9,0.233,10.8,132.0,1.21,80.9,0.0,63.2,1.13,1.8,0.0,0.0,1.21,0.0,0.0,0.0
2019 Hammer Series - Hammer Sportzone Limburg Stage 1.gpx,https://www.komoot.com/tour/2971911047,33.2,0.0,1.61,11.3,56.6,1.61,18.3,0.0,2.83,3.84,0.535,2.08,2.08,0.0,0.0,0.0,0.0
2019 Hammer Series - Hammer Sportzone Limburg Stage 2.gpx,https://www.komoot.com/tour/2971911782,28.1,3.76,12.7,0.15,68.1,12.8,15.3,0.0,19.9,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Hammer Series - Hammer Sportzone Limburg Stage 3.gpx,https://www.komoot.com/tour/2971912526,13.1,1.43,2.26,0.307,26.2,2.59,5.66,0.0,9.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Hammer Series - Hammer Stavanger Stage 1.gpx,https://www.komoot.com/tour/2971913684,43.3,14.4,0.0,12.2,85.7,0.708,12.0,0.0,0.534,0.0,1.78,0.0,3.26,0.0,0.0,0.0,0.0
2019 Hammer Series - Hammer Stavanger Stage 2.gpx,https://www.komoot.com/tour/2971915386,30.0,48.5,4.32,1.23,82.5,4.68,3.29,0.0,0.0,2.1,2.04,0.0,0.0,0.0,0.0,0.0,0.0
2019 Hammer Series - Hammer Stavanger Stage 3.gpx,https://www.komoot.com/tour/2971916569,14.8,11.8,1.08,7.73,45.9,1.3,11.9,0.0,0.806,0.0,0.651,0.0,0.0,0.0,0.0,0.0,0.0
2019 Hansa Bygg Kalmar Grand Prix Road Race.gpx,https://www.komoot.com/tour/2971917376,167.0,0.0,1.04,9.7,174.0,0.776,1.22,0.0,0.707,3.48,0.12,0.106,0.106,0.0,0.0,0.0,0.0
2019 Herald Sun Tour Stage 1.gpx,https://www.komoot.com/tour/2971918139,0.0,0.0,98.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Herald Sun Tour Stage 2.gpx,https://www.komoot.com/tour/2971918728,105.0,20.2,0.0,2.48,78.4,0.0,0.0,0.0,47.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0
2019 Herald Sun Tour Stage 3.gpx,https://www.komoot.com/tour/2971919364,158.0,0.0,0.0,2.19,112.0,0.0,1.7,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Herald Sun Tour Stage 4.gpx,https://www.komoot.com/tour/2971920038,91.2,18.5,0.0,0.0,129.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Herald Sun Tour Stage 5.gpx,https://www.komoot.com/tour/2971921429,64.3,0.0,0.0,0.214,67.3,0.214,21.1,0.0,18.1,0.0,4.1,0.0,0.0,4.08,0.0,0.0,0.0
2019 Heylen Vastgoed Heistse Pijl.gpx,https://www.komoot.com/tour/2971922206,5.72,0.825,2.05,19.2,86.7,2.14,147.0,0.0,98.7,7.06,0.0,0.238,0.365,0.0,0.0,0.0,0.0
2019 Horizon Park Race Classic.gpx,https://www.komoot.com/tour/2971923348,71.1,16.6,0.0,0.146,107.0,0.0,7.01,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0
2019 Horizon Park Race for Peace.gpx,https://www.komoot.com/tour/2971925332,150.0,0.0,0.0,1.99,119.0,0.951,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Il Lombardia.gpx,https://www.komoot.com/tour/2971926299,175.0,57.6,2.06,0.762,237.0,2.43,7.1,0.0,3.17,0.408,0.737,0.378,0.378,0.0,0.0,0.0,0.0
2019 In the step of Romans Stage 1.gpx,https://www.komoot.com/tour/2971927003,121.0,0.0,0.123,5.19,61.9,0.123,0.0,0.0,64.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 In the step of Romans Stage 2.gpx,https://www.komoot.com/tour/2971927862,147.0,0.0,0.0,5.17,103.0,0.79,0.0,0.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Int. Raiffeisen Grand Prix Judendorf-Strassengel.gpx,https://www.komoot.com/tour/2971928832,178.0,0.0,0.0,0.777,175.0,1.49,2.42,0.0,8.83,0.0,3.95,0.169,0.169,0.0,0.0,0.0,0.0
2019 International Tour de Banyuwangi Ijen Stage 1.gpx,https://www.komoot.com/tour/2971929387,55.1,78.3,0.0,0.284,126.0,0.0,0.0,0.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 International Tour de Banyuwangi Ijen Stage 2.gpx,https://www.komoot.com/tour/2971929978,75.1,65.6,0.0,8.58,127.0,0.0,0.0,0.0,21.3,0.0,0.0,0.863,0.0,0.0,0.0,0.0,0.0
2019 International Tour de Banyuwangi Ijen Stage 3.gpx,https://www.komoot.com/tour/2971930554,111.0,0.468,0.0,0.0,97.1,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 International Tour de Banyuwangi Ijen Stage 4.gpx,https://www.komoot.com/tour/2971931445,57.4,71.4,0.674,2.81,111.0,0.674,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Internationale Wielertrofee Jong Maar Moedig I.W.T..gpx,https://www.komoot.com/tour/2971932199,102.0,0.0,0.0,22.1,108.0,0.839,55.8,0.0,53.5,18.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0
2019 Israeli Road National Championships - ITT.gpx,https://www.komoot.com/tour/2971932923,0.0,33.0,0.188,0.0,22.2,0.188,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Israeli Road National Championships.gpx,https://www.komoot.com/tour/2971933475,55.7,61.9,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Istarsko Proljece - Istrian Sprint Trophy Stage 1.gpx,https://www.komoot.com/tour/2971933980,0.0,0.0,0.0,1.17,1.0,0.163,0.835,0.0,0.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Istarsko Proljece - Istrian Sprint Trophy Stage 2.gpx,https://www.komoot.com/tour/2971934580,79.0,77.4,0.0,0.746,157.0,0.0,0.0,0.0,0.0,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Istarsko Proljece - Istrian Sprint Trophy Stage 3.gpx,https://www.komoot.com/tour/2971935233,50.4,107.0,0.285,0.711,158.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Istarsko Proljece - Istrian Sprint Trophy Stage 4.gpx,https://www.komoot.com/tour/2971935827,20.8,139.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Italian Road National Championships.gpx,https://www.komoot.com/tour/2971936591,111.0,0.0,0.0,17.3,105.0,1.0,1.43,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Itzulia Basque Country Stage 1.gpx,https://www.komoot.com/tour/2971937218,11.2,0.33,0.299,0.261,11.7,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Itzulia Basque Country Stage 2.gpx,https://www.komoot.com/tour/2971938113,97.0,22.5,5.51,8.41,126.0,5.71,4.04,0.0,6.79,2.23,12.3,5.9,0.334,3.39,0.0,0.0,0.0
2019 Itzulia Basque Country Stage 3.gpx,https://www.komoot.com/tour/2971938823,130.0,61.2,0.0,0.263,191.0,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Itzulia Basque Country Stage 4.gpx,https://www.komoot.com/tour/2971939561,129.0,29.8,1.8,2.13,158.0,1.8,0.0,0.0,4.4,0.0,0.358,0.257,0.0,0.0,0.0,0.0,0.0
2019 Itzulia Basque Country Stage 5.gpx,https://www.komoot.com/tour/2971940211,111.0,36.0,0.661,3.12,146.0,0.734,0.216,0.0,3.8,0.371,0.196,0.0,0.0,0.0,0.0,0.0,0.0
2019 Itzulia Basque Country Stage 6.gpx,https://www.komoot.com/tour/2971940939,68.3,38.9,0.0,4.42,105.0,0.179,5.48,0.0,11.4,0.359,0.261,0.0,0.0,0.0,0.0,0.0,0.0
2019 Japan Cup Road Race.gpx,https://www.komoot.com/tour/2971941530,120.0,24.3,0.0,0.0,88.4,0.0,0.0,0.0,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Japanese Road National Championships.gpx,https://www.komoot.com/tour/2971942285,0.0,0.0,61.3,79.8,0.0,139.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Joe Martin Stage Race Stage 1.gpx,https://www.komoot.com/tour/2971943121,97.8,65.3,0.367,2.13,165.0,0.367,2.46,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Joe Martin Stage Race Stage 2.gpx,https://www.komoot.com/tour/2971943859,110.0,75.1,0.0,0.0,186.0,0.0,1.65,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Joe Martin Stage Race Stage 3.gpx,https://www.komoot.com/tour/2971944314,4.55,0.0,0.0,0.106,4.55,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Joe Martin Stage Race Stage 4.gpx,https://www.komoot.com/tour/2971945406,0.0,0.0,8.18,14.6,53.1,7.9,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Juegos Deportivos Panamericanos Lima 2019 - ITT.gpx,https://www.komoot.com/tour/2971946094,0.0,1.5,10.9,0.806,4.22,11.7,22.2,0.0,21.0,0.61,2.09,1.35,1.23,0.0,0.0,0.0,0.0
2019 Juegos Deportivos Panamericanos Lima 2019.gpx,https://www.komoot.com/tour/2971947227,9.02,2.83,45.3,3.57,13.6,46.0,110.0,0.0,114.0,0.0,3.17,7.23,6.59,0.0,0.0,0.0,0.0
2019 KOGA Slag om Norg.gpx,https://www.komoot.com/tour/2971948094,96.3,1.3,1.71,1.74,84.8,2.52,41.0,0.494,41.7,26.9,30.7,31.9,0.963,0.446,0.0,0.0,0.0
2019 Kampioenschap van Vlaanderen.gpx,https://www.komoot.com/tour/2971948907,55.3,12.6,0.0,13.2,123.0,2.51,102.0,0.0,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Klasika Primavera de Amorebieta.gpx,https://www.komoot.com/tour/2971949766,66.6,92.7,2.29,3.03,164.0,2.29,6.47,0.0,3.93,1.22,0.348,0.0,0.0,0.0,0.0,0.0,0.0
2019 Konya Tour of Mevlana Stage 1.gpx,https://www.komoot.com/tour/2971950325,80.3,40.2,1.21,1.17,120.0,1.23,2.48,0.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Konya Tour of Mevlana Stage 2.gpx,https://www.komoot.com/tour/2971951026,39.0,93.8,3.03,0.213,133.0,3.03,0.799,0.0,0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Konya Tour of Mevlana Stage 3.gpx,https://www.komoot.com/tour/2971951714,86.1,55.2,0.981,1.36,140.0,1.17,0.828,0.0,2.11,0.0,0.114,1.21,0.0,0.0,0.0,0.0,0.0
2019 Kreiz Breizh Elites Stage 1.gpx,https://www.komoot.com/tour/2971952209,12.5,0.0,0.0,0.0,7.7,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Kreiz Breizh Elites Stage 2.gpx,https://www.komoot.com/tour/2971953012,163.0,9.05,0.28,6.08,141.0,0.316,2.12,0.0,39.4,0.0,0.0,0.634,0.634,0.0,0.0,0.0,0.0
2019 Kreiz Breizh Elites Stage 3.gpx,https://www.komoot.com/tour/2971953878,167.0,0.162,0.0,13.1,171.0,0.0,0.294,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Kreiz Breizh Elites Stage 4.gpx,https://www.komoot.com/tour/2971954478,148.0,0.0,0.0,22.0,132.0,0.0,0.0,0.135,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Kuurne-Bruxelles-Kuurne.gpx,https://www.komoot.com/tour/2971955184,71.3,8.81,0.0,17.8,133.0,0.136,93.8,0.0,62.6,5.52,0.559,0.514,0.0,0.0,0.0,0.0,0.0
2019 La DH Famenne Ardenne Classic.gpx,https://www.komoot.com/tour/2971955852,149.0,8.91,0.0,8.45,167.0,5.66,7.8,0.0,11.5,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 La Fleche Wallonne.gpx,https://www.komoot.com/tour/2971956979,143.0,25.1,0.42,13.3,187.0,0.444,11.2,0.108,5.67,0.196,0.139,0.0,0.0,0.0,0.0,0.0,0.0
2019 La Poly Normande.gpx,https://www.komoot.com/tour/2971957688,169.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 La Roue Tourangelle Region Centre Val de Loire - Trophee Harmonie Mutuelle.gpx,https://www.komoot.com/tour/2971958333,139.0,15.3,0.0,22.9,150.0,0.137,8.8,0.0,35.3,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 La Route d'Occitanie - La Depeche du Midi Stage 1.gpx,https://www.komoot.com/tour/2971959162,172.0,1.13,0.187,0.988,163.0,0.0,1.22,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 La Route d'Occitanie - La Depeche du Midi Stage 2.gpx,https://www.komoot.com/tour/2971959738,149.0,32.7,0.0,1.11,187.0,0.3,4.92,0.0,0.694,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2019 La Route d'Occitanie - La Depeche du Midi Stage 3.gpx,https://www.komoot.com/tour/2971960383,161.0,13.9,0.0,0.595,156.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 La Route d'Occitanie - La Depeche du Midi Stage 4.gpx,https://www.komoot.com/tour/2971960911,151.0,0.0,1.9,0.0,150.0,1.9,0.0,0.0,0.294,0.0,2.72,2.72,0.0,0.0,0.0,0.0,0.0
2019 La Tropicale Amissa Bongo Stage 1.gpx,https://www.komoot.com/tour/2971961405,2.69,58.9,39.4,0.463,61.0,38.2,0.0,0.0,0.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 La Tropicale Amissa Bongo Stage 2.gpx,https://www.komoot.com/tour/2971961956,0.0,66.9,104.0,0.0,52.2,103.0,0.0,0.0,0.0,0.0,1.3,16.0,0.0,0.0,0.0,0.0,0.0
2019 La Tropicale Amissa Bongo Stage 3.gpx,https://www.komoot.com/tour/2971962457,0.0,24.4,74.0,0.97,24.4,73.3,0.0,0.0,0.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 La Tropicale Amissa Bongo Stage 4.gpx,https://www.komoot.com/tour/2971962927,1.33,43.9,77.4,0.215,45.1,77.8,0.0,0.394,0.341,0.0,0.344,0.391,0.0,0.0,0.0,0.0,0.0
2019 La Tropicale Amissa Bongo Stage 5.gpx,https://www.komoot.com/tour/2971963431,97.2,15.4,9.45,5.17,115.0,10.2,0.0,0.0,1.47,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0
2019 La Tropicale Amissa Bongo Stage 6.gpx,https://www.komoot.com/tour/2971964117,16.7,37.0,52.4,0.848,53.2,53.0,0.0,0.394,0.657,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0
2019 La Tropicale Amissa Bongo Stage 7.gpx,https://www.komoot.com/tour/2971965496,54.3,73.6,2.57,0.245,124.0,2.81,0.0,0.434,4.36,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0
2019 Le Samyn.gpx,https://www.komoot.com/tour/2971966128,140.0,10.2,0.968,14.2,150.0,1.06,34.7,0.0,42.1,7.44,0.0,0.103,0.0,0.0,0.0,0.0,0.0
2019 Le Tour De Langkawi Stage 1.gpx,https://www.komoot.com/tour/2971967083,74.8,101.0,0.0,0.15,176.0,0.0,0.0,0.0,0.673,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour De Langkawi Stage 2.gpx,https://www.komoot.com/tour/2971967701,96.9,102.0,0.19,1.97,198.0,0.19,0.0,0.0,2.2,0.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour De Langkawi Stage 3.gpx,https://www.komoot.com/tour/2971968405,38.0,147.0,0.72,0.88,185.0,1.25,0.472,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour De Langkawi Stage 4.gpx,https://www.komoot.com/tour/2971969157,61.1,45.7,4.42,0.381,108.0,2.48,0.0,0.0,3.04,0.0,0.541,0.0,3.36,0.0,0.0,0.0,0.0
2019 Le Tour De Langkawi Stage 5.gpx,https://www.komoot.com/tour/2971969976,0.647,203.0,0.17,0.0,204.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour De Langkawi Stage 6.gpx,https://www.komoot.com/tour/2972037173,57.0,69.1,0.0,1.13,122.0,0.0,0.0,0.0,4.13,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour De Langkawi Stage 7.gpx,https://www.komoot.com/tour/2972037724,41.8,64.6,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour De Langkawi Stage 8.gpx,https://www.komoot.com/tour/2972038573,45.2,59.4,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Bretagne Stage 1.gpx,https://www.komoot.com/tour/2972039366,145.0,0.0,0.0,5.54,81.3,0.149,0.0,0.0,69.1,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Bretagne Stage 2.gpx,https://www.komoot.com/tour/2972039875,162.0,1.15,0.0,6.01,117.0,0.0,0.365,0.0,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Bretagne Stage 3.gpx,https://www.komoot.com/tour/2972040638,156.0,9.28,0.0,2.21,161.0,0.0,2.69,0.0,8.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Bretagne Stage 4.gpx,https://www.komoot.com/tour/2972041237,130.0,2.02,0.0,9.42,102.0,0.244,10.5,0.0,49.9,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Bretagne Stage 5.gpx,https://www.komoot.com/tour/2972041843,189.0,0.401,0.481,2.84,152.0,0.907,0.0,0.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Bretagne Stage 6.gpx,https://www.komoot.com/tour/2972042320,148.0,8.99,0.0,14.5,167.0,0.0,2.02,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Bretagne Stage 7.gpx,https://www.komoot.com/tour/2972042870,119.0,9.8,0.0,15.7,101.0,0.708,5.97,0.0,46.9,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Filipinas Stage 1.gpx,https://www.komoot.com/tour/2972043498,45.4,75.5,0.0,0.0,105.0,0.0,10.9,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Filipinas Stage 2.gpx,https://www.komoot.com/tour/2972046031,0.0,190.0,0.211,0.0,164.0,0.211,0.0,0.0,28.3,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Filipinas Stage 4.gpx,https://www.komoot.com/tour/2972049000,34.8,141.0,0.0,0.365,162.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Filipinas Stage 5.gpx,https://www.komoot.com/tour/2972050311,45.1,95.7,0.201,0.203,113.0,0.201,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Savoie Mont Blanc Stage 1.gpx,https://www.komoot.com/tour/2972051021,103.0,17.1,3.57,0.477,139.0,3.84,19.1,0.0,0.617,0.0,1.18,1.19,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Savoie Mont Blanc Stage 2.gpx,https://www.komoot.com/tour/2972052223,76.5,24.0,0.0,0.293,117.0,0.0,17.7,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Le Tour de Savoie Mont Blanc Stage 3-1.gpx,https://www.komoot.com/tour/2972052888,27.6,32.8,0.0,2.68,72.8,0.0,10.9,0.0,1.21,0.0,0.139,0.139,0.0,0.0,0.0,0.0,0.0
2019 Les Challenges de la Marche Verte - GP Al Massira.gpx,https://www.komoot.com/tour/2972053361,0.0,140.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Les Challenges de la Marche Verte - GP Oued Eddahab.gpx,https://www.komoot.com/tour/2972053979,2.69,128.0,3.4,0.106,129.0,3.4,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Les Challenges de la Marche Verte - GP Sakia El Hamra.gpx,https://www.komoot.com/tour/2972054495,73.3,65.9,0.515,0.381,139.0,0.565,0.0,0.0,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Liege - Bastogne - Liege.gpx,https://www.komoot.com/tour/2972055215,106.0,42.3,0.0,8.67,165.0,0.0,14.8,0.0,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Lillehammer GP.gpx,https://www.komoot.com/tour/2972056230,35.8,62.5,1.47,26.2,131.0,2.45,8.93,0.0,1.31,0.584,0.585,0.0,0.0,0.0,0.0,0.0,0.0
2019 Luxembourg Road National Championships - ITT.gpx,https://www.komoot.com/tour/2972056791,11.9,0.0,0.0,0.0,11.9,0.0,0.0,0.0,5.33,0.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0
2019 Luxembourg Road National Championships.gpx,https://www.komoot.com/tour/2972057424,51.4,1.03,0.0,11.6,94.4,0.0,5.34,0.0,0.0,0.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0
2019 Memorial Andrzeja Trochanowskiego.gpx,https://www.komoot.com/tour/2972058048,169.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Memorial Henryka Lasaka.gpx,https://www.komoot.com/tour/2972058720,132.0,21.1,1.07,16.7,169.0,1.66,0.0,0.77,0.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Memorial Marco Pantani.gpx,https://www.komoot.com/tour/2972059700,178.0,3.09,5.58,11.5,177.0,4.99,0.958,0.0,16.7,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0
