jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,route_url,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,_km,alpine_km,ferry_km,alpine_path_km,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km
12,6,2017,stage_3,tour-de-suisse,2.UWT,2017 Tour de Suisse Stage 2.gpx,https://www.komoot.com/tour/2969646635,59.9,4.28,60.3,26.6,0.388,0.186,150.0,5.16,1.33,1.36,0.477,0.206,0.0,,,,,,157.9,1618.0,1658.0,857.0,450.0,4.0,3.0,1.0,0.0,0.0,0.8848,0.576,0.576,0.0,0.0,5.1,1.73,0.56,114.0
12,6,2017,stage_4,giro-ciclistico-d-italia,2.2U,2017 Giro Ciclistico d'Italia Stage 4.gpx,https://www.komoot.com/tour/2969467803,129.0,0.874,16.4,4.03,,0.0,144.0,6.89,0.257,0.388,0.345,,0.0,,,,,,151.61,1074.0,1082.0,194.0,2.0,5.0,2.0,0.0,0.0,0.0,0.915,0.915,0.0,0.0,0.0,1.2,0.07,-0.3,29.0
13,6,2017,stage_4,tour-de-suisse,2.UWT,2017 Tour de Suisse Stage 3.gpx,https://www.komoot.com/tour/2969647521,104.0,1.0,34.4,10.5,,,144.0,5.57,,0.0,0.192,,,,,,,,150.0,2896.0,2174.0,1447.0,393.0,5.0,3.0,2.0,2.0,2.0,0.9997,0.9997,0.9997,0.9997,0.9997,6.6,8.03,7.54,718.0
14,6,2017,stage_5,tour-de-suisse,2.UWT,2017 Tour de Suisse Stage 4.gpx,https://www.komoot.com/tour/2969648531,78.8,0.558,79.8,54.2,4.64,,212.0,0.97,,4.9,1.55,1.6,0.0,,,,,,219.45,3399.0,3407.0,2088.0,251.0,5.0,3.0,2.0,1.0,1.0,0.9988,0.9988,0.7153,0.5043,0.5043,0.3,0.8,0.74,93.0
15,6,2017,stage_6,tour-de-suisse,2.UWT,2017 Tour de Suisse Stage 5.gpx,https://www.komoot.com/tour/2969649254,46.6,0.703,109.0,8.89,,,164.0,0.0,1.45,,0.721,0.115,0.0,0.63,,0.0,,,165.93,4195.0,2704.0,2311.0,198.0,3.0,2.0,2.0,2.0,2.0,0.9308,0.9308,0.9308,0.9308,0.9308,-3.1,-7.33,-8.14,7.0
15,6,2017,stage_1,tour-of-slovenia,2.1,2017 Tour of Slovenia Stage 1.gpx,https://www.komoot.com/tour/2969713024,128.0,5.88,23.6,4.16,0.36,,156.0,5.95,0.168,0.632,0.412,0.23,0.0,,,,,,162.83,1817.0,1355.0,783.0,1.0,4.0,1.0,1.0,1.0,0.0,0.7558,0.7558,0.7558,0.7558,0.0,1.0,-0.4,-0.02,122.0
16,6,2017,stage_2,tour-of-slovenia,2.1,2017 Tour of Slovenia Stage 2.gpx,https://www.komoot.com/tour/2969714129,119.0,4.82,13.9,23.6,0.378,0.215,162.0,8.86,,0.829,5.05,,0.0,,,,,,170.83,1392.0,1398.0,594.0,229.0,4.0,2.0,0.0,0.0,0.0,0.8264,0.6574,0.0,0.0,0.0,0.8,-0.17,-0.02,96.0
16,6,2017,stage_7,tour-de-suisse,2.UWT,2017 Tour de Suisse Stage 6.gpx,https://www.komoot.com/tour/2969649926,31.6,2.19,121.0,5.11,5.02,0.153,160.0,0.528,,5.02,1.15,0.884,0.0,0.237,,,,,160.74,3091.0,1760.0,2843.0,698.0,5.0,1.0,1.0,1.0,1.0,0.9904,0.9904,0.9904,0.9904,0.9904,-3.8,5.5,6.6,1354.0
17,6,2017,stage_3,tour-of-slovenia,2.1,2017 Tour of Slovenia Stage 3.gpx,https://www.komoot.com/tour/2969714930,133.0,14.9,12.2,5.42,0.791,,143.0,26.0,0.215,1.53,1.12,0.353,0.303,,,,,,170.48,3186.0,1939.0,1468.0,201.0,7.0,4.0,3.0,2.0,1.0,0.9996,0.9996,0.9996,0.9996,0.9996,5.3,6.33,6.84,977.0
17,6,2017,stage_8,tour-de-suisse,2.UWT,2017 Tour de Suisse Stage 7.gpx,https://www.komoot.com/tour/2969650539,67.7,3.66,1.04,27.8,,,70.3,29.9,,,,,,,,,,,100.05,1249.0,1249.0,487.0,393.0,8.0,0.0,0.0,0.0,0.0,0.9651,0.0,0.0,0.0,0.0,-0.5,-0.57,-1.22,157.0
18,6,2017,result,circuit-des-xi-villes,1.1,2017 Elfstedenronde (Bruges Cycling Classic).gpx,https://www.komoot.com/tour/2969414432,68.1,18.9,9.58,80.6,3.76,0.184,111.0,69.7,12.9,5.05,0.433,0.346,0.0,,,,,,198.83,290.0,294.0,46.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.03,0.06,51.0
18,6,2017,stage_4,tour-of-slovenia,2.1,2017 Tour of Slovenia Stage 4.gpx,https://www.komoot.com/tour/2969715947,86.0,5.22,59.0,11.4,0.709,,152.0,9.28,1.6,0.847,1.56,0.0,,,,,,,163.49,1653.0,1708.0,547.0,154.0,3.0,1.0,1.0,0.0,0.0,0.5547,0.4148,0.4148,0.0,0.0,-1.5,-0.23,0.04,211.0
18,6,2017,stage_9,tour-de-suisse,2.UWT,2017 Tour de Suisse Stage 8.gpx,https://www.komoot.com/tour/2969651157,20.4,0.57,0.649,6.53,0.204,,26.4,1.8,0.386,0.257,0.122,,0.305,,,,,,28.62,416.0,408.0,663.0,400.0,1.0,1.0,0.0,0.0,0.0,0.7935,0.7935,0.0,0.0,0.0,-2.0,-5.0,-4.2,199.0
21,6,2017,result,halle-ingooigem,1.1,2017 Halle-Ingooigem.gpx,https://www.komoot.com/tour/2969498139,75.2,6.76,17.9,91.7,,,128.0,66.8,2.08,1.09,1.8,,,1.21,,,,,198.66,1821.0,1834.0,164.0,10.0,5.0,0.0,0.0,0.0,0.0,0.3548,0.0,0.0,0.0,0.0,0.4,0.3,0.4,145.0
21,6,2017,result,nc-luxembourg-itt,NC,2017 Luxembourg Road National Championships - ITT.gpx,https://www.komoot.com/tour/2969523030,,,19.0,,,,19.0,,,,,,,,,,,,19.04,36.0,36.0,144.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
23,6,2017,result,nc-slovakia-itt,NC,2017 Slovakian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2969581310,35.9,,5.2,,,,41.1,,,,,,,,,,,,41.2,435.0,437.0,419.0,228.0,2.0,0.0,0.0,0.0,0.0,0.3183,0.0,0.0,0.0,0.0,0.2,0.87,0.7,105.0
23,6,2017,result,nc-austria-itt,NC,2017 Austrian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2969353549,27.3,0.0,,,,,27.5,,,,0.395,0.226,,,,,,,27.84,251.0,252.0,611.0,514.0,2.0,0.0,0.0,0.0,0.0,0.5548,0.0,0.0,0.0,0.0,-1.5,-0.6,-0.56,55.0
23,6,2017,result,nc-spain-itt,NC,2017 Spanish Road National Championships - ITT.gpx,https://www.komoot.com/tour/2969584051,36.4,0.448,7.97,,,,44.6,0.23,0.0,,,,,,,,,,44.83,338.0,348.0,1102.0,1007.0,1.0,0.0,0.0,0.0,0.0,0.2899,0.0,0.0,0.0,0.0,3.4,1.43,0.0,146.0
24,6,2017,result,nc-usa-itt,NC,2017 USA Road National Championships - ITT.gpx,https://www.komoot.com/tour/2969734227,5.09,4.14,8.33,7.9,3.72,,21.3,4.97,,5.71,2.85,,,,,,,,30.91,211.0,209.0,294.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.5,0.14,153.0
25,6,2017,result,nc-united-states,NC,2017 USA Road National Championships.gpx,https://www.komoot.com/tour/2969735044,37.3,46.6,,41.0,54.2,,72.7,53.6,,54.4,0.149,,1.31,,,,,,178.87,2506.0,2506.0,338.0,252.0,14.0,0.0,0.0,0.0,0.0,0.9468,0.0,0.0,0.0,0.0,-0.7,0.6,0.24,156.0
25,6,2017,result,nc-belgium,NC,2017 Belgian Road National Championships.gpx,https://www.komoot.com/tour/2969358590,9.99,63.1,0.199,91.6,8.94,0.175,117.0,71.2,37.0,13.3,2.78,,,0.532,,,,,235.75,465.0,465.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,19.0
25,6,2017,result,nc-italy,NC,2017 Italian Road National Championships.gpx,https://www.komoot.com/tour/2969507083,117.0,0.489,118.0,0.0,1.37,,231.0,2.87,2.09,1.37,0.0,0.161,,,,,,,236.83,3094.0,2974.0,859.0,127.0,6.0,6.0,5.0,1.0,0.0,0.9581,0.9581,0.9581,0.3886,0.0,-1.9,-0.03,-0.2,69.0
25,6,2017,result,nc-slovakia,NC,2017 Slovakian Road National Championships.gpx,https://www.komoot.com/tour/2969581776,13.5,0.394,12.9,,,0.11,26.7,0.11,,0.0,0.0,,,,,,,,27.13,300.0,302.0,421.0,269.0,1.0,0.0,0.0,0.0,0.0,0.2935,0.0,0.0,0.0,0.0,1.1,-0.67,-0.02,112.0
25,6,2017,result,nc-canada2,NC,2017 Canadian Road National Championships.gpx,https://www.komoot.com/tour/2969386200,42.4,1.57,106.0,9.02,,,159.0,,,,,,,,,,,,159.12,640.0,641.0,64.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.07,0.1,41.0
25,6,2017,result,nc-austria2,NC,2017 Austrian Road National Championships.gpx,https://www.komoot.com/tour/2969354078,105.0,4.03,58.5,8.1,,,165.0,7.29,2.69,,,,,,,,,,175.01,3657.0,3677.0,667.0,229.0,7.0,5.0,5.0,0.0,0.0,0.9808,0.8326,0.8326,0.0,0.0,0.8,-1.57,-2.16,144.0
25,6,2017,result,nc-spain,NC,2017 Spanish Road National Championships.gpx,https://www.komoot.com/tour/2969584813,158.0,6.94,49.6,0.739,1.4,,214.0,0.767,0.428,1.6,0.465,0.255,,,,,,,216.49,2784.0,2731.0,1449.0,923.0,9.0,3.0,2.0,0.0,0.0,0.9256,0.2459,0.2459,0.0,0.0,3.4,1.43,0.0,168.0
25,6,2017,result,nc-germany,NC,2017 German Road National Championships.gpx,https://www.komoot.com/tour/2969465235,153.0,6.29,16.1,32.5,7.55,0.0,194.0,11.9,1.42,7.96,0.443,,,,,,,,211.52,2411.0,2411.0,452.0,297.0,11.0,0.0,0.0,0.0,0.0,0.957,0.0,0.0,0.0,0.0,-0.4,-0.6,-0.8,0.0
25,6,2017,result,nc-luxembourg,NC,2017 Luxembourg Road National Championships.gpx,https://www.komoot.com/tour/2969523726,123.0,2.6,,,,,135.0,19.4,,,29.6,0.741,,,,,,,155.11,1910.0,1912.0,271.0,147.0,8.0,0.0,0.0,0.0,0.0,0.9273,0.0,0.0,0.0,0.0,0.3,-2.97,-2.14,121.0
25,6,2017,result,danish-championships,NC,2017 Polish National Road Championships.gpx,https://www.komoot.com/tour/2969550861,201.0,3.59,16.0,24.7,1.1,0.462,228.0,9.62,22.7,1.76,11.7,0.172,0.203,0.354,,,,,259.9,2256.0,2256.0,244.0,2.0,4.0,2.0,0.0,0.0,0.0,0.6977,0.4982,0.0,0.0,0.0,-0.2,0.0,-0.14,23.0
27,6,2017,result,nc-canada-itt,NC,2017 Canadian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2969384998,36.8,,,,,,36.8,,,,,,,,,,,,36.86,579.0,580.0,340.0,90.0,2.0,2.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.0,-2.2,-1.5,-1.1,90.0
1,7,2017,stage_1,tour-de-france,2.UWT,2017 Tour de France Stage 1.gpx,https://www.komoot.com/tour/2969607980,5.94,1.32,1.69,3.65,,,12.2,0.551,0.924,0.236,0.863,,0.0,0.105,,,,,13.97,28.0,27.0,39.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.06,25.0
2,7,2017,stage_2,tour-de-france,2.UWT,2017 Tour de France Stage 2.gpx,https://www.komoot.com/tour/2969615241,77.2,6.72,47.4,41.3,6.24,0.0,182.0,14.2,3.75,6.43,1.73,0.153,0.557,0.0,,,,,205.03,1239.0,1211.0,343.0,28.0,3.0,1.0,0.0,0.0,0.0,0.8329,0.8329,0.0,0.0,0.0,-0.1,0.0,-0.04,70.0
2,7,2017,prologue,tour-of-austria,2.1,2017 Osterreich Rundfahrt Prologue.gpx,https://www.komoot.com/tour/2969537285,,0.184,,,0.573,,0.0,,0.167,0.573,0.0,,,,,,,,0.86,103.0,17.0,463.0,377.0,1.0,0.0,0.0,0.0,0.0,0.9487,0.0,0.0,0.0,0.0,9.97,9.97,9.97,103.0
2,7,2017,result,slag-om-norg,1.1,2017 Koga Slag om Norg Rest day.gpx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,2017,stage_1,tour-of-austria,2.1,2017 Osterreich Rundfahrt Stage 1.gpx,https://www.komoot.com/tour/2969538044,49.6,3.65,134.0,7.75,0.182,,193.0,1.92,,0.321,0.0,,,,,,,,195.79,1699.0,1926.0,956.0,154.0,4.0,2.0,1.0,0.0,0.0,0.5005,0.5005,0.5005,0.0,0.0,0.1,0.03,0.06,19.0
3,7,2017,stage_3,tour-de-france,2.UWT,2017 Tour de France Stage 3.gpx,https://www.komoot.com/tour/2969617978,96.2,5.78,106.0,2.08,2.12,0.227,205.0,1.58,0.74,5.22,0.17,,0.0,,,,,,212.08,2706.0,2544.0,549.0,218.0,11.0,5.0,1.0,0.0,0.0,0.9996,0.8873,0.0466,0.0,0.0,4.4,3.2,1.9,186.0
4,7,2017,stage_2,tour-of-austria,2.1,2017 Osterreich Rundfahrt Stage 2.gpx,https://www.komoot.com/tour/2969538672,128.0,1.28,65.1,2.5,1.97,0.0,197.0,,0.231,1.99,0.641,,0.0,,,,,,199.37,2297.0,2001.0,650.0,159.0,8.0,4.0,3.0,0.0,0.0,0.9817,0.9817,0.9817,0.0,0.0,0.5,-2.87,-3.0,284.0
4,7,2017,stage_4,tour-de-france,2.UWT,2017 Tour de France Stage 4.gpx,https://www.komoot.com/tour/2969619165,139.0,1.59,53.7,7.84,0.119,,195.0,6.87,0.0,0.119,,,,,,,,,202.16,1400.0,1249.0,472.0,143.0,2.0,1.0,1.0,0.0,0.0,0.8386,0.8386,0.8386,0.0,0.0,1.6,-0.47,0.62,114.0
5,7,2017,prologue,sibiu-cycling-tour,2.1,2017 Sibiu Cycling Tour Prologue.gpx,https://www.komoot.com/tour/2969578347,0.289,0.611,,,0.3,,0.459,,1.51,0.3,1.06,,,,,,,,2.23,10.0,9.0,430.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.04,0.04,10.0
5,7,2017,stage_3,tour-of-austria,2.1,2017 Osterreich Rundfahrt Stage 3.gpx,https://www.komoot.com/tour/2969539532,127.0,0.0,95.5,2.1,,,224.0,1.46,,,0.999,0.793,,,,,,,225.95,2157.0,2066.0,731.0,227.0,5.0,2.0,1.0,0.0,0.0,0.8911,0.8248,0.6932,0.0,0.0,0.3,-0.1,-0.3,45.0
5,7,2017,stage_5,tour-de-france,2.UWT,2017 Tour de France Stage 5.gpx,https://www.komoot.com/tour/2969619819,135.0,2.13,22.9,0.131,,,160.0,,,,,,,,,,,,160.1,2346.0,1691.0,1025.0,223.0,7.0,2.0,2.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,4.8,7.6,8.22,509.0
6,7,2017,stage_4,tour-of-austria,2.1,2017 Osterreich Rundfahrt Stage 4.gpx,https://www.komoot.com/tour/2969540154,17.5,2.05,60.6,0.0,2.44,,79.6,0.563,0.0,2.21,0.357,0.105,0.0,0.231,,,,,82.5,1726.0,515.0,1670.0,458.0,3.0,2.0,1.0,1.0,1.0,0.9989,0.9989,0.9989,0.9989,0.9989,13.4,13.3,13.26,941.0
6,7,2017,stage_1,sibiu-cycling-tour,2.1,2017 Sibiu Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2969579058,123.0,0.537,81.8,3.07,0.19,,208.0,0.0,,0.19,,,,,,,,,208.1,1832.0,1807.0,585.0,242.0,9.0,4.0,1.0,0.0,0.0,0.9649,0.8812,0.8812,0.0,0.0,-1.2,-1.3,-0.64,64.0
6,7,2017,stage_6,tour-de-france,2.UWT,2017 Tour de France Stage 6.gpx,https://www.komoot.com/tour/2969620392,103.0,0.161,104.0,10.1,0.191,,216.0,2.23,,0.246,1.22,0.684,,0.0,,,,,218.9,1733.0,1834.0,465.0,104.0,5.0,1.0,0.0,0.0,0.0,0.7875,0.2946,0.0,0.0,0.0,0.0,0.1,0.04,37.0
7,7,2017,stage_5,tour-of-austria,2.1,2017 Osterreich Rundfahrt Stage 5.gpx,https://www.komoot.com/tour/2969540794,50.4,0.227,153.0,3.35,6.09,,207.0,0.598,,0.17,,,,,,,,,212.26,4464.0,4521.0,2518.0,563.0,7.0,4.0,4.0,2.0,2.0,0.9998,0.6083,0.6083,0.6083,0.6083,6.0,4.4,2.42,224.0
7,7,2017,stage_2,sibiu-cycling-tour,2.1,2017 Sibiu Cycling Tour Stage 2.gpx,https://www.komoot.com/tour/2969579501,103.0,,55.8,,,,158.0,0.295,0.166,0.133,0.428,,,,,,,,158.8,2562.0,988.0,2033.0,369.0,6.0,1.0,1.0,1.0,1.0,0.9997,0.9997,0.9997,0.9997,0.9997,6.4,6.23,6.56,320.0
7,7,2017,stage_7,tour-de-france,2.UWT,2017 Tour de France Stage 7.gpx,https://www.komoot.com/tour/2969620798,99.1,0.135,114.0,0.266,,,210.0,3.24,,,0.49,0.49,,,,,,,214.07,1577.0,1452.0,580.0,111.0,4.0,2.0,1.0,0.0,0.0,0.7225,0.7225,0.5586,0.0,0.0,0.1,-0.07,-0.08,84.0
8,7,2017,result,grote-prijs-jean-pierre-monsere,1.1,2017 Grote Prijs Jean Pierre Monsere.gpx,https://www.komoot.com/tour/2969496499,79.0,11.4,5.3,84.4,,0.163,115.0,74.7,2.64,0.79,2.19,2.13,,,,,,,194.63,655.0,654.0,155.0,12.0,1.0,0.0,0.0,0.0,0.0,0.4221,0.0,0.0,0.0,0.0,-0.1,0.03,-0.02,18.0
8,7,2017,stage_3,sibiu-cycling-tour,2.1,2017 Sibiu Cycling Tour Stage 3.gpx,https://www.komoot.com/tour/2969580088,138.0,7.17,64.1,1.11,,,207.0,1.35,,,,1.49,,,,,,,209.8,3763.0,2797.0,1442.0,251.0,5.0,4.0,3.0,1.0,1.0,0.9977,0.9977,0.9977,0.9977,0.9977,1.7,3.97,3.28,414.0
8,7,2017,stage_8,tour-de-france,2.UWT,2017 Tour de France Stage 8.gpx,https://www.komoot.com/tour/2969621504,153.0,0.98,35.4,0.391,,,183.0,6.9,,0.0,2.42,2.34,,,,,,,192.65,3591.0,2656.0,1208.0,207.0,9.0,3.0,3.0,2.0,1.0,0.9832,0.9291,0.9291,0.9291,0.9291,0.9,0.53,1.78,137.0
8,7,2017,stage_6,tour-of-austria,2.1,2017 Osterreich Rundfahrt Stage 6.gpx,https://www.komoot.com/tour/2969541513,56.6,1.36,138.0,6.0,0.67,0.0,197.0,4.69,,,0.0,0.977,0.9,,,,,,203.67,2236.0,2486.0,977.0,315.0,6.0,3.0,3.0,0.0,0.0,0.8534,0.6336,0.6336,0.0,0.0,0.1,-0.13,-0.02,27.0
9,7,2017,result,velothon-wales,1.1,2017 Velothon Wales.gpx,https://www.komoot.com/tour/2969739006,92.8,0.515,79.0,1.6,0.904,,169.0,5.55,0.0,0.981,0.377,,,,,,,,175.09,1925.0,1922.0,478.0,3.0,6.0,3.0,2.0,0.0,0.0,0.9197,0.9197,0.7037,0.0,0.0,-0.6,-0.3,-0.66,38.0
9,7,2017,stage_4,sibiu-cycling-tour,2.1,2017 Sibiu Cycling Tour Stage 4.gpx,https://www.komoot.com/tour/2969580744,80.0,0.288,68.1,0.779,0.168,,149.0,0.121,0.267,0.324,0.0,,0.0,,,,,,149.22,1069.0,1046.0,595.0,285.0,4.0,2.0,0.0,0.0,0.0,0.87,0.87,0.0,0.0,0.0,2.0,0.7,0.28,27.0
9,7,2017,stage_9,tour-de-france,2.UWT,2017 Tour de France Stage 9.gpx,https://www.komoot.com/tour/2969622572,175.0,0.129,1.26,5.08,0.196,,177.0,4.2,,0.0,0.0,0.0,0.0,,,,,,181.12,4696.0,5005.0,1497.0,226.0,8.0,5.0,4.0,3.0,2.0,0.9423,0.8314,0.8314,0.8314,0.8314,0.1,0.23,0.14,11.0
11,7,2017,stage_10,tour-de-france,2.UWT,2017 Tour de France Stage 10.gpx,https://www.komoot.com/tour/2969608812,63.7,0.901,109.0,2.51,,0.118,172.0,3.92,0.0,0.335,,,,,,,,,176.22,1405.0,1477.0,271.0,23.0,5.0,2.0,0.0,0.0,0.0,0.8095,0.4699,0.0,0.0,0.0,-0.1,0.07,-0.14,33.0
12,7,2017,stage_11,tour-de-france,2.UWT,2017 Tour de France Stage 11.gpx,https://www.komoot.com/tour/2969609424,92.6,0.413,99.0,11.6,0.366,,204.0,,,0.366,,,,,,,,,203.91,1112.0,959.0,334.0,18.0,3.0,1.0,0.0,0.0,0.0,0.9009,0.9009,0.0,0.0,0.0,-0.2,-0.33,-0.4,6.0
13,7,2017,stage_12,tour-de-france,2.UWT,2017 Tour de France Stage 12.gpx,https://www.komoot.com/tour/2969610062,168.0,0.465,44.4,1.69,0.77,,214.0,0.62,,0.77,,,,,,,,,215.17,4903.0,3617.0,1772.0,245.0,9.0,7.0,3.0,3.0,2.0,0.9999,0.9999,0.9741,0.9741,0.8385,7.0,4.63,-0.92,356.0
14,7,2017,stage_13,tour-de-france,2.UWT,2017 Tour de France Stage 13.gpx,https://www.komoot.com/tour/2969610575,100.0,,0.73,,,,101.0,,,,,,,,,,,,100.99,2856.0,2909.0,1584.0,377.0,3.0,3.0,3.0,2.0,1.0,0.6774,0.6774,0.6774,0.6774,0.3649,-1.9,-2.27,-1.42,11.0
15,7,2017,stage_14,tour-de-france,2.UWT,2017 Tour de France Stage 14.gpx,https://www.komoot.com/tour/2969611011,141.0,0.773,37.4,0.922,0.608,,179.0,0.13,,0.501,,,,,,,,,180.6,1786.0,1353.0,698.0,100.0,6.0,2.0,1.0,0.0,0.0,0.9195,0.9195,0.9195,0.0,0.0,5.5,0.97,-0.96,68.0
16,7,2017,result,trofeo-matteotti,1.1,2017 Trofeo Matteotti.gpx,https://www.komoot.com/tour/2969727698,160.0,0.135,,32.9,,,193.0,,0.368,0.316,0.809,,,,,,,,195.29,2444.0,2445.0,140.0,2.0,13.0,0.0,0.0,0.0,0.0,0.9534,0.0,0.0,0.0,0.0,0.2,-1.93,-2.34,48.0
16,7,2017,stage_1,tour-of-magnificent-qinghai,2.HC,2017 Tour of Qinghai Lake Stage 1.gpx,https://www.komoot.com/tour/2969700863,3.92,3.6,17.2,,113.0,,19.4,5.05,,113.0,,,,,,,,,135.69,1466.0,1158.0,2845.0,1976.0,3.0,2.0,1.0,1.0,1.0,0.7157,0.7157,0.4773,0.4773,0.4773,0.3,0.3,-0.6,113.0
16,7,2017,stage_15,tour-de-france,2.UWT,2017 Tour de France Stage 15.gpx,https://www.komoot.com/tour/2969611593,183.0,0.461,3.52,3.01,0.524,,190.0,0.535,,0.575,,0.358,0.358,0.19,,,,,191.47,3164.0,3116.0,1382.0,423.0,5.0,3.0,3.0,2.0,1.0,0.9219,0.838,0.838,0.838,0.2409,1.5,-0.03,-1.98,73.0
17,7,2017,stage_2,tour-of-magnificent-qinghai,2.HC,2017 Tour of Qinghai Lake Stage 2.gpx,https://www.komoot.com/tour/2969704630,2.82,6.48,8.39,,106.0,1.28,11.2,3.34,,110.0,,,,,,,,,118.79,683.0,687.0,2267.0,2225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.58,138.0
18,7,2017,stage_16,tour-de-france,2.UWT,2017 Tour de France Stage 16.gpx,https://www.komoot.com/tour/2969612215,124.0,0.0,28.6,12.0,,,165.0,0.16,,,,,,,,,,,165.07,2033.0,2478.0,1264.0,114.0,6.0,3.0,1.0,1.0,0.0,0.903,0.7953,0.1293,0.1293,0.0,1.7,0.07,-0.34,34.0
18,7,2017,stage_3,tour-of-magnificent-qinghai,2.HC,2017 Tour of Qinghai Lake Stage 3.gpx,https://www.komoot.com/tour/2969705252,4.59,2.96,12.7,,126.0,,16.5,3.41,,127.0,0.889,0.0,,,,,,,144.47,2317.0,2477.0,3819.0,2189.0,2.0,1.0,1.0,1.0,1.0,0.7933,0.6189,0.6189,0.6189,0.6189,-0.1,-0.73,-0.58,207.0
19,7,2017,stage_17,tour-de-france,2.UWT,2017 Tour de France Stage 17.gpx,https://www.komoot.com/tour/2969612846,148.0,0.116,16.4,18.8,0.268,,183.0,0.204,0.0,0.37,0.0,,,,,,,,183.03,5064.0,4497.0,2637.0,540.0,6.0,3.0,3.0,3.0,2.0,0.8388,0.8388,0.8388,0.8388,0.8388,1.9,-0.13,-0.82,27.0
19,7,2017,stage_4,tour-of-magnificent-qinghai,2.HC,2017 Tour of Qinghai Lake Stage 4.gpx,https://www.komoot.com/tour/2969705783,1.56,0.948,4.13,23.3,134.0,,28.9,0.576,,135.0,0.573,0.121,,,,,,,162.82,2969.0,1962.0,3897.0,2187.0,4.0,2.0,2.0,1.0,1.0,0.6763,0.6763,0.6763,0.3484,0.3484,0.4,0.17,0.2,51.0
19,7,2017,result,gp-cerami,1.1,2017 Grand Prix Cerami.gpx,https://www.komoot.com/tour/2969490951,145.0,9.69,8.88,35.6,,0.186,173.0,21.9,3.73,0.279,0.214,0.94,,,,,,,199.47,1424.0,1343.0,151.0,17.0,4.0,0.0,0.0,0.0,0.0,0.7795,0.0,0.0,0.0,0.0,3.5,0.43,-0.4,189.0
20,7,2017,stage_5,tour-of-magnificent-qinghai,2.HC,2017 Tour of Qinghai Lake Stage 5.gpx,https://www.komoot.com/tour/2969706307,,0.0,30.0,30.3,125.0,,60.3,0.0,,125.0,,,,,,,,,184.63,498.0,430.0,3304.0,3196.0,1.0,0.0,0.0,0.0,0.0,0.9985,0.0,0.0,0.0,0.0,-0.1,0.53,0.54,87.0
20,7,2017,stage_18,tour-de-france,2.UWT,2017 Tour de France Stage 18.gpx,https://www.komoot.com/tour/2969613526,80.3,0.513,92.7,3.76,1.55,,177.0,0.0,,1.57,,,,,,,,,178.5,4059.0,2868.0,2361.0,786.0,6.0,3.0,2.0,2.0,2.0,0.9998,0.9998,0.9998,0.9998,0.9998,7.8,6.17,7.3,345.0
21,7,2017,stage_19,tour-de-france,2.UWT,2017 Tour de France Stage 19.gpx,https://www.komoot.com/tour/2969614175,172.0,,44.7,5.99,,,222.0,,,,,,,,,,,,222.34,2613.0,3326.0,1116.0,74.0,6.0,5.0,3.0,0.0,0.0,0.7921,0.7921,0.6048,0.0,0.0,-0.2,-1.0,-0.86,6.0
21,7,2017,stage_6,tour-of-magnificent-qinghai,2.HC,2017 Tour of Qinghai Lake Stage 6.gpx,https://www.komoot.com/tour/2969706948,7.55,3.14,0.443,,57.6,,3.51,4.48,,60.7,,,,,,,,,67.41,1916.0,532.0,4110.0,2719.0,2.0,1.0,1.0,1.0,1.0,0.999,0.999,0.999,0.999,0.999,2.2,2.93,5.96,671.0
