fichier_gpx,route_url,road_km,state_road_km,street_km,cycleway_km,access_road_km,path_km,singletrack_km,asphalt_km,paved_km,cobblestones_km,unknown_km,unpaved_km,off-grid_(unknown)_km,compacted_gravel_km,alpine_km
2021 Joe Martin Stage Race Stage 2.gpx,https://www.komoot.com/tour/2973661498,97.8,65.3,2.13,2.46,0.0,0.0,0.0,165.0,3.15,0.0,0.367,0.0,0.367,0.0,0.0
2021 Joe Martin Stage Race Stage 3.gpx,https://www.komoot.com/tour/2973662198,4.55,0.0,0.106,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.166,0.0,0.0,0.0,0.0
2021 Joe Martin Stage Race Stage 4.gpx,https://www.komoot.com/tour/2973663382,0.0,0.0,14.6,38.5,0.0,0.0,0.0,53.1,0.0,0.0,7.9,0.0,8.18,0.0,0.0
2021 Kahramanmaras Grand Prix Road Race.gpx,https://www.komoot.com/tour/2973664274,36.7,96.0,0.291,0.0,0.0,0.0,0.0,133.0,0.291,0.0,0.0,0.0,0.0,0.0,0.0
2021 Kampioenschap van Vlaanderen.gpx,https://www.komoot.com/tour/2973665027,70.9,5.46,18.9,102.0,0.0,0.0,0.0,100.0,96.4,0.0,0.0,0.0,0.0,0.0,0.0
2021 Kreiz Breizh Elites Stage 1.gpx,https://www.komoot.com/tour/2973665634,12.6,0.0,0.0,0.0,0.0,0.0,0.0,7.77,4.81,0.0,0.0,0.0,0.0,0.0,0.0
2021 Kreiz Breizh Elites Stage 2.gpx,https://www.komoot.com/tour/2973666515,169.0,10.9,7.79,2.36,0.0,0.0,0.0,144.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0
2021 Kreiz Breizh Elites Stage 3.gpx,https://www.komoot.com/tour/2973667619,167.0,0.162,13.1,0.294,0.0,0.0,0.0,170.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0
2021 Kreiz Breizh Elites Stage 4.gpx,https://www.komoot.com/tour/2973668551,156.0,0.0,24.8,0.0,0.0,0.0,0.0,142.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0
2021 Kuurne - Bruxelles - Kuurne.gpx,https://www.komoot.com/tour/2973669402,80.8,19.1,19.8,68.6,0.0,0.0,0.0,127.0,63.8,6.03,0.12,0.0,0.0,0.0,0.0
2021 La Fleche Wallonne.gpx,https://www.komoot.com/tour/2973670328,149.0,21.1,11.8,10.4,0.108,0.0,0.0,173.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Poly Normande.gpx,https://www.komoot.com/tour/2973671195,169.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Roue Tourangelle Centre Val de Loire - Trophee Harmonie Mutuelle.gpx,https://www.komoot.com/tour/2973672132,180.0,5.5,14.1,3.56,0.0,0.0,0.0,169.0,33.6,0.751,0.348,0.0,0.2,0.0,0.0
2021 La Route Adelie de Vitre.gpx,https://www.komoot.com/tour/2973673192,166.0,15.3,7.28,9.0,0.0,0.0,0.0,168.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Route d'Occitanie - La Depeche du Midi Stage 1.gpx,https://www.komoot.com/tour/2973673935,145.0,10.2,0.47,0.0,0.0,0.0,0.0,149.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Route d'Occitanie - La Depeche du Midi Stage 2.gpx,https://www.komoot.com/tour/2973674819,156.0,40.3,0.249,1.52,0.0,0.462,0.263,193.0,4.9,0.101,0.735,0.346,0.207,0.0,0.0
2021 La Route d'Occitanie - La Depeche du Midi Stage 3.gpx,https://www.komoot.com/tour/2973675651,169.0,21.7,0.759,0.0,0.0,0.328,0.0,181.0,11.2,0.0,0.339,0.328,0.339,0.0,0.0
2021 La Route d'Occitanie - La Depeche du Midi Stage 4.gpx,https://www.komoot.com/tour/2973676463,127.0,22.8,0.778,0.0,0.0,0.0,0.0,149.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 1.gpx,https://www.komoot.com/tour/2973677258,0.975,1.68,3.12,0.0,0.0,0.571,0.0,5.22,0.0,1.17,0.771,0.0,0.769,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 10.gpx,https://www.komoot.com/tour/2973678391,51.7,135.0,2.42,0.736,0.187,0.0,0.0,188.0,1.37,0.496,0.49,0.0,0.49,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 11.gpx,https://www.komoot.com/tour/2973679344,67.6,64.9,1.24,0.0,0.0,0.0,0.0,133.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 12.gpx,https://www.komoot.com/tour/2973680654,71.4,90.5,0.819,2.21,0.0,8.68,0.0,169.0,0.826,0.424,1.39,0.461,1.65,3.04,0.0
2021 La Vuelta ciclista a Espana Stage 13.gpx,https://www.komoot.com/tour/2973681658,142.0,57.4,2.2,1.53,0.0,0.54,0.0,186.0,16.4,0.0,1.11,0.54,0.633,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 14.gpx,https://www.komoot.com/tour/2973682524,77.1,88.9,0.0,0.331,0.0,0.0,0.0,137.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 15.gpx,https://www.komoot.com/tour/2973683761,174.0,22.4,1.08,0.0,0.0,0.179,0.0,197.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 16.gpx,https://www.komoot.com/tour/2973684808,81.5,93.8,3.69,1.32,0.0,0.177,0.0,175.0,4.16,1.08,0.221,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 17.gpx,https://www.komoot.com/tour/2973685846,83.7,102.0,0.143,0.0,0.0,0.0,0.0,185.0,0.143,0.0,0.814,0.0,0.814,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 18.gpx,https://www.komoot.com/tour/2973686946,142.0,20.9,0.0,0.0,0.0,0.0,0.0,162.0,0.128,0.0,0.446,0.0,0.446,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 19.gpx,https://www.komoot.com/tour/2973688173,50.5,137.0,3.08,0.0,0.0,0.0,0.0,188.0,2.93,0.0,0.191,0.0,0.191,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 2.gpx,https://www.komoot.com/tour/2973689239,142.0,22.1,1.74,0.988,0.0,0.258,0.0,166.0,0.674,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 20.gpx,https://www.komoot.com/tour/2973690465,162.0,39.9,0.402,0.0,0.0,0.0,0.0,171.0,31.0,0.0,0.271,0.0,0.271,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 21.gpx,https://www.komoot.com/tour/2973691413,15.8,16.6,0.608,0.399,0.0,0.594,0.0,31.8,1.15,0.954,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 3.gpx,https://www.komoot.com/tour/2973692608,123.0,78.0,0.601,0.0,0.108,0.481,0.0,193.0,8.38,0.0,0.561,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 4.gpx,https://www.komoot.com/tour/2973693814,53.7,110.0,0.168,0.0,0.0,0.0,0.0,164.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 5.gpx,https://www.komoot.com/tour/2973694766,58.7,123.0,2.68,0.0,0.0,0.357,0.0,182.0,1.83,0.0,0.326,0.357,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 6.gpx,https://www.komoot.com/tour/2973695894,128.0,28.3,0.795,1.71,0.0,0.0,0.0,154.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 7.gpx,https://www.komoot.com/tour/2973696852,131.0,20.7,0.267,0.0,0.0,0.0,0.0,143.0,8.04,0.245,0.497,0.0,0.45,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 8.gpx,https://www.komoot.com/tour/2973698411,58.8,103.0,2.89,3.66,0.0,0.406,0.0,164.0,3.67,0.0,5.45,0.462,5.78,0.102,0.0
2021 La Vuelta ciclista a Espana Stage 9.gpx,https://www.komoot.com/tour/2973699294,139.0,26.1,11.7,0.0,0.0,2.7,0.0,163.0,0.932,0.0,20.7,3.91,9.51,0.0,0.0
2021 Le Samyn.gpx,https://www.komoot.com/tour/2973700361,129.0,7.63,27.1,39.7,0.0,0.0,0.0,144.0,44.5,14.7,1.77,0.106,1.59,0.0,0.0
2021 Le Tour de Bretagne Stage 1.gpx,https://www.komoot.com/tour/2973701179,158.0,0.654,0.662,0.27,0.0,0.0,0.0,113.0,47.0,0.0,0.224,0.0,0.185,0.0,0.0
2021 Le Tour de Bretagne Stage 2.gpx,https://www.komoot.com/tour/2973702208,133.0,27.0,4.63,2.29,0.0,5.63,0.0,137.0,29.5,0.0,0.0,0.0,0.0,5.63,0.0
2021 Le Tour de Bretagne Stage 3.gpx,https://www.komoot.com/tour/2973703137,170.0,0.178,0.539,0.365,0.0,0.0,0.0,129.0,43.0,0.0,0.204,0.0,0.204,0.0,0.0
2021 Le Tour de Bretagne Stage 4.gpx,https://www.komoot.com/tour/2973704363,164.0,1.77,0.0,2.03,0.0,0.0,0.0,119.0,48.9,0.0,0.444,0.0,0.444,0.0,0.0
2021 Le Tour de Bretagne Stage 5.gpx,https://www.komoot.com/tour/2973705181,203.0,0.0,0.659,13.3,0.0,0.0,0.0,169.0,39.6,0.0,0.0,0.0,0.0,8.02,0.0
2021 Le Tour de Bretagne Stage 6.gpx,https://www.komoot.com/tour/2973706162,149.0,4.62,10.1,2.0,0.0,0.358,0.0,123.0,41.2,1.85,1.43,0.0,1.43,0.0,0.0
2021 Le Tour de Bretagne Stage 7.gpx,https://www.komoot.com/tour/2973707151,145.0,2.97,6.88,3.13,0.0,0.0,0.0,134.0,20.9,3.8,1.05,0.0,1.05,0.0,0.0
2021 Le Tour de Savoie Mont Blanc Prologue.gpx,https://www.komoot.com/tour/2973707860,4.81,0.11,0.406,0.0,0.0,0.221,0.0,2.12,3.46,0.0,0.0,0.0,0.0,0.0,0.0
2021 Le Tour de Savoie Mont Blanc Stage 1.gpx,https://www.komoot.com/tour/2973709017,83.2,33.5,4.58,0.659,0.0,0.0,0.0,105.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Le Tour de Savoie Mont Blanc Stage 2.gpx,https://www.komoot.com/tour/2973710036,77.6,46.4,0.218,25.9,0.0,0.276,0.0,150.0,0.269,0.0,0.253,0.0,0.164,0.0,0.0
2021 Le Tour de Savoie Mont Blanc Stage 3.gpx,https://www.komoot.com/tour/2973711025,73.6,38.3,3.53,11.1,0.0,0.0,0.0,126.0,0.0,0.0,1.03,0.0,0.922,0.0,0.0
2021 Le Tour de Savoie Mont Blanc Stage 4.gpx,https://www.komoot.com/tour/2973712053,120.0,2.7,0.79,0.0,0.0,0.0,0.0,123.0,0.124,0.0,0.193,0.0,0.447,0.0,0.0
2021 Liege - Bastogne - Liege.gpx,https://www.komoot.com/tour/2973712957,181.0,61.3,5.84,10.3,0.0,0.137,0.0,249.0,8.66,0.479,0.971,0.0,0.818,0.0,0.0
2021 Lillehammer GP.gpx,https://www.komoot.com/tour/2973714313,112.0,18.4,0.698,1.06,0.0,0.0,0.0,132.0,0.0,0.0,0.266,0.714,0.0,0.0,0.0
2021 Luxembourg Road National Championships - ITT.gpx,https://www.komoot.com/tour/2973714985,19.4,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Luxembourg Road National Championships.gpx,https://www.komoot.com/tour/2973715928,94.8,32.3,0.0,0.0,0.0,18.7,0.0,126.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0
2021 Memorial Marco Pantani.gpx,https://www.komoot.com/tour/2973716837,178.0,3.09,11.5,0.958,0.0,0.531,0.0,177.0,16.7,0.0,4.99,0.0,5.58,0.0,0.0
2021 Mercan'Tour Classic Alpes-Maritimes.gpx,https://www.komoot.com/tour/2973717718,138.0,5.14,0.0,5.59,0.0,0.0,0.0,148.0,0.678,0.0,0.0,0.0,1.11,0.0,0.0
2021 Milano - Torino.gpx,https://www.komoot.com/tour/2973718733,71.9,111.0,0.295,1.58,0.0,1.34,0.0,182.0,1.29,0.374,4.63,1.93,4.49,0.0,0.0
2021 Milano-Sanremo.gpx,https://www.komoot.com/tour/2973720281,63.5,230.0,1.93,1.87,0.229,0.491,0.0,292.0,4.21,1.12,1.14,0.0,1.13,0.0,0.0
2021 Mont Ventoux Denivele Challenge.gpx,https://www.komoot.com/tour/2973721230,107.0,6.17,0.0,39.5,0.0,0.0,0.0,151.0,2.09,0.0,0.353,0.0,0.353,0.0,0.0
2021 New Zealand Cycle Classic Stage 1.gpx,https://www.komoot.com/tour/2973721936,10.1,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.94,0.0,0.0,0.0,0.0,0.0,0.0
2021 New Zealand Cycle Classic Stage 2.gpx,https://www.komoot.com/tour/2973722552,157.0,0.0,1.1,0.0,0.0,0.0,0.0,5.47,153.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 New Zealand Cycle Classic Stage 3.gpx,https://www.komoot.com/tour/2973723216,128.0,0.0,0.0,0.0,0.0,0.0,0.0,62.1,66.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 New Zealand Cycle Classic Stage 4.gpx,https://www.komoot.com/tour/2973723932,124.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,75.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 New Zealand Cycle Classic Stage 5.gpx,https://www.komoot.com/tour/2973724830,0.464,0.0,0.0,0.0,0.0,9.43,0.0,0.0,9.83,0.0,0.0,0.0,0.0,0.0,0.0
2021 New Zealand Road National Championships - ITT.gpx,https://www.komoot.com/tour/2973725396,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 New Zealand Road National Championships.gpx,https://www.komoot.com/tour/2973726062,170.0,0.0,4.71,0.0,0.0,0.0,0.0,31.9,142.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Norwegian Road National Championships.gpx,https://www.komoot.com/tour/2973727414,70.2,78.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Oita Urban Classic.gpx,https://www.komoot.com/tour/2973729129,118.0,0.0,28.7,0.0,0.0,0.0,1.09,118.0,0.0,0.0,30.4,1.09,3.12,0.0,0.0
2021 Omloop Het Nieuwsblad Elite.gpx,https://www.komoot.com/tour/2973730012,64.5,2.67,40.8,81.8,0.186,0.174,0.0,95.5,82.5,20.5,2.38,0.0,2.17,0.0,0.0
2021 Omloop van het Houtland Middelkerke-Lichtervelde.gpx,https://www.komoot.com/tour/2973731167,97.5,0.0,21.7,56.7,0.0,0.0,0.0,102.0,81.6,5.27,0.925,0.0,0.0,0.0,0.0
2021 Oxyclean Classic Brugge-De Panne.gpx,https://www.komoot.com/tour/2973732467,70.2,10.0,38.4,61.8,0.0,0.0,0.177,138.0,58.2,4.36,1.88,0.177,1.65,0.0,0.0
2021 PWZ Zuidenveld Tour.gpx,https://www.komoot.com/tour/2973733343,127.0,0.0,0.807,36.9,0.0,2.34,0.21,118.0,65.2,16.0,1.8,2.33,1.69,0.0,0.0
2021 Paris - Bourges.gpx,https://www.komoot.com/tour/2973734164,173.0,15.8,0.595,4.66,0.0,0.0,0.0,191.0,3.29,0.0,0.397,0.0,0.287,0.0,0.0
2021 Paris - Camembert.gpx,https://www.komoot.com/tour/2973734873,183.0,22.2,4.14,0.0,0.0,0.0,0.0,159.0,51.1,0.0,0.0,0.0,0.47,0.0,0.0
2021 Paris - Tours Elite.gpx,https://www.komoot.com/tour/2973735989,180.0,7.07,10.5,6.36,0.0,7.97,0.0,182.0,21.1,0.0,0.675,6.56,0.675,2.33,0.0
2021 Paris - Troyes.gpx,https://www.komoot.com/tour/2973736823,171.0,7.83,0.672,2.28,0.0,1.04,0.0,181.0,0.711,0.0,0.0,1.04,0.0,0.0,0.0
2021 Paris-Mantes Cycliste.gpx,https://www.komoot.com/tour/2973738026,124.0,26.1,10.6,4.63,0.0,0.0,0.0,139.0,25.8,0.0,0.282,0.0,0.282,0.0,0.0
2021 Paris-Nice Stage 1.gpx,https://www.komoot.com/tour/2973739302,88.5,63.3,0.111,13.5,0.0,0.0,0.0,165.0,0.0,0.489,0.479,0.0,0.479,0.0,0.0
2021 Paris-Nice Stage 2.gpx,https://www.komoot.com/tour/2973740537,124.0,59.2,1.3,2.33,0.0,0.0,0.0,185.0,1.75,0.0,0.924,0.0,0.924,0.0,0.0
2021 Paris-Nice Stage 3.gpx,https://www.komoot.com/tour/2973741311,9.72,0.0,3.15,1.06,0.0,0.415,0.0,9.41,4.96,0.0,0.0,0.0,0.0,0.0,0.0
2021 Paris-Roubaix.gpx,https://www.komoot.com/tour/2973742803,172.0,45.9,10.8,17.9,0.0,9.52,0.313,201.0,2.39,51.3,0.996,0.756,0.9,1.32,0.0
2021 Per Sempre Alfredo.gpx,https://www.komoot.com/tour/2973744213,118.0,35.5,5.31,0.919,0.0,0.109,0.0,155.0,4.0,0.119,2.02,0.0,1.85,0.0,0.0
2021 Polish National Road Championships.gpx,https://www.komoot.com/tour/2973745259,125.0,0.0,0.225,5.66,0.0,2.56,0.0,126.0,4.41,2.38,0.225,0.0,0.0,0.177,0.0
2021 PostNord Danmark Rundt - Tour of Denmark Stage 1.gpx,https://www.komoot.com/tour/2973746217,81.7,7.62,9.19,42.1,0.208,0.623,0.968,166.0,6.19,0.364,1.47,1.64,0.25,0.209,0.0
2021 PostNord Danmark Rundt - Tour of Denmark Stage 2.gpx,https://www.komoot.com/tour/2973747248,111.0,9.94,8.83,46.3,0.0,0.582,0.319,165.0,22.0,1.75,1.53,0.319,0.0,0.0,0.0
2021 PostNord Danmark Rundt - Tour of Denmark Stage 3.gpx,https://www.komoot.com/tour/2973748279,159.0,7.49,11.2,25.1,0.0,0.433,0.112,205.0,11.1,0.212,2.07,0.443,0.848,0.0,0.0
2021 PostNord Danmark Rundt - Tour of Denmark Stage 4.gpx,https://www.komoot.com/tour/2973749589,107.0,1.15,10.5,66.1,0.0,0.0,0.144,133.0,55.4,0.0,0.351,0.144,0.0,0.0,0.0
2021 PostNord Danmark Rundt - Tour of Denmark Stage 5.gpx,https://www.komoot.com/tour/2973750494,0.44,0.0,0.0,9.82,0.0,0.143,0.0,0.44,9.82,0.0,0.117,0.0,0.0,0.0,0.0
2021 Presidential Cycling Tour of Turkey Stage 1.gpx,https://www.komoot.com/tour/2973752040,20.4,49.7,1.42,0.756,0.0,0.0,0.0,70.2,1.75,0.0,0.5,0.0,0.239,0.0,0.0
2021 Presidential Cycling Tour of Turkey Stage 2.gpx,https://www.komoot.com/tour/2973753438,75.5,67.7,0.781,0.749,0.0,0.0,0.0,143.0,1.37,0.0,0.239,0.0,0.239,0.0,0.0
2021 Presidential Cycling Tour of Turkey Stage 3.gpx,https://www.komoot.com/tour/2973754660,35.5,164.0,9.26,0.0,0.0,3.91,0.0,197.0,9.09,3.27,2.88,0.0,0.701,0.0,0.0
2021 Presidential Cycling Tour of Turkey Stage 4.gpx,https://www.komoot.com/tour/2973756468,26.4,157.0,0.578,0.0,0.0,0.293,0.0,184.0,0.465,0.229,0.273,0.0,0.0,0.0,0.0
2021 Presidential Cycling Tour of Turkey Stage 5.gpx,https://www.komoot.com/tour/2973757703,34.5,122.0,1.17,0.0,0.0,0.412,0.0,155.0,1.44,0.0,3.8,0.412,3.18,0.0,0.0
2021 Presidential Cycling Tour of Turkey Stage 6.gpx,https://www.komoot.com/tour/2973761879,8.89,120.0,0.158,0.0,0.0,0.0,0.0,127.0,0.0,1.29,0.752,0.0,0.655,0.0,0.0
2021 Presidential Cycling Tour of Turkey Stage 7.gpx,https://www.komoot.com/tour/2973762908,1.05,179.0,0.196,0.0,0.0,0.322,0.0,179.0,0.954,0.0,0.121,0.0,0.0,0.0,0.0
2021 Presidential Cycling Tour of Turkey Stage 8.gpx,https://www.komoot.com/tour/2973763982,3.58,154.0,0.797,0.0,0.0,1.52,0.0,157.0,1.86,0.0,1.07,0.0,0.337,0.0,0.0
2021 Primus Classic.gpx,https://www.komoot.com/tour/2973764775,119.0,4.54,17.6,48.0,0.0,0.137,0.0,149.0,44.2,3.85,0.167,0.137,0.0,0.0,0.0
2021 Prueba Villafranca - Ordiziako Klasika.gpx,https://www.komoot.com/tour/2973765650,156.0,0.0,4.87,2.9,0.0,2.75,0.0,165.0,0.376,1.29,0.0,0.0,0.0,0.0,0.0
2021 Puchar Mon.gpx,https://www.komoot.com/tour/2973766587,125.0,16.4,14.1,2.13,0.0,0.0,0.0,157.0,0.697,0.0,0.0,0.0,0.0,0.0,0.0
2021 Rent Liv Lobet Skive.gpx,https://www.komoot.com/tour/2973767666,138.0,2.98,0.222,43.7,0.0,0.0,0.0,154.0,33.4,0.0,0.214,0.0,0.373,0.0,0.0
2021 Road Elite Caribbean Cycling Championship - ITT.gpx,https://www.komoot.com/tour/2973768649,29.2,0.0,0.0,0.0,0.0,0.931,0.0,29.2,0.137,0.0,0.575,0.0,0.0,0.0,0.0
2021 Road Elite Caribbean Cycling Championship.gpx,https://www.komoot.com/tour/2973769858,127.0,0.0,0.0,0.0,0.0,4.03,0.0,127.0,0.594,0.0,3.26,0.0,0.0,0.0,0.0
2021 Ronde van Vlaanderen - Tour des Flandres.gpx,https://www.komoot.com/tour/2973771355,100.0,12.2,29.8,97.1,0.0,0.248,0.0,130.0,103.0,20.7,1.17,0.21,0.834,0.0,0.0
2021 Ronde van de Achterhoek.gpx,https://www.komoot.com/tour/2973772594,111.0,10.4,10.3,37.3,0.0,20.1,0.642,140.0,24.7,16.4,6.8,6.26,4.8,13.0,0.0
2021 Royal Bernard Drome Classic.gpx,https://www.komoot.com/tour/2973773662,146.0,18.9,9.72,3.79,0.0,0.112,0.0,148.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0
2021 Sazka Tour Stage 2.gpx,https://www.komoot.com/tour/2973774879,153.0,36.5,12.5,0.698,0.0,0.229,0.0,201.0,2.41,0.0,0.668,0.0,0.61,0.0,0.0
2021 Sazka Tour Stage 3.gpx,https://www.komoot.com/tour/2973775720,70.7,37.4,16.5,0.0,0.0,18.8,0.0,141.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0
2021 Sazka Tour Stage 4.gpx,https://www.komoot.com/tour/2973776671,111.0,47.2,14.6,1.14,0.0,0.0,0.0,169.0,2.24,2.46,0.0,0.0,0.0,0.0,0.0
2021 Scheldeprijs.gpx,https://www.komoot.com/tour/2973777629,55.2,4.18,9.29,80.7,0.0,1.27,5.45,73.0,94.7,8.15,17.7,0.935,16.8,0.0,0.0
2021 Settimana Ciclistica Italiana Stage 1.gpx,https://www.komoot.com/tour/2973778608,145.0,8.82,0.0,1.94,0.0,0.0,0.0,154.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0
2021 Settimana Ciclistica Italiana Stage 2.gpx,https://www.komoot.com/tour/2973779609,177.0,8.06,0.139,0.0,0.0,0.0,0.0,184.0,0.415,0.0,0.272,0.0,0.86,0.0,0.0
2021 Settimana Ciclistica Italiana Stage 3.gpx,https://www.komoot.com/tour/2973780400,107.0,70.7,0.257,0.0,0.0,0.0,0.0,177.0,0.246,0.58,2.73,0.0,3.02,0.0,0.0
2021 Settimana Ciclistica Italiana Stage 4.gpx,https://www.komoot.com/tour/2973781212,114.0,51.8,0.0,0.0,0.136,0.0,0.0,166.0,0.0,0.0,2.23,0.0,2.1,0.0,0.0
2021 Settimana Ciclistica Italiana Stage 5.gpx,https://www.komoot.com/tour/2973782077,108.0,56.9,0.203,0.0,0.0,0.0,0.0,164.0,0.0,0.58,3.62,0.0,5.34,0.0,0.0
2021 Sibiu Cycling Tour Prologue.gpx,https://www.komoot.com/tour/2973782933,0.402,0.0,1.25,0.0,0.0,0.803,0.0,0.976,0.0,1.48,0.186,0.0,0.186,0.0,0.0
2021 Sibiu Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2973783711,83.8,92.0,0.735,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Sibiu Cycling Tour Stage 2.gpx,https://www.komoot.com/tour/2973784709,109.0,74.8,0.0,3.06,0.0,0.133,0.0,185.0,1.75,0.0,0.133,0.0,0.0,0.0,0.0
2021 Sibiu Cycling Tour Stage 3.gpx,https://www.komoot.com/tour/2973785670,101.0,99.6,0.534,0.649,0.0,0.222,0.0,202.0,0.159,0.434,0.693,0.0,0.537,0.0,0.0
2021 Skoda-Tour de Luxembourg Stage 1.gpx,https://www.komoot.com/tour/2973786758,109.0,26.7,0.735,0.122,0.0,0.483,0.0,136.0,0.0,0.828,1.29,0.0,2.35,0.0,0.0
2021 Skoda-Tour de Luxembourg Stage 2.gpx,https://www.komoot.com/tour/2973787760,137.0,43.1,1.28,1.34,0.0,0.228,0.0,182.0,0.0,0.568,0.205,0.0,0.205,0.228,0.0
2021 Skoda-Tour de Luxembourg Stage 3.gpx,https://www.komoot.com/tour/2973788876,122.0,56.6,2.65,5.43,0.0,2.56,0.0,188.0,0.436,0.0,0.0,0.0,0.0,0.0,0.0
2021 Skoda-Tour de Luxembourg Stage 4.gpx,https://www.komoot.com/tour/2973789682,6.19,14.3,4.74,0.123,0.0,0.0,0.0,23.9,1.38,0.0,0.0,0.0,0.0,0.0,0.0
2021 Skoda-Tour de Luxembourg Stage 5.gpx,https://www.komoot.com/tour/2973790846,106.0,69.6,3.82,1.67,0.0,1.12,0.439,182.0,0.18,0.435,0.579,0.494,0.454,0.0,0.0
2021 Slovakian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2973791657,40.4,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Slovakian Road National Championship.gpx,https://www.komoot.com/tour/2973792481,88.8,2.22,3.66,0.0,0.0,1.42,0.0,91.1,4.38,0.0,0.571,0.0,0.0,0.0,0.0
2021 Slovenian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2973793254,11.8,0.0,3.61,12.5,1.35,1.01,0.0,30.2,0.0,0.0,1.08,0.0,1.02,0.0,0.0
2021 Slovenian Road National Championships.gpx,https://www.komoot.com/tour/2973794891,160.0,8.93,0.0,4.7,0.0,0.0,0.0,142.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0
2021 South African Road National Championships - ITT.gpx,https://www.komoot.com/tour/2973795754,39.8,0.0,0.0,0.0,0.0,0.0,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 South African Road National Championships.gpx,https://www.komoot.com/tour/2973796501,173.0,0.0,6.09,0.0,0.0,0.0,0.0,177.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0
2021 Spanish Road National Championships - ITT.gpx,https://www.komoot.com/tour/2973797434,31.7,0.0,0.257,0.0,0.0,0.0,0.0,28.8,2.96,0.0,0.257,0.0,0.0,0.0,0.0
2021 Spanish Road National Championships.gpx,https://www.komoot.com/tour/2973798397,72.9,28.4,0.0,5.88,0.0,0.0,0.0,101.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0
2021 Sparkassen Munsterland Giro.gpx,https://www.komoot.com/tour/2973799679,122.0,1.44,10.9,26.2,0.0,1.84,1.42,176.0,8.66,3.29,0.185,0.0,0.0,0.0,0.0
2021 Strade Bianche.gpx,https://www.komoot.com/tour/2973801060,111.0,25.9,45.5,0.0,0.0,0.379,0.0,120.0,2.9,0.841,0.667,12.1,0.619,47.2,0.0
