fichier_gpx,route_url,road_km,state_road_km,street_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km
2018 Vuelta Internacional Ciclista Michoacan Stage 1.gpx,https://www.komoot.com/tour/2971525986,50.4,122.0,0.925,0.0,0.0,0.0,172.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Internacional Ciclista Michoacan Stage 2.gpx,https://www.komoot.com/tour/2971526092,0.0,167.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Internacional Ciclista Michoacan Stage 3.gpx,https://www.komoot.com/tour/2971526190,2.88,227.0,2.2,0.0,0.659,0.0,227.0,4.53,0.0,0.659,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Internacional Ciclista Michoacan Stage 4.gpx,https://www.komoot.com/tour/2971526307,56.9,95.1,0.432,0.0,0.0,0.0,152.0,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Internacional Ciclista Michoacan Stage 5.gpx,https://www.komoot.com/tour/2971526423,101.0,86.3,1.01,0.0,1.54,0.0,161.0,27.2,0.0,1.54,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Internacional Ciclista Michoacan Stage 6.gpx,https://www.komoot.com/tour/2971526529,2.14,143.0,0.0,2.68,0.0,0.0,74.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 1.gpx,https://www.komoot.com/tour/2971526641,120.0,39.7,8.29,0.358,28.2,0.0,163.0,4.9,0.759,28.5,1.99,1.91,0.214,0.0,0.0
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 2.gpx,https://www.komoot.com/tour/2971526758,90.0,44.1,4.16,0.0,2.95,0.0,131.0,6.67,0.676,2.98,0.0,0.0,0.0,0.0,0.0
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 3.gpx,https://www.komoot.com/tour/2971526917,46.8,82.9,0.414,2.83,18.9,0.0,134.0,3.8,0.0,18.9,13.2,5.6,0.0,2.41,0.0
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 4.gpx,https://www.komoot.com/tour/2971527088,119.0,61.6,1.26,0.269,5.8,0.0,180.0,3.46,0.0,5.8,3.32,2.0,0.0,0.0,0.0
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 5.gpx,https://www.komoot.com/tour/2971527218,13.8,0.0,0.0,0.0,0.0,0.0,8.56,2.02,0.0,0.0,0.172,2.88,0.0,0.561,0.0
2018 Vuelta a Burgos Stage 1.gpx,https://www.komoot.com/tour/2971527342,83.6,64.3,4.6,0.0,3.42,0.0,152.0,0.107,0.779,3.21,1.03,0.349,0.0,0.0,0.0
2018 Vuelta a Burgos Stage 2.gpx,https://www.komoot.com/tour/2971527489,137.0,25.3,0.437,0.0,0.0,0.0,162.0,0.254,0.104,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta a Burgos Stage 3.gpx,https://www.komoot.com/tour/2971527637,122.0,24.4,1.57,0.0,0.0,0.0,139.0,8.94,0.0,0.0,0.378,0.378,0.0,0.0,0.0
2018 Vuelta a Burgos Stage 4.gpx,https://www.komoot.com/tour/2971527754,158.0,5.18,0.722,0.0,0.423,0.0,164.0,0.0,0.0,0.496,0.189,0.189,0.0,0.0,0.0
2018 Vuelta a Burgos Stage 5.gpx,https://www.komoot.com/tour/2971527907,113.0,24.2,2.24,0.0,0.835,0.0,138.0,1.44,0.0,0.841,0.189,0.571,0.388,0.0,0.0
2018 Vuelta a Castilla y Leon Stage 1.gpx,https://www.komoot.com/tour/2971528055,135.0,53.8,0.707,0.0,0.595,0.0,189.0,0.408,0.26,0.951,0.577,0.0,0.0,0.0,0.0
2018 Vuelta a Castilla y Leon Stage 2.gpx,https://www.komoot.com/tour/2971528145,161.0,24.0,1.18,0.523,0.0,0.0,187.0,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta a Castilla y Leon Stage 3.gpx,https://www.komoot.com/tour/2971528264,118.0,54.3,0.571,0.883,0.173,0.0,170.0,0.0,3.84,0.218,0.871,0.696,0.0,0.0,0.0
2018 Vuelta a Espana Stage 1.gpx,https://www.komoot.com/tour/2971528365,1.84,0.888,3.06,0.0,1.86,0.0,5.5,0.0,0.4,2.15,0.334,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 10.gpx,https://www.komoot.com/tour/2971528471,81.0,92.6,0.471,1.97,0.595,0.0,173.0,2.62,0.276,1.06,0.685,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 11.gpx,https://www.komoot.com/tour/2971528602,67.2,139.0,0.783,0.0,0.0,0.0,205.0,2.66,0.0,0.0,0.221,0.221,0.0,0.0,0.0
2018 Vuelta a Espana Stage 12.gpx,https://www.komoot.com/tour/2971528695,75.8,99.2,6.28,0.0,0.0,0.0,179.0,2.48,0.0,0.205,0.0,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 13.gpx,https://www.komoot.com/tour/2971528793,44.2,122.0,6.17,0.787,1.88,0.0,165.0,8.24,0.0,1.57,0.0,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 14.gpx,https://www.komoot.com/tour/2971528882,116.0,52.1,2.58,0.0,0.26,0.0,170.0,1.21,0.0,0.0,0.179,0.179,0.0,0.0,0.0
2018 Vuelta a Espana Stage 15.gpx,https://www.komoot.com/tour/2971528989,149.0,27.2,0.831,0.793,0.446,0.0,175.0,2.86,0.0,0.551,0.393,0.184,0.0,0.0,0.0
2018 Vuelta a Espana Stage 16.gpx,https://www.komoot.com/tour/2971529071,10.7,19.4,0.436,0.961,0.352,0.0,29.1,2.38,0.107,0.508,0.201,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 17.gpx,https://www.komoot.com/tour/2971529224,98.7,44.4,7.25,4.64,1.93,0.0,147.0,6.61,0.524,3.03,0.418,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 18.gpx,https://www.komoot.com/tour/2971529316,111.0,74.1,0.761,0.0,0.0,0.0,180.0,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 19.gpx,https://www.komoot.com/tour/2971529416,23.7,125.0,0.698,1.8,2.86,0.0,151.0,0.0,0.0,2.88,0.226,0.226,0.0,0.0,0.0
2018 Vuelta a Espana Stage 2.gpx,https://www.komoot.com/tour/2971529520,133.0,31.1,0.0,0.0,0.0,0.0,160.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 20.gpx,https://www.komoot.com/tour/2971529645,70.2,24.1,0.0,2.49,0.519,0.0,96.8,0.0,0.0,0.693,0.296,0.127,0.0,0.0,0.0
2018 Vuelta a Espana Stage 21.gpx,https://www.komoot.com/tour/2971530068,6.89,64.0,5.29,2.31,18.4,0.0,77.8,1.33,3.56,18.9,5.12,1.38,1.08,0.12,0.0
2018 Vuelta a Espana Stage 3.gpx,https://www.komoot.com/tour/2971530263,107.0,60.6,3.05,0.683,5.35,0.0,169.0,1.88,0.463,7.24,2.52,0.563,0.0,0.584,0.0
2018 Vuelta a Espana Stage 4.gpx,https://www.komoot.com/tour/2971530453,98.6,55.1,3.13,3.53,0.0,0.0,158.0,2.73,0.698,0.378,1.12,0.119,0.0,0.0,0.0
2018 Vuelta a Espana Stage 5.gpx,https://www.komoot.com/tour/2971530543,157.0,30.5,1.14,0.0,0.0,0.0,188.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 6.gpx,https://www.komoot.com/tour/2971530661,91.7,56.5,1.58,2.67,1.83,0.0,151.0,2.12,0.0,1.95,0.839,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 7.gpx,https://www.komoot.com/tour/2971530761,137.0,14.0,2.12,4.53,8.32,0.0,148.0,13.9,0.0,9.25,20.3,14.5,0.0,0.0,0.0
2018 Vuelta a Espana Stage 8.gpx,https://www.komoot.com/tour/2971530915,159.0,33.9,0.719,0.0,0.534,0.0,192.0,0.719,0.862,0.669,0.42,0.0,0.0,0.0,0.0
2018 Vuelta a Espana Stage 9.gpx,https://www.komoot.com/tour/2971531022,158.0,40.2,1.5,0.0,0.0,0.0,188.0,10.5,0.349,0.0,0.385,0.365,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2971531107,8.31,54.9,4.26,0.0,114.0,0.0,64.2,3.2,0.0,113.0,1.14,0.846,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 10.gpx,https://www.komoot.com/tour/2971531318,90.5,0.0,22.9,0.0,3.58,0.0,100.0,11.4,0.0,5.46,0.0,0.0,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2971531451,4.11,35.0,2.91,0.0,132.0,0.0,38.9,3.14,0.0,132.0,0.242,0.213,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2971531546,80.2,0.0,2.9,0.0,39.0,0.0,81.5,1.64,0.0,39.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2971531675,0.128,25.5,3.57,0.0,114.0,0.0,25.5,3.7,0.0,114.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2971531769,1.36,23.5,5.39,0.0,121.0,0.0,24.8,5.44,0.0,121.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 6.gpx,https://www.komoot.com/tour/2971531860,0.141,29.0,5.58,0.0,135.0,0.0,29.2,5.58,0.0,131.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 7.gpx,https://www.komoot.com/tour/2971531920,0.0,0.829,3.57,0.0,98.3,0.0,0.869,3.57,0.0,98.3,0.0,0.0,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 8.gpx,https://www.komoot.com/tour/2971532005,78.8,3.59,0.0,0.0,43.3,0.0,82.2,0.214,0.0,43.3,0.0,0.0,0.0,0.0,0.0
2018 Vuelta al Tachira en Bicicleta Stage 9.gpx,https://www.komoot.com/tour/2971532092,6.35,72.7,8.47,0.0,36.3,0.0,77.8,9.7,0.0,36.3,0.0,0.0,0.0,0.0,0.0
2018 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 1.gpx,https://www.komoot.com/tour/2987335134,129.0,43.5,1.89,9.66,0.57,0.0,180.0,4.11,0.0,0.502,0.467,0.448,0.0,0.0,0.0
2018 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 2.gpx,https://www.komoot.com/tour/2987336026,151.0,18.9,2.17,4.62,0.441,0.0,171.0,5.78,0.217,0.441,0.0,0.0,0.0,0.0,0.0
2018 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 3.gpx,https://www.komoot.com/tour/2987337282,145.0,21.0,7.45,0.0,0.204,0.0,162.0,9.6,0.0,2.23,0.881,1.29,0.442,0.0,0.0
2018 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 4.gpx,https://www.komoot.com/tour/2987338014,145.0,22.4,4.35,0.8,0.0,0.0,161.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 5.gpx,https://www.komoot.com/tour/2987339109,125.0,48.3,6.57,0.0,0.0,0.715,157.0,0.0,22.9,0.67,0.0,0.0,0.0,0.0,0.0
2018 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 6.gpx,https://www.komoot.com/tour/2987340634,99.8,14.3,37.9,19.7,0.0,0.0,157.0,3.08,14.3,0.0,3.7,0.813,0.0,0.0,0.0
2018 58 Vuelta a Guatemala Stage 10.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 A Travers les Hauts de France / Trophe Paris-Arras Tour Stage 1.gpx,https://www.komoot.com/tour/2987342548,105.0,0.767,7.83,4.13,0.0,0.0,112.0,3.43,4.8,0.0,2.78,0.0,0.0,0.0,0.0
2018 A Travers les Hauts de France / Trophe Paris-Arras Tour Stage 2.gpx,https://www.komoot.com/tour/2987343377,150.0,5.51,17.4,13.5,0.0,0.0,144.0,39.1,0.0,3.43,0.136,0.136,0.0,0.0,0.0
2018 A Travers les Hauts de France / Trophe Paris-Arras Tour Stage 3.gpx,https://www.komoot.com/tour/2987344442,165.0,1.15,22.0,4.01,0.0,0.0,131.0,58.5,0.0,3.13,0.0,0.0,0.0,0.0,0.0
2018 Adriatica Ionica Race/Following the Serenissima Routes Stage 1.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Adriatica Ionica Race/Following the Serenissima Routes Stage 2.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Adriatica Ionica Race/Following the Serenissima Routes Stage 3.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Adriatica Ionica Race/Following the Serenissima Routes Stage 4.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Adriatica Ionica Race/Following the Serenissima Routes Stage 5.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Africa Cup - ITT.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Africa Cup - TTT.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Africa Cup.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Colombian Road National Championships.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Colorado Classic Stage 4.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Dwars Door Vlaanderen / A travers la Flandre.gpx,https://www.komoot.com/tour/2987349282,73.2,4.98,12.4,73.2,2.58,0.0,109.0,60.7,7.73,2.85,0.697,0.322,0.0,0.381,0.0
2018 GP de Fourmies / La Voix du Nord.gpx,https://www.komoot.com/tour/2987350185,200.0,0.0,3.94,0.242,0.0,0.0,200.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Giro d'Italia Stage 21.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Grand Prix Cycliste de Montreal.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Grand Prix Cycliste de Quebec.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Grand Prix Minsk.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Okolo jiznich Cech / Tour of South Bohemia Stage 1.gpx,https://www.komoot.com/tour/2987356379,0.0,0.0,1.97,0.0,0.31,0.0,1.49,0.0,0.529,0.31,0.0,0.0,0.0,0.0,0.0
2018 Okolo jiznich Cech / Tour of South Bohemia Stage 2.gpx,https://www.komoot.com/tour/2987357270,133.0,1.26,9.84,4.35,0.0,0.0,155.0,1.63,0.127,0.812,10.0,0.0,0.0,0.0,0.0
2018 Okolo jiznich Cech / Tour of South Bohemia Stage 3.gpx,https://www.komoot.com/tour/2987358039,1.67,0.0,8.96,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Okolo jiznich Cech / Tour of South Bohemia Stage 4.gpx,https://www.komoot.com/tour/2987358795,169.0,1.31,4.3,0.507,0.0,0.0,172.0,1.61,2.48,0.0,0.876,0.0,0.0,0.0,0.0
2018 Okolo jiznich Cech / Tour of South Bohemia Stage 5.gpx,https://www.komoot.com/tour/2987359727,130.0,0.368,15.0,0.0,0.53,0.0,139.0,7.62,1.02,1.23,3.54,0.0,0.0,0.0,0.0
2018 Tour de Siak Stage 1.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Almaty Stage 1.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Almaty Stage 2.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Estonia Stage 2.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Fuzhou Stage 4.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Trofeo Citta di Brescia.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Volta Ciclista a Catalunya Stage 7.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a la Comunidad de Madrid Stage 1.gpx,https://www.komoot.com/tour/2987368494,146.0,27.9,0.282,0.23,0.0,0.191,165.0,9.45,0.387,0.0,0.0,0.332,0.332,0.0,0.0
2018 Vuelta Ciclista a la Comunidad de Madrid Stage 2.gpx,https://www.komoot.com/tour/2987369376,90.2,31.9,0.824,0.683,3.54,0.0,123.0,0.1,0.0,4.09,5.95,7.13,1.19,0.0,0.0
2018 Vuelta Ciclista a la Comunidad de Madrid Stage 3.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a la Provincia de San Juan Stage 2.gpx,https://www.komoot.com/tour/2987371835,91.7,48.3,0.512,9.36,0.0,0.0,147.0,3.13,0.0,0.0,0.327,0.512,0.0,0.0,0.0
2018 White Spot / Delta Road Race.gpx,https://www.komoot.com/tour/2987372934,11.8,0.0,26.8,65.2,0.0,0.0,83.2,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Winston-Salem Cycling Classic.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
