fichier_gpx,route_url,state_road_km,road_km,path_km,street_km,cycleway_km,singletrack_km,asphalt_km,cobblestones_km,unpaved_km,paved_km,unknown_km,off-grid_(unknown)_km,access_road_km,compacted_gravel_km,alpine_km,alpine_path_km
2020 Tour Colombia 2.1 Stage 5.gpx,https://www.komoot.com/tour/2973109695,167.0,10.4,0.0,0.9,2.58,0.0,176.0,0.0,0.775,3.09,0.584,0.181,0.0,0.0,0.0,0.0
2020 Tour Colombia 2.1 Stage 6.gpx,https://www.komoot.com/tour/2973111120,123.0,52.0,0.592,0.622,6.0,0.0,177.0,0.0,0.0,5.41,0.174,0.0,0.0,0.0,0.0,0.0
2020 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2973112264,4.25,188.0,0.0,2.69,0.0,0.0,190.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2973113280,0.944,180.0,0.0,1.1,0.655,0.0,184.0,0.0,0.0,2.46,0.172,0.172,0.0,0.0,0.0,0.0
2020 Tour de France Stage 10.gpx,https://www.komoot.com/tour/2973116682,35.2,111.0,0.234,2.28,18.4,0.192,163.0,1.05,0.0,3.09,0.713,0.636,0.0,0.0,0.0,0.0
2020 Tour de France Stage 11.gpx,https://www.komoot.com/tour/2973117736,14.9,146.0,0.0,1.42,3.92,0.0,164.0,0.0,0.0,2.18,0.205,0.205,0.0,0.0,0.0,0.0
2020 Tour de France Stage 12.gpx,https://www.komoot.com/tour/2973118834,2.65,215.0,0.0,0.324,0.0,0.0,211.0,0.0,0.0,7.57,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de France Stage 13.gpx,https://www.komoot.com/tour/2973119978,17.5,169.0,0.715,0.336,2.04,0.0,189.0,0.0,0.186,0.5,2.37,2.28,0.0,0.334,0.0,0.0
2020 Tour de France Stage 14.gpx,https://www.komoot.com/tour/2973121143,31.8,156.0,0.24,0.432,5.94,0.0,194.0,0.0,0.0,0.394,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de France Stage 15.gpx,https://www.komoot.com/tour/2973122757,43.8,121.0,0.0,0.0,9.8,0.0,174.0,0.0,0.0,0.591,0.0,0.292,0.0,0.0,0.0,0.0
2020 Tour de France Stage 16.gpx,https://www.komoot.com/tour/2973124075,17.1,130.0,0.152,0.796,14.4,0.0,160.0,0.0,0.0,2.82,1.07,1.03,0.0,0.0,0.0,0.0
2020 Tour de France Stage 17.gpx,https://www.komoot.com/tour/2973125245,35.5,99.9,0.0,7.09,28.0,0.0,169.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de France Stage 18.gpx,https://www.komoot.com/tour/2973126563,23.6,142.0,1.73,0.147,6.48,0.0,167.0,0.0,0.0,5.55,1.0,1.0,0.0,1.83,0.0,0.0
2020 Tour de France Stage 19.gpx,https://www.komoot.com/tour/2973127855,5.88,157.0,0.0,0.0,3.84,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de France Stage 2.gpx,https://www.komoot.com/tour/2973129250,41.8,124.0,0.418,1.4,15.9,0.0,182.0,0.264,0.0,0.156,5.02,4.12,0.0,0.0,0.0,0.0
2020 Tour de France Stage 20.gpx,https://www.komoot.com/tour/2973130196,0.0,35.9,0.0,0.119,0.0,0.0,36.0,0.0,0.0,0.0,0.253,0.253,0.0,0.0,0.0,0.0
2020 Tour de France Stage 21.gpx,https://www.komoot.com/tour/2973132307,50.0,23.6,1.44,2.57,41.4,2.03,80.4,38.0,0.0,3.08,0.709,0.986,0.509,0.0,0.0,0.0
2020 Tour de France Stage 3.gpx,https://www.komoot.com/tour/2973133775,148.0,35.0,0.115,0.0,13.9,0.0,197.0,0.0,0.0,0.0,1.54,1.54,0.0,0.0,0.0,0.0
2020 Tour de France Stage 4.gpx,https://www.komoot.com/tour/2973134732,58.0,91.5,0.0,0.322,10.6,0.0,160.0,0.0,0.0,0.0,0.255,0.172,0.0,0.0,0.0,0.0
2020 Tour de France Stage 5.gpx,https://www.komoot.com/tour/2973136323,107.0,51.6,0.707,0.0,23.8,0.0,182.0,0.0,0.0,0.574,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de France Stage 6.gpx,https://www.komoot.com/tour/2973137550,79.2,109.0,0.0,0.76,1.66,0.0,190.0,0.0,0.0,0.905,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de France Stage 7.gpx,https://www.komoot.com/tour/2973138879,76.3,91.3,0.0,0.0,0.139,0.0,167.0,0.0,0.0,0.297,0.0,0.177,0.0,0.0,0.0,0.0
2020 Tour de France Stage 8.gpx,https://www.komoot.com/tour/2973140135,1.39,135.0,0.0,0.387,4.11,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de France Stage 9.gpx,https://www.komoot.com/tour/2973141247,9.15,143.0,0.0,0.428,0.957,0.0,153.0,0.0,0.0,0.11,0.295,0.211,0.0,0.0,0.0,0.0
2020 Tour de Hongrie Stage 1.gpx,https://www.komoot.com/tour/2973142137,33.0,82.2,0.0,3.51,0.0,0.0,119.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0
2020 Tour de Hongrie Stage 2.gpx,https://www.komoot.com/tour/2973143163,44.7,104.0,0.67,5.75,3.09,0.105,157.0,0.0,0.0,1.02,2.13,0.687,0.0,0.0,0.0,0.0
2020 Tour de Hongrie Stage 3.gpx,https://www.komoot.com/tour/2973144173,93.2,78.7,0.884,1.9,6.71,0.0,179.0,0.0,0.795,1.48,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de Hongrie Stage 4.gpx,https://www.komoot.com/tour/2973145295,53.1,94.4,1.85,1.12,4.66,0.0,150.0,0.0,1.81,3.53,25.3,25.2,0.0,0.0,0.0,0.0
2020 Tour de Hongrie Stage 5.gpx,https://www.komoot.com/tour/2973146585,54.5,130.0,1.3,0.208,1.51,0.0,186.0,0.0,1.39,0.0,0.208,0.0,0.0,0.0,0.0,0.0
2020 Tour de Luxembourg Stage 1.gpx,https://www.komoot.com/tour/2973147673,29.5,101.0,0.217,2.7,0.683,0.0,134.0,0.547,0.0,0.191,0.872,0.848,0.0,0.0,0.0,0.0
2020 Tour de Luxembourg Stage 2.gpx,https://www.komoot.com/tour/2973148855,41.2,115.0,0.382,0.0,5.13,0.0,162.0,0.437,0.141,0.0,0.788,0.74,0.0,0.0,0.0,0.0
2020 Tour de Luxembourg Stage 3.gpx,https://www.komoot.com/tour/2973149863,58.7,88.5,1.8,3.95,3.15,0.0,155.0,0.655,0.0,1.25,2.33,2.33,0.0,0.0,0.0,0.0
2020 Tour de Luxembourg Stage 4.gpx,https://www.komoot.com/tour/2973151188,47.2,144.0,1.83,1.96,4.84,0.0,199.0,0.354,0.0,0.632,0.205,0.205,0.0,0.0,0.0,0.0
2020 Tour de Luxembourg Stage 5.gpx,https://www.komoot.com/tour/2973152403,81.4,91.4,1.32,5.07,0.782,0.0,179.0,0.191,0.0,0.637,0.173,0.0,0.0,0.167,0.0,0.0
2020 Tour de Pologne Stage 1.gpx,https://www.komoot.com/tour/2973154720,10.3,141.0,8.36,15.7,20.3,0.46,178.0,8.48,0.287,8.35,3.11,1.16,0.0,0.0,0.0,0.0
2020 Tour de Pologne Stage 2.gpx,https://www.komoot.com/tour/2973156229,5.58,109.0,9.13,7.21,6.08,0.427,122.0,3.77,4.06,4.27,17.1,15.5,0.0,1.84,0.0,0.0
2020 Tour de Pologne Stage 3.gpx,https://www.komoot.com/tour/2973157782,0.508,197.0,0.863,4.03,0.0,0.0,201.0,0.332,0.0,0.0,0.413,0.0,0.0,0.0,0.0,0.0
2020 Tour de Pologne Stage 4.gpx,https://www.komoot.com/tour/2973158746,17.0,123.0,0.0,14.2,0.0,0.0,142.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de Pologne Stage 5.gpx,https://www.komoot.com/tour/2973160305,7.34,162.0,0.271,17.4,1.49,0.111,181.0,0.422,0.138,7.29,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de Serbie Stage 1.gpx,https://www.komoot.com/tour/2973161479,166.0,0.501,0.0,0.789,0.0,0.0,166.0,0.0,0.0,0.763,1.77,1.77,0.0,0.0,0.0,0.0
2020 Tour de Serbie Stage 2.gpx,https://www.komoot.com/tour/2973162694,84.6,62.8,1.52,2.33,0.0,1.22,145.0,0.0,2.89,4.78,5.5,5.5,0.0,0.0,0.0,0.0
2020 Tour de Serbie Stage 3.gpx,https://www.komoot.com/tour/2973163893,36.5,57.0,0.182,0.214,3.65,0.0,97.3,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de Taiwan Stage 1.gpx,https://www.komoot.com/tour/2973165955,1.77,56.1,9.6,0.611,10.4,0.0,60.7,4.96,0.0,5.04,14.6,6.94,0.0,0.0,0.0,0.0
2020 Tour de Taiwan Stage 2.gpx,https://www.komoot.com/tour/2973167950,84.4,24.3,0.0,2.17,5.4,0.0,104.0,0.0,0.0,11.3,2.45,1.85,0.0,0.0,0.0,0.0
2020 Tour de Taiwan Stage 3.gpx,https://www.komoot.com/tour/2973168892,77.7,69.9,0.0,2.08,5.21,0.0,153.0,0.259,0.0,1.4,0.631,0.0,0.215,0.0,0.0,0.0
2020 Tour de Taiwan Stage 4.gpx,https://www.komoot.com/tour/2973170258,127.0,47.7,0.0,2.18,0.0,0.0,171.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de Taiwan Stage 5.gpx,https://www.komoot.com/tour/2973171356,89.9,23.7,0.114,8.14,2.35,0.0,117.0,0.0,0.0,6.88,0.473,0.0,0.0,0.0,0.0,0.0
2020 Tour de l'Ain Stage 1.gpx,https://www.komoot.com/tour/2973172364,3.48,135.0,0.0,0.885,0.0,0.0,135.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de l'Ain Stage 2.gpx,https://www.komoot.com/tour/2973173344,1.09,138.0,0.407,0.0,0.0,0.13,135.0,0.0,0.537,3.99,0.195,0.341,0.0,0.0,0.0,0.0
2020 Tour de l'Ain Stage 3.gpx,https://www.komoot.com/tour/2973174360,14.2,125.0,0.0,0.713,3.02,0.0,142.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de la Provence Stage 1.gpx,https://www.komoot.com/tour/2973175146,25.1,123.0,0.0,0.252,0.976,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de la Provence Stage 2.gpx,https://www.komoot.com/tour/2973176476,24.3,149.0,0.0,0.704,1.02,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de la Provence Stage 3.gpx,https://www.komoot.com/tour/2973177621,10.1,125.0,0.0,0.0,2.84,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour de la Provence Stage 4.gpx,https://www.komoot.com/tour/2973178647,3.8,162.0,0.188,1.14,2.98,0.0,168.0,0.0,0.188,1.23,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour des Alpes Maritimes et du Var Stage 1.gpx,https://www.komoot.com/tour/2973179926,34.1,146.0,0.131,2.79,2.69,0.0,184.0,0.0,0.0,1.58,0.45,0.317,0.0,0.0,0.0,0.0
2020 Tour des Alpes Maritimes et du Var Stage 2.gpx,https://www.komoot.com/tour/2973181052,20.4,148.0,0.0,0.0,8.72,0.0,178.0,0.0,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.0
2020 Tour des Alpes Maritimes et du Var Stage 3.gpx,https://www.komoot.com/tour/2973182433,16.4,119.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.356,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour du Doubs.gpx,https://www.komoot.com/tour/2973183555,17.3,179.0,0.0,2.72,0.797,0.0,193.0,0.0,0.0,7.03,0.347,0.324,0.0,0.0,0.0,0.0
2020 Tour du Limousin - Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2973184592,2.35,180.0,0.0,0.161,0.0,0.236,161.0,0.0,0.236,21.8,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour du Limousin - Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2973185731,3.51,165.0,0.0,5.59,0.0,0.0,152.0,0.0,0.0,21.9,0.265,0.176,0.0,0.0,0.0,0.0
2020 Tour du Limousin - Nouvelle Aquitaine Stage 3.gpx,https://www.komoot.com/tour/2973186773,11.8,167.0,0.0,0.165,0.0,0.0,177.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour du Limousin - Nouvelle Aquitaine Stage 4.gpx,https://www.komoot.com/tour/2973188288,5.03,146.0,0.0,14.3,1.56,0.0,139.0,0.0,0.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour du Rwanda Stage 1.gpx,https://www.komoot.com/tour/2973189068,99.4,14.4,0.0,0.0,0.0,0.0,109.0,0.0,0.0,4.92,0.54,0.54,0.0,0.0,0.0,0.0
2020 Tour du Rwanda Stage 2.gpx,https://www.komoot.com/tour/2973190085,119.0,0.0,0.0,1.88,0.0,0.101,17.0,0.0,0.101,104.0,0.25,0.25,0.0,0.0,0.0,0.0
2020 Tour du Rwanda Stage 3.gpx,https://www.komoot.com/tour/2973191001,133.0,0.898,0.0,0.0,0.0,0.0,109.0,0.0,0.819,23.6,7.33,7.33,0.0,0.0,0.0,0.0
2020 Tour du Rwanda Stage 4.gpx,https://www.komoot.com/tour/2973191997,201.0,6.17,0.0,0.0,0.0,0.0,186.0,0.0,0.115,21.2,2.73,2.73,0.0,0.169,0.0,0.0
2020 Tour du Rwanda Stage 5.gpx,https://www.komoot.com/tour/2973193022,69.3,11.3,0.0,1.29,0.0,0.121,64.1,0.655,7.29,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour du Rwanda Stage 6.gpx,https://www.komoot.com/tour/2973193898,122.0,5.3,0.0,0.15,0.0,0.0,24.3,0.0,5.45,97.7,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour du Rwanda Stage 7.gpx,https://www.komoot.com/tour/2973194638,0.0,4.11,0.0,0.0,0.0,0.0,1.65,0.0,0.0,2.44,0.378,0.378,0.0,0.0,0.0,0.0
2020 Tour du Rwanda Stage 8.gpx,https://www.komoot.com/tour/2973195549,19.1,61.6,0.0,10.9,0.0,0.0,29.4,2.18,2.8,57.1,0.757,0.757,0.0,0.0,0.0,0.0
2020 Tour of Antalya Stage 1.gpx,https://www.komoot.com/tour/2973197009,86.0,60.3,0.182,1.66,0.0,0.0,137.0,0.0,0.182,10.3,1.62,0.901,0.0,0.0,0.0,0.0
2020 Tour of Antalya Stage 2.gpx,https://www.komoot.com/tour/2973198123,96.2,59.9,1.19,2.19,0.103,0.151,153.0,4.86,1.3,0.547,6.11,6.28,0.0,0.0,0.0,0.0
2020 Tour of Antalya Stage 3.gpx,https://www.komoot.com/tour/2973199314,90.0,11.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour of Antalya Stage 4.gpx,https://www.komoot.com/tour/2973200379,55.2,77.7,1.03,2.34,0.808,0.0,127.0,0.0,0.0,8.56,1.63,0.494,0.0,0.0,0.0,0.0
2020 Tour of Bulgaria Stage 1.gpx,https://www.komoot.com/tour/2973201359,46.1,89.5,2.54,2.3,0.0,0.111,137.0,1.43,0.131,1.19,2.77,2.09,0.0,0.0,0.0,0.0
2020 Tour of Bulgaria Stage 2.gpx,https://www.komoot.com/tour/2973202342,42.9,105.0,0.0,1.84,0.0,0.0,93.7,0.0,12.0,44.0,0.442,0.184,0.0,0.0,0.0,0.0
2020 Tour of Bulgaria Stage 3.gpx,https://www.komoot.com/tour/2973203364,25.5,126.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour of Bulgaria Stage 4.gpx,https://www.komoot.com/tour/2973204338,97.9,10.4,0.0,0.167,0.0,0.0,108.0,0.0,0.0,0.555,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour of Malopolska Prologue.gpx,https://www.komoot.com/tour/2973205253,0.0,0.0,1.35,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour of Malopolska Stage 1.gpx,https://www.komoot.com/tour/2973206163,0.0,110.0,2.52,8.79,0.0,0.0,109.0,2.65,0.0,10.1,0.359,0.0,0.0,0.0,0.0,0.0
2020 Tour of Malopolska Stage 2.gpx,https://www.komoot.com/tour/2973207154,7.65,127.0,0.662,6.39,1.09,0.0,139.0,0.867,0.0,3.23,0.247,0.0,0.0,0.0,0.0,0.0
2020 Tour of Malopolska Stage 3.gpx,https://www.komoot.com/tour/2973208414,3.38,123.0,1.49,0.227,4.08,0.0,130.0,1.44,0.283,0.343,0.201,0.0,0.0,0.0,0.0,0.0
2020 Tour of Mevlana Stage 1.gpx,https://www.komoot.com/tour/2973209651,95.4,39.1,0.0,0.213,0.659,0.0,135.0,0.0,0.0,0.213,2.75,2.75,0.0,0.0,0.0,0.0
2020 Tour of Mevlana Stage 2.gpx,https://www.komoot.com/tour/2973210874,84.3,43.2,0.0,2.08,3.19,0.0,128.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0
2020 Trofej Porec - Porec Trophy.gpx,https://www.komoot.com/tour/2973211883,57.1,91.6,0.0,0.417,0.417,0.0,149.0,0.0,0.0,0.684,0.0,0.0,0.0,0.0,0.0,0.0
2020 Trofej Umag - Umag Trophy.gpx,https://www.komoot.com/tour/2973212838,24.7,124.0,0.0,2.47,0.0,0.0,150.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0
2020 Trofeo Laigueglia.gpx,https://www.komoot.com/tour/2973214956,68.1,117.0,0.0,8.08,7.46,0.0,182.0,0.0,0.0,19.1,1.22,1.76,0.0,0.0,0.0,0.0
2020 Trofeo Matteotti.gpx,https://www.komoot.com/tour/2973216604,0.0,167.0,1.6,8.62,16.8,0.0,192.0,0.111,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0
2020 Trofeo Playa de Palma - Palma.gpx,https://www.komoot.com/tour/2973218505,76.8,70.0,0.958,3.5,8.21,0.0,151.0,0.233,0.0,7.38,1.12,1.04,0.0,0.297,0.0,0.0
2020 Trofeo Pollenca - Port d'Andratx.gpx,https://www.komoot.com/tour/2973219625,15.0,130.0,0.0,4.66,20.5,0.0,167.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2020 Trofeo Serra de Tramuntana.gpx,https://www.komoot.com/tour/2973220676,23.9,130.0,0.502,1.1,5.13,0.0,160.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0
2020 Trofeo Ses Salines - Felanitx.gpx,https://www.komoot.com/tour/2973221760,21.9,120.0,0.0,4.81,22.4,0.0,158.0,0.295,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0
2020 Turul Romaniei Prologue.gpx,https://www.komoot.com/tour/2973222558,0.0,0.561,0.407,0.0,1.11,0.0,1.66,1.14,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
2020 Turul Romaniei Stage 1.gpx,https://www.komoot.com/tour/2973223487,156.0,1.77,0.386,0.0,5.59,0.0,163.0,0.0,0.0,0.0,0.799,0.708,0.0,0.0,0.0,0.0
2020 Turul Romaniei Stage 2.gpx,https://www.komoot.com/tour/2973224500,183.0,7.23,0.115,1.7,0.0,0.0,192.0,0.0,0.132,0.0,1.08,1.08,0.0,0.0,0.0,0.0
2020 Turul Romaniei Stage 3.gpx,https://www.komoot.com/tour/2973225685,139.0,47.1,0.219,0.434,6.2,0.0,189.0,0.903,0.0,3.25,0.187,0.0,0.0,0.0,0.0,0.0
2020 Turul Romaniei Stage 4.gpx,https://www.komoot.com/tour/2973226849,112.0,0.0,0.19,0.0,1.42,0.0,112.0,0.0,0.0,1.42,0.395,0.231,0.0,0.0,0.0,0.0
2020 Turul Romaniei Stage 5.gpx,https://www.komoot.com/tour/2973227897,45.2,0.0,0.487,0.898,54.1,0.0,95.2,5.5,0.0,0.0,3.99,4.24,0.0,0.0,0.0,0.0
2020 UAE Tour Stage 1.gpx,https://www.komoot.com/tour/2973229178,66.9,36.2,0.867,1.78,0.0,0.0,103.0,0.0,0.0,0.399,44.5,43.4,0.0,0.0,0.0,0.0
2020 UAE Tour Stage 2.gpx,https://www.komoot.com/tour/2973230013,17.7,23.3,0.888,1.59,0.0,0.162,39.6,0.0,0.767,2.18,126.0,125.0,0.0,0.0,0.0,0.0
2020 UAE Tour Stage 3.gpx,https://www.komoot.com/tour/2973231019,71.9,72.4,0.622,1.04,0.0,0.0,140.0,0.0,0.511,4.91,38.4,38.3,0.555,0.0,0.0,0.0
2020 UAE Tour Stage 4.gpx,https://www.komoot.com/tour/2973232467,45.0,40.8,8.93,1.96,0.72,0.0,82.3,6.8,0.0,2.92,78.3,77.8,0.0,0.0,0.0,0.0
2020 UAE Tour Stage 5.gpx,https://www.komoot.com/tour/2973233431,74.7,33.7,0.452,1.82,0.0,0.0,106.0,0.0,0.0,3.43,52.9,52.1,0.0,0.0,0.0,0.0
2020 UCI Road World Championships - ITT.gpx,https://www.komoot.com/tour/2973234325,7.67,17.9,0.0,0.201,2.98,0.103,27.3,0.0,0.103,1.45,2.94,2.89,0.0,0.0,0.0,0.0
2020 UCI Road World Championships.gpx,https://www.komoot.com/tour/2973235256,0.0,127.0,0.153,0.42,1.92,0.126,129.0,0.0,0.0,0.637,15.0,14.8,0.0,0.0,0.0,0.0
2020 UEC European Championships - ITT.gpx,https://www.komoot.com/tour/2973236288,0.0,25.6,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.383,0.0,0.0,0.0,0.0,0.0,0.0
2020 UEC European Championships.gpx,https://www.komoot.com/tour/2973237257,0.0,175.0,0.0,3.6,0.0,0.0,132.0,0.0,0.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0
2020 Ukrainian Road National Championships.gpx,https://www.komoot.com/tour/2973239064,54.8,105.0,0.754,6.68,4.33,0.0,171.0,0.225,0.209,1.71,6.3,5.21,2.29,0.0,0.0,0.0
2020 VOO-Tour de Wallonie Stage 1.gpx,https://www.komoot.com/tour/2973240063,20.0,117.0,0.0,1.3,41.0,0.0,152.0,2.09,3.09,25.3,0.714,0.702,0.0,0.0,0.0,0.0
2020 VOO-Tour de Wallonie Stage 2.gpx,https://www.komoot.com/tour/2973241379,18.4,75.8,1.14,5.47,64.6,0.166,105.0,0.871,1.29,59.5,7.5,7.5,0.0,0.0,0.0,0.0
2020 VOO-Tour de Wallonie Stage 3.gpx,https://www.komoot.com/tour/2973242705,12.5,169.0,0.0,5.4,2.66,0.0,179.0,0.528,0.0,11.0,0.81,0.0,0.0,0.0,0.0,0.0
2020 VOO-Tour de Wallonie Stage 4.gpx,https://www.komoot.com/tour/2973243674,46.9,148.0,0.0,1.45,2.55,0.0,193.0,0.0,0.0,6.4,0.512,0.512,0.0,0.0,0.0,0.0
2020 Visegrad 4 Bicycle Race - GP Slovakia.gpx,https://www.komoot.com/tour/2973244442,0.0,151.0,0.205,2.96,0.0,0.0,149.0,0.0,0.0,5.24,0.0,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Prologue.gpx,https://www.komoot.com/tour/2973245146,0.162,6.28,0.0,0.383,0.0,0.0,6.5,0.0,0.0,0.298,0.194,0.194,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 1.gpx,https://www.komoot.com/tour/2973246027,131.0,48.9,0.0,0.4,0.0,0.0,174.0,3.15,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 2.gpx,https://www.komoot.com/tour/2973247073,92.1,75.1,0.0,0.232,0.0,0.0,164.0,2.38,0.0,1.03,0.169,0.169,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 3.gpx,https://www.komoot.com/tour/2973248135,117.0,52.5,0.0,2.28,0.0,0.0,162.0,1.69,0.0,7.31,0.0,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 4.gpx,https://www.komoot.com/tour/2973248918,86.8,59.1,0.375,0.573,2.37,0.0,136.0,4.57,0.375,8.72,0.0,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 5.gpx,https://www.komoot.com/tour/2973250042,104.0,70.3,0.0,1.98,0.684,0.0,172.0,0.849,0.0,4.41,0.227,0.227,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 6.gpx,https://www.komoot.com/tour/2973251269,74.1,74.2,0.923,0.582,4.96,0.0,151.0,1.31,0.316,1.73,0.559,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 7.gpx,https://www.komoot.com/tour/2973252591,135.0,22.9,0.254,1.61,0.516,0.0,158.0,1.31,0.0,0.629,2.01,2.65,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 8.gpx,https://www.komoot.com/tour/2973253809,12.7,2.24,0.258,0.325,1.73,0.0,15.0,1.74,0.0,0.426,0.664,0.564,0.0,0.0,0.0,0.0
2020 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2973255075,40.1,115.0,1.87,6.4,11.8,0.278,162.0,1.47,0.522,11.4,8.9,8.7,0.0,0.0,0.0,0.0
2020 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2973256640,9.06,169.0,1.72,0.974,0.0,0.0,177.0,0.103,0.0,3.92,0.198,0.198,0.0,0.0,0.0,0.0
2020 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2973257980,39.0,134.0,0.0,1.87,1.42,0.0,173.0,0.0,0.0,2.82,0.526,0.526,0.0,0.0,0.0,0.0
2020 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2973259150,36.9,126.0,0.0,1.0,2.43,0.0,162.0,0.63,0.0,3.45,0.424,0.71,0.0,0.0,0.0,0.0
2020 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2973260321,16.7,71.0,0.736,0.481,8.06,0.0,94.4,0.285,0.22,2.0,2.11,1.98,0.0,0.0,0.0,0.0
2020 Volta ao Algarve Cofidis Stage 1.gpx,https://www.komoot.com/tour/2973261520,106.0,88.0,0.0,0.638,0.0,0.0,178.0,0.217,0.0,17.1,0.21,0.21,0.0,0.0,0.0,0.0
2020 Volta ao Algarve Cofidis Stage 2.gpx,https://www.komoot.com/tour/2973262440,61.9,122.0,0.0,0.475,0.0,0.0,184.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020 Volta ao Algarve Cofidis Stage 3.gpx,https://www.komoot.com/tour/2973263535,68.2,133.0,0.0,0.362,0.181,0.0,190.0,0.0,0.0,12.0,0.201,0.201,0.0,0.0,0.0,0.0
2020 Volta ao Algarve Cofidis Stage 4.gpx,https://www.komoot.com/tour/2973264596,71.5,97.6,0.0,0.121,1.03,0.0,167.0,0.139,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0
