jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,route_url,road_km,cycleway_km,street_km,unknown_km,state_road_km,off-grid_(unknown)_km,path_km,singletrack_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,compacted_gravel_km,access_road_km,alpine_km,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,type_course,niveau_uci,is_stage_race,cluster,cluster_label
4,9,2025,stage_12,vuelta-a-espana,2.UWT,2025 La Vuelta Ciclista a Espana Stage 12.gpx,https://www.komoot.com/tour/2951398414,89.7,0.265,0.68,0.121,54.8,0.0,0.0,0.0,138.0,7.66,0.0,0.0,0.0,0.0,0.0,145.42,2471.0,2413.0,751.0,3.0,4.0,4.0,2.0,1.0,0.0,0.8357,0.8357,0.8357,0.8357,0.0,-0.6,-1.6,-1.3,49.0,accidentee,4,1,5.0,accidente_long
4,9,2025,stage_5,tour-of-bulgaria,2.2,2025 Tour of Bulgaria Stage 5.gpx,https://www.komoot.com/tour/2962767773,55.9,0.0,0.297,0.0,57.5,0.0,0.0,0.0,83.2,30.5,0.0,0.0,0.0,0.0,0.0,113.48,1365.0,1352.0,1137.0,160.0,2.0,1.0,1.0,1.0,1.0,0.6607,0.6607,0.6607,0.6607,0.6607,-1.1,-2.33,-3.34,9.0,sprint,1,1,2.0,court_plat
4,9,2025,prologue,tour-of-istanbul,2.1,2025 Tour of Istanbul Prologue.gpx,https://www.komoot.com/tour/2962776203,0.0,7.12,0.339,0.0,0.0,0.0,0.0,0.0,7.46,0.0,0.0,0.0,0.0,0.0,0.0,7.49,97.0,97.0,143.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.07,0.24,97.0,CLM,2,1,2.0,court_plat
4,9,2025,stage_3,tour-of-britain,2.Pro,2025 Lloyds Bank Tour of Britain Stage 3.gpx,https://www.komoot.com/tour/2962612052,123.0,0.0,0.0,0.0,0.176,0.0,0.0,0.0,106.0,16.8,0.0,0.0,0.0,0.0,0.0,122.61,776.0,749.0,164.0,24.0,2.0,0.0,0.0,0.0,0.0,0.9533,0.0,0.0,0.0,0.0,0.5,0.33,0.0,200.0,sprint,3,1,2.0,court_plat
5,9,2025,stage_2,okolo-jiznich-cech,2.2,2025 Okolo jiznich Cech / Tour of South Bohemia Stage 2.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,sprint,1,1,,
5,9,2025,stage_2,tour-of-kosovo,2.2,2025 Tour of Kosovo Stage 2.gpx,https://www.komoot.com/tour/2962781702,1.89,0.0,3.06,117.0,24.3,115.0,0.501,0.0,24.7,3.21,0.0,0.501,0.0,0.0,0.0,143.74,1360.0,1281.0,673.0,309.0,2.0,2.0,1.0,0.0,0.0,0.491,0.491,0.491,0.0,0.0,0.3,-1.23,-1.22,181.0,sprint,1,1,3.0,accidente_altitude
5,9,2025,stage_2,giro-della-regione-friuli-venezia-giulia,2.2,2025 Giro della Regione Friuli Venezia Giulia Stage 2.gpx,https://www.komoot.com/tour/2962538034,137.0,2.76,0.678,0.0,25.6,0.0,0.0,0.0,160.0,5.98,0.0,0.0,0.0,0.0,0.0,166.15,212.0,214.0,17.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.23,0.12,51.0,sprint,1,1,2.0,court_plat
5,9,2025,stage_1,tour-of-istanbul,2.1,2025 Tour of Istanbul Stage 1.gpx,https://www.komoot.com/tour/2962776554,96.9,1.02,0.526,0.0,51.6,0.0,0.244,0.0,150.0,0.526,0.0,0.244,0.0,0.0,0.0,150.09,2042.0,2047.0,283.0,0.0,9.0,3.0,0.0,0.0,0.0,0.9156,0.9156,0.0,0.0,0.0,0.1,-0.53,-0.36,307.0,accidentee,2,1,5.0,accidente_long
5,9,2025,stage_1,tour-of-shanghai,2.2,2025 Tour of Shanghai Stage 1.gpx,https://www.komoot.com/tour/2962798734,61.6,0.0,0.0,25.6,10.3,14.9,0.0,0.0,45.1,29.7,0.0,0.0,0.0,13.6,0.0,95.22,304.0,302.0,16.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,71.0,sprint,1,1,2.0,court_plat
5,9,2025,stage_4,tour-of-britain,2.Pro,2025 Lloyds Bank Tour of Britain Stage 4.gpx,https://www.komoot.com/tour/2962612772,164.0,0.706,0.0,0.0,22.3,0.0,0.0,0.0,155.0,32.2,0.0,0.0,0.0,0.0,0.0,187.04,1518.0,1469.0,219.0,49.0,4.0,1.0,0.0,0.0,0.0,0.9548,0.8663,0.0,0.0,0.0,7.2,1.47,1.08,288.0,sprint,3,1,5.0,accidente_long
5,9,2025,stage_13,vuelta-a-espana,2.UWT,2025 La Vuelta Ciclista a Espana Stage 13.gpx,https://www.komoot.com/tour/2951398933,107.0,0.0,0.528,8.07,87.9,7.79,0.105,0.261,194.0,0.724,0.0,0.366,0.0,0.0,0.0,202.98,3958.0,2513.0,1569.0,-1.0,5.0,4.0,3.0,1.0,1.0,0.9939,0.9939,0.9939,0.9939,0.9939,2.3,10.8,11.76,779.0,haute_montagne,4,1,0.0,montagne
6,9,2025,stage_3,okolo-jiznich-cech,2.2,2025 Okolo jiznich Cech / Tour of South Bohemia Stage 3.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,sprint,1,1,,
6,9,2025,stage_3,tour-of-kosovo,2.2,2025 Tour of Kosovo Stage 3.gpx,https://www.komoot.com/tour/2962782101,1.73,0.0,2.27,127.0,24.7,126.0,2.96,0.0,25.6,2.78,0.0,1.93,0.0,0.0,0.0,155.93,1339.0,1333.0,674.0,319.0,2.0,1.0,0.0,0.0,0.0,0.6238,0.6238,0.0,0.0,0.0,3.6,2.57,1.02,260.0,sprint,1,1,3.0,accidente_altitude
6,9,2025,result,maryland-cycling-classic,1.Pro,2025 Maryland Cycling Classic.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.23,1985.0,1980.0,129.0,0.0,6.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,-1.0,-0.9,-0.28,142.0,sprint,3,0,2.0,court_plat
6,9,2025,result,dhofar-classic,1.2,2025 Dhofar Classic.gpx,https://www.komoot.com/tour/2962482765,32.5,0.0,0.0,0.607,141.0,0.607,0.0,0.0,172.0,1.35,0.0,0.0,0.0,0.0,0.0,173.96,1851.0,1809.0,1045.0,6.0,4.0,2.0,1.0,1.0,1.0,0.8083,0.8083,0.3657,0.3657,0.3657,2.0,0.6,0.34,161.0,sprint,1,0,5.0,accidente_long
6,9,2025,stage_2,tour-of-shanghai,2.2,2025 Tour of Shanghai Stage 2.gpx,https://www.komoot.com/tour/2962798870,56.4,33.4,1.89,0.0,3.49,0.0,0.0,0.0,84.9,10.3,0.0,0.0,0.0,0.0,0.0,94.7,282.0,277.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.07,-0.02,98.0,sprint,1,1,2.0,court_plat
6,9,2025,stage_2,tour-of-istanbul,2.1,2025 Tour of Istanbul Stage 2.gpx,https://www.komoot.com/tour/2962776996,152.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,165.68,1760.0,1779.0,229.0,3.0,6.0,2.0,0.0,0.0,0.0,0.9511,0.8934,0.0,0.0,0.0,2.6,0.47,-0.34,389.0,sprint,2,1,5.0,accidente_long
6,9,2025,stage_5,tour-of-britain,2.Pro,2025 Lloyds Bank Tour of Britain Stage 5.gpx,https://www.komoot.com/tour/2962613298,100.0,0.0,0.0,0.0,33.5,0.0,0.0,0.0,128.0,5.79,0.0,0.0,0.0,0.0,0.0,133.53,2026.0,1601.0,480.0,18.0,6.0,3.0,2.0,0.0,0.0,0.9995,0.9995,0.9995,0.0,0.0,5.2,8.27,7.72,522.0,arrivee_en_cote,3,1,5.0,accidente_long
6,9,2025,stage_14,vuelta-a-espana,2.UWT,2025 La Vuelta Ciclista a Espana Stage 14.gpx,https://www.komoot.com/tour/2962600266,106.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,135.98,4072.0,2384.0,1711.0,23.0,8.0,4.0,3.0,2.0,2.0,0.9996,0.9996,0.9996,0.9996,0.9996,8.9,9.07,9.08,675.0,haute_montagne,4,1,0.0,montagne
7,9,2025,stage_15,vuelta-a-espana,2.UWT,2025 La Vuelta Ciclista a Espana Stage 15.gpx,https://www.komoot.com/tour/2962600831,47.9,0.0,0.958,0.0,119.0,0.0,0.0,0.0,167.0,1.28,0.0,0.0,0.0,0.0,0.0,167.95,3073.0,2807.0,958.0,26.0,10.0,5.0,2.0,1.0,1.0,0.8768,0.8768,0.5363,0.5363,0.5363,-0.4,-0.07,-0.14,53.0,montagne,4,1,5.0,accidente_long
7,9,2025,stage_4,giro-della-regione-friuli-venezia-giulia,2.2,2025 Giro della Regione Friuli Venezia Giulia Stage 4.gpx,https://www.komoot.com/tour/2962538865,111.0,9.69,3.79,0.673,26.4,0.0,0.0,0.0,143.0,6.61,0.263,0.193,0.0,0.0,0.0,151.08,1430.0,1187.0,482.0,-1.0,2.0,2.0,2.0,0.0,0.0,0.8807,0.8807,0.8807,0.0,0.0,6.5,1.57,0.5,416.0,arrivee_en_cote,1,1,5.0,accidente_long
7,9,2025,stage_4,okolo-jiznich-cech,2.2,2025 Okolo jiznich Cech / Tour of South Bohemia Stage 4.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,sprint,1,1,,
7,9,2025,result,gp-industria-artigianato,1.Pro,2025 GP Industria & Artigianato.gpx,https://www.komoot.com/tour/2962519051,175.0,0.0,3.98,0.218,16.3,0.0,0.0,0.0,163.0,32.1,0.0,0.0,0.0,0.0,0.0,195.23,2369.0,2369.0,355.0,17.0,5.0,5.0,3.0,0.0,0.0,0.9502,0.9502,0.9502,0.0,0.0,1.2,-2.7,-4.74,103.0,accidentee,3,0,5.0,accidente_long
7,9,2025,stage_6,tour-of-britain,2.Pro,2025 Lloyds Bank Tour of Britain Stage 6.gpx,https://www.komoot.com/tour/2962614107,62.3,0.643,0.111,0.274,48.7,0.235,0.0,0.0,98.3,13.4,0.0,0.0,0.0,0.0,0.0,111.98,1397.0,1435.0,437.0,15.0,6.0,3.0,1.0,0.0,0.0,0.8558,0.8558,0.3628,0.0,0.0,-0.1,-0.6,-0.72,3.0,sprint,3,1,2.0,court_plat
7,9,2025,stage_3,tour-of-istanbul,2.1,2025 Tour of Istanbul Stage 3.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.58,583.0,602.0,73.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.63,0.34,36.0,sprint,2,1,2.0,court_plat
7,9,2025,stage_3,tour-of-shanghai,2.2,2025 Tour of Shanghai Stage 3.gpx,https://www.komoot.com/tour/2962799010,26.2,0.0,6.68,0.0,54.4,0.685,0.0,0.0,80.6,6.51,0.0,0.0,0.0,0.0,0.0,87.94,45.0,52.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,sprint,1,1,2.0,court_plat
7,9,2025,stage_1,tour-of-salalah,2.2,2025 Tour of Salalah Stage 1.gpx,https://www.komoot.com/tour/2962797631,37.7,0.0,0.939,0.0,70.2,0.0,0.0,0.0,108.0,0.365,0.0,0.0,0.0,0.0,0.0,108.72,978.0,996.0,653.0,2.0,1.0,1.0,1.0,1.0,0.0,0.809,0.809,0.809,0.809,0.0,0.2,-0.97,-4.48,729.0,sprint,1,1,2.0,court_plat
7,9,2025,stage_1,vuelta-ciclista-a-venezuela,2.2,2025 Vuelta Ciclista a Venezuela Stage 1.gpx,https://www.komoot.com/tour/2963201289,109.0,0.0,3.38,19.6,0.0,19.6,0.0,0.0,110.0,1.97,0.0,0.0,0.0,0.0,0.0,130.91,1773.0,1773.0,854.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,-1.6,-0.7,471.0,sprint,1,1,2.0,court_plat
8,9,2025,stage_2,vuelta-ciclista-a-venezuela,2.2,2025 Vuelta Ciclista a Venezuela Stage 2.gpx,https://www.komoot.com/tour/2963201779,3.39,0.0,13.2,91.1,73.7,91.1,0.0,0.0,77.4,12.8,0.0,0.122,0.0,0.0,0.0,180.51,2446.0,954.0,1604.0,52.0,3.0,2.0,1.0,1.0,1.0,0.999,0.999,0.999,0.999,0.999,4.5,4.67,4.72,875.0,arrivee_en_cote,1,1,0.0,montagne
8,9,2025,stage_2,tour-of-salalah,2.2,2025 Tour of Salalah Stage 2.gpx,https://www.komoot.com/tour/2962797775,29.9,0.0,0.932,0.0,101.0,0.0,0.0,0.0,132.0,0.358,0.0,0.0,0.0,0.0,0.0,132.17,1406.0,555.0,905.0,3.0,1.0,1.0,1.0,1.0,1.0,0.9844,0.9844,0.9844,0.9844,0.9844,0.0,2.27,4.14,954.0,sprint,1,1,0.0,montagne
9,9,2025,stage_3,vuelta-ciclista-a-venezuela,2.2,2025 Vuelta Ciclista a Venezuela Stage 3.gpx,https://www.komoot.com/tour/2963202361,4.08,0.0,1.39,77.0,47.5,86.9,0.0,0.0,51.5,1.39,0.0,0.0,0.0,0.0,0.0,139.13,1389.0,2385.0,1061.0,52.0,3.0,2.0,1.0,0.0,0.0,0.6684,0.6684,0.4442,0.0,0.0,1.2,-0.13,-0.18,291.0,sprint,1,1,3.0,accidente_altitude
9,9,2025,stage_3,tour-of-salalah,2.2,2025 Tour of Salalah Stage 3.gpx,https://www.komoot.com/tour/2962798416,7.65,0.0,0.0,0.0,146.0,0.844,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,154.76,606.0,391.0,220.0,5.0,1.0,1.0,0.0,0.0,0.0,0.9985,0.9985,0.0,0.0,0.0,3.9,2.97,2.28,245.0,sprint,1,1,2.0,court_plat
9,9,2025,stage_16,vuelta-a-espana,2.UWT,2025 La Vuelta Ciclista a Espana Stage 16.gpx,https://www.komoot.com/tour/2951405496,139.0,0.0,0.899,0.0,20.3,0.0,0.0,0.0,156.0,4.61,0.0,0.0,0.0,0.0,0.0,160.16,3013.0,2953.0,630.0,-1.0,9.0,5.0,3.0,0.0,0.0,0.9586,0.9066,0.9066,0.0,0.0,3.1,-1.03,-2.92,176.0,montagne,4,1,5.0,accidente_long
9,9,2025,result,tour-of-binzhou,1.1,2025 Tour of Binzhou.gpx,https://www.komoot.com/tour/2962764675,0.0,0.0,0.0,2.26,159.0,2.53,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,161.83,229.0,231.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.13,-0.16,74.0,sprint,2,0,2.0,court_plat
10,9,2025,stage_4,vuelta-ciclista-a-venezuela,2.2,2025 Vuelta Ciclista a Venezuela Stage 4.gpx,https://www.komoot.com/tour/2963202971,0.0,0.0,4.68,45.9,78.9,45.9,0.0,0.0,78.9,4.68,0.0,0.0,0.0,0.0,0.0,126.9,2304.0,2310.0,654.0,440.0,11.0,9.0,0.0,0.0,0.0,0.9993,0.9178,0.0,0.0,0.0,3.8,3.17,1.52,351.0,accidentee,1,1,5.0,accidente_long
10,9,2025,stage_4,tour-of-salalah,2.2,2025 Tour of Salalah Stage 4.gpx,https://www.komoot.com/tour/2962798536,47.4,0.0,0.0,0.0,73.1,0.0,0.0,0.0,90.1,30.4,0.0,0.0,0.0,0.0,0.0,120.47,1529.0,1339.0,766.0,6.0,3.0,2.0,1.0,1.0,0.0,0.899,0.899,0.6613,0.6613,0.0,0.2,0.37,-1.18,359.0,sprint,1,1,2.0,court_plat
10,9,2025,stage_17,vuelta-a-espana,2.UWT,2025 La Vuelta Ciclista a Espana Stage 17.gpx,https://www.komoot.com/tour/2951406047,106.0,0.0,2.57,0.793,34.3,0.365,0.0,0.0,141.0,1.95,0.0,0.0,0.0,0.0,0.0,143.43,3234.0,1915.0,1755.0,422.0,8.0,5.0,2.0,1.0,1.0,0.9996,0.9996,0.9996,0.9996,0.9996,7.5,7.2,8.54,725.0,montagne,4,1,0.0,montagne
10,9,2025,result,giro-di-toscana,1.1,2025 Giro della Toscana - Memorial Alfredo Martini.gpx,https://www.komoot.com/tour/2962540524,173.0,0.0,2.75,0.0,14.0,0.0,0.0,0.0,183.0,6.18,0.0,0.0,0.0,0.0,0.0,189.5,2448.0,2446.0,639.0,5.0,7.0,3.0,2.0,0.0,0.0,0.8493,0.8493,0.8493,0.0,0.0,0.3,0.07,-0.26,34.0,accidentee,2,0,5.0,accidente_long
10,9,2025,stage_1,grand-prix-chantal-biya,2.2,2025 Grand Prix Chantal Biya Stage 1.gpx,https://www.komoot.com/tour/2962547814,1.1,0.0,0.331,0.235,98.9,0.695,0.0,0.0,98.9,0.405,0.0,1.03,0.0,0.0,0.0,101.3,1026.0,1223.0,735.0,461.0,3.0,0.0,0.0,0.0,0.0,0.8505,0.0,0.0,0.0,0.0,-0.7,-0.33,-0.34,141.0,sprint,1,1,2.0,court_plat
10,9,2025,stage_1,turul-romaniei,2.2,2025 Turul Romaniei Stage 1.gpx,https://www.komoot.com/tour/2962815459,19.0,0.0,1.15,0.0,158.0,0.0,0.0,0.0,174.0,3.77,0.0,0.0,0.0,0.0,0.0,177.76,1352.0,1236.0,546.0,105.0,4.0,2.0,1.0,0.0,0.0,0.8569,0.5657,0.5657,0.0,0.0,-0.3,-0.17,-0.16,67.0,sprint,1,1,5.0,accidente_long
11,9,2025,stage_18,vuelta-a-espana,2.UWT,2025 La Vuelta Ciclista a Espana Stage 18.gpx,https://www.komoot.com/tour/2951407892,0.757,0.161,2.0,0.0,8.89,0.0,0.356,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,12.22,97.0,95.0,714.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.43,0.2,97.0,CLM,4,1,2.0,court_plat
11,9,2025,stage_2,grand-prix-chantal-biya,2.2,2025 Grand Prix Chantal Biya Stage 2.gpx,https://www.komoot.com/tour/2962548339,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,99.85,966.0,855.0,774.0,573.0,2.0,1.0,0.0,0.0,0.0,0.9835,0.6229,0.0,0.0,0.0,-1.1,0.03,0.86,301.0,sprint,1,1,2.0,court_plat
11,9,2025,stage_2,turul-romaniei,2.2,2025 Turul Romaniei Stage 2.gpx,https://www.komoot.com/tour/2962815593,112.0,0.0,2.09,0.0,60.5,0.0,0.0,0.0,168.0,0.0,0.0,6.35,0.0,0.0,0.0,174.34,2450.0,1114.0,1600.0,238.0,3.0,3.0,3.0,1.0,1.0,0.9994,0.9994,0.9994,0.9994,0.9994,7.1,6.63,6.86,540.0,arrivee_en_cote,1,1,0.0,montagne
11,9,2025,stage_5,vuelta-ciclista-a-venezuela,2.2,2025 Vuelta Ciclista a Venezuela Stage 5.gpx,https://www.komoot.com/tour/2963203542,25.1,0.0,5.74,102.0,69.2,100.0,0.504,0.0,93.4,5.13,0.0,0.0,0.0,0.0,0.0,198.91,1064.0,1294.0,715.0,193.0,3.0,1.0,0.0,0.0,0.0,0.4831,0.3462,0.0,0.0,0.0,-0.9,-0.73,-0.58,160.0,sprint,1,1,3.0,accidente_altitude
11,9,2025,result,gp-citta-di-peccioli,1.Pro,2025 Gran Premio Citta di Peccioli - Coppa Sabatini.gpx,https://www.komoot.com/tour/2962543088,166.0,0.0,5.68,1.09,26.7,1.09,0.0,0.0,162.0,35.3,0.661,0.0,0.0,0.0,0.0,198.25,2810.0,2836.0,230.0,36.0,21.0,1.0,0.0,0.0,0.0,0.9512,0.0488,0.0,0.0,0.0,5.4,2.4,1.54,110.0,accidentee,3,0,5.0,accidente_long
12,9,2025,result,gp-quebec,1.UWT,2025 Grand Prix Cycliste de Quebec.gpx,https://www.komoot.com/tour/2951384859,47.7,10.1,41.6,13.6,98.3,12.2,7.05,0.0,196.0,7.4,0.0,0.0,0.0,0.0,0.0,216.07,2553.0,2556.0,100.0,5.0,18.0,0.0,0.0,0.0,0.0,0.9995,0.0,0.0,0.0,0.0,2.5,2.63,1.42,351.0,accidentee,4,0,5.0,accidente_long
12,9,2025,stage_3,turul-romaniei,2.2,2025 Turul Romaniei Stage 3.gpx,https://www.komoot.com/tour/2962815742,62.0,0.171,0.611,0.0,115.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,177.4,1815.0,2305.0,826.0,97.0,3.0,3.0,1.0,0.0,0.0,0.8352,0.8352,0.7209,0.0,0.0,0.0,-0.13,-0.18,24.0,sprint,1,1,5.0,accidente_long
12,9,2025,stage_3,grand-prix-chantal-biya,2.2,2025 Grand Prix Chantal Biya Stage 3.gpx,https://www.komoot.com/tour/2962549022,0.0,0.0,0.208,0.0,166.0,0.0,0.0,0.0,135.0,31.1,0.0,0.0,0.0,0.0,0.0,165.89,1672.0,1725.0,740.0,642.0,1.0,0.0,0.0,0.0,0.0,0.7886,0.0,0.0,0.0,0.0,-0.3,0.27,0.14,330.0,sprint,1,1,2.0,court_plat
12,9,2025,stage_19,vuelta-a-espana,2.UWT,2025 La Vuelta Ciclista a Espana Stage 19.gpx,https://www.komoot.com/tour/2951408371,67.7,0.0,0.279,0.854,92.9,0.992,0.212,0.0,158.0,2.22,0.267,0.0,0.0,0.0,0.0,162.09,1300.0,1041.0,1016.0,711.0,4.0,2.0,0.0,0.0,0.0,0.9355,0.9355,0.0,0.0,0.0,3.2,2.3,1.54,326.0,sprint,4,1,2.0,court_plat
13,9,2025,stage_20,vuelta-a-espana,2.UWT,2025 La Vuelta Ciclista a Espana Stage 20.gpx,https://www.komoot.com/tour/2951409375,27.7,3.46,0.188,0.881,118.0,0.0,10.5,0.0,156.0,3.42,0.0,0.164,0.0,0.0,0.0,159.87,4078.0,2665.0,2253.0,840.0,7.0,5.0,4.0,2.0,2.0,0.9997,0.9997,0.9997,0.9997,0.9997,11.0,12.33,10.3,520.0,haute_montagne,4,1,0.0,montagne
13,9,2025,stage_4,grand-prix-chantal-biya,2.2,2025 Grand Prix Chantal Biya Stage 4.gpx,https://www.komoot.com/tour/2962549570,75.6,0.0,0.211,0.0,20.4,0.0,0.0,0.0,60.2,8.66,0.0,27.4,0.0,0.0,0.0,96.18,1123.0,1127.0,729.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.27,0.9,300.0,sprint,1,1,4.0,semi_montagne_pave
13,9,2025,stage_4,turul-romaniei,2.2,2025 Turul Romaniei Stage 4.gpx,https://www.komoot.com/tour/2962815888,0.0,3.43,1.95,5.93,204.0,5.93,0.0,0.0,204.0,3.43,0.0,1.95,0.0,0.0,0.0,215.02,278.0,330.0,78.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,91.0,sprint,1,1,2.0,court_plat
13,9,2025,result,memorial-marco-pantani,1.1,2025 Memorial Marco Pantani.gpx,https://www.komoot.com/tour/2962621410,183.0,0.0,10.6,1.35,0.129,1.35,0.0,0.0,178.0,15.9,0.0,0.0,0.0,0.0,0.0,194.92,2532.0,2531.0,358.0,-1.0,10.0,6.0,3.0,0.0,0.0,0.7981,0.7462,0.4048,0.0,0.0,0.0,-0.03,-0.04,45.0,accidentee,2,0,5.0,accidente_long
14,9,2025,stage_5,turul-romaniei,2.2,2025 Turul Romaniei Stage 5.gpx,https://www.komoot.com/tour/2962816077,48.3,21.1,0.0,7.35,17.9,7.92,0.0,0.0,84.8,2.46,0.0,0.0,0.0,0.0,0.0,95.23,728.0,728.0,94.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,-0.53,-0.18,238.0,sprint,1,1,2.0,court_plat
14,9,2025,stage_5,grand-prix-chantal-biya,2.2,2025 Grand Prix Chantal Biya Stage 5.gpx,https://www.komoot.com/tour/2962550132,5.98,0.0,0.201,4.42,152.0,4.41,0.0,0.0,121.0,31.8,0.0,5.17,0.0,0.168,0.0,162.35,1664.0,1634.0,744.0,642.0,2.0,0.0,0.0,0.0,0.0,0.9536,0.0,0.0,0.0,0.0,0.5,0.23,-0.26,263.0,sprint,1,1,2.0,court_plat
14,9,2025,result,trofeo-matteotti,1.1,2025 Trofeo Matteotti.gpx,https://www.komoot.com/tour/2962814326,168.0,16.8,4.81,3.27,0.0,3.54,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,193.51,2841.0,2842.0,146.0,4.0,13.0,0.0,0.0,0.0,0.0,0.9532,0.0,0.0,0.0,0.0,0.3,-1.87,-2.28,11.0,accidentee,2,0,5.0,accidente_long
14,9,2025,result,gp-montreal,1.UWT,2025 Grand Prix Cycliste de Montreal.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.68,3821.0,3827.0,208.0,61.0,17.0,0.0,0.0,0.0,0.0,0.9576,0.0,0.0,0.0,0.0,-0.3,-0.7,-0.72,462.0,accidentee,4,0,5.0,accidente_long
14,9,2025,result,gp-de-fourmies,1.Pro,2025 GP de Fourmies / La Voix du Nord.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,sprint,3,0,,
14,9,2025,result,grote-prijs-rik-van-looy,1.2,2025 GP Rik Van Looy.gpx,https://www.komoot.com/tour/2962523530,56.2,46.4,48.2,1.41,0.774,1.04,0.127,0.0,64.3,107.0,12.2,0.0,0.127,0.0,0.0,184.68,656.0,655.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.1,-0.06,40.0,pavees,1,0,1.0,sprint_pave
15,9,2025,stage_1,tour-of-poyang-lake,2.2,2025 Tour of Poyang Lake Stage 1.gpx,https://www.komoot.com/tour/2962791297,24.0,0.0,1.7,10.2,56.6,10.2,0.0,0.0,79.8,2.46,0.0,0.0,0.0,0.0,0.0,92.04,1705.0,686.0,1047.0,25.0,2.0,2.0,1.0,1.0,1.0,0.999,0.999,0.999,0.999,0.999,5.48,4.44,4.77,340.0,arrivee_en_cote,1,1,0.0,montagne
16,9,2025,stage_2,tour-of-poyang-lake,2.2,2025 Tour of Poyang Lake Stage 2.gpx,https://www.komoot.com/tour/2962792076,100.0,0.0,0.0,2.07,0.0,2.26,0.0,0.0,89.0,11.4,0.0,0.0,0.0,0.0,0.0,102.87,411.0,399.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.3,0.22,179.0,sprint,1,1,2.0,court_plat
