rider,equipe,ate_log,ate_orig,ci_low,ci_high,significant,r2_t,r2_y,mean_cate,std_cate,p25_cate,p75_cate,n_obs,n_selected
daniel_maxime,Arkéa,-0.119193,-0.1124,-0.4118,0.2823,0,0.2737,0.2423,,,,,394,97
dauphin_florian,Arkéa,0.33659,0.4002,-0.1684,1.4658,0,0.1297,0.2263,,,,,585,42
declercq_benjamin,Arkéa,0.27651,0.3185,-0.0695,1.0727,0,0.1605,0.3883,,,,,605,88
delaplace_anthony,Arkéa,0.169567,0.1848,0.0023,0.4284,1,0.2974,0.3382,,,,,1861,470
epis_giosuè,Arkéa,-0.580979,-0.4406,-0.7181,-0.0088,1,0.5104,0.0821,,,,,576,72
fayolle_jean-loup,Arkéa,0.283455,0.3277,-0.3706,1.7118,0,0.207,0.2063,,,,,576,35
feillu_brice,Arkéa,-0.278728,-0.2433,-0.4631,0.0735,0,0.5058,0.2891,,,,,394,124
flórez_miguel_eduardo,Arkéa,-0.617303,-0.4606,-0.7073,-0.0012,1,0.4213,0.3668,,,,,476,71
fonseca_armindo,Arkéa,0.313401,0.3681,-0.2094,1.246,0,0.4232,0.3062,,,,,183,46
garcía_pierna_raúl,Arkéa,0.018647,0.0188,-0.3548,0.7651,0,0.6123,0.1408,,,,,592,135
gesbert_élie,Arkéa,-0.078807,-0.0758,-0.2635,0.1174,0,0.4164,0.3327,,,,,1861,384
gérard_arnaud,Arkéa,-0.01221,-0.0121,-0.3907,0.4766,0,0.1933,0.3214,,,,,183,53
gillet_baptiste,Arkéa,-0.364982,-0.3058,-0.5455,0.145,0,0.2956,0.173,,,,,862,58
gloux_swann,Arkéa,0.051706,0.0531,-0.6799,2.5928,0,0.1344,-0.067,,,,,277,13
grondin_donavan,Arkéa,-0.137373,-0.1284,-0.2726,0.1166,0,0.2434,0.3136,,,,,1467,277
guernalec_thibault,Arkéa,-0.057687,-0.0561,-0.2582,0.1323,0,0.294,0.3329,,,,,1877,394
guernalec_victor,Arkéa,0.264745,0.3031,-0.3754,1.2788,0,0.4535,-0.1252,,,,,277,68
hardy_romain,Arkéa,0.034069,0.0347,-0.1907,0.3715,0,0.2499,0.4178,,,,,999,240
houcou_emmanuel,Arkéa,0.346835,0.4146,-0.5061,2.5272,0,-0.0801,-0.1059,,,,,277,12
janssen_lucas,Arkéa,0.543932,0.7228,-0.0358,2.0943,0,-0.5596,0.1752,,,,,576,14
jarrier_benoît,Arkéa,-0.644946,-0.4753,-0.6278,-0.2666,1,0.3856,0.3423,,,,,523,151
le_berre_mathis,Arkéa,0.200153,0.2216,-0.0714,0.7984,0,0.4375,0.2447,,,,,1113,233
le_roux_romain,Arkéa,-0.047028,-0.0459,-0.3684,0.5973,0,0.435,0.3197,,,,,523,131
lecamus-lambert_florentin,Arkéa,0.014526,0.0146,-0.5767,0.8964,0,-0.0478,0.2725,,,,,544,22
ledanois_kévin,Arkéa,0.253151,0.2881,0.0846,0.6171,1,0.3563,0.3716,,,,,1590,381
lelandais_rémi,Arkéa,-0.389615,-0.3227,-0.7328,0.838,0,-0.0264,0.2017,,,,,576,19
louvel_matis,Arkéa,-0.060269,-0.0585,-0.2779,0.1405,0,0.3832,0.3419,,,,,1196,275
lozouet_léandre,Arkéa,0.109151,0.1153,-0.4054,1.0249,0,0.4637,0.1796,,,,,576,75
lunke_sindre,Arkéa,-0.613375,-0.4585,-0.6856,0.1701,0,0.4344,0.3355,,,,,183,46
maison_jérémy,Arkéa,0.304841,0.3564,-0.0566,1.0555,0,0.3699,0.3223,,,,,394,83
milesi_nicolas,Arkéa,-0.2944,-0.255,-0.6224,0.4626,0,0.486,0.1655,,,,,576,38
moinard_amaël,Arkéa,0.096928,0.1018,-0.2871,0.767,0,0.6363,0.2903,,,,,394,126
mozzato_luca,Arkéa,0.406187,0.5011,-0.0048,1.2091,0,0.5915,0.1554,,,,,912,202
owsian_łukasz,Arkéa,0.030074,0.0305,-0.2058,0.3107,0,0.4129,0.3315,,,,,1266,331
pajur_markus,Arkéa,0.805752,1.2384,0.1613,2.4684,1,0.2282,0.2894,,,,,476,65
pichon_laurent,Arkéa,0.053557,0.055,-0.1255,0.3702,0,0.373,0.3883,,,,,1285,366
ponomar_andrii,Arkéa,0.38568,0.4706,-0.1562,1.8779,0,0.1006,0.0583,,,,,286,39
poulard_athit,Arkéa,0.505196,0.6573,-0.4179,3.4956,0,0.3464,-0.0825,,,,,277,28
riou_alan,Arkéa,0.076708,0.0797,-0.0697,0.3652,0,0.3041,0.345,,,,,1401,368
rodríguez_cristián,Arkéa,0.066811,0.0691,-0.2513,0.7043,0,0.5847,0.1895,,,,,862,207
rouland_louis,Arkéa,0.045993,0.0471,-0.3121,0.5628,0,0.4859,0.142,,,,,576,84
svestad-bårdseng_embret,Arkéa,0.034289,0.0349,-0.3435,0.74,0,0.4172,0.159,,,,,586,82
thierry_pierre,Arkéa,0.102678,0.1081,-0.22,0.6167,0,0.3778,0.2398,,,,,833,90
tjøtta_martin,Arkéa,-0.222297,-0.1993,-0.5053,0.2154,0,0.5238,0.2037,,,,,862,89
vachon_florian,Arkéa,0.087421,0.0914,-0.3395,0.5897,0,0.5386,0.3275,,,,,523,150
vauquelin_kévin,Arkéa,0.007216,0.0072,-0.2239,0.3598,0,0.4834,0.2744,,,,,1515,233
verre_alessandro,Arkéa,0.024867,0.0252,-0.2315,0.3364,0,0.3433,0.2661,,,,,1153,244
voisard_yannis,Arkéa,1.197123,2.3106,-0.188,5.9196,0,0.3697,0.1996,,,,,245,15
zamperini_edoardo,Arkéa,-0.050068,-0.0488,-0.6098,1.1116,0,0.0478,-0.115,,,,,277,21
