nom_pcs,annee,stage,classification,max_pts
tour-de-france,2018,stage_12,2.UWT,100.0
istrian-spring-tour,2018,prologue,2.2,5.0
milano-torino,2018,result,1.HC,125.0
tour-international-des-zibans,2018,stage_1,2.2,5.0
memorial-im-j.-grundmanna-j-wizowskiego,2018,result,1.2,15.0
tour-of-utah,2018,stage_1,2.HC,30.0
national-championships-iceland---road-race,2018,result,NC,15.0
tour-of-magnificent-qinghai,2018,stage_4,2.HC,30.0
tour-du-limousin,2018,stage_2,2.1,20.0
nc-libanon-itt,2018,result,NC,15.0
tour-des-alpes-maritimes,2018,stage_2,2.1,20.0
giro-d-italia,2018,stage_13,2.UWT,80.0
nc-tunisia-itt,2018,result,NC,15.0
nc-macedonia-itt,2018,result,NC,15.0
tour-du-poitou-charentes-et-de-la-vienne,2018,stage_2,2.1,20.0
nc-italy-itt,2018,result,NC,15.0
tour-of-cappadocia,2018,stage_1,2.2,5.0
colombia-21,2018,stage_2,2.1,20.0
tour-of-hainan,2018,stage_8,2.HC,30.0
tour-de-pologne,2018,stage_1,2.UWT,50.0
vuelta-a-espana,2018,stage_17,2.UWT,80.0
tour-de-wallonie,2018,stage_5,2.HC,30.0
volta-a-portugal,2018,stage_2,2.1,20.0
tour-de-siak,2018,stage_3,2.2,5.0
gp-stad-zottegem,2018,result,1.1,75.0
omloop-het-nieuwsblad-beloften,2018,result,1.2,15.0
tour-of-oman,2018,stage_4,2.HC,30.0
gp-de-la-ville-de-nogent-sur-oise,2018,result,1.2,15.0
tour-of-magnificent-qinghai,2018,stage_3,2.HC,30.0
tour-of-the-gila,2018,stage_5,2.2,5.0
nc-latvia,2018,result,NC,15.0
e3-harelbeke,2018,result,1.UWT,225.0
tour-of-rhodes,2018,stage_3,2.2,5.0
tour-of-oman,2018,stage_3,2.HC,30.0
ruta-del-sol,2018,stage_2,2.HC,30.0
tour-of-magnificent-qinghai,2018,stage_11,2.HC,30.0
tour-du-limousin,2018,stage_3,2.1,20.0
tour-des-pays-de-savoie,2018,stage_2,2.2,5.0
vuelta-a-guatemala,2018,stage_4,2.2,5.0
paris-nice,2018,stage_5,2.UWT,50.0
panamerican-champ-itt,2018,result,CC,60.0
gp-de-la-ville-de-lillers,2018,result,1.2,15.0
tour-des-pays-de-savoie,2018,stage_4,2.2,5.0
visegrad-4-bicycle-race-gp-slovakia,2018,result,1.2,15.0
abu-dhabi-tour,2018,stage_4,2.UWT,50.0
tour-du-maroc,2018,stage_1,2.2,5.0
vuelta-al-tachira,2018,stage_10,2.2,5.0
vuelta-asturias,2018,stage_1,2.1,20.0
nc-ukraine-itt,2018,result,NC,15.0
istrian-spring-tour,2018,stage_3,2.2,5.0
tour-du-maroc,2018,stage_4,2.2,5.0
banja-luka-belgrade-i,2018,stage_1,2.1,20.0
tour-of-turkey,2018,stage_1,2.UWT,50.0
tour-de-normadie,2018,stage_4,2.2,5.0
vuelta-a-espana,2018,stage_4,2.UWT,80.0
szlakiem-grodow-piastowskich,2018,stage_1,2.2,5.0
gp-izola-butan-plin,2018,result,1.2,15.0
tour-of-taihu-lake,2018,stage_2,2.1,20.0
tour-de-france,2018,stage_20,2.UWT,100.0
gp-palio-del-recioto,2018,result,1.2U,15.0
juegos-deportivos-centroamericanos-y-del-carbie-it,2018,result,JR,20.0
visegrad-4-bicycle-race-gp-polski-via-odra,2018,result,1.2,15.0
istrian-spring-tour,2018,stage_2,2.2,5.0
giro-d-italia,2018,stage_18,2.UWT,80.0
vuelta-a-guatemala,2018,stage_8,2.2,5.0
tour-de-france,2018,stage_5,2.UWT,100.0
chrono-des-nations-u23,2018,result,1.2U,15.0
tour-d-algerie-cycliste,2018,stage_1,2.2,5.0
tour-of-thailand,2018,stage_1,2.1,20.0
chrono-kristin-armstrong,2018,result,1.2,15.0
tour-des-flandres-espoirs,2018,result,1.Ncup,15.0
ride-london-classic,2018,result,1.UWT,225.0
tour-of-magnificent-qinghai,2018,stage_8,2.HC,30.0
baltic-chain-tour,2018,stage_3,2.2,5.0
tour-international-des-zibans,2018,stage_4,2.2,5.0
giro-ciclistico-della-valle-d-aosta-mont-blanc,2018,stage_3,2.2U,5.0
oberosterreichrundfahrt,2018,stage_4,2.2,5.0
tour-of-austria,2018,stage_2,2.1,20.0
tour-du-doubs,2018,result,1.1,75.0
gp-cerami,2018,result,1.1,75.0
nc-finland,2018,result,NC,15.0
dubai-tour,2018,stage_1,2.HC,30.0
gp-di-poggiana,2018,result,1.2U,15.0
tour-de-l-ain,2018,stage_1,2.1,20.0
nc-slovenia,2018,result,NC,15.0
tour-of-denmark,2018,stage_1,2.HC,30.0
giro-d-italia,2018,stage_12,2.UWT,80.0
boucles-de-la-mayenne,2018,stage_3,2.1,20.0
nc-uzbekistan-itt,2018,result,NC,15.0
nc-cyprus,2018,result,NC,15.0
tour-de-france,2018,stage_19,2.UWT,100.0
vuelta-a-espana,2018,stage_12,2.UWT,80.0
tour-de-france,2018,stage_7,2.UWT,100.0
nc-fiji,2018,result,NC,15.0
tour-de-suisse,2018,stage_5,2.UWT,50.0
tour-of-albania,2018,stage_1,2.2,5.0
tour-de-siak,2018,stage_2,2.2,5.0
popolarissima,2018,result,1.2,15.0
gp-czech-republic,2018,result,1.2,15.0
tour-d-algerie-cycliste,2018,stage_7,2.2,5.0
tour-de-suisse,2018,stage_6,2.UWT,50.0
course-cycliste-de-solidarnosc,2018,stage_3,2.2,5.0
nc-namibia,2018,result,NC,15.0
paris-mantes-en-yvelines,2018,result,1.2,15.0
giro-d-italia,2018,stage_9,2.UWT,80.0
nc-montenegro,2018,result,NC,15.0
brabantse-pijl,2018,result,1.HC,125.0
vuelta-a-burgos,2018,stage_5,2.HC,30.0
grand-prix-international-de-la-pharmacie-centrale-,2018,result,1.2,15.0
international-azerbaijan-tour,2018,stage_3,2.1,20.0
tour-of-singkarak,2018,stage_8,2.2,5.0
vuelta-a-espana,2018,stage_1,2.UWT,80.0
nc-norway,2018,result,NC,15.0
speedy-tour-d-indonesia,2018,stage_3,2.1,20.0
tour-de-france,2018,stage_16,2.UWT,100.0
tour-of-hainan,2018,stage_6,2.HC,30.0
summer-asian-games-itt,2018,result,JC,80.0
banyuwangi-tour-de-ijen,2018,stage_2,2.2,5.0
turul-romaniei,2018,stage_2,2.2,5.0
la-tropicale-amissa-bongo,2018,stage_6,2.1,20.0
vuelta-ciclista-a-venezuela,2018,stage_1,2.2,5.0
etoile-de-besseges,2018,stage_1,2.1,20.0
tour-of-taihu-lake,2018,stage_5,2.1,20.0
vuelta-ciclista-a-venezuela,2018,stage_3,2.2,5.0
nc-great-britain-itt,2018,result,NC,15.0
tour-du-limousin,2018,stage_4,2.1,20.0
ronde-van-noord-holland,2018,result,1.2,15.0
adriatica-ionica-race,2018,stage_4,2.1,20.0
tour-du-senegal,2018,stage_2,2.2,5.0
vuelta-a-burgos,2018,stage_4,2.HC,30.0
tour-of-china-ii,2018,stage_5,2.1,20.0
paris-nice,2018,stage_3,2.UWT,50.0
tour-of-mediterrennean,2018,stage_2,2.2,5.0
nc-estonia,2018,result,NC,15.0
gp-lugano,2018,result,1.1,75.0
tour-cycliste-international-la-provence,2018,stage_2,2.1,20.0
tour-of-taihu-lake,2018,stage_7,2.1,20.0
ras-tailteann,2018,stage_5,2.2,5.0
colombia-21,2018,stage_4,2.1,20.0
tour-du-faso,2018,stage_10,2.2,5.0
oita-urban-classic,2018,result,1.2,15.0
vuelta-ciclista-a-la-provincia-de-san-juan,2018,stage_4,2.1,20.0
nc-belarus,2018,result,NC,15.0
tre-valli-varesine,2018,result,1.HC,125.0
etoile-de-besseges,2018,stage_5,2.1,20.0
nc-morocco,2018,result,NC,15.0
renewi-tour,2018,stage_7,2.UWT,50.0
vuelta-a-guatemala,2018,stage_10,2.2,5.0
nc-denmark-itt,2018,result,NC,15.0
tour-of-california,2018,stage_3,2.UWT,50.0
sibiu-cycling-tour,2018,prologue,2.1,20.0
tour-of-magnificent-qinghai,2018,stage_1,2.HC,30.0
Grande-Premio-de-Portugal-N2,2018,stage_3,2.2,5.0
itzulia-basque-country,2018,stage_3,2.UWT,50.0
nc-venezuela-itt,2018,result,NC,15.0
kreiz-breizh-elites,2018,stage_1,2.2,5.0
vuelta-a-guatemala,2018,stage_1,2.2,5.0
tour-of-thailand,2018,stage_3,2.1,20.0
dorpenomloop-rucphen,2018,result,1.2,15.0
nc-australia-itt,2018,result,NC,15.0
tour-du-maroc,2018,stage_6,2.2,5.0
nc-georgia,2018,result,NC,15.0
tour-de-lombok,2018,stage_1,2.2,5.0
adriatica-ionica-race,2018,stage_2,2.1,20.0
nc-south-africa-itt,2018,result,NC,15.0
gran-piemonte,2018,result,1.HC,125.0
itzulia-basque-country,2018,stage_6,2.UWT,50.0
faun-ardeche-classic,2018,result,1.1,75.0
tour-of-magnificent-qinghai,2018,stage_12,2.HC,30.0
vuelta-a-aragon,2018,stage_2,2.1,20.0
vuelta-a-guatemala,2018,stage_3,2.2,5.0
tour-de-normadie,2018,stage_3,2.2,5.0
schaal-schels,2018,result,1.1,75.0
scheldeprijs,2018,result,1.HC,125.0
tour-de-serbie,2018,stage_1,2.2,5.0
giro-d-italia,2018,stage_4,2.UWT,80.0
tour-of-mediterrennean,2018,stage_1,2.2,5.0
szlakiem-grodow-piastowskich,2018,stage_4,2.2,5.0
la-route-d-occitanie,2018,stage_2,2.1,20.0
arctic-race-of-norway,2018,stage_2,2.HC,30.0
tour-of-bihor-bellotto,2018,stage_1,2.2,5.0
nc-portugal2,2018,result,NC,15.0
tour-of-belgium,2018,stage_2,2.HC,30.0
tour-de-france,2018,stage_14,2.UWT,100.0
dookola-mazowsza,2018,prologue,2.2,5.0
nc-morocco-itt,2018,result,NC,15.0
gp-internacional-beiras-e-serra-da-estrela,2018,stage_1,2.1,20.0
vuelta-asturias,2018,stage_2,2.1,20.0
tour-of-black-sea,2018,stage_1,2.2,5.0
vuelta-a-espana,2018,stage_11,2.UWT,80.0
tour-d-algerie-cycliste,2018,stage_4,2.2,5.0
baltyk-karkonosze-tour,2018,stage_4,2.2,5.0
tour-de-france,2018,stage_10,2.UWT,100.0
szlakiem-walk-majora-hubala,2018,stage_2,2.1,20.0
vuelta-ciclista-a-la-provincia-de-san-juan,2018,stage_3,2.1,20.0
nc-sweden,2018,result,NC,15.0
volta-ao-alentejo,2018,stage_2,2.2,5.0
nc-india-rr,2018,result,NC,15.0
vuelta-a-la-comunidad-valenciana,2018,stage_4,2.1,20.0
puchar-uzdrowisk-karpackich,2018,result,1.2,15.0
hammer-sportzone-limburg,2018,stage_3,2.1,8.0
paris-bourges,2018,result,1.1,75.0
vuelta-a-burgos,2018,stage_1,2.HC,30.0
klasika-primavera,2018,result,1.1,75.0
ronde-de-l-oise,2018,stage_3,2.2,5.0
grand-prix-alanya,2018,result,1.2,15.0
tour-of-norway,2018,stage_3,2.HC,30.0
hansa-bygg-kalmar-grand-prix,2018,result,1.2,15.0
le-triptyque-des-monts-et-chateaux,2018,stage_1,2.2U,5.0
nc-uzbekistan,2018,result,NC,15.0
tour-auvergne-rhone-alpes,2018,stage_6,2.UWT,50.0
summer-asian-games,2018,result,JC,175.0
tour-de-kumano,2018,prologue,2.2,5.0
tour-of-utah,2018,stage_4,2.HC,30.0
tour-of-szeklerland,2018,stage_2,2.2,5.0
kreiz-breizh-elites,2018,stage_2,2.2,5.0
Grande-Premio-de-Portugal-N2,2018,stage_4,2.2,5.0
slag-om-norg,2018,result,1.1,75.0
vuelta-internacional-ciclista-michoacan,2018,stage_1,2.2,5.0
asian-cycling-championships-itt,2018,result,CC,60.0
renewi-tour,2018,stage_2,2.UWT,50.0
ruta-del-sol,2018,stage_1,2.HC,30.0
nc-kuwait,2018,result,NC,15.0
fleche-du-sud,2018,stage_2,2.2,5.0
gp-montreal,2018,result,1.UWT,225.0
nc-australia,2018,result,NC,15.0
tour-du-senegal,2018,stage_3,2.2,5.0
tour-of-singkarak,2018,stage_5,2.2,5.0
tour-du-gevaudan-languedoc-roussillon,2018,result,1.2,15.0
tour-of-austria,2018,stage_4,2.1,20.0
nc-belgium,2018,result,NC,15.0
itzulia-basque-country,2018,stage_4,2.UWT,50.0
nc-moldova,2018,result,NC,15.0
tour-of-slovenia,2018,stage_2,2.1,20.0
tour-de-taiwan,2018,stage_4,2.1,20.0
nc-eritrea,2018,result,NC,15.0
oceania-continental-championships-itt,2018,result,CC,60.0
tour-du-maroc,2018,stage_8,2.2,5.0
volta-a-portugal,2018,prologue,2.1,20.0
tour-of-slovenia,2018,stage_1,2.1,20.0
giro-d-italia,2018,stage_1,2.UWT,80.0
gran-premio-miguel-indurain,2018,result,1.1,75.0
visegrad-4-bicycle-race-gp-hungary,2018,result,1.2,15.0
paris-tours-espoirs,2018,result,1.2U,15.0
tour-of-estonia,2018,stage_1,2.1,20.0
volta-a-portugal,2018,stage_3,2.1,
tour-du-poitou-charentes-et-de-la-vienne,2018,stage_4,2.1,20.0
fleche-du-sud,2018,stage_3,2.2,5.0
nc-iran-itt,2018,result,NC,15.0
tour-du-poitou-charentes-et-de-la-vienne,2018,stage_1,2.1,20.0
nc-kazakhstan,2018,result,NC,15.0
trofeo-citta-di-brescia,2018,result,1.2,15.0
nc-mongolia,2018,result,NC,15.0
nokere-koerse,2018,result,1.HC,125.0
fleche-du-sud,2018,stage_4,2.2,5.0
paris-chauny-classique,2018,result,1.1,75.0
colombia-21,2018,stage_3,2.1,20.0
nc-albania,2018,result,NC,15.0
nc-romania,2018,result,NC,15.0
la-tropicale-amissa-bongo,2018,stage_5,2.1,20.0
tour-internationale-d-oranie,2018,stage_1,2.2,5.0
nc-south-korea-itt,2018,result,NC,15.0
olympias-tour,2018,stage_3,2.2U,5.0
nc-hungary-itt,2018,result,NC,15.0
danish-championships,2018,result,NC,15.0
vuelta-internacional-ciclista-michoacan,2018,stage_4,2.2,5.0
tour-of-norway,2018,stage_2,2.HC,30.0
tour-du-finistere,2018,result,1.1,75.0
tacx-pro-classic,2018,result,1.1,75.0
nc-guatemala-itt,2018,result,NC,15.0
tour-de-wallonie,2018,stage_1,2.HC,30.0
five-rings-of-moscow,2018,stage_1,2.2,5.0
tour-de-hongrie,2018,stage_4,2.1,20.0
int-raiffeisen-gp-judendorf-strassengel,2018,result,1.2,15.0
tour-du-senegal,2018,stage_8,2.2,5.0
region-pays-de-la-loire,2018,stage_3,2.1,20.0
japan-cup,2018,result,1.HC,125.0
tour-de-france,2018,stage_1,2.UWT,100.0
tour-cycliste-international-la-provence,2018,stage_1,2.1,20.0
gp-industrie-del-marmo,2018,result,1.2U,15.0
volta-ao-algarve,2018,stage_5,2.HC,30.0
tour-de-lombok,2018,stage_2,2.2,5.0
tour-of-antalya,2018,stage_4,2.2,5.0
paris-nice,2018,stage_2,2.UWT,50.0
tour-de-beauce,2018,stage_2,2.2,5.0
fleche-du-sud,2018,stage_5,2.2,5.0
nc-bermuda,2018,result,NC,15.0
giro-d-italia,2018,stage_17,2.UWT,80.0
circuito-de-getxo,2018,result,1.1,75.0
la-route-d-occitanie,2018,stage_1,2.1,20.0
giro-d-italia,2018,stage_6,2.UWT,80.0
tour-de-suisse,2018,stage_7,2.UWT,50.0
rhone-alpes-isere-tour,2018,stage_2,2.2,5.0
tour-du-loir-et-cher,2018,stage_1,2.2,5.0
cyclassics-hamburg,2018,result,1.UWT,225.0
tour-of-albania,2018,stage_3,2.2,5.0
tour-de-france,2018,stage_6,2.UWT,100.0
tour-de-suisse,2018,stage_4,2.UWT,50.0
okolo-slovenska,2018,stage_4,2.1,20.0
tour-de-pologne,2018,stage_4,2.UWT,50.0
turul-romaniei,2018,stage_4,2.2,5.0
tour-of-austria,2018,stage_3,2.1,20.0
tour-de-kumano,2018,stage_3,2.2,5.0
volta-ao-alentejo,2018,stage_5,2.2,5.0
tour-of-oman,2018,stage_6,2.HC,30.0
amstel-gold-race,2018,result,1.UWT,225.0
speedy-tour-d-indonesia,2018,stage_1,2.1,20.0
tour-auvergne-rhone-alpes,2018,prologue,2.UWT,50.0
tour-of-croatia,2018,stage_3,2.HC,30.0
bretagne-classic,2018,result,1.UWT,225.0
nc-cuba-road-race,2018,result,NC,15.0
nc-new-zealand,2018,result,NC,15.0
vuelta-a-espana,2018,stage_19,2.UWT,80.0
grand-prix-criquielion,2018,result,1.2,15.0
tour-of-xingtai,2018,stage_2,2.2,5.0
africa-cup-itt,2018,result,1.2,15.0
vuelta-a-espana,2018,stage_8,2.UWT,80.0
tour-alsace,2018,stage_3,2.2,5.0
tour-of-california,2018,stage_5,2.UWT,50.0
tour-of-antalya,2018,stage_1,2.2,5.0
nc-czech-republic2,2018,result,NC,15.0
gp-bruno-beghelli,2018,result,1.HC,125.0
vuelta-internacional-a-costa-rica,2018,stage_9,2.2,5.0
tour-of-guangxi,2018,stage_6,2.UWT,50.0
tour-of-britain,2018,stage_6,2.HC,30.0
tour-of-britain,2018,stage_1,2.HC,30.0
vuelta-international-a-la-cominudad-de-madrid,2018,stage_3,2.1,20.0
tour-of-magnificent-qinghai,2018,stage_5,2.HC,30.0
toscana-terra-di-ciclismo,2018,stage_2,2.2U,5.0
nc-germany,2018,result,NC,15.0
colombia-21,2018,stage_5,2.1,20.0
giro-dell-appennino,2018,result,1.1,75.0
tour-de-wallonie,2018,stage_2,2.HC,30.0
arctic-race-of-norway,2018,stage_1,2.HC,30.0
hammer-stavanger,2018,stage_1,2.1,
tour-des-pays-de-savoie,2018,stage_1,2.2,5.0
tour-of-xingtai,2018,stage_3,2.2,5.0
nc-india-itt,2018,result,NC,15.0
oberosterreichrundfahrt,2018,stage_2,2.2,5.0
tour-of-cappadocia,2018,stage_2,2.2,5.0
coppa-bernocchi,2018,result,1.1,75.0
arno-wallaard-memorial,2018,result,1.2,15.0
rhone-alpes-isere-tour,2018,stage_4,2.2,5.0
vuelta-internacional-ciclista-michoacan,2018,stage_5,2.2,5.0
tour-de-serbie,2018,stage_2,2.2,5.0
etoile-de-besseges,2018,stage_2,2.1,20.0
circuit-des-ardennes,2018,stage_1,2.2,5.0
circuit-des-ardennes,2018,stage_4,2.2,5.0
la-tropicale-amissa-bongo,2018,stage_4,2.1,20.0
nc-hungary,2018,result,NC,15.0
dookola-mazowsza,2018,stage_1,2.2,5.0
tour-of-rhodes,2018,stage_2,2.2,5.0
tour-of-faith-sultan-mehmet,2018,stage_1,2.2,5.0
itzulia-basque-country,2018,stage_5,2.UWT,50.0
mersin-mediterranean-games,2018,result,JR,25.0
tour-de-romandie,2018,stage_2,2.UWT,50.0
ronde-van-overijssel,2018,result,1.2,15.0
trofeo-edil-c-u23,2018,result,1.2U,15.0
tour-du-faso,2018,stage_7,2.2,5.0
volta-a-portugal,2018,stage_4,2.1,
tour-of-taihu-lake,2018,prologue,2.1,20.0
tour-of-china-ii,2018,stage_4,2.1,20.0
tour-d-algerie-cycliste,2018,stage_2,2.2,5.0
tour-auvergne-rhone-alpes,2018,stage_2,2.UWT,50.0
gp-horsens,2018,result,1.1,75.0
volta-a-portugal,2018,stage_7,2.1,20.0
tour-of-rwanda,2018,stage_2,2.2,5.0
nc-puerto-rico-itt,2018,result,NC,15.0
vuelta-ciclista-a-venezuela,2018,stage_8,2.2,5.0
course-cycliste-de-solidarnosc,2018,stage_5,2.2,5.0
vuelta-a-espana,2018,stage_15,2.UWT,80.0
tour-de-korea,2018,stage_4,2.1,20.0
nc-singapore-itt2,2018,result,NC,15.0
nc-latvia-itt,2018,result,NC,15.0
ronde-van-vlaanderen,2018,result,1.UWT,275.0
tour-du-maroc,2018,stage_7,2.2,5.0
nc-mexico-itt,2018,result,NC,15.0
ronde-de-l-isard,2018,stage_2,2.2U,5.0
tour-of-antalya,2018,stage_2,2.2,5.0
paris-tours,2018,result,1.HC,125.0
tour-of-turkey,2018,stage_6,2.UWT,50.0
volta-ao-algarve,2018,stage_1,2.HC,30.0
baltyk-karkonosze-tour,2018,stage_2,2.2,5.0
tour-down-under,2018,stage_5,2.UWT,50.0
commonwealth-games-itt2,2018,result,JR,20.0
vuelta-a-espana,2018,stage_9,2.UWT,80.0
hammer-sportzone-limburg,2018,stage_2,2.1,8.0
vuelta-a-guatemala,2018,stage_6,2.2,5.0
tour-of-cappadocia,2018,stage_3,2.2,5.0
tour-alsace,2018,stage_4,2.2,5.0
vuelta-internacional-a-costa-rica,2018,stage_5,2.2,5.0
le-triptyque-des-monts-et-chateaux,2018,stage_2,2.2U,5.0
abu-dhabi-tour,2018,stage_2,2.UWT,50.0
nc-serbia,2018,result,NC,15.0
vuelta-al-tachira,2018,stage_2,2.2,5.0
tour-of-china,2018,stage_6,2.1,20.0
toscana-terra-di-ciclismo,2018,stage_3,2.2U,5.0
circuito-del-porto-trofeo-arvedi,2018,result,1.2,15.0
tour-of-the-gila,2018,stage_4,2.2,5.0
volta-a-portugal,2018,stage_5,2.1,20.0
tour-of-thailand,2018,stage_5,2.1,20.0
baltic-chain-tour,2018,stage_2,2.2,5.0
banyuwangi-tour-de-ijen,2018,stage_4,2.2,5.0
tour-of-singkarak,2018,stage_1,2.2,5.0
colorado-classic,2018,stage_1,2.HC,30.0
v4-special-series-debrecen---ibrany,2018,result,1.2,15.0
le-tour-de-bretagne,2018,stage_5,2.2,5.0
szlakiem-walk-majora-hubala,2018,stage_4,2.1,20.0
race-horizon-park,2018,result,1.2,15.0
vuelta-al-tachira,2018,stage_9,2.2,5.0
4-jours-de-dunkerque,2018,stage_5,2.HC,30.0
vuelta-ciclista-a-la-provincia-de-san-juan,2018,stage_6,2.1,20.0
herald-sun-tour,2018,stage_1,2.1,20.0
ronde-de-l-oise,2018,stage_4,2.2,5.0
tour-du-faso,2018,stage_8,2.2,5.0
tour-alsace,2018,stage_2,2.2,5.0
tour-de-france,2018,stage_4,2.UWT,100.0
coppa-della-pace-trofeo-flli-anelli,2018,result,1.2,15.0
tour-of-fuzhou,2018,stage_1,2.1,20.0
nc-russia,2018,result,NC,15.0
volta-a-portugal,2018,stage_6,2.1,
tour-du-poitou-charentes-et-de-la-vienne,2018,stage_5,2.1,20.0
giro-d-italia,2018,stage_14,2.UWT,80.0
tour-of-albania,2018,stage_5,2.2,5.0
deia-trophy,2018,result,1.1,75.0
nc-hong-kong,2018,result,NC,15.0
volta-ao-alentejo,2018,stage_3,2.2,5.0
vuelta-ciclista-a-venezuela,2018,stage_7,2.2,5.0
nc-mauritius-itt,2018,result,NC,15.0
tour-of-china-ii,2018,stage_2,2.1,20.0
tour-of-rwanda,2018,stage_4,2.2,5.0
international-azerbaijan-tour,2018,stage_2,2.1,20.0
vuelta-ciclista-a-la-provincia-de-san-juan,2018,stage_7,2.1,20.0
le-tour-de-bretagne,2018,stage_4,2.2,5.0
nc-croatia-itt,2018,result,NC,15.0
ringerike-gp,2018,result,1.2,15.0
giro-d-italia,2018,stage_19,2.UWT,80.0
rhodes-gp,2018,result,1.2,15.0
nc-estonia-itt,2018,result,NC,15.0
new-zealand-cycle-classic,2018,stage_1,2.2,5.0
banyuwangi-tour-de-ijen,2018,stage_3,2.2,5.0
tour-de-cote-d-ivoire,2018,stage_4,2.2,5.0
baltyk-karkonosze-tour,2018,stage_5,2.2,5.0
vuelta-internacional-a-costa-rica,2018,stage_8,2.2,5.0
tour-of-szeklerland,2018,stage_1,2.2,5.0
piccolo-giro-di-lombardia,2018,result,1.2U,
tour-of-austria,2018,stage_5,2.1,20.0
tour-of-sharjah,2018,stage_1,2.1,20.0
tour-of-belgium,2018,stage_4,2.HC,30.0
tour-de-luxembourg,2018,stage_1,2.HC,30.0
liege-bastogne-liege,2018,result,1.UWT,275.0
tour-of-hainan,2018,stage_3,2.HC,30.0
memorial-marco-pantani,2018,result,1.1,75.0
tour-of-croatia,2018,stage_5,2.HC,30.0
african-continental-championships-itt,2018,result,CC,60.0
colorado-classic,2018,stage_4,2.HC,30.0
tour-de-taiwan,2018,stage_1,2.1,20.0
tour-of-slovenia,2018,stage_3,2.1,20.0
Grande-Premio-de-Portugal-N2,2018,stage_5,2.2,5.0
vuelta-a-la-comunidad-valenciana,2018,stage_5,2.1,20.0
five-rings-of-moscow,2018,prologue,2.2,5.0
tour-of-magnificent-qinghai,2018,stage_10,2.HC,30.0
tour-du-cameroun,2018,stage_5,2.2,5.0
gp-d-ouverture,2018,result,1.1,75.0
4-jours-de-dunkerque,2018,stage_1,2.HC,30.0
giro-d-italia,2018,stage_2,2.UWT,80.0
int-wielertrofee-jong-maar-moedig-iwt,2018,result,1.2,15.0
nc-ukraine,2018,result,NC,15.0
ras-tailteann,2018,stage_1,2.2,5.0
nc-luxembourg,2018,result,NC,15.0
gp-de-plumelec,2018,result,1.1,75.0
la-route-d-occitanie,2018,stage_3,2.1,20.0
hammer-sportzone-limburg,2018,stage_1,2.1,
race-horizon-park-2,2018,result,1.2,15.0
gp-cycliste-de-gemenc,2018,stage_2,2.2,5.0
vuelta-a-aragon,2018,stage_1,2.1,20.0
nc-macedonia,2018,result,NC,15.0
skive-lobet,2018,result,1.2,15.0
nc-brazil,2018,result,NC,15.0
tour-de-limpopo,2018,stage_4,2.2,5.0
world-championship-itt,2018,result,WC,250.0
ruta-del-sol,2018,stage_3,2.HC,30.0
tour-of-magnificent-qinghai,2018,stage_9,2.HC,30.0
vuelta-internacional-a-costa-rica,2018,stage_6,2.2,
tour-de-pologne,2018,stage_5,2.UWT,50.0
grand-prix-chantal-biya,2018,stage_1,2.2,5.0
tour-of-california,2018,stage_2,2.UWT,50.0
vuelta-international-a-la-cominudad-de-madrid,2018,stage_1,2.1,20.0
nc-slovenia-itt,2018,result,NC,15.0
gp-d-isbergues,2018,result,1.1,75.0
tour-de-cote-d-ivoire,2018,stage_1,2.2,5.0
paris-troyes,2018,result,1.2,15.0
tour-of-guangxi,2018,stage_5,2.UWT,50.0
heist-op-den-berg,2018,result,1.1,75.0
volta-ao-algarve,2018,stage_4,2.HC,30.0
la-fleche-wallonne,2018,result,1.UWT,225.0
czech-tour,2018,stage_3,2.1,20.0
oberosterreichrundfahrt,2018,stage_1,2.2,5.0
nc-kosovo-itt,2018,result,NC,15.0
gp-cycliste-de-gemenc,2018,stage_1,2.2,5.0
tour-de-hongrie,2018,stage_5,2.1,20.0
tour-de-romandie,2018,prologue,2.UWT,50.0
la-tropicale-amissa-bongo,2018,stage_1,2.1,20.0
tour-of-quanzhou-bay,2018,stage_3,2.2,5.0
memorial-philippe-van-coningsloo,2018,result,1.2,15.0
tour-of-utah,2018,stage_2,2.HC,30.0
great-war-remembrance-race,2018,result,1.1,75.0
tour-of-rwanda,2018,stage_6,2.2,5.0
volta-a-catalunya,2018,stage_3,2.UWT,50.0
circuit-de-wallonie,2018,result,1.2,15.0
szlakiem-grodow-piastowskich,2018,stage_2,2.2,5.0
tour-du-maroc,2018,stage_9,2.2,5.0
trofeu-da-arrabida,2018,result,1.2,15.0
tour-of-the-alps,2018,stage_4,2.HC,30.0
panamerican-championships,2018,result,CC,150.0
tour-of-mesopotamia,2018,stage_3,2.2,5.0
tour-de-romandie,2018,stage_5,2.UWT,50.0
szlakiem-walk-majora-hubala,2018,stage_3,2.1,20.0
dwars-door-de-vlaamse-ardennen,2018,result,1.2,15.0
tour-de-cote-d-ivoire,2018,stage_3,2.2,5.0
tour-de-beauce,2018,stage_1,2.2,5.0
tour-of-china,2018,stage_2,2.1,20.0
nc-france,2018,result,NC,15.0
tour-de-cote-d-ivoire,2018,stage_6,2.2,5.0
ronde-de-l-isard,2018,stage_3,2.2U,5.0
vuelta-a-espana,2018,stage_21,2.UWT,80.0
tour-of-singkarak,2018,stage_4,2.2,5.0
gp-adria-mobil,2018,result,1.2,15.0
tour-cycliste-international-la-provence,2018,stage_3,2.1,20.0
tour-of-malopolska,2018,stage_1,2.2,5.0
nc-poland-itt,2018,result,NC,15.0
