nom_pcs,annee,stage,classification,max_pts
kuurne-brussel-kuurne,2017,result,1.HC,125.0
nc-belarus-itt,2017,result,NC,15.0
oceania-continental-championships-u23-itt,2017,result,CC,20.0
volta-ao-algarve,2017,stage_2,2.HC,30.0
vuelta-al-tachira,2017,stage_10,2.2,5.0
joe-martin-stage-race-me,2017,stage_4,2.2,5.0
tour-of-szeklerland,2017,stage_2,2.2,5.0
vuelta-ciclista-a-venezuela,2017,stage_3,2.2,5.0
int-raiffeisen-gp-judendorf-strassengel,2017,result,1.2,15.0
ronde-van-midden-nederland,2017,stage_2,2.2,5.0
tour-of-alberta,2017,stage_2,2.1,20.0
vuelta-al-tachira,2017,stage_4,2.2,5.0
vuelta-pilsen-a-colombia,2017,stage_3,2.2,5.0
gp-czech-republic,2017,result,1.2,15.0
tour-of-china,2017,stage_4,2.1,20.0
vuelta-independencia-nacional,2017,stage_5,2.2,5.0
tour-de-langkawi,2017,stage_7,2.HC,30.0
gp-impanis-van-petegem,2017,result,1.HC,125.0
region-pays-de-la-loire,2017,stage_4,2.1,20.0
tour-auvergne-rhone-alpes,2017,stage_6,2.UWT,50.0
massawa-circuit,2017,result,1.2,15.0
boucles-de-l-aulne,2017,result,1.1,75.0
tour-des-fjords,2017,stage_5,2.1,20.0
tour-of-quanzhou-bay,2017,stage_2,2.2,5.0
tour-du-faso,2017,stage_5,2.2,5.0
gp-internacional-beiras-e-serra-da-estrela,2017,stage_2,2.1,20.0
five-rings-of-moscow,2017,stage_2,2.2,5.0
tour-de-suisse,2017,stage_3,2.UWT,50.0
tour-down-under,2017,stage_4,2.UWT,50.0
tour-du-jura-cycliste,2017,stage_2,2.2,5.0
tour-de-tunisie,2017,stage_3,2.2,5.0
nc-cuba-road-race,2017,result,NC,15.0
destination-thy,2017,result,1.2,15.0
tour-of-oman,2017,stage_2,2.HC,30.0
abu-dhabi-tour,2017,stage_3,2.UWT,50.0
renewi-tour,2017,stage_3,2.UWT,50.0
baltyk-karkonosze-tour,2017,stage_1,2.2,5.0
tour-de-taiwan,2017,stage_3,2.1,20.0
tour-of-guangxi,2017,stage_3,2.UWT,50.0
nc-azerbaijan-itt,2017,result,NC,15.0
baltyk-karkonosze-tour,2017,stage_4,2.2,5.0
nc-slovakia-itt,2017,result,NC,15.0
vuelta-pilsen-a-colombia,2017,stage_4,2.2,5.0
nc-south-korea-itt,2017,result,NC,15.0
schaal-schels,2017,result,1.1,75.0
omloop-eurometropool,2017,result,1.1,75.0
memorial-andrzeja-trochanowskiego,2017,result,1.2,15.0
tour-de-hongrie,2017,stage_3,2.2,5.0
sibiu-cycling-tour,2017,stage_3,2.1,20.0
tour-des-fjords,2017,stage_2,2.1,20.0
tour-de-flores,2017,stage_6,2.2,5.0
tour-de-hokkaido,2017,stage_1,2.2,5.0
fleche-du-sud,2017,stage_1,2.2,5.0
tour-of-alberta,2017,stage_3,2.1,20.0
tour-of-california,2017,stage_3,2.UWT,50.0
paris-nice,2017,stage_3,2.UWT,50.0
tour-de-cote-d-ivoire,2017,stage_3,2.2,5.0
vuelta-ciclista-de-chile,2017,stage_1,2.2,5.0
tour-of-britain,2017,stage_5,2.HC,30.0
nc-finland,2017,result,NC,15.0
vuelta-al-tachira,2017,stage_6,2.2,5.0
tour-de-flores,2017,stage_2,2.2,5.0
vuelta-a-castilla-y-leon,2017,stage_3,2.1,20.0
arctic-race-of-norway,2017,stage_2,2.HC,30.0
tour-of-utah,2017,stage_1,2.HC,30.0
tour-du-maroc,2017,stage_6,2.2,5.0
vuelta-a-espana,2017,stage_14,2.UWT,80.0
tour-of-rwanda,2017,prologue,2.2,5.0
giro-dell-emilia,2017,result,1.HC,125.0
tour-of-mersin,2017,stage_1,2.2,5.0
ruota-d-oro-gp-festa-del-perdono,2017,result,1.2U,15.0
tour-of-china-ii,2017,stage_3,2.1,20.0
tour-de-taiwan,2017,stage_2,2.1,20.0
hansa-bygg-kalmar-grand-prix,2017,result,1.2,15.0
tour-of-california,2017,stage_4,2.UWT,50.0
giro-d-italia,2017,stage_1,2.UWT,80.0
tour-of-taihu-lake,2017,stage_3,2.1,20.0
druivenkoers-overijse,2017,result,1.1,75.0
tour-de-france,2017,stage_6,2.UWT,100.0
nc-ireland-itt,2017,result,NC,15.0
tour-of-taihu-lake,2017,stage_4,2.1,20.0
nc-estonia,2017,result,NC,15.0
tour-down-under,2017,stage_5,2.UWT,50.0
tour-de-tochigi,2017,stage_2,2.2,5.0
dookola-mazowsza,2017,stage_3,2.2,5.0
tour-de-delta,2017,result,1.2,15.0
vuelta-ciclista-a-venezuela,2017,stage_7,2.2,5.0
trofeu-da-arrabida,2017,result,1.2,15.0
scheldeprijs,2017,result,1.HC,125.0
tour-of-mersin,2017,stage_2,2.2,5.0
nc-belarus,2017,result,NC,15.0
tour-de-beauce,2017,stage_2,2.2,5.0
tour-de-cote-d-ivoire,2017,stage_5,2.2,5.0
boucles-de-la-mayenne,2017,stage_3,2.1,20.0
giro-d-italia,2017,stage_13,2.UWT,80.0
paris-nice,2017,stage_1,2.UWT,50.0
tour-de-ribas,2017,result,1.2,15.0
tour-du-cameroun,2017,stage_1,2.2,5.0
nc-kazakhstan,2017,result,NC,15.0
boucles-de-la-mayenne,2017,prologue,2.1,20.0
tour-de-taiwan,2017,stage_1,2.1,20.0
vuelta-al-tachira,2017,stage_5,2.2,5.0
tour-of-oman,2017,stage_4,2.HC,30.0
le-tour-de-filipinas,2017,stage_3,2.2,5.0
itzulia-basque-country,2017,stage_5,2.UWT,50.0
tour-auvergne-rhone-alpes,2017,stage_8,2.UWT,50.0
tour-of-ankara,2017,stage_2,2.2,5.0
tour-de-suisse,2017,stage_2,2.UWT,50.0
tour-of-denmark,2017,stage_5,2.HC,30.0
nc-namibia,2017,result,NC,15.0
nc-sweden,2017,result,NC,15.0
tour-de-molvccas,2017,stage_5,2.2,5.0
tour-of-albania,2017,stage_3,2.2,5.0
nc-austria2,2017,result,NC,15.0
vuelta-a-espana,2017,stage_4,2.UWT,80.0
ride-london-classic,2017,result,1.UWT,225.0
vuelta-independencia-nacional,2017,stage_2,2.2,5.0
tour-de-france,2017,stage_19,2.UWT,100.0
jelajah-malaysia,2017,stage_2,2.2,5.0
nc-czech-republic-itt,2017,result,NC,15.0
course-cycliste-de-solidarnosc,2017,stage_1,2.2,5.0
tour-de-france,2017,stage_17,2.UWT,100.0
milano-sanremo,2017,result,1.UWT,275.0
sibiu-cycling-tour,2017,stage_2,2.1,20.0
int-wielertrofee-jong-maar-moedig-iwt,2017,result,1.2,15.0
la-tropicale-amissa-bongo,2017,stage_7,2.1,20.0
ras-tailteann,2017,stage_7,2.2,5.0
vuelta-a-la-comunidad-valenciana,2017,stage_3,2.1,20.0
grote-prijs-stad-sint-niklaas2,2017,result,1.2,15.0
ronde-van-noord-holland,2017,result,1.2,15.0
vuelta-ciclista-a-venezuela,2017,stage_1,2.2,5.0
scandinavian-race-uppsala,2017,result,1.2,15.0
volta-ao-algarve,2017,stage_1,2.HC,30.0
memorial-marco-pantani,2017,result,1.1,75.0
giro-d-italia,2017,stage_18,2.UWT,80.0
vuelta-al-tachira,2017,stage_7,2.2,5.0
de-kustpijl,2017,result,1.2,15.0
deia-trophy,2017,result,1.1,75.0
minsk-cup,2017,result,1.2,15.0
tour-of-utah,2017,stage_3,2.HC,30.0
tacx-pro-classic,2017,result,1.1,75.0
dorpenomloop-rucphen,2017,result,1.2,15.0
tour-of-china,2017,stage_5,2.1,20.0
tour-de-normadie,2017,stage_1,2.2,5.0
tour-of-turkey,2017,stage_2,2.UWT,50.0
renewi-tour,2017,stage_2,2.UWT,50.0
gp-cycliste-de-gemenc,2017,stage_1,2.2,5.0
prueba-villafranca,2017,result,1.1,75.0
brussels-cycling-classic,2017,result,1.HC,125.0
japan-cup,2017,result,1.HC,125.0
tour-of-california,2017,stage_6,2.UWT,50.0
nc-tunisia-itt,2017,result,NC,15.0
ronde-de-l-isard,2017,stage_2,2.2U,5.0
cascade-cycling-classic,2017,stage_2,2.2,5.0
memorial-philippe-van-coningsloo,2017,result,1.2,15.0
tour-of-guangxi,2017,stage_2,2.UWT,50.0
ncgreat-britain,2017,result,NC,15.0
great-ocean-road-race,2017,result,1.UWT,225.0
kreiz-breizh-elites,2017,stage_1,2.2,5.0
trofej-umag,2017,result,1.2,15.0
vuelta-pilsen-a-colombia,2017,stage_11,2.2,5.0
ras-tailteann,2017,stage_6,2.2,5.0
la-tropicale-amissa-bongo,2017,stage_5,2.1,20.0
jelajah-malaysia,2017,stage_3,2.2,5.0
tour-of-belgium,2017,stage_3,2.HC,30.0
tour-de-luxembourg,2017,stage_1,2.HC,30.0
tour-de-korea,2017,stage_3,2.1,20.0
memorial-im-j.-grundmanna-j-wizowskiego,2017,result,1.2,15.0
new-zealand-cycle-classic,2017,stage_5,2.2,5.0
herald-sun-tour,2017,prologue,2.1,20.0
dwars-door-het-hageland,2017,result,1.1,75.0
tour-de-hongrie,2017,stage_5,2.2,5.0
tour-du-poitou-charentes-et-de-la-vienne,2017,stage_4,2.1,20.0
chrono-des-nations,2017,result,1.1,75.0
tour-de-kumano,2017,prologue,2.2,5.0
tour-of-fuzhou,2017,stage_5,2.1,20.0
tour-du-senegal,2017,stage_6,2.2,5.0
tour-du-doubs,2017,result,1.1,75.0
tour-of-singkarak,2017,stage_8,2.2,5.0
nc-austria-itt,2017,result,NC,15.0
herald-sun-tour,2017,stage_4,2.1,20.0
tour-de-hokkaido,2017,stage_2,2.2,5.0
tour-of-slovenia,2017,stage_4,2.1,20.0
vuelta-asturias,2017,stage_3,2.1,20.0
vuelta-a-la-comunidad-valenciana,2017,stage_4,2.1,20.0
challenge-du-prince,2017,result,1.2,15.0
gp-quebec,2017,result,1.UWT,225.0
tour-of-magnificent-qinghai,2017,stage_9,2.HC,30.0
tour-of-slovenia,2017,stage_2,2.1,20.0
tour-de-france,2017,stage_12,2.UWT,100.0
tour-of-croatia,2017,stage_6,2.1,20.0
szlakiem-grodow-piastowskich,2017,stage_2,2.2,5.0
tour-des-pays-de-savoie,2017,stage_5,2.2,5.0
paris-nice,2017,stage_6,2.UWT,50.0
international-azerbaijan-tour,2017,stage_6,2.1,20.0
circuit-de-wallonie,2017,result,1.2,15.0
tour-of-singkarak,2017,stage_4,2.2,5.0
etoile-de-besseges,2017,stage_5,2.1,20.0
gp-oued-eddahab,2017,result,1.2,15.0
tour-de-france,2017,stage_20,2.UWT,100.0
la-poly-normande,2017,result,1.1,75.0
nc-uzbekistan-itt,2017,result,NC,15.0
tour-auvergne-rhone-alpes,2017,stage_5,2.UWT,50.0
tour-de-france,2017,stage_4,2.UWT,100.0
course-de-la-paix-u23,2017,stage_2,2.Ncup,5.0
nc-benin,2017,result,NC,15.0
banyuwangi-tour-de-ijen,2017,stage_1,2.2,5.0
tour-of-britain,2017,stage_1,2.HC,30.0
szlakiem-walk-majora-hubala,2017,stage_4,2.1,20.0
nc-guatemala-itt,2017,result,NC,15.0
korona-kocich-gor,2017,result,1.2,15.0
veenendaal-veenendaal,2017,result,1.1,75.0
banja-luka-belgrade-i,2017,result,1.2,15.0
tour-of-thailand,2017,stage_4,2.1,20.0
coupe-des-nations-ville-saguenay,2017,stage_1,2.2,5.0
colorado-classic,2017,stage_3,2.HC,30.0
tour-of-rwanda,2017,stage_6,2.2,5.0
giro-d-italia,2017,stage_8,2.UWT,80.0
tour-of-britain,2017,stage_8,2.HC,30.0
five-rings-of-moscow,2017,stage_1,2.2,5.0
okolo-slovenska,2017,stage_3,2.1,20.0
baltyk-karkonosze-tour,2017,stage_2,2.2,5.0
la-tropicale-amissa-bongo,2017,stage_2,2.1,20.0
tour-eritrea,2017,stage_4,2.2,5.0
omloop-mandel-leie-schelde-meulebeke,2017,result,1.1,75.0
tour-of-rhodes,2017,stage_1,2.2,5.0
vuelta-a-espana,2017,stage_9,2.UWT,80.0
tour-des-pays-de-savoie,2017,stage_3,2.2,5.0
tour-eritrea,2017,stage_1,2.2,5.0
fleche-du-sud,2017,stage_2,2.2,5.0
gp-internacional-beiras-e-serra-da-estrela,2017,stage_3,2.1,20.0
vuelta-a-burgos,2017,stage_4,2.HC,30.0
tour-de-normadie,2017,stage_3,2.2,5.0
tour-ethiopian-meles-zenawi,2017,stage_1,2.2,5.0
giro-ciclistico-d-italia,2017,stage_4,2.2U,5.0
nc-puerto-rico-itt,2017,result,NC,15.0
tour-de-tunisie,2017,stage_2,2.2,5.0
trofeo-edil-c-u23,2017,result,1.2U,15.0
tour-of-britain,2017,stage_7,2.HC,30.0
omloop-van-het-houtland-lichtervelde,2017,result,1.1,75.0
dookola-mazowsza,2017,stage_2,2.2,5.0
dwars-door-vlaanderen,2017,result,1.UWT,225.0
tour-du-senegal,2017,stage_4,2.2,5.0
volta-nxt-classic,2017,result,1.1,75.0
tour-de-romandie,2017,stage_5,2.UWT,50.0
tour-de-yorkshire,2017,stage_1,2.1,20.0
tour-de-molvccas,2017,stage_1,2.2,5.0
istrian-spring-tour,2017,stage_3,2.2,5.0
nc-guyana,2017,result,NC,15.0
vuelta-pilsen-a-colombia,2017,stage_9,2.2,5.0
dookola-mazowsza,2017,stage_4,2.2,5.0
african-championships,2017,result,CC,150.0
winston-salem-cycling-classic,2017,result,1.1,75.0
ruta-del-sol,2017,stage_1,2.HC,30.0
fleche-ardennaise,2017,result,1.2,15.0
vuelta-a-espana,2017,stage_21,2.UWT,80.0
le-triptyque-des-monts-et-chateaux,2017,stage_1,2.2,5.0
vuelta-internacional-a-costa-rica,2017,stage_10,2.2,
istrian-spring-tour,2017,prologue,2.2,5.0
nc-zimbabwe-itt,2017,result,NC,15.0
tour-du-limousin,2017,stage_1,2.1,20.0
tour-of-belgium,2017,stage_5,2.HC,30.0
tour-of-estonia,2017,stage_2,2.1,20.0
region-pays-de-la-loire,2017,stage_3,2.1,20.0
tour-bohemia,2017,stage_2,2.2,5.0
tour-de-france,2017,stage_8,2.UWT,100.0
tour-of-bihor-bellotto,2017,stage_1,2.2,5.0
nc-greece-itt,2017,result,NC,15.0
tour-of-norway,2017,stage_3,2.HC,30.0
tour-of-croatia,2017,stage_4,2.1,20.0
nc-cyprus,2017,result,NC,15.0
tour-de-normadie,2017,stage_6,2.2,5.0
tour-of-turkey,2017,stage_5,2.UWT,50.0
baku-khankendi-azerbaijan-cycling-race,2017,stage_1,2.1,20.0
nc-moldova,2017,result,NC,15.0
okolo-jiznich-cech,2017,stage_3,2.2,5.0
fleche-du-sud,2017,stage_4,2.2,5.0
nc-cuba-itt,2017,result,NC,15.0
grand-prix-chantal-biya,2017,stage_4,2.2,5.0
gp-industria-artigianato,2017,result,1.HC,125.0
tour-of-singkarak,2017,stage_2,2.2,5.0
tour-of-ankara,2017,stage_4,2.2,5.0
tour-of-ukraine,2017,stage_3,2.2,5.0
nc-panama,2017,result,NC,15.0
ronde-de-l-isard,2017,stage_3,2.2U,5.0
tour-of-taihu-lake,2017,stage_6,2.1,20.0
antwerpse-havenpijl,2017,result,1.2,15.0
asian-championships-me,2017,result,CC,150.0
dubai-tour,2017,stage_1,2.HC,30.0
tour-of-taihu-lake,2017,stage_1,2.1,20.0
vuelta-a-burgos,2017,stage_5,2.HC,30.0
international-azerbaijan-tour,2017,stage_4,2.1,20.0
tour-des-fjords,2017,stage_3,2.1,20.0
grand-prix-minsk,2017,result,1.2,15.0
4-jours-de-dunkerque,2017,stage_2,2.HC,30.0
tour-of-szeklerland,2017,prologue,2.2,5.0
tour-of-china-ii,2017,stage_5,2.1,20.0
tour-de-gironde,2017,stage_1,2.2,5.0
nc-dominican-republic-itt,2017,result,NC,15.0
nc-spain,2017,result,NC,15.0
tour-du-cameroun,2017,stage_3,2.2,5.0
asian-cycling-championships-itt,2017,result,CC,60.0
tour-of-rwanda,2017,stage_3,2.2,5.0
paris-nice,2017,stage_8,2.UWT,50.0
gp-int-torres-vedras,2017,stage_2,2.2,5.0
istrian-spring-tour,2017,stage_1,2.2,5.0
tour-of-norway,2017,stage_4,2.HC,30.0
tobago-cycling-classic,2017,result,1.2,15.0
tour-de-l-ain,2017,stage_4,2.1,20.0
dubai-tour,2017,stage_5,2.HC,30.0
tour-of-hainan,2017,stage_7,2.HC,30.0
tour-of-thailand,2017,stage_6,2.1,20.0
vuelta-international-a-la-cominudad-de-madrid,2017,stage_2,2.1,20.0
gp-sakia-el-hamra,2017,result,1.2,15.0
tour-of-croatia,2017,stage_2,2.1,
gp-costa-degli-etruschi,2017,result,1.1,75.0
nc-antigua-and-barbuda-itt,2017,result,NC,15.0
nc-india-rr,2017,result,NC,15.0
nc-croatia-itt,2017,result,NC,
volta-a-portugal,2017,prologue,2.1,20.0
tour-de-serbie,2017,stage_3,2.2,5.0
tour-du-maroc,2017,stage_4,2.2,
visegrad-4-bicycle-race-gp-polski-via-odra,2017,result,1.2,15.0
vuelta-a-espana,2017,stage_18,2.UWT,80.0
tour-de-pologne,2017,stage_4,2.UWT,50.0
tour-de-serbie,2017,stage_2,2.2,5.0
gran-premio-della-liberazione,2017,result,1.2U,15.0
baku-khankendi-azerbaijan-cycling-race,2017,stage_3,2.1,20.0
baltic-chain-tour,2017,stage_4,2.2,5.0
tour-du-faso,2017,stage_7,2.2,5.0
nc-hong-kong-itt,2017,result,NC,15.0
nc-new-zealand,2017,result,NC,15.0
tour-of-magnificent-qinghai,2017,stage_6,2.HC,30.0
vuelta-ciclista-a-venezuela,2017,stage_5,2.2,5.0
tour-of-singkarak,2017,stage_5,2.2,5.0
nc-japan,2017,result,NC,15.0
tour-of-albania,2017,stage_5,2.2,5.0
paris-troyes,2017,result,1.2,15.0
liege-bastogne-liege-u23,2017,result,1.2U,15.0
nc-czech-republic2,2017,result,NC,15.0
nc-norway,2017,result,NC,15.0
nc-belize,2017,result,NC,15.0
vuelta-independencia-nacional,2017,stage_7,2.2,5.0
national-championships-iceland---road-race,2017,result,NC,15.0
nc-serbia-itt,2017,result,NC,15.0
tour-of-turkey,2017,stage_3,2.UWT,50.0
nc-iran,2017,result,NC,15.0
tour-du-faso,2017,stage_3,2.2,5.0
tour-de-wallonie,2017,stage_3,2.HC,30.0
tour-de-france,2017,stage_10,2.UWT,100.0
itzulia-basque-country,2017,stage_2,2.UWT,50.0
asian-cc-u23-itt,2017,result,CC,20.0
nc-el-salvador,2017,result,NC,15.0
la-tropicale-amissa-bongo,2017,stage_6,2.1,20.0
tour-de-pologne,2017,stage_3,2.UWT,50.0
tour-de-flores,2017,stage_3,2.2,5.0
tour-auvergne-rhone-alpes,2017,stage_7,2.UWT,50.0
tour-de-tunisie,2017,stage_4,2.2,5.0
tour-de-hongrie,2017,prologue,2.2,5.0
liege-bastogne-liege,2017,result,1.UWT,275.0
tour-eritrea,2017,stage_5,2.2,5.0
nc-slovenia,2017,result,NC,15.0
nc-bermuda-itt,2017,result,NC,15.0
tour-de-france,2017,stage_15,2.UWT,100.0
tour-of-singkarak,2017,stage_9,2.2,5.0
tour-of-quanzhou-bay,2017,stage_3,2.2,5.0
paris-mantes-en-yvelines,2017,result,1.2,15.0
vuelta-ciclista-a-la-provincia-de-san-juan,2017,stage_4,2.1,20.0
tour-de-luxembourg,2017,stage_2,2.HC,30.0
szlakiem-grodow-piastowskich,2017,stage_3,2.2,5.0
paris-chauny-classique,2017,result,1.2,15.0
kreiz-breizh-elites,2017,stage_3,2.2,5.0
nc-georgia,2017,result,NC,15.0
etoile-de-besseges,2017,stage_4,2.1,20.0
giro-ciclistico-d-italia,2017,stage_3,2.2U,5.0
nc-algeria-itt,2017,result,NC,15.0
nc-great-britain-itt,2017,result,NC,15.0
omloop-het-nieuwsblad,2017,result,1.UWT,225.0
nc-costa-rica,2017,result,NC,15.0
tour-of-croatia,2017,stage_5,2.1,
tour-de-l-ain,2017,prologue,2.1,20.0
tour-du-maroc,2017,stage_10,2.2,5.0
course-de-la-paix-u23,2017,stage_3,2.Ncup,5.0
kampioenschap-van-vlaanderen1,2017,result,1.1,75.0
nc-spain-itt,2017,result,NC,15.0
tour-of-rwanda,2017,stage_5,2.2,5.0
le-tour-de-bretagne,2017,stage_7,2.2,5.0
tour-of-guangxi,2017,stage_1,2.UWT,50.0
nc-moldova-itt,2017,result,NC,15.0
fleche-du-sud,2017,stage_3,2.2,5.0
4-jours-de-dunkerque,2017,stage_3,2.HC,30.0
vuelta-ciclista-a-la-provincia-de-san-juan,2017,stage_2,2.1,20.0
nc-tunisia,2017,result,NC,15.0
tour-of-slovenia,2017,stage_3,2.1,20.0
tour-de-langkawi,2017,stage_5,2.HC,30.0
nc-ethiopia,2017,result,NC,15.0
tour-of-hainan,2017,stage_4,2.HC,30.0
trofeo-alcide-degasperi,2017,result,1.2,15.0
tour-de-kumano,2017,stage_3,2.2,5.0
czech-tour,2017,stage_4,2.1,20.0
colorado-classic,2017,stage_2,2.HC,30.0
tour-of-almaty,2017,stage_2,2.1,20.0
le-tour-de-bretagne,2017,stage_6,2.2,5.0
tour-du-senegal,2017,stage_5,2.2,5.0
jelajah-malaysia,2017,stage_5,2.2,5.0
tour-de-molvccas,2017,stage_4,2.2,5.0
okolo-slovenska,2017,stage_4,2.1,20.0
trofeo-citta-di-brescia,2017,result,1.2,15.0
vuelta-a-guatemala,2017,stage_1,2.2,5.0
volta-a-portugal,2017,stage_6,2.1,20.0
vuelta-internacional-a-costa-rica,2017,stage_5,2.2,
la-route-d-occitanie,2017,stage_2,2.1,20.0
tour-of-denmark,2017,stage_4,2.HC,30.0
vuelta-al-tachira,2017,stage_3,2.2,5.0
nc-ecuador-itt,2017,result,NC,15.0
4-jours-de-dunkerque,2017,stage_6,2.HC,30.0
vuelta-a-espana,2017,stage_17,2.UWT,
gp-lugano,2017,result,1.HC,125.0
tour-of-oman,2017,stage_6,2.HC,30.0
renewi-tour,2017,stage_4,2.UWT,50.0
tour-du-faso,2017,stage_6,2.2,5.0
nc-south-korea,2017,result,NC,15.0
tour-auvergne-rhone-alpes,2017,stage_4,2.UWT,50.0
nc-azerbaijan,2017,result,NC,15.0
gp-int-torres-vedras,2017,stage_1,2.2,5.0
oceania-continental-championships-itt,2017,result,CC,60.0
vuelta-independencia-nacional,2017,stage_4,2.2,5.0
nc-sweden-itt,2017,result,NC,15.0
ronde-van-overijssel,2017,result,1.2,15.0
tour-ethiopian-meles-zenawi,2017,stage_4,2.2,5.0
nc-lithuania,2017,result,NC,15.0
tour-de-selangor,2017,stage_3,2.2,5.0
skive-lobet,2017,result,1.2,15.0
cyclassics-hamburg,2017,result,1.UWT,225.0
nc-brazil-itt,2017,result,NC,15.0
nc-ecuador,2017,result,NC,15.0
volta-a-catalunya,2017,stage_6,2.UWT,50.0
tour-de-cote-d-ivoire,2017,stage_6,2.2,5.0
tour-du-faso,2017,stage_10,2.2,5.0
carpathia-couriers-paths,2017,stage_2,2.2U,5.0
tour-of-guangxi,2017,stage_4,2.UWT,50.0
circuit-des-xi-villes,2017,result,1.1,75.0
nc-uganda,2017,result,NC,15.0
arno-wallaard-memorial,2017,result,1.2,15.0
zodc-zuidenveld-tour,2017,result,1.2,15.0
nc-puerto-rico,2017,result,NC,15.0
nc-uruguay-itt,2017,result,NC,15.0
gp-jef-scherens,2017,result,1.1,75.0
tour-de-france,2017,stage_5,2.UWT,100.0
oberosterreichrundfahrt,2017,stage_3,2.2,5.0
nc-latvia-itt,2017,result,NC,15.0
nc-denmark-itt,2017,result,NC,15.0
gp-de-fourmies,2017,result,1.HC,125.0
gp-cerami,2017,result,1.1,75.0
nc-hungary,2017,result,NC,15.0
baku-khankendi-azerbaijan-cycling-race,2017,stage_2,2.1,
paris-camembert,2017,result,1.1,75.0
tour-de-tochigi,2017,stage_1,2.2,5.0
vuelta-international-a-la-cominudad-de-madrid,2017,stage_1,2.1,20.0
nc-argentina,2017,result,NC,15.0
tour-down-under,2017,stage_2,2.UWT,50.0
tour-of-china,2017,stage_1,2.1,20.0
giro-d-italia,2017,stage_12,2.UWT,80.0
tour-de-wallonie,2017,stage_4,2.HC,30.0
jelajah-malaysia,2017,stage_4,2.2,5.0
gp-de-wallonie,2017,result,1.1,75.0
la-tropicale-amissa-bongo,2017,stage_1,2.1,20.0
trofeo-piva,2017,result,1.2U,15.0
tour-of-the-gila,2017,stage_4,2.2,5.0
3daagse-van-west-vlaanderen,2017,result,1.1,75.0
coppa-della-pace-trofeo-flli-anelli,2017,result,1.2,15.0
nc-germany,2017,result,NC,15.0
nc-poland,2017,result,NC,15.0
tour-de-normadie,2017,stage_5,2.2,5.0
nc-dominican-republic,2017,result,NC,15.0
vuelta-pilsen-a-colombia,2017,stage_8,2.2,5.0
cascade-cycling-classic,2017,stage_4,2.2,5.0
tour-of-hainan,2017,stage_8,2.HC,30.0
vuelta-internacional-a-costa-rica,2017,stage_9,2.2,
coupe-des-nations-ville-saguenay,2017,stage_3,2.2,5.0
tour-de-france,2017,stage_7,2.UWT,100.0
le-tour-de-bretagne,2017,stage_1,2.2,5.0
tour-du-maroc,2017,stage_5,2.2,5.0
tour-de-suisse,2017,stage_9,2.UWT,50.0
itzulia-basque-country,2017,stage_4,2.UWT,50.0
grand-prix-chantal-biya,2017,stage_1,2.2,5.0
renewi-tour,2017,stage_7,2.UWT,50.0
tour-of-austria,2017,stage_6,2.1,20.0
nc-luxembourg,2017,result,NC,15.0
memorial-frank-vandenbroucke,2017,result,1.1,75.0
nc-india-itt,2017,result,NC,15.0
nc-greece,2017,result,NC,15.0
oberosterreichrundfahrt,2017,stage_2,2.2,5.0
tour-de-cote-d-ivoire,2017,stage_7,2.2,5.0
etoile-de-besseges,2017,stage_1,2.1,20.0
vuelta-ciclista-a-la-provincia-de-san-juan,2017,stage_7,2.1,20.0
tour-of-fuzhou,2017,stage_1,2.1,20.0
course-de-la-paix-u23,2017,stage_1,2.Ncup,5.0
nc-eritrea-itt,2017,result,NC,15.0
volta-ao-alentejo,2017,stage_5,2.1,20.0
nc-libenon,2017,result,NC,15.0
tour-cycliste-international-la-provence,2017,stage_1,2.1,20.0
tour-of-slovenia,2017,stage_1,2.1,20.0
games-of-the-small-states-of-europe,2017,result,JR,25.0
le-tour-de-bretagne,2017,stage_3,2.2,5.0
tour-of-turkey,2017,stage_4,2.UWT,50.0
paris-arras-tour,2017,stage_1,2.2,5.0
gp-palio-del-recioto,2017,result,1.2U,15.0
tour-du-cameroun,2017,stage_5,2.2,5.0
rad-am-ring,2017,result,1.1,75.0
african-continental-championships-itt,2017,result,CC,60.0
volta-ao-algarve,2017,stage_4,2.HC,30.0
tour-de-serbie,2017,stage_1,2.2,5.0
giro-d-italia,2017,stage_7,2.UWT,80.0
tour-de-selangor,2017,stage_2,2.2,5.0
tour-de-romandie,2017,prologue,2.UWT,50.0
new-zealand-cycle-classic,2017,stage_4,2.2,5.0
gp-stad-zottegem,2017,result,1.1,75.0
rhone-alpes-isere-tour,2017,stage_1,2.2,5.0
piccolo-giro-di-lombardia,2017,result,1.2U,15.0
giro-di-toscana,2017,stage_2,2.1,20.0
la-fleche-wallonne,2017,result,1.UWT,225.0
south-east-asian-games,2017,result,JR,25.0
tour-du-poitou-charentes-et-de-la-vienne,2017,stage_1,2.1,20.0
nc-israel,2017,result,NC,15.0
gp-citta-di-peccioli,2017,result,1.1,75.0
nc-south-africa,2017,result,NC,15.0
european-championships-mu,2017,result,CC,20.0
tour-des-alpes-maritimes,2017,stage_2,2.1,20.0
bredene-koksijde-classic,2017,result,1.1,75.0
le-tour-de-bretagne,2017,stage_2,2.2,5.0
nc-venezuela-itt,2017,result,NC,15.0
tour-of-magnificent-qinghai,2017,stage_4,2.HC,30.0
tour-de-wallonie,2017,stage_5,2.HC,30.0
vuelta-a-la-comunidad-valenciana,2017,stage_2,2.1,20.0
tour-des-flandres-espoirs,2017,result,1.Ncup,15.0
