course,year,startlist_quality
nc-eritrea,2023,17.0
nc-eritrea-itt,2018,12.0
nc-eritrea-itt,2019,20.0
nc-eritrea-itt,2021,6.0
nc-eritrea-itt,2022,26.0
nc-eritrea-itt,2023,3.0
nc-estonia,2018,12.0
nc-estonia,2019,13.0
nc-estonia,2020,13.0
nc-estonia,2021,17.0
nc-estonia,2022,13.0
nc-estonia,2023,9.0
nc-estonia,2024,9.0
nc-estonia-itt,2018,2.0
nc-estonia-itt,2019,5.0
nc-estonia-itt,2020,2.0
nc-estonia-itt,2021,7.0
nc-estonia-itt,2022,8.0
nc-estonia-itt,2023,4.0
nc-estonia-itt,2024,3.0
nc-ethiopia,2019,3.0
nc-ethiopia,2022,0.0
nc-ethiopia,2023,2.0
nc-ethiopia-itt,2018,3.0
nc-ethiopia-itt,2019,3.0
nc-ethiopia-itt,2022,0.0
nc-ethiopia-itt,2023,2.0
nc-finland,2018,0.0
nc-finland,2019,0.0
nc-finland,2020,0.0
nc-finland,2021,2.0
nc-finland,2022,2.0
nc-finland,2023,0.0
nc-finland,2025,0.0
nc-finland-itt,2018,0.0
nc-finland-itt,2019,0.0
nc-finland-itt,2020,0.0
nc-finland-itt,2021,1.0
nc-finland-itt,2022,0.0
nc-france,2018,332.0
nc-france,2019,303.0
nc-france,2020,264.0
nc-france,2021,398.0
nc-france,2022,400.0
nc-france,2023,337.0
nc-france,2024,340.0
nc-france,2025,298.0
nc-france-itt,2018,59.0
nc-france-itt,2019,37.0
nc-france-itt,2020,27.0
nc-france-itt,2021,54.0
nc-france-itt,2022,35.0
nc-france-itt,2023,44.0
nc-france-itt,2024,31.0
nc-france-itt,2025,66.0
nc-germany,2018,102.0
nc-germany,2019,151.0
nc-germany,2020,76.0
nc-germany,2021,120.0
nc-germany,2022,71.0
nc-germany,2023,85.0
nc-germany,2025,53.0
nc-germany-itt,2018,21.0
nc-germany-itt,2019,20.0
nc-germany-itt,2021,18.0
nc-germany-itt,2022,33.0
nc-germany-itt,2023,37.0
nc-germany-itt,2025,24.0
nc-great-britain-itt,2018,26.0
nc-great-britain-itt,2019,6.0
nc-great-britain-itt,2021,49.0
nc-great-britain-itt,2022,27.0
nc-great-britain-itt,2023,19.0
nc-great-britain-itt,2024,23.0
nc-great-britain-itt,2025,27.0
nc-greece,2018,1.0
nc-greece,2019,3.0
nc-greece,2020,1.0
nc-greece,2021,2.0
nc-greece,2022,1.0
nc-greece,2023,4.0
nc-greece-itt,2018,1.0
nc-greece-itt,2019,3.0
nc-greece-itt,2020,1.0
nc-greece-itt,2021,2.0
nc-greece-itt,2022,1.0
nc-greece-itt,2023,4.0
nc-grenada-road-race,2022,0.0
nc-grenada-road-race,2023,1.0
nc-guatemala,2018,2.0
nc-guatemala,2019,3.0
nc-guatemala,2021,2.0
nc-guatemala,2022,1.0
nc-guatemala,2023,1.0
nc-guatemala-itt,2018,2.0
nc-guatemala-itt,2019,2.0
nc-guatemala-itt,2021,1.0
nc-guatemala-itt,2022,1.0
nc-guatemala-itt,2023,1.0
nc-hong-kong,2018,1.0
nc-hong-kong,2019,0.0
nc-hong-kong,2022,1.0
nc-hong-kong,2023,1.0
nc-hong-kong-itt,2018,1.0
nc-hong-kong-itt,2019,0.0
nc-hong-kong-itt,2022,0.0
nc-hong-kong-itt,2023,1.0
nc-hungary,2018,0.0
nc-hungary,2019,4.0
nc-hungary,2020,3.0
nc-hungary,2021,9.0
nc-hungary,2022,9.0
nc-hungary,2023,10.0
nc-hungary,2024,8.0
nc-hungary-itt,2018,0.0
nc-hungary-itt,2019,4.0
nc-hungary-itt,2020,3.0
nc-hungary-itt,2021,8.0
nc-hungary-itt,2022,4.0
nc-hungary-itt,2023,9.0
nc-indonesia,2018,0.0
nc-indonesia,2019,1.0
nc-indonesia,2021,1.0
nc-indonesia,2022,0.0
nc-iran,2018,3.0
nc-iran,2019,2.0
nc-iran,2021,0.0
nc-iran,2022,0.0
nc-iran,2023,2.0
nc-iran-itt,2018,3.0
nc-iran-itt,2019,2.0
nc-iran-itt,2021,0.0
nc-iran-itt,2022,1.0
nc-iran-itt,2023,2.0
nc-ireland,2018,34.0
nc-ireland,2019,18.0
nc-ireland,2020,4.0
nc-ireland,2021,17.0
nc-ireland,2022,4.0
nc-ireland,2023,29.0
nc-ireland,2025,5.0
nc-ireland-itt,2018,2.0
nc-ireland-itt,2019,6.0
nc-ireland-itt,2020,3.0
nc-ireland-itt,2021,4.0
nc-ireland-itt,2022,3.0
nc-ireland-itt,2023,21.0
nc-ireland-itt,2024,5.0
nc-ireland-itt,2025,4.0
nc-israel,2018,0.0
nc-israel,2019,1.0
nc-israel,2020,5.0
nc-israel,2021,4.0
nc-israel,2022,4.0
nc-israel,2023,5.0
nc-israel-itt,2018,0.0
nc-israel-itt,2019,1.0
nc-israel-itt,2020,2.0
nc-israel-itt,2021,2.0
nc-israel-itt,2022,1.0
nc-israel-itt,2023,3.0
nc-israel-itt,2025,6.0
nc-italy,2018,407.0
nc-italy,2019,335.0
nc-italy,2020,348.0
nc-italy,2021,284.0
nc-italy,2022,197.0
nc-italy,2023,235.0
nc-italy,2024,265.0
nc-italy,2025,232.0
nc-italy-itt,2018,48.0
nc-italy-itt,2019,50.0
nc-italy-itt,2020,26.0
nc-italy-itt,2021,39.0
nc-italy-itt,2022,40.0
nc-italy-itt,2023,43.0
nc-italy-itt,2025,61.0
nc-ivory-coast,2022,0.0
nc-japan,2018,3.0
nc-japan,2019,6.0
nc-japan,2021,2.0
nc-japan,2022,5.0
nc-japan,2023,8.0
nc-japan,2025,6.0
nc-japan-itt,2018,0.0
nc-japan-itt,2019,6.0
nc-japan-itt,2021,2.0
nc-japan-itt,2022,5.0
nc-japan-itt,2023,7.0
nc-kazakhstan,2018,24.0
nc-kazakhstan,2019,30.0
nc-kazakhstan,2021,4.0
nc-kazakhstan,2022,5.0
nc-kazakhstan,2023,16.0
nc-kazakhstan-itt,2018,15.0
nc-kazakhstan-itt,2019,27.0
nc-kazakhstan-itt,2021,3.0
nc-kazakhstan-itt,2022,2.0
nc-kazakhstan-itt,2023,15.0
nc-kuwait,2018,0.0
nc-kuwait-itt,2018,0.0
nc-latvia,2018,8.0
nc-latvia,2019,13.0
nc-latvia,2020,2.0
nc-latvia,2021,12.0
nc-latvia,2022,6.0
nc-latvia,2023,14.0
nc-latvia,2024,2.0
nc-latvia,2025,13.0
nc-latvia-itt,2018,5.0
nc-latvia-itt,2019,8.0
nc-latvia-itt,2020,1.0
nc-latvia-itt,2021,9.0
nc-latvia-itt,2022,5.0
nc-latvia-itt,2023,14.0
nc-latvia-itt,2025,13.0
nc-lithuania,2018,3.0
nc-lithuania,2019,4.0
nc-lithuania,2020,4.0
nc-lithuania,2021,2.0
nc-lithuania,2022,3.0
nc-lithuania,2023,2.0
nc-lithuania,2024,1.0
nc-lithuania-itt,2018,3.0
nc-lithuania-itt,2019,3.0
nc-lithuania-itt,2020,4.0
nc-lithuania-itt,2021,2.0
nc-lithuania-itt,2022,2.0
nc-lithuania-itt,2023,1.0
nc-luxembourg,2018,12.0
nc-luxembourg,2019,23.0
nc-luxembourg,2020,9.0
nc-luxembourg,2021,10.0
nc-luxembourg,2022,7.0
nc-luxembourg,2023,11.0
nc-luxembourg-itt,2018,12.0
nc-luxembourg-itt,2019,21.0
nc-luxembourg-itt,2020,6.0
nc-luxembourg-itt,2021,6.0
nc-luxembourg-itt,2022,5.0
nc-luxembourg-itt,2023,4.0
nc-luxembourg-itt,2025,8.0
nc-macedonia,2018,0.0
nc-macedonia,2019,0.0
nc-macedonia,2020,0.0
nc-macedonia,2021,1.0
nc-macedonia,2022,0.0
nc-macedonia,2023,0.0
nc-macedonia-itt,2018,0.0
nc-macedonia-itt,2019,0.0
nc-macedonia-itt,2020,0.0
nc-macedonia-itt,2021,1.0
nc-macedonia-itt,2022,0.0
nc-macedonia-itt,2023,0.0
nc-malaysia,2019,1.0
nc-malaysia,2020,4.0
nc-malaysia,2021,2.0
nc-malaysia,2022,1.0
nc-malaysia,2023,1.0
nc-malaysia-itt,2019,0.0
nc-malaysia-itt,2020,0.0
nc-malaysia-itt,2021,0.0
nc-malaysia-itt,2022,0.0
nc-malaysia-itt,2023,1.0
nc-mauritius,2020,0.0
nc-mauritius,2021,0.0
nc-mauritius,2022,0.0
nc-mauritius,2023,3.0
nc-mauritius-itt,2019,0.0
nc-mauritius-itt,2021,0.0
nc-mauritius-itt,2022,0.0
nc-mauritius-itt,2023,3.0
nc-mexico,2018,2.0
nc-mexico,2019,3.0
nc-mexico,2020,1.0
nc-mexico,2021,2.0
nc-mexico,2023,0.0
nc-mexico,2025,51.0
nc-mexico-itt,2018,0.0
nc-mexico-itt,2019,2.0
nc-mexico-itt,2020,1.0
nc-mexico-itt,2021,1.0
nc-mexico-itt,2023,0.0
nc-mexico-itt,2025,51.0
nc-moldova,2018,3.0
nc-moldova,2019,1.0
nc-moldova,2020,5.0
nc-moldova,2021,1.0
nc-moldova-itt,2018,1.0
nc-moldova-itt,2019,1.0
nc-moldova-itt,2020,5.0
nc-moldova-itt,2021,1.0
nc-mongolia,2018,1.0
nc-mongolia,2019,1.0
nc-mongolia,2020,2.0
nc-mongolia,2021,1.0
nc-mongolia,2022,4.0
nc-mongolia,2023,4.0
nc-mongolia-itt,2018,2.0
nc-mongolia-itt,2019,1.0
nc-mongolia-itt,2020,2.0
nc-mongolia-itt,2021,1.0
nc-mongolia-itt,2022,4.0
nc-mongolia-itt,2023,4.0
nc-morocco,2019,0.0
nc-morocco,2022,1.0
nc-morocco,2023,6.0
nc-morocco-itt,2019,0.0
nc-morocco-itt,2022,2.0
nc-morocco-itt,2023,5.0
nc-namibia,2018,0.0
nc-namibia,2019,1.0
nc-namibia,2020,2.0
nc-namibia,2022,1.0
nc-namibia-itt,2018,0.0
nc-netherlands,2018,257.0
nc-netherlands,2019,127.0
nc-netherlands,2020,98.0
nc-netherlands,2021,136.0
nc-netherlands,2022,132.0
nc-netherlands,2023,148.0
nc-netherlands,2024,124.0
nc-netherlands,2025,136.0
nc-netherlands-itt,2018,66.0
nc-netherlands-itt,2019,30.0
nc-netherlands-itt,2021,25.0
nc-netherlands-itt,2022,40.0
nc-netherlands-itt,2023,49.0
nc-netherlands-itt,2024,20.0
nc-netherlands-itt,2025,23.0
nc-new-zealand,2018,22.0
nc-new-zealand,2019,34.0
nc-new-zealand,2020,17.0
nc-new-zealand,2021,25.0
nc-new-zealand,2022,13.0
nc-new-zealand,2023,21.0
nc-new-zealand,2024,35.0
nc-new-zealand,2025,58.0
nc-new-zealand-itt,2018,2.0
nc-new-zealand-itt,2019,28.0
nc-new-zealand-itt,2020,12.0
nc-new-zealand-itt,2021,23.0
nc-new-zealand-itt,2022,7.0
nc-new-zealand-itt,2023,13.0
nc-new-zealand-itt,2025,34.0
nc-norway,2018,72.0
nc-norway,2019,77.0
nc-norway,2020,62.0
nc-norway,2021,45.0
nc-norway,2022,78.0
nc-norway,2023,74.0
nc-norway,2025,59.0
nc-norway-itt,2018,39.0
nc-norway-itt,2019,17.0
nc-norway-itt,2020,5.0
nc-norway-itt,2021,14.0
nc-norway-itt,2022,7.0
nc-norway-itt,2023,19.0
nc-norway-itt,2024,16.0
nc-norway-itt,2025,23.0
nc-panama,2018,0.0
nc-panama,2019,1.0
nc-panama,2020,0.0
nc-panama,2021,3.0
nc-panama,2022,3.0
nc-panama,2023,2.0
nc-panama-itt,2018,0.0
nc-panama-itt,2019,1.0
nc-panama-itt,2020,0.0
nc-panama-itt,2021,3.0
nc-panama-itt,2022,3.0
nc-panama-itt,2023,2.0
nc-paraguay,2020,0.0
nc-paraguay,2021,1.0
nc-paraguay-itt,2020,0.0
nc-paraguay-itt,2021,1.0
nc-philippines,2022,0.0
nc-philippines,2023,1.0
nc-philippines-itt,2023,0.0
nc-poland,2018,66.0
nc-poland,2019,33.0
nc-poland,2020,20.0
nc-poland,2021,31.0
nc-poland,2022,19.0
nc-poland,2023,17.0
nc-poland,2025,20.0
nc-poland-itt,2018,46.0
nc-poland-itt,2019,47.0
nc-poland-itt,2020,7.0
nc-poland-itt,2021,8.0
nc-poland-itt,2022,4.0
nc-poland-itt,2023,5.0
nc-portugal,2018,9.0
nc-portugal,2019,8.0
nc-portugal,2020,23.0
nc-portugal,2021,50.0
nc-portugal,2022,39.0
nc-portugal,2023,40.0
nc-portugal,2024,12.0
nc-portugal,2025,10.0
nc-portugal2,2018,23.0
nc-portugal2,2019,18.0
nc-portugal2,2020,30.0
nc-portugal2,2021,71.0
nc-portugal2,2022,46.0
nc-portugal2,2023,52.0
nc-portugal2,2024,17.0
nc-portugal2,2025,15.0
nc-puerto-rico,2019,0.0
nc-puerto-rico,2021,1.0
nc-puerto-rico,2022,2.0
nc-puerto-rico-itt,2021,1.0
nc-puerto-rico-itt,2022,2.0
nc-romania,2018,2.0
nc-romania,2019,7.0
nc-romania,2020,5.0
nc-romania,2021,3.0
nc-romania,2022,6.0
nc-romania,2023,4.0
nc-romania-itt,2018,2.0
nc-romania-itt,2019,7.0
nc-romania-itt,2020,5.0
nc-romania-itt,2021,3.0
nc-romania-itt,2022,6.0
nc-romania-itt,2023,4.0
nc-russia,2018,25.0
nc-russia,2019,15.0
nc-russia,2020,16.0
nc-russia,2021,63.0
nc-russia-itt,2018,19.0
nc-russia-itt,2019,10.0
nc-russia-itt,2020,14.0
nc-russia-itt,2021,58.0
nc-rwanda,2018,2.0
nc-rwanda,2019,2.0
nc-rwanda,2022,1.0
nc-rwanda,2023,0.0
nc-rwanda-itt,2018,3.0
nc-rwanda-itt,2019,1.0
nc-rwanda-itt,2022,0.0
nc-rwanda-itt,2023,0.0
nc-serbia,2018,1.0
nc-serbia,2019,2.0
nc-serbia,2020,1.0
nc-serbia,2021,3.0
nc-serbia,2022,1.0
nc-serbia,2023,2.0
nc-serbia-itt,2018,0.0
nc-serbia-itt,2019,0.0
nc-serbia-itt,2020,1.0
nc-serbia-itt,2021,2.0
nc-serbia-itt,2022,2.0
nc-serbia-itt,2023,2.0
nc-singapore-itt,2018,0.0
nc-singapore-itt,2019,1.0
nc-singapore-itt,2022,0.0
nc-singapore-itt2,2018,0.0
nc-singapore-itt2,2019,1.0
nc-singapore-itt2,2022,0.0
nc-slovakia,2018,51.0
nc-slovakia,2019,52.0
nc-slovakia,2020,5.0
nc-slovakia,2021,23.0
nc-slovakia,2022,6.0
nc-slovakia,2023,7.0
nc-slovakia-itt,2018,0.0
nc-slovakia-itt,2019,0.0
nc-slovakia-itt,2020,4.0
nc-slovakia-itt,2021,3.0
nc-slovakia-itt,2022,1.0
nc-slovakia-itt,2023,2.0
nc-slovakia-itt,2024,2.0
nc-slovakia-itt,2025,7.0
nc-slovenia,2018,47.0
nc-slovenia,2019,101.0
nc-slovenia,2020,121.0
nc-slovenia,2021,72.0
nc-slovenia,2022,8.0
nc-slovenia,2023,67.0
nc-slovenia,2024,26.0
nc-slovenia,2025,8.0
nc-slovenia-itt,2018,12.0
nc-slovenia-itt,2019,35.0
nc-slovenia-itt,2020,106.0
nc-slovenia-itt,2021,54.0
nc-slovenia-itt,2022,58.0
nc-slovenia-itt,2023,51.0
nc-slovenia-itt,2024,22.0
nc-south-africa,2018,12.0
nc-south-africa,2019,34.0
nc-south-africa,2020,23.0
nc-south-africa,2021,11.0
nc-south-africa,2022,3.0
nc-south-africa,2023,7.0
nc-south-africa-itt,2018,15.0
nc-south-africa-itt,2019,22.0
nc-south-africa-itt,2020,17.0
nc-south-africa-itt,2021,8.0
nc-south-africa-itt,2022,3.0
nc-south-africa-itt,2023,5.0
nc-south-africa-itt,2025,4.0
nc-south-korea,2018,2.0
nc-south-korea,2019,2.0
nc-south-korea,2020,1.0
nc-south-korea,2021,0.0
nc-south-korea,2022,0.0
nc-south-korea,2023,2.0
nc-south-korea-itt,2018,1.0
nc-south-korea-itt,2019,1.0
nc-south-korea-itt,2020,1.0
nc-south-korea-itt,2021,0.0
nc-south-korea-itt,2022,0.0
nc-south-korea-itt,2023,1.0
nc-spain,2018,180.0
nc-spain,2019,181.0
nc-spain,2020,82.0
nc-spain,2021,148.0
nc-spain,2022,95.0
nc-spain,2023,118.0
nc-spain,2024,106.0
nc-spain,2025,151.0
nc-spain-itt,2018,80.0
nc-spain-itt,2019,21.0
nc-spain-itt,2020,34.0
nc-spain-itt,2021,79.0
nc-spain-itt,2022,48.0
nc-spain-itt,2023,45.0
nc-spain-itt,2025,56.0
nc-sweden,2018,2.0
nc-sweden,2019,5.0
nc-sweden,2020,2.0
nc-sweden,2021,2.0
nc-sweden,2022,5.0
nc-sweden,2023,2.0
nc-sweden,2024,4.0
nc-sweden-itt,2018,1.0
nc-sweden-itt,2019,4.0
nc-sweden-itt,2020,3.0
nc-sweden-itt,2021,1.0
nc-sweden-itt,2022,2.0
nc-sweden-itt,2023,0.0
nc-sweden-itt,2024,3.0
nc-switserland,2018,54.0
nc-switserland,2019,45.0
nc-switserland,2020,37.0
nc-switserland,2021,41.0
nc-switserland,2022,20.0
nc-switserland,2023,65.0
nc-switserland,2024,85.0
nc-switserland,2025,93.0
nc-switzerland-itt,2018,27.0
nc-switzerland-itt,2019,20.0
nc-switzerland-itt,2020,28.0
nc-switzerland-itt,2021,44.0
nc-switzerland-itt,2022,8.0
nc-switzerland-itt,2023,4.0
nc-switzerland-itt,2024,23.0
nc-switzerland-itt,2025,18.0
nc-taiwan,2019,1.0
nc-taiwan,2025,1.0
nc-taiwan-itt,2019,1.0
nc-taiwan-itt,2024,0.0
nc-taiwan-itt,2025,0.0
nc-thailand,2020,2.0
nc-thailand,2021,8.0
nc-thailand,2022,0.0
nc-thailand,2023,2.0
nc-thailand,2024,2.0
nc-thailand-itt,2020,2.0
nc-thailand-itt,2021,7.0
nc-thailand-itt,2022,0.0
nc-thailand-itt,2023,2.0
nc-tunisia,2018,0.0
nc-tunisia,2019,0.0
nc-tunisia,2022,0.0
nc-tunisia-itt,2018,0.0
nc-tunisia-itt,2019,0.0
nc-tunisia-itt,2022,0.0
nc-turkey,2018,5.0
nc-turkey,2019,5.0
nc-turkey,2020,6.0
nc-turkey,2021,1.0
nc-turkey,2022,2.0
nc-turkey,2023,2.0
nc-turkey-itt,2018,4.0
nc-turkey-itt,2019,4.0
nc-turkey-itt,2020,2.0
nc-turkey-itt,2021,0.0
nc-turkey-itt,2022,2.0
nc-turkey-itt,2023,2.0
nc-ukraine,2018,8.0
nc-ukraine,2019,7.0
nc-ukraine,2020,4.0
nc-ukraine,2021,7.0
nc-ukraine,2023,2.0
nc-ukraine-itt,2018,6.0
nc-ukraine-itt,2019,5.0
nc-ukraine-itt,2020,3.0
nc-ukraine-itt,2021,3.0
nc-ukraine-itt,2023,0.0
nc-united-arab-emirates,2018,2.0
nc-united-arab-emirates,2019,2.0
nc-united-arab-emirates,2021,0.0
nc-united-arab-emirates,2022,1.0
nc-united-arab-emirates,2023,0.0
nc-united-arab-emirates-itt,2018,1.0
nc-united-arab-emirates-itt,2019,2.0
nc-united-arab-emirates-itt,2021,1.0
nc-united-arab-emirates-itt,2022,1.0
nc-united-arab-emirates-itt,2023,0.0
nc-united-states,2018,32.0
nc-united-states,2019,25.0
nc-united-states,2021,20.0
nc-united-states,2022,14.0
nc-united-states,2023,22.0
nc-united-states,2025,7.0
nc-uruguay,2021,0.0
nc-uruguay,2022,0.0
nc-uruguay,2023,0.0
nc-uruguay,2025,10.0
nc-uruguay-itt,2022,0.0
nc-uruguay-itt,2023,0.0
nc-uruguay-itt,2025,10.0
nc-usa-itt,2018,14.0
nc-usa-itt,2019,10.0
nc-usa-itt,2021,10.0
nc-usa-itt,2022,6.0
nc-usa-itt,2023,15.0
nc-usa-itt,2025,2.0
nc-uzbekistan,2018,0.0
nc-uzbekistan,2019,1.0
nc-uzbekistan,2020,1.0
nc-uzbekistan,2021,1.0
nc-uzbekistan,2022,3.0
nc-uzbekistan-itt,2018,0.0
nc-uzbekistan-itt,2019,1.0
nc-uzbekistan-itt,2020,1.0
nc-uzbekistan-itt,2021,1.0
nc-uzbekistan-itt,2022,3.0
nc-venezuela,2018,6.0
nc-venezuela,2019,2.0
nc-venezuela,2020,2.0
nc-venezuela,2021,1.0
nc-venezuela,2022,5.0
nc-venezuela,2023,5.0
nc-venezuela-itt,2018,1.0
nc-venezuela-itt,2019,2.0
nc-venezuela-itt,2020,1.0
nc-venezuela-itt,2021,0.0
nc-venezuela-itt,2022,2.0
nc-venezuela-itt,2023,2.0
ncgreat-britain,2018,22.0
ncgreat-britain,2019,23.0
ncgreat-britain,2021,102.0
ncgreat-britain,2022,89.0
ncgreat-britain,2023,49.0
ncgreat-britain,2024,40.0
ncgreat-britain,2025,51.0
new-zealand-cycle-classic,2018,11.0
new-zealand-cycle-classic,2019,14.0
new-zealand-cycle-classic,2020,22.0
new-zealand-cycle-classic,2021,4.0
new-zealand-cycle-classic,2022,9.0
new-zealand-cycle-classic,2023,5.0
new-zealand-cycle-classic,2024,15.0
nokere-koerse,2018,195.0
nokere-koerse,2019,295.0
nokere-koerse,2021,233.0
nokere-koerse,2022,218.0
nokere-koerse,2023,194.0
nokere-koerse,2024,289.0
nokere-koerse,2025,242.0
oberosterreichrundfahrt,2018,10.0
oberosterreichrundfahrt,2019,14.0
oberosterreichrundfahrt,2022,24.0
oberosterreichrundfahrt,2023,20.0
oberosterreichrundfahrt,2024,24.0
oberosterreichrundfahrt,2025,18.0
oceania-championships,2018,5.0
oceania-championships,2019,14.0
oceania-championships,2022,3.0
oceania-championships,2023,5.0
oceania-championships,2024,14.0
oceania-continental-championships-itt,2018,3.0
oceania-continental-championships-itt,2019,9.0
oceania-continental-championships-itt,2022,2.0
oceania-continental-championships-itt,2023,3.0
oceania-continental-championships-itt,2024,7.0
odessa-gp,2019,8.0
oita-urban-classic,2018,17.0
oita-urban-classic,2019,9.0
oita-urban-classic,2021,1.0
oita-urban-classic,2022,4.0
oita-urban-classic,2023,18.0
oita-urban-classic,2024,16.0
oita-urban-classic,2025,19.0
okolo-jiznich-cech,2018,19.0
okolo-jiznich-cech,2021,18.0
okolo-jiznich-cech,2022,29.0
okolo-jiznich-cech,2023,21.0
okolo-jiznich-cech,2024,23.0
okolo-jiznich-cech,2025,19.0
okolo-slovenska,2018,209.0
okolo-slovenska,2021,132.0
okolo-slovenska,2022,81.0
okolo-slovenska,2023,180.0
okolo-slovenska,2024,80.0
okolo-slovenska,2025,88.0
olympias-tour,2018,7.0
olympias-tour,2023,22.0
olympias-tour,2024,15.0
olympias-tour,2025,13.0
olympic-games,2021,1176.0
olympic-games,2024,964.0
olympic-games-itt,2021,487.0
olympic-games-itt,2024,389.0
omloop-der-kempen,2024,10.0
omloop-der-kempen,2025,8.0
omloop-het-nieuwsblad,2018,750.0
omloop-het-nieuwsblad,2019,766.0
omloop-het-nieuwsblad,2020,710.0
omloop-het-nieuwsblad,2021,641.0
omloop-het-nieuwsblad,2022,732.0
omloop-het-nieuwsblad,2023,675.0
omloop-het-nieuwsblad,2024,676.0
omloop-het-nieuwsblad,2025,718.0
omloop-het-nieuwsblad-beloften,2018,3.0
omloop-mandel-leie-schelde-meulebeke,2018,77.0
omloop-mandel-leie-schelde-meulebeke,2019,102.0
omloop-van-het-houtland-lichtervelde,2018,139.0
omloop-van-het-houtland-lichtervelde,2019,178.0
omloop-van-het-houtland-lichtervelde,2021,143.0
omloop-van-het-houtland-lichtervelde,2022,290.0
omloop-van-het-houtland-lichtervelde,2023,139.0
omloop-van-het-houtland-lichtervelde,2024,209.0
omloop-van-het-houtland-lichtervelde,2025,221.0
omloop-van-het-waasland,2024,13.0
omloop-van-het-waasland,2025,11.0
pan-american-games,2019,17.0
pan-american-games,2023,31.0
pan-american-games---tt,2019,13.0
pan-american-games---tt,2023,17.0
panamerican-champ-itt,2018,3.0
panamerican-champ-itt,2019,6.0
panamerican-champ-itt,2021,5.0
panamerican-champ-itt,2022,5.0
panamerican-champ-itt,2023,19.0
panamerican-champ-itt,2024,22.0
panamerican-champ-itt,2025,24.0
panamerican-championships,2018,19.0
panamerican-championships,2019,11.0
panamerican-championships,2021,11.0
panamerican-championships,2022,18.0
panamerican-championships,2023,28.0
panamerican-championships,2024,27.0
panamerican-championships,2025,37.0
paris-arras-tour,2018,19.0
paris-arras-tour,2019,22.0
paris-arras-tour,2021,25.0
paris-bourges,2018,182.0
paris-bourges,2019,211.0
paris-bourges,2021,267.0
paris-bourges,2022,469.0
paris-bourges,2023,286.0
paris-camembert,2018,149.0
paris-camembert,2019,131.0
paris-camembert,2020,118.0
paris-camembert,2021,143.0
paris-camembert,2022,107.0
paris-camembert,2023,140.0
paris-camembert,2024,118.0
paris-camembert,2025,94.0
paris-chauny-classique,2018,110.0
paris-chauny-classique,2019,142.0
paris-chauny-classique,2020,136.0
paris-chauny-classique,2021,200.0
paris-chauny-classique,2022,363.0
paris-chauny-classique,2023,212.0
paris-chauny-classique,2024,147.0
paris-chauny-classique,2025,272.0
paris-mantes-en-yvelines,2018,16.0
paris-mantes-en-yvelines,2021,0.0
paris-nice,2018,967.0
paris-nice,2019,1051.0
paris-nice,2020,1049.0
paris-nice,2021,1044.0
paris-nice,2022,1182.0
paris-nice,2023,981.0
paris-nice,2024,957.0
paris-nice,2025,868.0
paris-roubaix,2018,811.0
paris-roubaix,2019,681.0
paris-roubaix,2021,982.0
paris-roubaix,2022,747.0
paris-roubaix,2023,775.0
paris-roubaix,2024,658.0
paris-roubaix,2025,823.0
paris-roubaix-u23,2018,0.0
paris-tours,2018,453.0
paris-tours,2019,293.0
paris-tours,2020,268.0
paris-tours,2021,457.0
paris-tours,2022,580.0
paris-tours,2023,463.0
paris-tours,2024,425.0
paris-tours,2025,436.0
paris-tours-espoirs,2018,7.0
paris-troyes,2018,62.0
paris-troyes,2019,46.0
paris-troyes,2021,63.0
paris-troyes,2022,14.0
paris-troyes,2023,8.0
paris-troyes,2024,3.0
paris-troyes,2025,8.0
per-sempre-alfredo,2021,69.0
per-sempre-alfredo,2022,82.0
per-sempre-alfredo,2023,53.0
piccolo-giro-di-lombardia,2018,4.0
popolarissima,2018,7.0
popolarissima,2019,6.0
popolarissima,2022,0.0
popolarissima,2023,2.0
popolarissima,2024,1.0
popolarissima,2025,2.0
porec-trophy,2018,27.0
porec-trophy,2019,17.0
porec-trophy,2020,19.0
porec-trophy,2021,38.0
porec-trophy,2022,23.0
porec-trophy,2023,15.0
porec-trophy,2024,16.0
porec-trophy,2025,19.0
prueba-villafranca,2018,106.0
prueba-villafranca,2019,51.0
prueba-villafranca,2020,39.0
prueba-villafranca,2021,80.0
prueba-villafranca,2022,151.0
prueba-villafranca,2023,192.0
prueba-villafranca,2024,160.0
prueba-villafranca,2025,191.0
pruride-ph,2019,10.0
puchar-ministra-obrony-narodowej,2019,5.0
puchar-ministra-obrony-narodowej,2020,13.0
puchar-ministra-obrony-narodowej,2021,14.0
puchar-ministra-obrony-narodowej,2022,18.0
puchar-ministra-obrony-narodowej,2023,7.0
puchar-ministra-obrony-narodowej,2024,8.0
puchar-ministra-obrony-narodowej,2025,6.0
puchar-uzdrowisk-karpackich,2018,5.0
puchar-uzdrowisk-karpackich,2019,5.0
race-horizon-park,2018,0.0
race-horizon-park,2019,9.0
race-horizon-park-2,2018,5.0
race-horizon-park-2,2019,10.0
race-torquay,2020,371.0
race-torquay,2024,215.0
race-torquay,2025,262.0
raceseo-1749389130,2025,10.0
radsportfest-marwil,2025,11.0
ras-tailteann,2018,0.0
region-pays-de-la-loire,2018,173.0
region-pays-de-la-loire,2019,167.0
region-pays-de-la-loire,2022,237.0
region-pays-de-la-loire,2023,163.0
region-pays-de-la-loire,2024,139.0
region-pays-de-la-loire,2025,113.0
renewi-tour,2018,615.0
renewi-tour,2019,536.0
