fichier_gpx,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km
2022 Tour of Albania Stage 4.gpx,0.835,0.0,0.835,0.0,0.835,0.0
2022 Tour of Antalya Stage 2.gpx,3.648,0.0,3.648,0.0,3.648,0.0
2022 Tour of Estonia Stage 2.gpx,3.706,0.0,1.293,0.0,0.733,0.0
2022 Tour of Iran (Azarbaijan) Stage 4.gpx,3.082,0.0,3.082,0.0,3.082,0.0
2022 Tour of Leuven - Memorial Jef Scherens.gpx,1.534,0.0,0.561,0.0,0.06,0.0
2022 Tour of Malopolska Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour of Norway Stage 6.gpx,1.049,0.0,0.665,0.0,0.282,0.0
2022 Tour of Slovenia Stage 4.gpx,0.0,0.88,0.0,0.88,0.0,0.88
2022 Tour of Slovenia Stage 5.gpx,0.415,0.0,0.415,0.0,0.175,0.0
2022 Tour of Szeklerland Stage 3.gpx,3.37,0.0,0.0,0.0,0.0,0.0
2022 Tour of Szeklerland Stage 5.gpx,2.541,0.0,1.584,0.0,0.627,0.0
2022 Tour of the Alps Stage 1.gpx,0.961,0.0,0.785,0.0,0.388,0.0
2022 Tre Valli Varesine.gpx,0.08,0.0,0.0,0.0,0.0,0.0
2022 Tro-Bro Leon.gpx,0.0,2.883,0.0,0.915,0.0,0.0
2022 Trofeo Playa de Palma - Palma.gpx,0.873,0.0,0.862,0.0,0.425,0.0
2022 Turul Romaniei Stage 2.gpx,0.887,0.0,0.887,0.0,0.887,0.0
2022 Turul Romaniei Stage 5.gpx,0.622,0.0,0.267,0.0,0.089,0.0
2022 UAE Tour Stage 2.gpx,2.389,0.0,2.389,0.0,2.389,0.0
2022 UAE Tour Stage 6.gpx,8.875,0.0,0.0,0.0,0.0,0.0
2022 Veenendaal-Veenendaal Classic.gpx,1.745,0.0,1.284,0.0,0.081,0.0
2022 Veneto Classic.gpx,0.907,0.0,0.412,0.0,0.164,0.0
2022 Visegrad 4 Bicycle Race - GP Czech Republic.gpx,0.254,0.0,0.254,0.0,0.254,0.0
2022 Visegrad 4 Kerekparverseny.gpx,0.607,0.099,0.607,0.099,0.607,0.099
2022 Volta Limburg Classic.gpx,0.776,0.0,0.766,0.0,0.766,0.0
2022 Volta a Portugal em Bicicleta Stage 10.gpx,1.678,0.0,1.678,0.0,0.556,0.0
2022 Volta a Portugal em Bicicleta Stage 2.gpx,0.236,0.0,0.061,0.0,0.061,0.0
2022 Volta a Portugal em Bicicleta Stage 3.gpx,0.556,0.0,0.0,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 4.gpx,0.682,0.0,0.0,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 6.gpx,0.613,0.0,0.613,0.0,0.613,0.0
2022 Volta a Portugal em Bicicleta Stage 7.gpx,0.019,0.0,0.019,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 8.gpx,2.039,0.0,0.248,0.0,0.248,0.0
2022 Volta a Portugal em Bicicleta Stage 9.gpx,1.647,0.0,0.091,0.0,0.0,0.0
2022 Volta ao Alentejo Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Volta ao Alentejo Stage 5.gpx,1.995,0.0,1.995,0.0,1.995,0.0
2022 Volta ao Algarve em Bicicleta Stage 4.gpx,0.656,0.0,0.039,0.0,0.039,0.0
2022 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 5.gpx,8.699,0.0,4.093,0.0,1.791,0.0
2022 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 6.gpx,2.758,0.0,0.919,0.0,0.46,0.0
2022 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 3.gpx,0.755,0.243,0.0,0.062,0.0,0.011
2022 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 5.gpx,0.609,0.0,0.406,0.0,0.203,0.0
2022 Antwerp Port Epic / Sels Trophy.gpx,8.279,3.427,0.577,0.834,0.074,0.0
2022 Dwars door Vlaanderen / A travers la Flandre.gpx,4.497,0.0,1.18,0.0,0.0,0.0
2022 Giro d'Italia Stage 11.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Memorial Rik Van Steenbergen / Kempen Classic.gpx,0.286,0.0,0.143,0.0,0.072,0.0
2022 Okolo jiznich Cech / Tour of South Bohemia Stage 2.gpx,0.838,0.0,0.585,0.0,0.585,0.0
2022 Okolo jiznich Cech / Tour of South Bohemia Stage 3.gpx,1.084,0.0,1.084,0.0,0.272,0.0
2022 Vuelta Ciclista a la Region de Murcia Costa Calida.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta Ciclista al Ecuador Stage 3.gpx,0.563,0.0,0.563,0.0,0.563,0.0
2022 Vuelta Ciclista al Ecuador Stage 4.gpx,0.287,0.0,0.287,0.0,0.287,0.0
2022 Vuelta Ciclista al Ecuador Stage 6.gpx,2.864,0.0,2.864,0.0,1.011,0.0
2022 Vuelta Ciclista al Ecuador Stage 7.gpx,0.887,0.0,0.887,0.0,0.887,0.0
2022 Vuelta a Burgos Stage 1.gpx,0.955,0.0,0.955,0.0,0.507,0.0
2022 Vuelta a Guatemala Stage 4.gpx,2.177,4.478,0.154,4.478,0.0,0.0
2022 Vuelta a Guatemala Stage 6.gpx,0.677,0.0,0.677,0.0,0.677,0.0
2022 Vuelta a Guatemala Stage 9.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta del Porvenir San Luis Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta del Porvenir San Luis Stage 5.gpx,2.988,0.0,1.494,0.0,0.0,0.0
2022 ZLM Tour Stage 1.gpx,5.541,0.0,2.625,0.0,1.167,0.0
2022 ZLM Tour Stage 2.gpx,0.177,0.0,0.0,0.0,0.0,0.0
2022 ZLM Tour Stage 3.gpx,0.47,0.007,0.0,0.0,0.0,0.0
2022 ZLM Tour Stage 4.gpx,8.34,0.028,3.343,0.014,0.671,0.007
2022 ZLM Tour Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Alanya Cup.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Albert Achterhes Profronde van Drenthe.gpx,1.482,0.0,0.905,0.0,0.884,0.0
2023 Amstel Gold Race.gpx,0.334,0.839,0.203,0.0,0.203,0.0
2023 Arno Wallaard Memorial.gpx,3.127,0.0,1.925,0.0,0.843,0.0
2023 BEMER Cyclassics.gpx,0.632,0.186,0.276,0.0,0.216,0.0
2023 Baloise Belgium Tour Stage 1.gpx,0.926,0.0,0.729,0.0,0.022,0.0
2023 Baloise Belgium Tour Stage 2.gpx,5.923,0.0,2.628,0.0,1.234,0.0
2023 Baloise Belgium Tour Stage 4.gpx,0.381,0.0,0.19,0.0,0.19,0.0
2023 Baloise Belgium Tour Stage 5.gpx,2.315,0.0,1.778,0.0,1.778,0.0
2023 Baltic Chain Tour Stage 1.gpx,0.0,0.935,0.0,0.0,0.0,0.0
2023 Baltic Chain Tour Stage 2.gpx,0.977,0.0,0.977,0.0,0.977,0.0
2023 Belgian Road National Championships.gpx,0.83,0.0,0.412,0.0,0.03,0.0
2023 Betcity Elfstedenrace.gpx,2.166,0.054,1.099,0.054,0.827,0.054
2023 Boucles de l'Aulne - Chateaulin.gpx,0.369,0.0,0.185,0.0,0.123,0.0
2023 Bredene Koksijde Classic.gpx,0.325,0.0,0.0,0.0,0.0,0.0
2023 Brussels Cycling Classic.gpx,4.299,0.004,2.195,0.0,0.0,0.0
2023 Circuit de Wallonie.gpx,2.997,0.0,1.498,0.0,0.749,0.0
2023 Circuit des Ardennes Stage 4.gpx,1.382,0.0,0.427,0.0,0.427,0.0
2023 Classic Brugge-De Panne.gpx,0.951,0.012,0.313,0.006,0.313,0.006
2023 Coppa Agostoni - Giro delle Brianze.gpx,0.255,0.0,0.213,0.0,0.0,0.0
2023 Coppa Bernocchi - GP Banco BPM.gpx,0.142,0.0,0.142,0.0,0.142,0.0
2023 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1-1.gpx,1.939,0.0,0.118,0.0,0.118,0.0
2023 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 2.gpx,0.032,0.0,0.032,0.0,0.032,0.0
2023 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 3.gpx,0.043,0.0,0.038,0.0,0.038,0.0
2023 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 4.gpx,8.306,0.0,8.306,0.0,7.853,0.0
2023 Criterium du Dauphine Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Cro Race Stage 4.gpx,0.88,0.0,0.88,0.0,0.428,0.0
2023 Czech Tour Stage 4.gpx,2.545,0.0,1.725,0.0,0.7,0.0
2023 Danilith Nokere Koerse.gpx,6.726,0.0,2.767,0.0,2.423,0.0
2023 De Brabantse Pijl - La Fleche Brabanconne.gpx,0.802,0.0,0.385,0.0,0.059,0.0
2023 Deutschland Tour Stage 3.gpx,0.689,0.0,0.689,0.0,0.689,0.0
2023 Deutschland Tour Stage 4.gpx,1.116,0.0,0.757,0.0,0.282,0.0
2023 Donostia San Sebastian Klasikoa.gpx,0.148,0.0,0.027,0.0,0.027,0.0
2023 Dookola Mazowsza Stage 1.gpx,7.107,0.0,2.411,0.0,2.411,0.0
2023 Dorpenomloop Rucphen.gpx,0.0,0.201,0.0,0.067,0.0,0.067
2023 Druivenkoers - Overijse.gpx,1.087,0.0,0.527,0.0,0.033,0.0
2023 Duracell Dwars door het Hageland.gpx,2.355,11.388,0.758,5.51,0.743,3.856
2023 Dwars door Vlaanderen - A travers la Flandre.gpx,7.286,0.0,2.455,0.0,1.18,0.0
2023 E3 Saxo Classic.gpx,4.196,0.022,0.36,0.0,0.0,0.0
2023 Elfstedenronde Brugge.gpx,7.698,0.0,2.692,0.0,1.983,0.0
2023 Eschborn-Frankfurt.gpx,0.658,0.081,0.459,0.005,0.0,0.0
2023 Ethias-Tour de Wallonie Stage 3.gpx,0.326,0.0,0.0,0.0,0.0,0.0
2023 Ethias-Tour de Wallonie Stage 4.gpx,1.572,0.0,0.939,0.0,0.939,0.0
2023 Ethias-Tour de Wallonie Stage 5.gpx,0.297,0.0,0.0,0.0,0.0,0.0
2023 Fleche Ardennaise.gpx,1.496,0.0,0.87,0.0,0.275,0.0
2023 Fleche du Sud Stage 4.gpx,0.426,0.0,0.065,0.0,0.065,0.0
2023 Fyn Rundt - Tour of Funen.gpx,0.591,0.0,0.443,0.0,0.295,0.0
2023 GP Adria Mobil.gpx,0.649,0.0,0.409,0.0,0.169,0.0
2023 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 1.gpx,0.389,0.036,0.031,0.036,0.0,0.0
2023 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 3.gpx,0.275,0.0,0.0,0.0,0.0,0.0
2023 GP Kranj.gpx,1.464,0.0,0.404,0.0,0.038,0.0
2023 Gent-Wevelgem In Flanders Fields.gpx,1.903,0.0,0.169,0.0,0.169,0.0
2023 German Road National Championship.gpx,0.318,0.0,0.0,0.0,0.0,0.0
2023 Giro d'Italia Stage 12.gpx,0.143,0.0,0.015,0.0,0.015,0.0
2023 Giro d'Italia Stage 16.gpx,0.623,0.0,0.0,0.0,0.0,0.0
2023 Giro d'Italia Stage 17.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Giro d'Italia Stage 19.gpx,0.581,0.0,0.0,0.0,0.0,0.0
2023 Giro d'Italia Stage 6.gpx,3.118,0.0,3.008,0.0,0.796,0.0
2023 Giro dell'Emilia.gpx,4.51,0.0,2.387,0.0,0.902,0.0
2023 Giro di Sicilia Stage 4.gpx,0.623,0.0,0.623,0.0,0.623,0.0
2023 Gran Premio Miguel Indurain.gpx,0.728,0.0,0.284,0.0,0.284,0.0
2023 Gran Premio citta di Peccioli - Coppa Sabatini.gpx,0.135,0.0,0.0,0.0,0.0,0.0
2023 Grand Prix Apollon Temple.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Grand Prix Cerami.gpx,3.632,0.0,1.816,0.0,0.0,0.0
2023 Grand Prix Criquielion.gpx,1.235,0.0,0.617,0.0,0.617,0.0
2023 Grand Prix Herning.gpx,0.189,0.0,0.189,0.0,0.154,0.0
2023 Grand Prix de Denain - Porte du Hainaut.gpx,11.24,1.168,3.403,0.36,0.0,0.0
2023 Grand Prix de Wallonie.gpx,1.931,0.114,1.931,0.114,1.931,0.114
2023 Grand Prix de la ville de Perenchies.gpx,2.936,0.0,0.979,0.0,0.979,0.0
2023 Grote Prijs Rik Van Looy.gpx,3.289,0.015,2.467,0.008,0.827,0.008
2023 Grote prijs Jean-Pierre Monsere.gpx,1.797,0.0,0.468,0.0,0.468,0.0
2023 Gylne Gutuer.gpx,0.0,14.027,0.0,6.361,0.0,4.035
2023 Heylen Vastgoed Heistse Pijl.gpx,1.761,0.0,0.443,0.0,0.443,0.0
2023 Jaen Paraiso Interior.gpx,4.648,0.875,2.389,0.583,0.489,0.292
2023 Kuurne - Bruxelles - Kuurne.gpx,0.826,0.0,0.0,0.0,0.0,0.0
2023 La Roue Tourangelle Centre Val de Loire - Trophee Groupama Paris Val de Loire.gpx,0.515,0.0,0.0,0.0,0.0,0.0
2023 Le Samyn.gpx,7.287,0.0,2.523,0.0,1.035,0.0
2023 Le Tour de Bretagne Cycliste Stage 1.gpx,1.533,0.0,1.073,0.0,0.523,0.0
2023 Lotto Famenne Ardenne Classic.gpx,0.703,0.0,0.234,0.0,0.234,0.0
2023 Memorial Henryka Lasaka.gpx,0.972,0.0,0.486,0.0,0.486,0.0
2023 Memorial Jana Magiery.gpx,0.049,0.0,0.049,0.0,0.049,0.0
2023 Memorial Philippe Van Coningsloo.gpx,4.946,0.0,2.473,0.0,1.237,0.0
2023 Midden-Brabant Poort Omloop.gpx,5.457,0.0,2.066,0.0,1.349,0.0
2023 Milano-Sanremo.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Muur Classic Geraardsbergen.gpx,4.102,0.0,1.611,0.0,1.385,0.0
2023 New Zealand Cycle Classic Stage 5.gpx,1.38,0.0,1.38,0.0,1.38,0.0
2023 Olympia's Tour Stage 2.gpx,5.605,0.094,0.523,0.0,0.523,0.0
2023 Olympia's Tour Stage 3.gpx,1.717,0.0,0.811,0.0,0.021,0.0
2023 Olympia's Tour Stage 4.gpx,0.081,0.0,0.0,0.0,0.0,0.0
2023 Olympia's Tour Stage 5.gpx,0.712,0.0,0.356,0.0,0.356,0.0
2023 Omloop Het Nieuwsblad Elite.gpx,6.13,0.0,1.663,0.0,0.024,0.0
2023 Omloop van het Houtland.gpx,2.651,0.0,0.925,0.0,0.343,0.0
2023 Paris - Tours Elite.gpx,0.069,1.217,0.069,0.822,0.069,0.0
2023 Paris-Roubaix.gpx,14.531,0.0,6.23,0.0,1.499,0.0
2023 Petronas Le Tour de Langkawi Stage 6.gpx,0.745,0.0,0.745,0.0,0.745,0.0
2023 PostNord Danmark Rundt - Tour of Denmark Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 PostNord Danmark Rundt - Tour of Denmark Stage 4.gpx,0.179,0.004,0.0,0.0,0.0,0.0
2023 Presidential Cycling Tour of Turkiye Stage 3.gpx,10.318,0.0,10.318,0.0,9.123,0.0
2023 Presidential Cycling Tour of Turkiye Stage 4.gpx,1.358,0.0,1.358,0.0,1.358,0.0
2023 Prueba Villafranca - Ordiziako Klasika.gpx,0.377,0.0,0.119,0.0,0.119,0.0
2023 Dookola Mazowsza Stage 3.gpx,1.585,0.0,0.718,0.0,0.718,0.0
2023 Region Pays de la Loire Tour Stage 4.gpx,0.753,0.0,0.345,0.0,0.238,0.0
2023 Renewi Tour Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Renewi Tour Stage 3.gpx,4.031,0.0,1.381,0.0,1.381,0.0
2023 Renewi Tour Stage 4.gpx,0.306,0.0,0.163,0.0,0.025,0.0
2023 Renewi Tour Stage 5.gpx,1.443,0.0,0.563,0.0,0.112,0.0
2023 Ringerike GP.gpx,1.221,0.0,0.793,0.0,0.366,0.0
2023 Ronde van Limburg.gpx,3.365,0.008,0.0,0.0,0.0,0.0
2023 Ronde van Overijssel.gpx,8.37,0.0,0.0,0.0,0.0,0.0
2023 Ronde van Vlaanderen - Tour des Flandres.gpx,5.632,0.0,1.839,0.0,0.0,0.0
2023 Ronde van de Achterhoek.gpx,5.059,2.146,0.873,0.0,0.291,0.0
2023 Rund um Koln.gpx,0.344,0.0,0.197,0.0,0.197,0.0
2023 SD Worx BW Classic.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 SUPER 8 Classic.gpx,2.286,0.0,0.83,0.0,0.0,0.0
2023 Saudi Tour Stage 5.gpx,0.0,6.971,0.0,0.0,0.0,0.0
2023 Scheldeprijs.gpx,5.923,0.0,2.132,0.0,1.529,0.0
2023 Skoda Tour de Luxembourg Stage 3.gpx,1.863,0.0,1.295,0.0,0.728,0.0
2023 Spanish Road National Championship.gpx,0.982,0.0,0.279,0.0,0.279,0.0
2023 Sparkassen Muensterland Giro.gpx,9.995,0.0,9.782,0.0,5.689,0.0
2023 Ster van Zwolle.gpx,0.86,0.864,0.176,0.864,0.141,0.864
2023 Strade Bianche.gpx,0.865,8.276,0.865,0.0,0.865,0.0
2023 Syedra Ancient City.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tirreno-Adriatico Stage 6.gpx,1.438,0.0,0.669,0.0,0.669,0.0
2023 Tour Alsace Stage 4.gpx,0.0,6.835,0.0,0.309,0.0,0.0
2023 Tour de France Stage 21.gpx,33.944,0.0,13.705,0.0,5.871,0.0
2023 Tour de France Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Hongrie Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Hongrie Stage 3.gpx,0.486,0.0,0.486,0.0,0.486,0.0
2023 Tour de Pologne Stage 1.gpx,1.035,0.0,0.346,0.0,0.346,0.0
2023 Tour de Pologne Stage 2.gpx,0.171,0.0,0.086,0.0,0.086,0.0
2023 Tour de Pologne Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour de Pologne Stage 4.gpx,0.067,0.0,0.0,0.0,0.0,0.0
2023 Tour de Pologne Stage 5.gpx,0.376,0.0,0.0,0.0,0.0,0.0
2023 Tour de Suisse Stage 5.gpx,0.146,0.0,0.0,0.0,0.0,0.0
2023 Tour de Taiwan Stage 1.gpx,1.5,0.0,0.554,0.0,0.239,0.0
2023 Tour du Benin Stage 2.gpx,0.0,1.125,0.0,1.125,0.0,1.125
2023 Tour du Faso Stage 6.gpx,0.0,2.079,0.0,2.079,0.0,2.079
2023 Tour du Faso Stage 7.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour du Loir et Cher Stage 5.gpx,0.87,0.008,0.338,0.0,0.169,0.0
2023 Tour du Rwanda Stage 8.gpx,2.337,0.0,0.801,0.0,0.735,0.0
2023 Tour of Austria Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Iran (Azarbaijan) Stage 5.gpx,3.082,0.0,3.082,0.0,3.082,0.0
2023 Tour of Leuven - Memorial Jef Scherens.gpx,1.534,0.0,0.561,0.0,0.06,0.0
2023 Tour of Malopolska Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Malopolska Stage 2.gpx,1.405,0.0,0.027,0.0,0.027,0.0
2023 Tour of Malopolska Stage 3.gpx,0.18,0.23,0.0,0.23,0.0,0.23
2023 Tour of Norway Stage 3.gpx,1.049,0.0,0.665,0.0,0.282,0.0
2023 Tour of Slovenia Stage 5.gpx,0.388,0.0,0.388,0.0,0.148,0.0
2023 Tour of Szeklerland Stage 1.gpx,0.075,0.0,0.075,0.0,0.075,0.0
2023 Tre Valli Varesine.gpx,0.08,0.0,0.0,0.0,0.0,0.0
2023 Tro Bro Leon.gpx,0.0,1.727,0.0,0.915,0.0,0.0
2023 Trofeo Alcide Degasperi.gpx,0.513,0.0,0.257,0.0,0.0,0.0
2023 Trofeo Palma - Palma.gpx,2.016,0.0,2.016,0.0,1.21,0.0
2023 UAE Tour Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 UAE Tour Stage 4.gpx,2.389,0.0,2.389,0.0,2.389,0.0
2023 UCI Road World Championships - ITT.gpx,0.539,0.0,0.539,0.0,0.539,0.0
2023 UCI Road World Championships.gpx,3.175,0.0,1.227,0.0,0.678,0.0
2023 UEC European Championships - ITT.gpx,1.359,0.35,0.015,0.35,0.015,0.0
2023 UEC European Championships.gpx,0.661,0.022,0.33,0.007,0.165,0.0
2023 Veenendaal - Veenendaal Classic.gpx,2.485,0.0,1.212,0.0,0.01,0.0
2023 Veneto Classic.gpx,0.827,0.0,0.332,0.0,0.085,0.0
2023 Visegrad 4 Bicycle Race - GP Czech Republic.gpx,0.863,0.0,0.267,0.0,0.267,0.0
2023 Volta Limburg Classic.gpx,1.102,0.0,1.074,0.0,0.654,0.0
2023 Volta a Portugal em Bicicleta Stage 1.gpx,0.245,0.0,0.0,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 10.gpx,3.552,0.0,3.552,0.0,3.135,0.0
2023 Volta a Portugal em Bicicleta Stage 4.gpx,0.406,0.0,0.231,0.0,0.231,0.0
2023 Volta a Portugal em Bicicleta Stage 6.gpx,0.844,0.0,0.0,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 7.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 8.gpx,0.851,0.0,0.179,0.0,0.179,0.0
2023 Volta a Portugal em Bicicleta Stage 9.gpx,1.647,0.0,0.091,0.0,0.0,0.0
2023 Volta ao Alentejo Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Volta ao Alentejo Stage 5.gpx,1.965,0.0,1.882,0.0,1.882,0.0
2023 Volta ao Algarve em Bicicleta Stage 3.gpx,1.371,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclistica al Ecuador Stage 1.gpx,3.081,0.0,1.027,0.0,0.25,0.0
2023 Vuelta Ciclistica al Ecuador Stage 2.gpx,3.837,0.0,3.837,0.0,3.837,0.0
2023 Vuelta Ciclistica al Ecuador Stage 4.gpx,1.609,7.771,0.965,0.0,0.965,0.0
2023 Vuelta Ciclistica al Ecuador Stage 5.gpx,0.875,0.0,0.875,0.0,0.875,0.0
2023 Vuelta a Castilla y Leon Stage 2.gpx,0.099,0.0,0.099,0.0,0.099,0.0
2023 Vuelta a Guatemala Stage 9.gpx,2.299,0.0,2.299,0.0,2.299,0.0
2023 Vuelta del Porvenir San Luis Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta del Porvenir San Luis Stage 5.gpx,2.988,0.0,1.494,0.0,0.0,0.0
2023 ZLM Tour Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 ZLM Tour Stage 2.gpx,0.067,0.0,0.0,0.0,0.0,0.0
2023 ZLM Tour Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 ZLM Tour Stage 4.gpx,0.931,0.0,0.465,0.0,0.233,0.0
2023 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 5.gpx,8.699,0.0,4.093,0.0,1.791,0.0
2023 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 6.gpx,2.898,0.0,0.966,0.0,0.483,0.0
2023 Antwerp Port Epic / Sels Trophy.gpx,8.277,3.131,0.571,0.834,0.068,0.0
2023 Binche - Chimay - Binche / Memorial Frank Vandenbroucke.gpx,3.476,0.0,1.59,0.0,0.646,0.0
2023 Okolo Slovenska / Tour de Slovaquie Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2023 Okolo Slovenska / Tour de Slovaquie Stage 3.gpx,0.629,0.0,0.0,0.0,0.0,0.0
2025 ADAC Cyclassics.gpx,0.354,0.0,0.217,0.0,0.157,0.0
2025 Amstel Gold Race.gpx,0.45,0.0,0.188,0.0,0.114,0.0
2025 Classic Brugge-De Panne.gpx,1.541,0.012,0.822,0.006,0.105,0.006
2025 Donostia San Sebastian Klasikoa.gpx,0.159,0.0,0.155,0.0,0.027,0.0
2025 Dwars door Vlaanderen - A travers la Flandre.gpx,8.659,0.0,2.522,0.0,1.18,0.0
2025 E3 Saxo Classic.gpx,3.664,0.267,0.069,0.0,0.0,0.0
2025 Eschborn-Frankfurt.gpx,0.38,0.115,0.273,0.0,0.0,0.0
2025 Gent-Wevelgem in Flanders Fields.gpx,1.41,0.0,0.169,0.0,0.169,0.0
2025 Giro d'Italia Stage 14.gpx,1.4,0.0,0.7,0.0,0.561,0.0
2025 Giro d'Italia Stage 20.gpx,0.0,7.822,0.0,0.0,0.0,0.0
2025 Giro d'Italia Stage 6.gpx,0.796,0.0,0.796,0.0,0.796,0.0
2025 Giro d'Italia Stage 9.gpx,0.865,4.82,0.865,0.0,0.865,0.0
2025 Itzulia Basque Country Stage 3.gpx,0.871,0.0,0.606,0.0,0.606,0.0
2025 Itzulia Basque Country Stage 5.gpx,0.019,0.0,0.019,0.0,0.019,0.0
2025 La Vuelta Ciclista a Espana Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 La Vuelta Ciclista a Espana Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 La Vuelta Ciclista a Espana Stage 3.gpx,0.413,0.0,0.413,0.0,0.0,0.0
2025 Liege-Bastogne-Liege.gpx,0.009,0.0,0.009,0.0,0.009,0.0
2025 Milano-Sanremo.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Omloop Nieuwsblad.gpx,5.332,0.0,1.663,0.0,0.024,0.0
2025 Paris-Nice Stage 1.gpx,0.284,0.0,0.284,0.0,0.0,0.0
2025 Paris-Roubaix.gpx,14.531,0.0,6.23,0.0,1.499,0.0
2025 Renewi Tour Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Renewi Tour Stage 3.gpx,4.044,0.0,1.41,0.0,1.41,0.0
2025 Renewi Tour Stage 4.gpx,0.774,0.0,0.298,0.0,0.091,0.0
2025 Renewi Tour Stage 5.gpx,1.874,0.0,0.632,0.0,0.029,0.0
2025 Ronde van Vlaanderen.gpx,5.685,0.0,1.839,0.0,0.0,0.0
2025 Strade Bianche.gpx,0.865,0.669,0.865,0.0,0.865,0.0
2025 Tour de France Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Tour de France Stage 11.gpx,0.0,0.577,0.0,0.0,0.0,0.0
2025 Tour de France Stage 2.gpx,0.007,0.0,0.007,0.0,0.007,0.0
2025 Tour de France Stage 21.gpx,19.156,0.0,6.868,0.0,2.16,0.0
2025 Tour de France Stage 3.gpx,0.61,0.0,0.0,0.0,0.0,0.0
2025 Tour de Pologne Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Tour de Pologne Stage 3.gpx,0.406,0.0,0.025,0.0,0.013,0.0
2025 Tour de Pologne Stage 4.gpx,2.546,0.0,1.91,0.0,1.207,0.0
2025 Tour de Suisse Stage 4.gpx,1.282,0.0,1.282,0.0,1.282,0.0
2025 Tour de Suisse Stage 5.gpx,0.507,0.0,0.0,0.0,0.0,0.0
2025 UAE Tour Stage 5.gpx,0.751,0.0,0.0,0.0,0.0,0.0
