fichier_gpx,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km
2021 Belgian Road National Championships.gpx,3.54,0.0,1.18,0.0,0.0,0.0
2021 Benelux Tour Stage 1.gpx,5.498,0.0,2.62,0.0,1.118,0.0
2021 Benelux Tour Stage 3.gpx,3.251,0.024,1.452,0.006,1.452,0.006
2021 Benelux Tour Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Benelux Tour Stage 5.gpx,0.043,0.0,0.014,0.0,0.014,0.0
2021 Benelux Tour Stage 7.gpx,5.24,0.0,1.469,0.0,1.396,0.0
2021 Boucles de l'Aulne - Chateaulin.gpx,0.369,0.0,0.185,0.0,0.123,0.0
2021 Bredene Koksijde Classic.gpx,0.325,0.0,0.0,0.0,0.0,0.0
2021 Brussels Cycling Classic.gpx,4.299,0.004,2.195,0.0,0.0,0.0
2021 CCC Tour - Grody Piastowskie Stage 2.gpx,0.381,0.0,0.381,0.0,0.0,0.0
2021 CCC Tour - Grody Piastowskie Stage 3.gpx,0.619,0.0,0.19,0.0,0.19,0.0
2021 Circuit de Wallonie.gpx,2.997,0.0,1.498,0.0,0.749,0.0
2021 Circuit des Ardennes International Stage 4.gpx,1.688,0.0,1.266,0.0,0.422,0.0
2021 Circuito de Getxo - Memorial Hermanos Otxoa.gpx,0.031,0.0,0.014,0.0,0.014,0.0
2021 Coppa Sabatini - Gran Premio citta di Peccioli.gpx,0.135,0.0,0.0,0.0,0.0,0.0
2021 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1-1.gpx,0.416,0.071,0.416,0.071,0.416,0.071
2021 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 2.gpx,0.032,0.0,0.032,0.0,0.032,0.0
2021 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 3.gpx,0.524,0.0,0.038,0.0,0.038,0.0
2021 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 4.gpx,8.243,0.0,8.243,0.0,7.871,0.0
2021 CroRace Stage 1.gpx,0.36,0.005,0.36,0.0,0.36,0.0
2021 CroRace Stage 6.gpx,1.442,0.0,1.442,0.0,0.968,0.0
2021 Cycling Tour of Szeklerland Stage 3.gpx,9.166,0.0,0.0,0.0,0.0,0.0
2021 Cycling Tour of Szeklerland Stage 4.gpx,5.392,0.0,1.904,0.0,0.679,0.0
2021 Danilith Nokere Koerse.gpx,6.041,0.0,2.754,0.0,2.411,0.0
2021 De Brabantse Pijl - La Fleche Brabanconne.gpx,0.802,0.0,0.385,0.0,0.059,0.0
2021 Deutschland Tour Stage 1.gpx,0.0,0.424,0.0,0.424,0.0,0.0
2021 Deutschland Tour Stage 2.gpx,0.249,0.0,0.0,0.0,0.0,0.0
2021 Deutschland Tour Stage 3.gpx,0.196,0.026,0.0,0.0,0.0,0.0
2021 Deutschland Tour Stage 4.gpx,5.391,0.007,5.391,0.0,2.868,0.0
2021 Donostia San Sebastian Klasikoa.gpx,0.384,0.0,0.38,0.0,0.101,0.0
2021 Dookola Mazowsza Stage 1.gpx,7.107,0.0,2.411,0.0,2.411,0.0
2021 Druivenkoers - Overijse.gpx,2.022,0.0,0.734,0.0,0.462,0.0
2021 Dwars door Vlaanderen - A travers la Flandre.gpx,3.576,0.022,1.578,0.0,1.195,0.0
2021 Dwars door het Hageland.gpx,2.268,11.462,0.687,5.51,0.687,3.856
2021 E3 Saxo Bank Classic.gpx,4.196,0.022,0.36,0.0,0.0,0.0
2021 Elfstedenronde.gpx,7.868,0.0,2.784,0.0,2.025,0.0
2021 Eschborn-Frankfurt.gpx,1.141,0.273,0.09,0.0,0.09,0.0
2021 Ethias Tour de Wallonie Stage 1.gpx,0.06,0.0,0.0,0.0,0.0,0.0
2021 Ethias Tour de Wallonie Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Ethias Tour de Wallonie Stage 4.gpx,2.153,0.0,0.0,0.0,0.0,0.0
2021 Ethias Tour de Wallonie Stage 5.gpx,0.691,0.0,0.508,0.0,0.182,0.0
2021 Fyn Rundt - Tour of Funen.gpx,0.591,0.0,0.295,0.0,0.148,0.0
2021 GP Adria Mobil.gpx,0.675,0.0,0.675,0.0,0.435,0.0
2021 GP Himmerland Rundt.gpx,3.996,0.0,1.911,0.0,0.868,0.0
2021 GP Kranj.gpx,1.467,0.0,0.393,0.0,0.0,0.0
2021 GP Slovenia.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 GP Torres Vedras - Trofeu Joaquim Agostinho Stage 3.gpx,0.275,0.0,0.0,0.0,0.0,0.0
2021 Gent-Wevelgem in Flanders Fields.gpx,1.57,0.0,0.0,0.0,0.0,0.0
2021 Giro Ciclistico d'Italia Stage 10.gpx,1.793,0.0,1.793,0.0,1.117,0.0
2021 Giro Ciclistico d'Italia Stage 4.gpx,0.845,0.0,0.845,0.0,0.845,0.0
2021 Giro Ciclistico d'Italia Stage 7.gpx,1.157,0.0,1.157,0.0,1.157,0.0
2021 Giro Ciclistico d'Italia Stage 9.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Giro d'Italia Stage 11.gpx,0.59,7.587,0.59,2.818,0.59,0.0
2021 Giro d'Italia Stage 15.gpx,0.762,0.0,0.762,0.0,0.762,0.0
2021 Giro d'Italia Stage 17.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Giro d'Italia Stage 18.gpx,0.677,0.0,0.34,0.0,0.34,0.0
2021 Giro d'Italia Stage 2.gpx,0.265,0.0,0.0,0.0,0.0,0.0
2021 Giro d'Italia Stage 20.gpx,1.028,0.0,0.252,0.0,0.252,0.0
2021 Giro d'Italia Stage 21.gpx,0.493,0.0,0.493,0.0,0.48,0.0
2021 Giro d'Italia Stage 5.gpx,1.143,0.123,0.0,0.0,0.0,0.0
2021 Giro del Veneto.gpx,0.149,0.0,0.057,0.0,0.0,0.0
2021 Giro dell'Emilia.gpx,4.51,0.0,2.37,0.0,0.902,0.0
2021 Giro di Sicilia - Tour of Sicily Stage 1.gpx,0.245,0.0,0.245,0.0,0.245,0.0
2021 Giro di Sicilia - Tour of Sicily Stage 4.gpx,1.642,0.0,0.0,0.0,0.0,0.0
2021 Gran Piemonte.gpx,0.812,0.0,0.812,0.0,0.0,0.0
2021 Gran Premio Miguel Indurain.gpx,0.728,0.0,0.284,0.0,0.284,0.0
2021 Grand Prix Alanya.gpx,0.139,0.0,0.139,0.0,0.139,0.0
2021 Grand Prix Herning.gpx,0.415,0.0,0.415,0.0,0.288,0.0
2021 Grand Prix Mediterrennean.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Grand Prix Velo Manavgat.gpx,0.306,0.0,0.0,0.0,0.0,0.0
2021 Grand Prix de Denain - Porte du Hainaut.gpx,10.016,0.618,1.747,0.36,0.0,0.0
2021 Grand Prix de la ville de Perenchies.gpx,2.936,0.0,0.979,0.0,0.979,0.0
2021 Grote Prijs Marcel Kint.gpx,1.082,0.0,0.293,0.0,0.293,0.0
2021 Grote prijs Jean-Pierre Monsere.gpx,2.252,0.0,0.751,0.0,0.751,0.0
2021 Gylne Gutuer.gpx,0.0,14.027,0.0,6.361,0.0,4.035
2021 Henryk LASAK Memorial.gpx,1.425,0.666,0.713,0.333,0.713,0.333
2021 Heylen Vastgoed Heistse Pijl.gpx,2.22,0.0,1.11,0.0,0.655,0.0
2021 Itzulia Basque Country Stage 5.gpx,0.007,0.0,0.0,0.0,0.0,0.0
2021 Kuurne - Bruxelles - Kuurne.gpx,0.793,0.0,0.102,0.0,0.0,0.0
2021 La Roue Tourangelle Centre Val de Loire - Trophee Harmonie Mutuelle.gpx,0.515,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 12.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 16.gpx,0.327,0.0,0.0,0.0,0.0,0.0
2021 La Vuelta ciclista a Espana Stage 21.gpx,0.945,0.0,0.679,0.0,0.679,0.0
2021 Le Samyn.gpx,7.287,0.0,2.017,0.0,1.035,0.0
2021 Le Tour de Bretagne Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Le Tour de Bretagne Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Le Tour de Bretagne Stage 6.gpx,1.902,0.0,1.059,0.0,0.568,0.0
2021 Le Tour de Bretagne Stage 7.gpx,3.987,0.0,3.121,0.0,1.561,0.0
2021 Milano-Sanremo.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Omloop Het Nieuwsblad Elite.gpx,5.332,0.0,1.663,0.0,0.024,0.0
2021 Omloop van het Houtland Middelkerke-Lichtervelde.gpx,2.613,0.0,0.887,0.0,0.306,0.0
2021 Oxyclean Classic Brugge-De Panne.gpx,1.419,0.006,0.101,0.0,0.101,0.0
2021 PWZ Zuidenveld Tour.gpx,0.012,0.0,0.006,0.0,0.0,0.0
2021 Paris - Tours Elite.gpx,0.0,2.716,0.0,0.822,0.0,0.0
2021 Paris-Roubaix.gpx,14.386,0.0,6.337,0.0,1.499,0.0
2021 Polish National Road Championships.gpx,1.266,0.0,0.633,0.0,0.633,0.0
2021 PostNord Danmark Rundt - Tour of Denmark Stage 2.gpx,0.971,0.006,0.521,0.0,0.339,0.0
2021 Presidential Cycling Tour of Turkey Stage 3.gpx,3.821,0.0,3.821,0.0,3.451,0.0
2021 Presidential Cycling Tour of Turkey Stage 6.gpx,1.358,0.0,1.358,0.0,1.358,0.0
2021 Primus Classic.gpx,2.095,0.0,0.471,0.0,0.005,0.0
2021 Prueba Villafranca - Ordiziako Klasika.gpx,0.258,0.0,0.0,0.0,0.0,0.0
2021 Ronde van Vlaanderen - Tour des Flandres.gpx,5.632,0.0,1.839,0.0,0.0,0.0
2021 Ronde van de Achterhoek.gpx,4.096,0.0,2.723,0.0,1.362,0.0
2021 Sazka Tour Stage 4.gpx,2.501,0.0,1.681,0.0,0.657,0.0
2021 Scheldeprijs.gpx,5.851,0.0,2.076,0.0,1.472,0.0
2021 Settimana Ciclistica Italiana Stage 3.gpx,0.636,0.0,0.636,0.0,0.636,0.0
2021 Settimana Ciclistica Italiana Stage 5.gpx,0.636,0.0,0.636,0.0,0.636,0.0
2021 Skoda-Tour de Luxembourg Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Skoda-Tour de Luxembourg Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Sparkassen Munsterland Giro.gpx,0.25,0.0,0.0,0.0,0.0,0.0
2021 Strade Bianche.gpx,0.848,8.03,0.848,0.0,0.848,0.0
2021 Tirreno-Adriatico Stage 6.gpx,0.392,0.0,0.157,0.0,0.078,0.0
2021 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 3.gpx,0.036,0.0,0.036,0.0,0.018,0.0
2021 Antwerp Port Epic / Sels Trophy.gpx,8.279,3.427,0.577,0.834,0.074,0.0
2021 Binche - Chimay - Binche / Memorial Frank Vandenbroucke.gpx,3.476,0.0,1.59,0.0,0.646,0.0
2021 Okolo jiznich Cech / Tour of South Bohemia Stage 4.gpx,1.922,0.0,1.057,0.0,0.234,0.0
2021 Tour de France Stage 21.gpx,33.958,0.0,13.807,0.0,5.916,0.0
2021 Tour de Pologne Stage 1.gpx,2.62,0.0,2.42,0.0,1.232,0.0
2021 Tour de Pologne Stage 2.gpx,0.416,0.0,0.416,0.0,0.416,0.0
2021 Tour de Pologne Stage 3.gpx,0.672,0.0,0.425,0.0,0.253,0.0
2021 Tour de Pologne Stage 4.gpx,1.35,0.0,0.0,0.0,0.0,0.0
2021 Tour de Pologne Stage 6.gpx,0.844,0.0,0.844,0.0,0.15,0.0
2021 Tour de Romandie Stage 5.gpx,1.08,0.0,1.08,0.0,0.194,0.0
2021 Tour de Suisse Stage 6.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour de Suisse Stage 8.gpx,6.694,0.0,5.516,0.0,0.457,0.0
2021 Tour du Faso Stage 3.gpx,0.0,1.853,0.0,1.853,0.0,1.853
2021 Tour du Faso Stage 4.gpx,0.0,4.137,0.0,4.137,0.0,4.137
2021 Tour du Rwanda Stage 8.gpx,2.337,0.0,0.801,0.0,0.735,0.0
2021 Tour of Estonia Stage 2.gpx,3.706,0.0,1.293,0.0,0.733,0.0
2021 Tour of Malopolska Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Malopolska Stage 2.gpx,0.661,0.0,0.027,0.0,0.027,0.0
2021 Tour of Slovenia Stage 5.gpx,0.675,0.0,0.675,0.0,0.435,0.0
2021 Tour of the Alps Stage 5.gpx,1.25,0.0,0.133,0.0,0.133,0.0
2021 Turul Romaniei Stage 5.gpx,1.245,0.0,0.444,0.0,0.267,0.0
2021 UAE Tour Stage 6.gpx,5.437,0.0,5.437,0.0,5.437,0.0
2021 UAE Tour Stage 7.gpx,2.604,0.0,2.389,0.0,2.389,0.0
2021 UCI Road World Championships - ITT.gpx,1.858,0.007,0.516,0.007,0.339,0.0
2021 UCI Road World Championships.gpx,2.495,0.0,1.114,0.0,0.284,0.0
2021 UEC European Championships.gpx,1.592,0.0,0.533,0.0,0.003,0.0
2021 Veneto Classic.gpx,0.334,0.0,0.0,0.0,0.0,0.0
2021 Visegrad 4 Bicycle Race - GP Czech Republic.gpx,0.254,0.0,0.254,0.0,0.254,0.0
2021 Visegrad 4 Bicycle Race Grand Prix Poland.gpx,0.324,0.0,0.324,0.0,0.324,0.0
2021 Visegrad 4 Kerekparverseny.gpx,0.607,0.099,0.607,0.099,0.607,0.099
2021 Volta Ciclista a Catalunya Stage 7.gpx,0.0,0.028,0.0,0.009,0.0,0.005
2021 Volta ao Alentejo Stage 3.gpx,0.24,0.0,0.24,0.0,0.24,0.0
2021 Volta ao Algarve em Bicicleta Stage 3.gpx,1.371,0.0,0.0,0.0,0.0,0.0
2021 Vuelta a Burgos Stage 1.gpx,0.954,0.0,0.954,0.0,0.506,0.0
2021 Vuelta al Ecuador Stage 4.gpx,0.447,0.0,0.447,0.0,0.447,0.0
2021 Vuelta al Ecuador Stage 8.gpx,2.612,0.0,0.653,0.0,0.0,0.0
2022 Albert Achterhes Profronde van Drenthe.gpx,0.627,0.0,0.388,0.0,0.223,0.0
2022 Amstel Gold Race.gpx,0.334,0.0,0.203,0.0,0.203,0.0
2022 Arctic Race of Norway Stage 3.gpx,0.039,0.0,0.0,0.0,0.0,0.0
2022 Arno Wallaard Memorial.gpx,3.127,0.0,1.925,0.0,0.843,0.0
2022 BEMER Cyclassics.gpx,1.137,0.0,0.353,0.0,0.157,0.0
2022 Baloise Belgium Tour Stage 1.gpx,2.507,0.0,1.095,0.0,0.317,0.0
2022 Baloise Belgium Tour Stage 2.gpx,4.339,0.0,1.976,0.0,0.951,0.0
2022 Baloise Belgium Tour Stage 4.gpx,0.381,0.0,0.19,0.0,0.19,0.0
2022 Baloise Belgium Tour Stage 5.gpx,0.513,0.0,0.171,0.0,0.0,0.0
2022 Baltic Chain Tour Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Belgian Road National Championship.gpx,4.328,0.0,1.476,0.0,0.051,0.0
2022 Binche - Chimay - Binche (Memorial Frank Vandenbroucke).gpx,3.476,0.0,1.59,0.0,0.646,0.0
2022 Bloeizone Elfsteden Fryslan.gpx,1.943,0.0,0.69,0.0,0.0,0.0
2022 Boucles de l'Aulne - Chateaulin.gpx,0.369,0.0,0.185,0.0,0.123,0.0
2022 Bredene Koksijde Classic.gpx,0.325,0.0,0.0,0.0,0.0,0.0
2022 Brussels Cycling Classic.gpx,4.299,0.004,2.195,0.0,0.0,0.0
2022 CAC African Road Championships.gpx,0.917,0.0,0.917,0.0,0.917,0.0
2022 Circuit de Wallonie.gpx,2.997,0.0,1.498,0.0,0.749,0.0
2022 Circuito de Getxo - Memorial Hermanos Otxoa.gpx,0.01,0.0,0.01,0.0,0.01,0.0
2022 Coppa Agostoni - Giro delle Brianze.gpx,0.255,0.0,0.213,0.0,0.0,0.0
2022 Coppa Bernocchi - GP BPM.gpx,0.142,0.0,0.142,0.0,0.142,0.0
2022 Coppa Sabatini - Gran Premio citta di Peccioli.gpx,0.135,0.0,0.0,0.0,0.0,0.0
2022 Cro Race Stage 5.gpx,1.357,0.0,0.905,0.0,0.452,0.0
2022 Cro Race Stage 6.gpx,1.442,0.0,1.442,0.0,0.968,0.0
2022 Danilith Nokere Koerse.gpx,6.721,0.0,2.762,0.0,2.419,0.0
2022 De Brabantse Pijl - La Fleche Brabanconne.gpx,0.802,0.0,0.385,0.0,0.059,0.0
2022 Deutschland Tour Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Deutschland Tour Stage 4.gpx,0.743,0.0,0.439,0.0,0.219,0.0
2022 Districtenpijl - Ekeren-Deurne.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Donostia San Sebastian Klasikoa.gpx,0.024,0.0,0.02,0.0,0.009,0.0
2022 Dookola Mazowsza Stage 1.gpx,7.107,0.0,2.411,0.0,2.411,0.0
2022 Dookola Mazowsza Stage 3.gpx,3.966,0.0,3.099,0.0,2.381,0.0
2022 Dorpenomloop Rucphen.gpx,0.0,0.201,0.0,0.067,0.0,0.067
2022 Druivenkoers - Overijse.gpx,2.022,0.0,0.734,0.0,0.462,0.0
2022 Dwars door het Hageland.gpx,2.268,11.462,0.687,5.51,0.687,3.856
2022 E3 Saxo Bank Classic.gpx,4.196,0.022,0.36,0.0,0.0,0.0
2022 Elfstedenronde Brugge.gpx,7.868,0.0,2.784,0.0,2.025,0.0
2022 Eschborn-Frankfurt.gpx,0.535,0.11,0.09,0.0,0.09,0.0
2022 Ethias-Tour de Wallonie Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Ethias-Tour de Wallonie Stage 5.gpx,4.725,0.0,2.362,0.0,1.09,0.0
2022 Famenne Ardenne Classic.gpx,0.703,0.0,0.234,0.0,0.234,0.0
2022 Fleche Ardennaise.gpx,1.603,0.0,0.851,0.0,0.256,0.0
2022 Fleche du Sud Stage 4.gpx,0.63,0.0,0.21,0.0,0.21,0.0
2022 Fyn Rundt - Tour of Funen.gpx,0.591,0.0,0.443,0.0,0.295,0.0
2022 GP Adria Mobil.gpx,0.675,0.0,0.675,0.0,0.435,0.0
2022 GP Kranj.gpx,1.467,0.0,0.393,0.0,0.0,0.0
2022 Gent-Wevelgem in Flanders Fields.gpx,1.903,0.0,0.169,0.0,0.169,0.0
2022 German Road National Championships.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Giro d'Italia Stage 10.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Giro d'Italia Stage 13.gpx,0.569,0.0,0.569,0.0,0.569,0.0
2022 Giro d'Italia Stage 15.gpx,0.574,0.0,0.574,0.0,0.519,0.0
2022 Giro d'Italia Stage 18.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Giro d'Italia Stage 19.gpx,0.392,0.0,0.392,0.0,0.392,0.0
2022 Giro d'Italia Stage 21.gpx,0.733,0.0,0.733,0.0,0.733,0.0
2022 Giro d'Italia Stage 3.gpx,0.531,0.0,0.531,0.0,0.531,0.0
2022 Giro d'Italia Stage 4.gpx,1.342,0.0,0.0,0.0,0.0,0.0
2022 Giro d'Italia Stage 5.gpx,0.051,0.0,0.051,0.0,0.051,0.0
2022 Giro del Veneto.gpx,1.175,0.0,0.0,0.0,0.0,0.0
2022 Giro dell'Emilia.gpx,4.51,0.0,2.436,0.0,0.902,0.0
2022 Giro di Sicilia - Tour of Sicily Stage 4.gpx,0.872,0.0,0.0,0.0,0.0,0.0
2022 Gran Camino Stage 2.gpx,0.427,0.0,0.0,0.0,0.0,0.0
2022 Gran Piemonte.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Gran Premio Miguel Indurain.gpx,1.139,0.0,0.705,0.0,0.261,0.0
2022 Grand Prix Alanya.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Grand Prix Criquielion.gpx,1.069,0.0,0.535,0.0,0.535,0.0
2022 Grand Prix Herning.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Grand Prix International de la ville de Nogent-sur-Oise.gpx,0.17,0.0,0.085,0.0,0.085,0.0
2022 Grand Prix Justiniano Race.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Grand Prix Manavgat Side.gpx,0.4,0.0,0.0,0.0,0.0,0.0
2022 Grand Prix Mediterrennean.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Grand Prix Nasielsk-Serock.gpx,0.061,0.618,0.061,0.0,0.061,0.0
2022 Grand Prix Wyszkow.gpx,0.0,0.68,0.0,0.0,0.0,0.0
2022 Grand Prix de Denain - Porte du Hainaut.gpx,10.016,0.618,1.747,0.36,0.0,0.0
2022 Grand Prix de Wallonie.gpx,1.931,0.114,1.931,0.114,1.931,0.114
2022 Grand Prix de la ville de Perenchies.gpx,2.936,0.0,0.979,0.0,0.979,0.0
2022 Grote Prijs Rik Van Looy.gpx,3.224,0.015,2.393,0.008,0.827,0.008
2022 Grote prijs Jean - Pierre Monsere.gpx,2.212,0.0,0.883,0.0,0.883,0.0
2022 Gylne Gutuer.gpx,0.0,14.027,0.0,6.361,0.0,4.035
2022 Heylen Vastgoed Heistse Pijl.gpx,2.429,0.0,1.11,0.0,0.655,0.0
2022 International Tour of Hellas Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Italian Road National Championships.gpx,0.329,0.0,0.11,0.0,0.11,0.0
2022 Itzulia Basque Country Stage 4.gpx,0.152,0.0,0.036,0.0,0.036,0.0
2022 Jaen Paraiso Interior.gpx,1.675,0.0,0.576,0.0,0.576,0.0
2022 Kuurne - Bruxelles - Kuurne.gpx,1.051,0.0,0.225,0.0,0.147,0.0
2022 La Maurienne.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 La Roue Tourangelle Centre Val de Loire - Trophee Groupama Paris Val de Loire.gpx,0.608,0.0,0.0,0.0,0.0,0.0
2022 La Vuelta ciclista a Espana Stage 1.gpx,2.425,0.0,1.549,0.0,0.911,0.0
2022 La Vuelta ciclista a Espana Stage 12.gpx,2.125,3.238,0.0,0.0,0.0,0.0
2022 La Vuelta ciclista a Espana Stage 2.gpx,2.017,0.0,0.682,0.0,0.588,0.0
2022 La Vuelta ciclista a Espana Stage 21.gpx,0.184,0.0,0.082,0.0,0.041,0.0
2022 La Vuelta ciclista a Espana Stage 3.gpx,0.009,0.013,0.009,0.006,0.009,0.0
2022 Le Samyn.gpx,7.287,0.0,2.421,0.0,1.035,0.0
2022 Le Tour de Bretagne Cycliste Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Le Tour de Bretagne Cycliste Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Le Tour de Bretagne Cycliste Stage 7.gpx,0.334,0.0,0.2,0.0,0.133,0.0
2022 Marcel Kint Classic.gpx,1.945,0.0,0.102,0.0,0.0,0.0
2022 Memorial Henryka Lasaka.gpx,0.972,0.0,0.486,0.0,0.486,0.0
2022 Memorial Jana Magiery.gpx,0.431,0.0,0.068,0.0,0.068,0.0
2022 Memorial Philippe Van Coningsloo.gpx,4.946,0.0,2.447,0.0,1.237,0.0
2022 Midden-Brabant Poort Omloop.gpx,5.457,0.0,2.066,0.0,1.349,0.0
2022 Milano-Sanremo.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Minerva Classic Brugge-De Panne.gpx,1.419,0.0,0.101,0.0,0.101,0.0
2022 Omloop Het Nieuwsblad Elite.gpx,4.477,0.0,1.663,0.0,0.024,0.0
2022 Omloop van het Houtland.gpx,2.651,0.0,0.925,0.0,0.343,0.0
2022 PWZ Zuidenveld Tour.gpx,0.041,0.0,0.006,0.0,0.0,0.0
2022 Paris - Camembert.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Paris - Tours Elite.gpx,0.0,1.217,0.0,0.822,0.0,0.0
2022 Paris-Roubaix.gpx,14.531,0.0,6.338,0.0,1.499,0.0
2022 Polish National Road Championships.gpx,0.412,0.006,0.412,0.006,0.0,0.0
2022 PostNord Danmark Rundt - Tour of Denmark Stage 1.gpx,2.63,0.0,1.315,0.0,0.658,0.0
2022 PostNord Danmark Rundt - Tour of Denmark Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Primus Classic.gpx,2.021,0.0,0.228,0.0,0.154,0.0
2022 Prueba Villafranca - Ordiziako Klasika.gpx,0.258,0.0,0.0,0.0,0.0,0.0
2022 Ringerike GP.gpx,0.794,0.0,0.366,0.0,0.153,0.0
2022 Ronde van Limburg.gpx,4.579,0.112,2.29,0.047,0.069,0.047
2022 Ronde van Overijssel.gpx,9.119,0.0,0.0,0.0,0.0,0.0
2022 Ronde van Vlaanderen - Tour des Flandres.gpx,5.632,0.0,1.876,0.0,0.0,0.0
2022 Ronde van de Achterhoek.gpx,0.0,0.973,0.0,0.0,0.0,0.0
2022 Rund um Koln.gpx,0.856,0.0,0.709,0.0,0.709,0.0
2022 Saudi Tour Stage 1.gpx,0.0,6.937,0.0,5.431,0.0,0.0
2022 Sazka Tour Stage 4.gpx,2.545,0.0,1.725,0.0,0.7,0.0
2022 Scandinavian Race in Uppsala 1909-2022.gpx,0.121,0.0,0.03,0.0,0.03,0.0
2022 Scheldeprijs.gpx,5.444,0.0,2.05,0.0,1.456,0.0
2022 Settimana Internazionale Coppi e Bartali Stage 3.gpx,0.355,0.0,0.218,0.0,0.08,0.0
2022 Skoda Tour Luxembourg Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Skoda Tour Luxembourg Stage 3.gpx,0.288,0.344,0.098,0.344,0.006,0.0
2022 Sparkassen Muensterland Giro.gpx,11.559,0.0,10.351,0.0,5.085,0.0
2022 Strade Bianche.gpx,0.942,8.003,0.942,0.0,0.942,0.0
2022 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 1.gpx,0.0,0.599,0.0,0.599,0.0,0.0
2022 Tour d'Alsace Stage 2.gpx,0.0,0.543,0.0,0.543,0.0,0.543
2022 Tour de France Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour de France Stage 21.gpx,34.006,0.0,13.705,0.0,5.933,0.0
2022 Tour de France Stage 3.gpx,0.35,0.006,0.35,0.006,0.288,0.0
2022 Tour de France Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2022 Tour de France Stage 5.gpx,15.344,0.0,5.163,0.0,1.603,0.0
2022 Tour de France Stage 7.gpx,0.0,0.543,0.0,0.543,0.0,0.543
2022 Tour de Pologne Stage 1.gpx,0.047,0.0,0.012,0.0,0.012,0.0
2022 Tour de Pologne Stage 2.gpx,2.179,0.0,1.803,0.0,0.718,0.0
2022 Tour de Pologne Stage 3.gpx,0.613,0.0,0.613,0.0,0.613,0.0
2022 Tour de Pologne Stage 5.gpx,1.581,0.0,0.308,0.0,0.299,0.0
2022 Tour de Pologne Stage 7.gpx,0.56,0.0,0.488,0.0,0.314,0.0
2022 Tour de Suisse Stage 1.gpx,0.0,0.014,0.0,0.0,0.0,0.0
2022 Tour de Taiwan Stage 1.gpx,4.53,0.0,1.812,0.0,0.906,0.0
2022 Tour du Limousin - Nouvelle Aquitaine Stage 3.gpx,0.186,0.0,0.186,0.0,0.186,0.0
2022 Tour du Loir et Cher Stage 5.gpx,0.87,0.008,0.338,0.0,0.169,0.0
2022 Tour of Albania Stage 2.gpx,0.471,0.0,0.471,0.0,0.471,0.0
