date,year,course,type,equipe,classification,rang,pts_uci,selected,pts_uci_equipe_stage,pts_uci_equipe_gc,pts_uci_equipe_kom,pts_uci_equipe_points,pts_uci_equipe_total
2024-09-15,2024,gp-montreal,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,270.0
2024-09-13,2024,gp-quebec,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,530.0
2024-02-22,2024,gran-camino,gc,Team Visma | Lease a Bike,2.1,,0,0,,175.0,,,217.0
2024-03-02,2024,grand-prix-criquielion,gc,Team Visma | Lease a Bike Development,1.1,,,1,,0.0,,,3.0
2024-09-07,2024,grote-prijs-rik-van-looy,gc,Team Visma | Lease a Bike Development,1.2,,,1,,0.0,,,15.0
2024-06-01,2024,heist-op-den-berg,gc,Team Visma | Lease a Bike,1.1,,0,0,,0.0,,,10.0
2024-10-12,2024,il-lombardia,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,50.0
2024-03-07,2024,istrian-spring-tour,gc,Team Visma | Lease a Bike Development,2.2,,0,0,,70.0,,,74.0
2024-04-01,2024,itzulia-basque-country,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,14.0,,,29.0
2024-02-25,2024,kuurne-brussel-kuurne,gc,Team Visma | Lease a Bike,1.Pro,,0,0,,0.0,,,300.0
2024-04-17,2024,la-fleche-wallonne,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,120.0
2024-04-25,2024,le-tour-de-bretagne,gc,Team Visma | Lease a Bike Development,2.2,,0,0,,25.0,,,32.0
2024-04-21,2024,liege-bastogne-liege,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,110.0
2024-03-16,2024,milano-sanremo,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,70.0
2024-10-03,2024,munsterland-giro,gc,Team Visma | Lease a Bike,1.Pro,,0,0,,0.0,,,11.0
2024-08-28,2024,muur-classic-geraardsbergen,gc,Team Visma | Lease a Bike Development,1.1,,,1,,0.0,,,5.0
2024-06-23,2024,nc-belgium,gc,Team Visma | Lease a Bike,NC,,0,0,,0.0,,,40.0
2024-06-23,2024,nc-france,gc,Team Visma | Lease a Bike,NC,,0,0,,0.0,,,0.0
2024-06-23,2024,nc-hungary,gc,Team Visma | Lease a Bike,NC,,0,0,,0.0,,,100.0
2024-06-19,2024,nc-hungary-itt,gc,Team Visma | Lease a Bike,NC,,0,0,,0.0,,,30.0
2024-06-23,2024,nc-italy,gc,Team Visma | Lease a Bike,NC,,0,0,,0.0,,,0.0
2024-06-20,2024,nc-italy-itt,gc,Team Visma | Lease a Bike,NC,,0,0,,0.0,,,30.0
2024-06-23,2024,nc-netherlands,gc,Team Visma | Lease a Bike,NC,,0,0,,0.0,,,75.0
2024-06-19,2024,nc-netherlands-itt,gc,Team Visma | Lease a Bike,NC,,0,0,,0.0,,,30.0
2024-06-23,2024,nc-norway,gc,Team Visma | Lease a Bike Development,NC,,0,0,,0.0,,,5.0
2024-06-20,2024,nc-norway-itt,gc,Team Visma | Lease a Bike Development,NC,,0,0,,0.0,,,1.0
2024-05-19,2024,nc-united-states,gc,Team Visma | Lease a Bike Development,NC,,0,0,,0.0,,,20.0
2024-06-23,2024,ncgreat-britain,gc,Team Visma | Lease a Bike,NC,,0,0,,0.0,,,0.0
2024-06-23,2024,ncgreat-britain,gc,Team Visma | Lease a Bike Development,NC,,0,0,,0.0,,,3.0
2024-03-20,2024,olympias-tour,gc,Team Visma | Lease a Bike Development,2.2,,,1,,3.0,,,4.0
2024-02-24,2024,omloop-het-nieuwsblad,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,657.0
2024-03-03,2024,paris-nice,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,645.0,,,879.0
2024-04-07,2024,paris-roubaix,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,155.0
2024-10-06,2024,paris-tours,gc,Team Visma | Lease a Bike,1.Pro,,0,0,,0.0,,,208.0
2024-03-03,2024,porec-trophy,gc,Team Visma | Lease a Bike Development,1.2,,0,0,,0.0,,,40.0
2024-08-28,2024,renewi-tour,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,496.0,,,545.0
2024-05-20,2024,ronde-van-limburg,gc,Team Visma | Lease a Bike,1.1,,0,0,,0.0,,,0.0
2024-03-31,2024,ronde-van-vlaanderen,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,130.0
2024-05-26,2024,rund-um-koln,gc,Team Visma | Lease a Bike,1.1,,0,0,,0.0,,,65.0
2024-08-10,2024,san-sebastian,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,16.0
2024-03-19,2024,settimana-internazionale-coppi-e-bartali,gc,Team Visma | Lease a Bike,2.1,,0,0,,134.0,,,148.0
2024-03-02,2024,strade-bianche,gc,Team Visma | Lease a Bike,1.UWT,,0,0,,0.0,,,100.0
2024-03-04,2024,tirreno-adriatico,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,665.0,,,810.0
2024-07-25,2024,tour-alsace,gc,Team Visma | Lease a Bike Development,2.2,122.0,0.0,1,,55.0,,,63.0
2024-06-02,2024,tour-auvergne-rhone-alpes,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,440.0,,,600.0
2024-06-29,2024,tour-de-france,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,1495.0,110.0,0.0,3670.0
2024-06-29,2024,tour-de-france,kom,Team Visma | Lease a Bike,2.UWT,,0,0,,1495.0,110.0,0.0,3670.0
2024-06-29,2024,tour-de-france,points,Team Visma | Lease a Bike,2.UWT,,0,0,,1495.0,110.0,0.0,3670.0
2024-09-18,2024,tour-de-luxembourg,gc,Team Visma | Lease a Bike,2.Pro,,0,0,,40.0,,,68.0
2024-08-12,2024,tour-de-pologne,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,664.0,,,932.0
2024-04-23,2024,tour-de-romandie,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,50.0,,,90.0
2024-06-09,2024,tour-de-suisse,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,180.0,,,209.0
2024-07-22,2024,tour-de-wallonie,gc,Team Visma | Lease a Bike,2.Pro,,0,0,,35.0,,,46.0
2024-01-16,2024,tour-down-under,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,258.0,,,303.0
2024-06-12,2024,tour-of-belgium,gc,Team Visma | Lease a Bike,2.Pro,,0,0,,45.0,,,75.0
2024-10-15,2024,tour-of-guangxi,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,38.0,,,48.0
2024-05-23,2024,tour-of-norway,gc,Team Visma | Lease a Bike,2.Pro,,0,0,,170.0,,,200.0
2024-10-08,2024,tre-valli-varesine,gc,Team Visma | Lease a Bike,1.Pro,,0,0,,0.0,,,0.0
2024-02-28,2024,trofej-umag,gc,Team Visma | Lease a Bike Development,1.2,,0,0,,0.0,,,40.0
2024-02-19,2024,uae-tour,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,174.0,,,256.0
2024-05-18,2024,veenendaal-veenendaal,gc,Team Visma | Lease a Bike,1.1,,,1,,0.0,,,0.0
2024-03-18,2024,volta-a-catalunya,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,56.0,,,74.0
2024-02-14,2024,volta-ao-algarve,gc,Team Visma | Lease a Bike,2.Pro,,0,0,,241.0,,,277.0
2024-03-30,2024,volta-nxt-classic,gc,Team Visma | Lease a Bike,1.1,,0,0,,0.0,,,3.0
2024-08-05,2024,vuelta-a-burgos,gc,Team Visma | Lease a Bike,2.Pro,,0,0,,208.0,,,248.0
2024-08-17,2024,vuelta-a-espana,gc,Team Visma | Lease a Bike,2.UWT,,0,0,,210.0,0.0,0.0,1487.0
2024-08-17,2024,vuelta-a-espana,kom,Team Visma | Lease a Bike,2.UWT,,0,0,,210.0,0.0,0.0,1487.0
2024-08-17,2024,vuelta-a-espana,points,Team Visma | Lease a Bike,2.UWT,,0,0,,210.0,0.0,0.0,1487.0
2024-02-10,2024,vuelta-ciclista-a-la-region-de-murcia,gc,Team Visma | Lease a Bike,1.1,,0,0,,0.0,,,110.0
2024-06-05,2024,zlm-tour,gc,Team Visma | Lease a Bike,2.1,74.0,0.0,1,,3.0,,,8.0
2025-04-09,2025,circuit-des-ardennes,gc,Team Visma | Lease a Bike Development,2.2,,0,0,,0.0,,,0.0
2025-10-07,2025,coppa-citta-di-san-daniele2,gc,Team Visma | Lease a Bike Development,1.2,,0,0,,0.0,,,43.0
2025-05-03,2025,fleche-ardennaise,gc,Team Visma | Lease a Bike Development,1.2,,0,0,,0.0,,,13.0
2025-09-27,2025,gp-cerami,gc,Team Visma | Lease a Bike Development,1.2,,,1,,0.0,,,15.0
2025-03-09,2025,gp-de-la-ville-de-lillers,gc,Team Visma | Lease a Bike Development,1.2,,,1,,0.0,,,40.0
2025-09-14,2025,grote-prijs-rik-van-looy,gc,Team Visma | Lease a Bike Development,1.2,,0,0,,0.0,,,0.0
2025-03-13,2025,istrian-spring-tour,gc,Team Visma | Lease a Bike Development,2.2,,0,0,,20.0,,,23.0
2025-08-02,2025,kreiz-breizh-elites,gc,Team Visma | Lease a Bike Development,2.2,85.0,0.0,1,,0.0,,,0.0
2025-04-25,2025,le-tour-de-bretagne,gc,Team Visma | Lease a Bike Development,2.2,,0,0,,3.0,,,6.0
2025-03-08,2025,le-tour-des-100-communes,gc,Team Visma | Lease a Bike Development,1.2,,,1,,0.0,,,40.0
2025-08-27,2025,muur-classic-geraardsbergen,gc,Team Visma | Lease a Bike Development,1.1,,,1,,0.0,,,5.0
2025-06-29,2025,nc-germany,gc,Team Visma | Lease a Bike Development,NC,,0,0,,0.0,,,0.0
2025-06-28,2025,nc-netherlands,gc,Team Visma | Lease a Bike Development,NC,,,1,,0.0,,,0.0
2025-06-29,2025,nc-norway,gc,Team Visma | Lease a Bike Development,NC,,0,0,,0.0,,,0.0
2025-06-26,2025,nc-norway-itt,gc,Team Visma | Lease a Bike Development,NC,,0,0,,0.0,,,0.0
2025-06-29,2025,ncgreat-britain,gc,Team Visma | Lease a Bike Development,NC,,0,0,,0.0,,,0.0
2025-09-04,2025,okolo-jiznich-cech,gc,Team Visma | Lease a Bike Development,2.2,62.0,0.0,1,,40.0,,,55.0
2025-03-26,2025,olympias-tour,gc,Team Visma | Lease a Bike Development,2.2,,0,0,,0.0,,,0.0
2025-06-09,2025,paris-troyes,gc,Team Visma | Lease a Bike Development,1.2,,0,0,,0.0,,,0.0
2025-03-09,2025,porec-trophy,gc,Team Visma | Lease a Bike Development,1.2,,0,0,,0.0,,,3.0
2025-05-28,2025,rhone-alpes-isere-tour,gc,Team Visma | Lease a Bike Development,2.2,,,1,,10.0,,,5.0
2025-05-18,2025,rund-um-koln,gc,Team Visma | Lease a Bike Development,1.1,,,1,,0.0,,,125.0
2025-07-31,2025,tour-alsace,gc,Team Visma | Lease a Bike Development,2.2,,0,0,,10.0,,,10.0
2025-03-05,2025,trofej-umag,gc,Team Visma | Lease a Bike Development,1.2,,0,0,,0.0,,,15.0
